hid,pid,sample_geo,ptotals,prtotals,pworker,rpworker,rpage,rpsex
457680,3,903,1,1,1,1,6,1
457680,4,903,1,1,1,1,5,1
457680,5,903,1,1,1,1,5,1
457686,1,800,1,1,2,2,16,2
457772,1,1205,1,1,1,1,11,1
457772,2,1205,1,1,1,1,11,2
457839,1,1301,1,1,2,2,7,2
457841,1,1403,1,1,2,2,16,1
457922,1,308,1,1,1,1,12,1
457922,2,308,1,1,1,1,11,2
457922,3,308,1,1,2,2,4,1
457922,4,308,1,1,2,2,4,1
457941,1,301,1,1,2,2,4,2
457987,1,601,1,1,1,1,5,2
457987,2,601,1,1,2,2,1,1
457987,3,601,1,1,1,1,12,2
457987,4,601,1,1,2,2,3,2
458027,1,1203,1,1,2,2,6,2
458027,2,1203,1,1,1,1,7,1
458027,3,1203,1,1,2,2,2,1
458027,4,1203,1,1,2,2,1,2
458027,5,1203,1,1,2,2,1,2
458092,1,906,1,1,1,1,8,2
458092,2,906,1,1,2,2,3,2
458092,3,906,1,1,2,2,3,2
458092,4,906,1,1,2,2,3,2
458092,5,906,1,1,2,2,3,1
458092,6,906,1,1,2,2,2,1
458092,7,906,1,1,1,1,7,1
458184,1,2302,1,1,2,2,14,1
458231,1,1401,1,1,1,1,12,1
458231,2,1401,1,1,1,1,12,2
458231,3,1401,1,1,2,2,4,1
458258,1,1903,1,1,1,1,7,1
458258,2,1903,1,1,1,1,8,1
458258,3,1903,1,1,2,2,7,1
458270,1,1600,1,1,1,1,11,1
458270,2,1600,1,1,2,2,11,2
458299,1,1201,1,1,1,1,10,1
458299,2,1201,1,1,1,1,12,2
458379,1,1301,1,1,2,2,15,2
458479,1,2202,1,1,1,1,9,2
458479,2,2202,1,1,1,1,9,1
458479,3,2202,1,1,2,2,2,1
458479,4,2202,1,1,2,2,2,1
458479,5,2202,1,1,2,2,2,2
458573,1,308,1,1,1,1,14,1
458573,2,308,1,1,1,1,13,2
458580,1,2202,1,1,2,2,14,2
458580,2,2202,1,1,2,2,10,2
458580,3,2202,1,1,2,2,10,1
458598,1,1301,1,1,1,1,6,1
458616,1,1404,1,1,2,2,12,2
458616,2,1404,1,1,1,1,13,1
458616,3,1404,1,1,1,1,5,2
458718,1,1105,1,1,2,2,12,2
458718,2,1105,1,1,1,1,10,1
458718,3,1105,1,1,2,2,3,1
458759,1,602,1,1,1,1,11,1
458759,2,602,1,1,1,1,5,1
458882,1,904,1,1,2,2,15,1
458882,2,904,1,1,2,2,14,2
458911,1,901,1,1,1,1,13,1
458911,2,901,1,1,2,2,12,2
458911,3,901,1,1,1,1,6,2
458911,4,901,1,1,2,2,5,2
458911,5,901,1,1,2,2,4,1
458911,6,901,1,1,2,2,13,2
458916,1,1502,1,1,2,2,12,2
458931,1,308,1,1,2,2,17,2
458962,1,502,1,1,2,2,13,1
458962,2,502,1,1,2,2,13,2
459009,1,2003,1,1,1,1,13,1
459009,2,2003,1,1,2,2,13,2
459181,1,1404,1,1,2,2,13,1
459200,1,2003,1,1,2,2,12,1
459214,1,2600,1,1,1,1,4,1
459241,1,1101,1,1,1,1,10,1
459241,2,1101,1,1,1,1,9,2
459241,3,1101,1,1,2,2,3,1
459241,4,1101,1,1,2,2,2,2
459360,1,602,1,1,2,2,11,2
459360,2,602,1,1,1,1,13,1
459405,1,1002,1,1,1,1,13,2
459405,2,1002,1,1,1,1,13,1
459495,1,602,1,1,1,1,7,1
459495,2,602,1,1,1,1,8,1
459583,1,1501,1,1,1,1,7,2
459595,1,2600,1,1,2,2,16,1
459679,1,2303,1,1,2,2,12,1
459705,1,1503,1,1,1,1,13,1
459705,2,1503,1,1,1,1,13,2
459735,1,1002,1,1,1,1,8,1
459735,2,1002,1,1,2,2,8,2
459735,3,1002,1,1,2,2,1,1
459735,4,1002,1,1,2,2,1,2
459865,1,2600,1,1,2,2,15,2
459865,2,2600,1,1,2,2,17,1
459881,1,906,1,1,2,2,14,1
459881,2,906,1,1,2,2,14,2
459901,1,308,1,1,1,1,13,2
459901,2,308,1,1,1,1,7,2
459901,3,308,1,1,2,2,3,1
459901,4,308,1,1,1,1,12,1
459928,1,902,1,1,2,2,10,1
459928,2,902,1,1,1,1,9,2
459928,3,902,1,1,2,2,1,2
459942,1,305,1,1,1,1,12,2
459942,2,305,1,1,1,1,12,1
459942,3,305,1,1,2,2,3,1
459942,4,305,1,1,2,2,3,1
459942,5,305,1,1,2,2,2,2
460040,1,2201,1,1,2,2,14,2
460044,1,2400,1,1,1,1,14,1
460044,2,2400,1,1,2,2,13,2
460061,1,1700,1,1,2,2,10,2
460061,2,1700,1,1,2,2,4,1
460061,3,1700,1,1,2,2,4,2
460062,1,902,1,1,1,1,6,2
460062,2,902,1,1,1,1,7,1
460164,1,901,1,1,1,1,10,2
460164,2,901,1,1,1,1,10,1
460164,3,901,1,1,2,2,4,2
460164,4,901,1,1,2,2,3,1
460192,1,1302,1,1,1,1,10,2
460192,2,1302,1,1,2,2,4,2
460192,3,1302,1,1,2,2,2,2
460203,1,2500,1,1,2,2,18,1
460203,2,2500,1,1,2,2,17,2
460228,1,1101,1,1,1,1,15,2
460231,1,703,1,1,1,1,7,1
460275,1,502,1,1,2,2,17,1
460275,2,502,1,1,2,2,17,2
460319,1,1103,1,1,2,2,18,1
460367,1,2600,1,1,2,2,18,2
460367,2,2600,1,1,2,2,18,1
460383,1,902,1,1,1,1,8,2
460383,2,902,1,1,2,2,3,1
460383,3,902,1,1,2,2,3,1
460409,1,2103,1,1,2,2,9,2
460443,1,1902,1,1,1,1,15,2
460443,2,1902,1,1,2,2,15,1
460658,1,1904,1,1,1,1,8,2
460658,2,1904,1,1,1,1,10,1
460658,3,1904,1,1,2,2,3,2
460658,4,1904,1,1,2,2,1,1
460739,1,303,1,1,2,2,14,1
460739,2,303,1,1,1,1,14,2
460902,1,901,1,1,1,1,10,1
460902,2,901,1,1,1,1,10,2
460902,3,901,1,1,1,1,5,1
460902,4,901,1,1,1,1,5,1
460963,1,2202,1,1,2,2,12,2
460963,2,2202,1,1,2,2,14,1
460963,3,2202,1,1,2,2,7,2
460963,4,2202,1,1,1,1,6,2
460963,5,2202,1,1,2,2,4,2
460963,6,2202,1,1,2,2,1,1
460976,1,2500,1,1,2,2,13,1
460976,2,2500,1,1,1,1,13,2
460976,3,2500,1,1,1,1,6,2
461037,1,2400,1,1,2,2,16,1
461037,2,2400,1,1,2,2,16,2
461061,1,301,1,1,1,1,10,2
461061,2,301,1,1,2,2,6,2
461061,3,301,1,1,2,2,4,2
461063,1,1203,1,1,2,2,16,2
461110,1,1201,1,1,2,2,15,2
461121,1,503,1,1,1,1,9,2
461121,2,503,1,1,2,2,9,1
461121,3,503,1,1,2,2,6,2
461121,4,503,1,1,1,1,5,2
461162,1,2002,1,1,1,1,11,2
461162,2,2002,1,1,1,1,4,2
461162,3,2002,1,1,2,2,3,1
461187,1,1205,1,1,1,1,9,2
461187,2,1205,1,1,1,1,9,1
461187,3,1205,1,1,2,2,3,1
461187,4,1205,1,1,2,2,3,1
461187,5,1205,1,1,2,2,3,1
461187,6,1205,1,1,2,2,2,1
461222,1,1504,1,1,2,2,11,2
461248,1,501,1,1,1,1,10,2
461248,2,501,1,1,1,1,10,1
461248,3,501,1,1,2,2,4,1
461248,4,501,1,1,2,2,3,2
461270,1,1903,1,1,1,1,9,1
461270,2,1903,1,1,1,1,9,2
461270,3,1903,1,1,2,2,1,2
461270,4,1903,1,1,2,2,1,2
461280,1,1102,1,1,1,1,10,1
461280,2,1102,1,1,1,1,10,2
461335,1,702,1,1,1,1,9,1
461335,2,702,1,1,1,1,9,2
461335,3,702,1,1,2,2,1,1
461424,1,905,1,1,1,1,7,1
461424,2,905,1,1,2,2,6,2
461476,1,102,1,1,2,2,9,2
461476,2,102,1,1,2,2,3,1
461476,3,102,1,1,2,2,3,2
461476,4,102,1,1,2,2,2,1
461514,1,2102,1,1,2,2,11,1
461520,1,1700,1,1,1,1,7,1
461520,2,1700,1,1,1,1,7,2
461520,3,1700,1,1,2,2,2,2
461520,4,1700,1,1,2,2,1,2
461536,1,702,1,1,1,1,6,2
461536,2,702,1,1,1,1,7,1
461565,1,2101,1,1,1,1,10,1
461565,2,2101,1,1,1,1,10,2
461568,1,1700,1,1,1,1,8,2
461568,2,1700,1,1,1,1,8,1
461568,3,1700,1,1,2,2,3,1
461568,4,1700,1,1,2,2,3,2
461636,1,2201,1,1,1,1,9,2
461636,2,2201,1,1,1,1,9,1
461636,3,2201,1,1,2,2,4,2
461636,4,2201,1,1,2,2,3,2
461700,1,1001,1,1,2,2,18,1
461763,1,2201,1,1,1,1,11,1
461763,2,2201,1,1,1,1,10,2
461763,3,2201,1,1,1,1,6,1
461810,1,1301,1,1,1,1,12,2
461810,2,1301,1,1,1,1,13,1
461819,1,1402,1,1,1,1,14,1
461819,2,1402,1,1,2,2,14,2
461819,3,1402,1,1,2,2,8,2
461819,4,1402,1,1,2,2,2,1
461819,5,1402,1,1,2,2,1,1
461930,1,1404,1,1,2,2,15,2
461930,2,1404,1,1,2,2,15,1
461981,1,2101,1,1,1,1,8,1
461981,2,2101,1,1,1,1,7,2
461981,3,2101,1,1,2,2,3,2
461981,4,2101,1,1,2,2,2,2
461981,5,2101,1,1,2,2,2,2
462035,1,2201,1,1,2,2,15,1
462044,1,1901,1,1,2,2,15,2
462076,1,1501,1,1,1,1,9,1
462076,2,1501,1,1,2,2,11,2
462076,3,1501,1,1,2,2,7,1
462131,1,2003,1,1,1,1,5,1
462131,2,2003,1,1,2,2,5,2
462131,3,2003,1,1,2,2,1,1
462153,1,601,1,1,1,1,11,1
462190,1,305,1,1,1,1,8,1
462190,2,305,1,1,1,1,9,2
462190,3,305,1,1,2,2,3,2
462190,4,305,1,1,2,2,2,2
462214,1,501,1,1,2,2,15,2
462214,2,501,1,1,2,2,16,1
462214,3,501,1,1,2,2,11,1
462286,1,702,1,1,1,1,8,1
462286,2,702,1,1,1,1,8,2
462286,3,702,1,1,2,2,2,1
462286,4,702,1,1,2,2,1,1
462296,1,904,1,1,1,1,9,1
462414,1,2101,1,1,1,1,14,1
462414,2,2101,1,1,1,1,13,2
462441,1,503,1,1,2,2,15,1
462446,1,1203,1,1,2,2,15,1
462450,1,2103,1,1,1,1,11,1
462450,2,2103,1,1,2,2,4,1
462450,3,2103,1,1,1,1,9,2
462457,1,1001,1,1,2,2,12,2
462457,2,1001,1,1,1,1,12,1
462457,3,1001,1,1,2,2,5,1
462505,1,1902,1,1,1,1,12,1
462505,2,1902,1,1,1,1,11,2
462512,1,1204,1,1,1,1,10,2
462512,2,1204,1,1,1,1,10,1
462512,3,1204,1,1,2,2,4,1
462512,4,1204,1,1,2,2,3,1
462545,1,1103,1,1,2,2,8,1
462545,2,1103,1,1,2,2,10,1
462581,1,1302,1,1,2,2,11,2
462581,2,1302,1,1,1,1,12,1
462581,3,1302,1,1,2,2,4,1
462581,4,1302,1,1,2,2,3,2
462612,1,1403,1,1,2,2,15,1
462612,2,1403,1,1,2,2,14,2
462620,1,703,1,1,1,1,13,1
462620,2,703,1,1,2,2,12,2
462620,3,703,1,1,1,1,6,1
462620,4,703,1,1,1,1,5,1
462620,5,703,1,1,1,1,6,2
462663,1,601,1,1,2,2,9,2
462663,2,601,1,1,1,1,10,1
462663,3,601,1,1,2,2,2,2
462663,4,601,1,1,2,2,2,1
462663,5,601,1,1,2,2,1,1
462667,1,304,1,1,2,2,14,1
462667,2,304,1,1,2,2,15,2
462667,3,304,1,1,2,2,2,2
462677,1,502,1,1,2,2,14,2
462716,1,901,1,1,2,2,18,2
462739,1,2400,1,1,1,1,9,1
462739,2,2400,1,1,2,2,9,2
462739,3,2400,1,1,2,2,5,1
462739,4,2400,1,1,2,2,4,2
462748,1,2002,1,1,2,2,17,1
462755,1,703,1,1,2,2,9,1
462777,1,1504,1,1,2,2,15,1
462878,1,1205,1,1,2,2,15,1
463037,1,906,1,1,2,2,12,2
463037,2,906,1,1,1,1,12,1
463037,3,906,1,1,1,1,5,1
463039,1,502,1,1,2,2,14,1
463045,1,903,1,1,2,2,13,2
463045,2,903,1,1,2,2,3,2
463045,3,903,1,1,2,2,2,1
463045,4,903,1,1,2,2,1,1
463097,1,906,1,1,1,1,13,2
463097,2,906,1,1,1,1,8,2
463097,3,906,1,1,2,2,3,2
463097,4,906,1,1,2,2,2,1
463111,1,2202,1,1,1,1,12,2
463112,1,906,1,1,2,2,12,2
463112,2,906,1,1,1,1,10,1
463141,1,905,1,1,1,1,17,1
463141,2,905,1,1,1,1,10,1
463205,1,306,1,1,2,2,16,1
463305,1,1404,1,1,2,2,18,2
463317,1,2003,1,1,1,1,10,2
463317,2,2003,1,1,2,2,3,1
463324,1,1204,1,1,2,2,14,2
463324,2,1204,1,1,1,1,12,1
463342,1,503,1,1,1,1,10,1
463342,2,503,1,1,2,2,4,2
463348,1,302,1,1,1,1,10,1
463348,2,302,1,1,1,1,8,2
463349,1,2103,1,1,2,2,11,1
463384,1,1301,1,1,1,1,11,2
463393,1,400,1,1,2,2,14,1
463393,2,400,1,1,1,1,12,2
463393,3,400,1,1,2,2,12,2
463436,1,903,1,1,2,2,9,2
463436,2,903,1,1,1,1,9,1
463436,3,903,1,1,2,2,3,1
463436,4,903,1,1,2,2,1,1
463459,1,1203,1,1,2,2,5,1
463527,1,501,1,1,1,1,8,2
463527,2,501,1,1,1,1,8,1
463527,3,501,1,1,2,2,4,1
463527,4,501,1,1,2,2,3,1
463527,5,501,1,1,2,2,1,2
463532,1,1700,1,1,1,1,13,1
463532,2,1700,1,1,2,2,12,2
463581,1,905,1,1,1,1,10,1
463581,2,905,1,1,1,1,10,2
463581,3,905,1,1,1,1,5,2
463668,1,2400,1,1,2,2,6,1
463683,1,2002,1,1,1,1,11,1
463683,2,2002,1,1,1,1,11,2
463683,3,2002,1,1,2,2,4,2
463699,1,302,1,1,1,1,11,1
463699,2,302,1,1,1,1,9,2
463699,3,302,1,1,2,2,3,1
463699,4,302,1,1,2,2,2,2
463732,1,1101,1,1,1,1,12,1
463740,1,901,1,1,2,2,11,2
463740,2,901,1,1,1,1,13,1
463740,3,901,1,1,1,1,6,2
463740,4,901,1,1,1,1,5,2
463751,1,2104,1,1,2,2,18,1
463815,1,1503,1,1,2,2,16,2
463821,1,2003,1,1,1,1,10,1
463821,2,2003,1,1,2,2,9,2
463821,3,2003,1,1,2,2,2,2
463887,1,101,1,1,2,2,11,2
463894,1,702,1,1,2,2,4,1
463913,1,1901,1,1,2,2,4,2
464063,1,1002,1,1,2,2,17,1
464063,2,1002,1,1,2,2,15,2
464063,3,1002,1,1,2,2,15,2
464099,1,1203,1,1,2,2,16,2
464108,1,306,1,1,1,1,7,1
464108,2,306,1,1,2,2,7,2
464119,1,1102,1,1,1,1,8,2
464119,2,1102,1,1,1,1,9,1
464119,3,1102,1,1,2,2,4,1
464182,1,1504,1,1,1,1,7,1
464182,2,1504,1,1,1,1,7,2
464182,3,1504,1,1,2,2,1,2
464182,4,1504,1,1,2,2,1,2
464182,5,1504,1,1,2,2,1,2
464222,1,1101,1,1,2,2,17,1
464260,1,1104,1,1,2,2,11,1
464260,2,1104,1,1,1,1,10,1
464260,3,1104,1,1,1,1,10,1
464260,4,1104,1,1,2,2,10,1
464326,1,302,1,1,2,2,4,2
464372,1,400,1,1,1,1,17,1
464372,2,400,1,1,1,1,12,2
464372,3,400,1,1,2,2,7,2
464372,4,400,1,1,2,2,3,1
464417,1,1600,1,1,2,2,12,2
464417,2,1600,1,1,1,1,13,1
464417,3,1600,1,1,1,1,5,2
464426,1,904,1,1,1,1,9,2
464426,2,904,1,1,2,2,2,1
464426,3,904,1,1,2,2,2,1
464426,4,904,1,1,1,1,10,2
464446,1,1402,1,1,1,1,9,1
464446,2,1402,1,1,2,2,9,2
464446,3,1402,1,1,2,2,4,2
464446,4,1402,1,1,2,2,2,1
464572,1,2600,1,1,1,1,11,2
464572,2,2600,1,1,1,1,10,1
464572,3,2600,1,1,1,1,5,1
464572,4,2600,1,1,2,2,4,1
464572,5,2600,1,1,2,2,5,1
464616,1,1402,1,1,1,1,7,2
464695,1,101,1,1,2,2,12,1
464726,1,1402,1,1,2,2,15,2
464726,2,1402,1,1,2,2,15,1
464822,1,1003,1,1,1,1,13,1
464906,1,1204,1,1,1,1,11,1
464906,2,1204,1,1,1,1,11,2
465013,1,902,1,1,2,2,17,2
465036,1,2500,1,1,1,1,13,2
465036,2,2500,1,1,2,2,17,2
465127,1,1401,1,1,1,1,7,1
465127,2,1401,1,1,1,1,7,2
465135,1,904,1,1,1,1,12,1
465135,2,904,1,1,1,1,10,2
465135,3,904,1,1,2,2,4,2
465135,4,904,1,1,2,2,3,2
465135,5,904,1,1,2,2,3,1
465246,1,2600,1,1,2,2,7,2
465246,2,2600,1,1,2,2,2,1
465246,3,2600,1,1,2,2,2,2
465246,4,2600,1,1,2,2,1,1
465246,5,2600,1,1,1,1,7,2
465249,1,2202,1,1,1,1,10,1
465249,2,2202,1,1,1,1,10,2
465249,3,2202,1,1,2,2,4,1
465249,4,2202,1,1,2,2,4,2
465292,1,1902,1,1,2,2,15,1
465292,2,1902,1,1,2,2,15,2
465305,1,101,1,1,1,1,12,2
465305,2,101,1,1,1,1,12,1
465310,1,303,1,1,1,1,9,1
465318,1,2600,1,1,2,2,13,2
465318,2,2600,1,1,2,2,13,1
465338,1,701,1,1,2,2,15,2
465363,1,1800,1,1,1,1,8,1
465363,2,1800,1,1,2,2,13,2
465390,1,1403,1,1,1,1,8,1
465415,1,902,1,1,2,2,18,2
465500,1,2302,1,1,2,2,11,1
465513,1,1203,1,1,2,2,10,2
465513,2,1203,1,1,1,1,6,2
465513,3,1203,1,1,2,2,4,2
465513,4,1203,1,1,2,2,2,1
465513,5,1203,1,1,1,1,7,1
465514,1,2102,1,1,2,2,15,2
465514,2,2102,1,1,1,1,12,1
465580,1,2201,1,1,1,1,11,2
465584,1,1404,1,1,1,1,8,1
465584,2,1404,1,1,1,1,8,2
465592,1,701,1,1,2,2,16,1
465592,2,701,1,1,2,2,16,2
465592,3,701,1,1,2,2,11,1
465592,4,701,1,1,2,2,6,1
465600,1,1504,1,1,1,1,10,2
465600,2,1504,1,1,1,1,10,1
465600,3,1504,1,1,2,2,4,2
465600,4,1504,1,1,2,2,3,1
465600,5,1504,1,1,2,2,3,1
465634,1,1105,1,1,1,1,9,2
465667,1,2302,1,1,1,1,12,2
465732,1,303,1,1,2,2,16,1
465740,1,1101,1,1,2,2,12,1
465740,2,1101,1,1,1,1,11,2
465810,1,501,1,1,2,2,15,2
465810,2,501,1,1,1,1,6,2
465826,1,2400,1,1,1,1,12,1
465826,2,2400,1,1,2,2,12,2
465830,1,2003,1,1,1,1,14,2
465837,1,1302,1,1,2,2,9,1
465884,1,1403,1,1,1,1,18,2
465930,1,907,1,1,1,1,12,2
465930,2,907,1,1,1,1,7,2
465930,3,907,1,1,2,2,6,2
466026,1,2301,1,1,2,2,14,2
466026,2,2301,1,1,1,1,11,2
466151,1,102,1,1,1,1,12,1
466319,1,1402,1,1,2,2,15,1
466319,2,1402,1,1,2,2,15,2
466364,1,1202,1,1,1,1,12,2
466367,1,2201,1,1,1,1,12,1
466367,2,2201,1,1,1,1,12,2
466407,1,904,1,1,1,1,11,1
466407,2,904,1,1,1,1,11,2
466407,3,904,1,1,2,2,3,1
466551,1,1502,1,1,1,1,11,1
466568,1,2003,1,1,2,2,17,1
466568,2,2003,1,1,2,2,16,2
466652,1,905,1,1,2,2,16,1
466652,2,905,1,1,2,2,16,2
466652,3,905,1,1,1,1,9,1
466658,1,2102,1,1,2,2,15,1
466658,2,2102,1,1,2,2,14,2
466678,1,1401,1,1,1,1,10,1
466725,1,907,1,1,2,2,18,2
466750,1,906,1,1,2,2,18,2
466769,1,2301,1,1,2,2,11,2
466801,1,1205,1,1,2,2,15,2
466801,2,1205,1,1,2,2,11,2
466813,1,2101,1,1,2,2,15,1
466835,1,302,1,1,1,1,10,1
466835,2,302,1,1,1,1,11,2
466950,1,2600,1,1,2,2,14,1
466950,2,2600,1,1,2,2,13,2
466950,3,2600,1,1,2,2,12,2
466970,1,306,1,1,2,2,16,2
466971,1,306,1,1,1,1,15,1
466971,2,306,1,1,1,1,15,2
467014,1,1205,1,1,1,1,7,1
467014,2,1205,1,1,1,1,7,2
467064,1,2400,1,1,2,2,8,2
467064,2,2400,1,1,2,2,3,2
467064,3,2400,1,1,2,2,2,1
467064,4,2400,1,1,2,2,2,1
467064,5,2400,1,1,2,2,2,1
467064,6,2400,1,1,2,2,10,1
467064,7,2400,1,1,1,1,8,2
467099,1,903,1,1,1,1,10,2
467099,2,903,1,1,1,1,14,2
467111,1,1600,1,1,2,2,10,1
467111,2,1600,1,1,1,1,8,2
467111,3,1600,1,1,2,2,1,1
467111,4,1600,1,1,2,2,1,2
467136,1,305,1,1,1,1,13,2
467136,2,305,1,1,1,1,14,1
467181,1,101,1,1,1,1,6,2
467276,1,1502,1,1,1,1,10,1
467276,2,1502,1,1,2,2,9,2
467276,3,1502,1,1,2,2,3,1
467276,4,1502,1,1,2,2,3,1
467276,5,1502,1,1,2,2,2,2
467294,1,906,1,1,1,1,8,2
467294,2,906,1,1,2,2,3,1
467304,1,2001,1,1,2,2,14,2
467315,1,302,1,1,1,1,7,2
467315,2,302,1,1,1,1,7,1
467393,1,2104,1,1,2,2,16,2
467393,2,2104,1,1,1,1,11,1
467402,1,1105,1,1,1,1,8,1
467411,1,1401,1,1,1,1,9,2
467411,2,1401,1,1,1,1,5,2
467411,3,1401,1,1,2,2,3,2
467411,4,1401,1,1,2,2,3,2
467433,1,302,1,1,2,2,16,2
467651,1,2301,1,1,2,2,13,1
467662,1,1403,1,1,1,1,10,1
467662,2,1403,1,1,2,2,3,1
467722,1,1104,1,1,1,1,13,2
467722,2,1104,1,1,1,1,11,1
467783,1,303,1,1,2,2,16,2
467783,2,303,1,1,1,1,15,2
467815,1,2400,1,1,2,2,11,1
467824,1,1106,1,1,1,1,12,1
467824,2,1106,1,1,1,1,12,2
467824,3,1106,1,1,2,2,4,1
467872,1,502,1,1,1,1,10,2
467872,2,502,1,1,1,1,7,1
467872,3,502,1,1,2,2,4,1
467922,1,902,1,1,2,2,8,1
467922,2,902,1,1,2,2,8,2
467922,3,902,1,1,2,2,2,2
467957,1,305,1,1,1,1,12,1
467957,2,305,1,1,1,1,11,2
468045,1,2201,1,1,1,1,11,2
468045,2,2201,1,1,1,1,11,1
468060,1,2303,1,1,1,1,12,2
468065,1,2500,1,1,2,2,13,1
468065,2,2500,1,1,2,2,12,2
468152,1,904,1,1,1,1,10,1
468152,2,904,1,1,1,1,5,2
468239,1,702,1,1,1,1,14,2
468239,2,702,1,1,2,2,12,1
468239,3,702,1,1,1,1,7,1
468358,1,703,1,1,1,1,12,1
468358,2,703,1,1,2,2,12,2
468396,1,2104,1,1,2,2,10,1
468396,2,2104,1,1,2,2,4,1
468398,1,1202,1,1,1,1,8,2
468398,2,1202,1,1,1,1,8,2
468431,1,2600,1,1,1,1,5,1
468495,1,2102,1,1,2,2,6,1
468495,2,2102,1,1,2,2,7,2
468495,3,2102,1,1,2,2,2,1
468498,1,906,1,1,1,1,5,1
468499,1,2202,1,1,1,1,11,1
468499,2,2202,1,1,1,1,11,2
468499,3,2202,1,1,2,2,5,1
468499,4,2202,1,1,1,1,5,1
468523,1,1302,1,1,2,2,5,1
468549,1,2102,1,1,1,1,6,2
468549,2,2102,1,1,1,1,7,1
468553,1,2104,1,1,1,1,14,2
468576,1,1201,1,1,2,2,12,1
468581,1,1202,1,1,2,2,10,2
468581,2,1202,1,1,2,2,10,1
468581,3,1202,1,1,2,2,4,2
468591,1,602,1,1,2,2,15,1
468591,2,602,1,1,2,2,13,2
468591,3,602,1,1,2,2,7,1
468591,4,602,1,1,2,2,6,2
468591,5,602,1,1,1,1,6,1
468591,6,602,1,1,1,1,5,1
468591,7,602,1,1,1,1,5,1
468613,1,305,1,1,2,2,10,1
468613,2,305,1,1,2,2,9,2
468613,3,305,1,1,2,2,3,2
468613,4,305,1,1,2,2,3,1
468613,5,305,1,1,2,2,2,2
468615,1,2201,1,1,1,1,7,1
468615,2,2201,1,1,1,1,7,2
468615,3,2201,1,1,1,1,5,2
468638,1,1503,1,1,1,1,5,2
468638,2,1503,1,1,2,2,11,2
468670,1,1203,1,1,1,1,12,1
468670,2,1203,1,1,2,2,11,1
468670,3,1203,1,1,1,1,11,2
468747,1,904,1,1,1,1,12,2
468747,2,904,1,1,1,1,4,2
468752,1,2303,1,1,1,1,10,1
468752,2,2303,1,1,1,1,10,2
468752,3,2303,1,1,2,2,3,2
468754,1,906,1,1,2,2,4,2
468758,1,902,1,1,1,1,7,1
468758,2,902,1,1,2,2,7,2
468758,3,902,1,1,2,2,1,2
468846,1,1001,1,1,1,1,10,2
468846,2,1001,1,1,2,2,4,2
468846,3,1001,1,1,2,2,4,1
468846,4,1001,1,1,2,2,5,2
468872,1,400,1,1,1,1,11,1
468872,2,400,1,1,1,1,11,2
468872,3,400,1,1,2,2,3,1
468878,1,1903,1,1,2,2,16,1
468887,1,1404,1,1,2,2,13,1
468887,2,1404,1,1,1,1,11,1
468956,1,2101,1,1,1,1,7,1
468956,2,2101,1,1,2,2,4,1
468956,3,2101,1,1,2,2,1,1
468960,1,101,1,1,2,2,11,1
468960,2,101,1,1,1,1,11,2
468960,3,101,1,1,1,1,6,1
468960,4,101,1,1,2,2,1,1
468960,5,101,1,1,2,2,1,1
468967,1,2302,1,1,1,1,4,2
468969,1,400,1,1,1,1,7,2
468969,2,400,1,1,2,2,3,1
468969,3,400,1,1,2,2,2,2
468969,4,400,1,1,2,2,1,2
469087,1,906,1,1,2,2,17,1
469150,1,308,1,1,1,1,10,2
469150,2,308,1,1,1,1,11,1
469150,3,308,1,1,2,2,2,1
469150,4,308,1,1,2,2,2,2
469278,1,400,1,1,2,2,15,1
469300,1,1800,1,1,1,1,9,2
469300,2,1800,1,1,2,2,2,2
469300,3,1800,1,1,1,1,10,1
469440,1,1103,1,1,2,2,18,2
469472,1,2002,1,1,2,2,15,2
469498,1,1501,1,1,1,1,6,1
469498,2,1501,1,1,1,1,6,2
469527,1,2303,1,1,2,2,16,2
469590,1,902,1,1,1,1,9,1
469636,1,1404,1,1,2,2,9,1
469710,1,1504,1,1,1,1,14,2
469710,2,1504,1,1,1,1,14,1
469720,1,901,1,1,1,1,8,1
469727,1,1501,1,1,2,2,6,1
469731,1,2003,1,1,1,1,13,2
469731,2,2003,1,1,1,1,14,1
469748,1,1104,1,1,1,1,12,2
469748,2,1104,1,1,1,1,12,1
469748,3,1104,1,1,1,1,6,1
469748,4,1104,1,1,1,1,5,2
469780,1,2500,1,1,2,2,12,1
469780,2,2500,1,1,1,1,10,2
469780,3,2500,1,1,2,2,4,2
469780,4,2500,1,1,2,2,4,1
469873,1,1504,1,1,2,2,8,2
469873,2,1504,1,1,1,1,8,1
469873,3,1504,1,1,2,2,2,2
469873,4,1504,1,1,2,2,2,1
469873,5,1504,1,1,2,2,2,2
469873,6,1504,1,1,2,2,1,1
469880,1,2003,1,1,1,1,12,2
469916,1,2101,1,1,1,1,6,1
469916,2,2101,1,1,2,2,5,1
469948,1,1202,1,1,2,2,7,2
469948,2,1202,1,1,1,1,7,1
469948,3,1202,1,1,2,2,2,1
469948,4,1202,1,1,2,2,1,2
470012,1,1402,1,1,1,1,9,2
470012,2,1402,1,1,1,1,6,2
470012,3,1402,1,1,2,2,2,1
470012,4,1402,1,1,2,2,8,1
470046,1,2102,1,1,1,1,11,1
470046,2,2102,1,1,1,1,11,2
470046,3,2102,1,1,1,1,5,1
470046,4,2102,1,1,2,2,4,2
470126,1,1201,1,1,2,2,13,1
470126,2,1201,1,1,1,1,13,2
