varialbe_names,hhtotals,hsize,hsize,hsize,hsize
variable_categories,1,1,2,3,4
geo,,,,,
1012015,0,0,0,0,0
1012020,0,0,0,0,0
1012028,0,0,0,0,0
1012024,0,0,0,0,0
1012009,0,0,0,0,0
1012022,0,0,0,0,0
1012012,0,0,0,0,0
1012005,0,0,0,0,0
1012007,0,0,0,0,0
1012018,0,0,0,0,0
1012013,0,0,0,0,0
1012029,0,0,0,0,0
1020001,0,0,0,0,0
1020002,42,6,3,10,23
1020003,0,0,0,0,0
911002203,0,0,0,0,0
2056065,231.0694341,27.35759494,38.05379747,65.65338794,100.0046538
2056071,419.7761386,49.6996308,69.1310654,119.2703214,181.675121
2056069,394.4473737,46.70081751,64.95978376,112.0737,170.7130724
2056067,327.9408507,38.82674051,54.00712025,93.17730827,141.9296817
2056061,490.1338189,58.02966772,80.71795886,139.2609363,212.125256
2056057,487.9119974,57.76661392,80.35205696,138.6296538,211.1636727
2056058,327.7927293,38.80920359,53.98272679,93.13522276,141.8655761
2056047,14.81214321,1.753691983,2.439345992,4.208550509,6.410554728
2056009,0.740607161,0.087684599,0.1219673,0.210427525,0.320527736
2056014,599.0030715,70.9193038,98.6471519,170.1937826,259.2428332
2056024,350.0109441,41.43974156,57.64174578,99.44804852,151.4814082
2056018,299.3534143,35.44211498,49.29918249,85.05480578,129.5573111
2056053,159.6749038,18.90479958,26.29614979,45.36817448,69.10577997
2056050,179.5231757,21.25474684,29.56487342,51.00763217,77.69592331
2056042,306.3151216,36.26635021,50.44567511,87.03282452,132.5702718
2056039,166.932854,19.76410865,27.49142932,47.43036423,72.24695179
2056037,1.777457185,0.210443038,0.292721519,0.505026061,0.769266567
2056031,88.57661641,10.48707806,14.58728903,25.16713204,38.33511727
2056029,302.6120858,35.82792722,49.83583861,85.9806869,130.9676331
2056020,199.9639334,23.67484177,32.93117089,56.81543187,86.54248883
2056017,189.891676,22.48233122,31.27241561,53.95361752,82.18331162
2056010,77.31938757,9.154272152,12.73338608,21.96863366,33.46309568
2056006,153.6019251,18.18578586,25.29601793,43.64266878,66.47745253
2056003,186.484883,22.07898207,30.71136603,52.98565091,80.70888403
2056032,178.1900828,21.09691456,29.34533228,50.62886262,77.11897338
2056030,178.7825686,21.16706224,29.44290612,50.79720464,77.37539557
2056019,43.25145818,5.120780591,7.122890295,12.28896749,18.71881981
2056011,256.5463204,30.37394515,42.24947257,72.89209481,111.0308079
2056066,6.96170731,0.824235232,1.146492616,1.978018739,3.012960722
2056060,0.888728593,0.105221519,0.146360759,0.252513031,0.384633284
2056046,7.406071606,0.876845992,1.219672996,2.104275254,3.205277364
2056055,570.1193922,67.49960443,93.89042722,161.9871091,246.7422515
2056040,0,0,0,0,0
2056049,0,0,0,0,0
2056025,0,0,0,0,0
2056027,0,0,0,0,0
2056022,2056.221721,243.4475211,338.6300105,584.2309816,889.9132074
2056015,2804.383074,332.0265032,461.8413766,796.8048678,1213.710327
2056012,0,0,0,0,0
2056036,0,0,0,0,0
2056028,0,0,0,0,0
2056013,0,0,0,0,0
2056007,0,0,0,0,0
2056004,0,0,0,0,0
2056002,740.6071606,87.68459916,121.9672996,210.4275254,320.5277364
2056001,0,0,0,0,0
2056008,399.1872596,47.26199895,65.74037447,113.4204362,172.7644499
2056041,0,0,0,0,0
2056068,0,0,0,0,0
2056063,0,0,0,0,0
2056044,698.6887953,82.72165084,115.0639504,198.5173275,302.3858665
2056043,376.376559,44.56131329,61.98378165,106.9392684,162.8921956
2056045,253.2876489,29.98813291,41.71281646,71.9662137,109.6204859
2056033,325.4227864,38.52861287,53.59243143,92.46185468,140.8398874
2056054,0,0,0,0,0
2056051,199.6676905,23.63976793,32.88238397,56.73126086,86.41427774
2056072,19.8482719,2.349947257,3.268723629,5.639457682,8.590143336
2056048,0,0,0,0,0
2056062,48.28758687,5.717035865,7.952267932,13.71987466,20.89840841
2056059,185.2999116,21.93868671,30.51621835,52.64896687,80.19603965
2056016,318.7573219,37.73945148,52.49472574,90.56800695,137.9551378
2056034,123.2370315,14.5907173,20.29535865,35.01514023,53.33581534
2056035,142.1965748,16.83544304,23.41772152,40.40208488,61.54132539
2056005,208.2587336,24.65690928,34.29720464,59.17222015,90.13239948
2056021,308.0925788,36.47679325,50.73839662,87.53785058,133.3395383
2056038,630.2566937,74.61959388,103.7941719,179.0738241,272.7691037
2056026,513.9813694,60.85311181,84.64530591,146.0367027,222.4462491
2056023,306.0188788,36.23127637,50.39688819,86.94865351,132.4420607
2056056,176.5607471,20.90400844,29.07700422,50.16592207,76.41381236
2056052,150.6394965,17.83504747,24.80814873,42.80095867,65.19534159
2056064,94.94583799,11.24116561,15.63620781,26.97680876,41.09165581
2056073,252.6951632,29.91798523,41.61524262,71.79787168,109.3640637
2056074,288.2443069,34.12684599,47.469673,81.8983929,124.749395
2056070,278.0239281,32.91679852,45.78652426,78.99449305,120.3261122
912002305,0,0,0,0,0
912002304,0,0,0,0,0
912002303,0,0,0,0,0
913001102,0,0,0,0,0
913001103,0,0,0,0,0
913001104,0,0,0,0,0
913001106,0,0,0,0,0
912002306,0,0,0,0,0
912002302,0,0,0,0,0
913001105,0,0,0,0,0
913002103,0,0,0,0,0
920000002,0,0,0,0,0
1039021,66.01769169,13.78987968,13.0142959,21.6232759,17.59024022
1039014,23.016979,4.807822915,4.537416677,7.538925921,6.132813483
1039008,44.07126986,9.205676435,8.687921855,14.43499769,11.74267388
1039002,35.68523875,7.453989016,7.034754538,11.68825724,9.508237957
1039001,52.27887477,10.92009391,10.3059154,17.12329686,13.92956861
1039003,82.9681801,17.33052446,16.3558043,27.17519809,22.10665325
1039005,77.2585419,16.13788622,15.23024358,25.30507693,20.58533518
1039004,102.4166352,21.39294848,20.18974552,33.54529829,27.28864294
1039007,127.03945,26.5362009,25.04372616,41.61019578,33.84932713
1039006,172.0028508,35.92822706,33.90751687,56.33739991,45.82970696
1039009,110.6242401,23.10736595,21.80773907,36.23359745,29.47553767
1039012,232.6677567,48.60000838,45.86659959,76.20743722,61.99371148
1039028,0,0,0,0,0
1039024,173.7871127,36.30092651,34.2592546,56.92181277,46.30511885
1039030,39.61061502,8.273927808,7.808577537,12.97396554,10.55414413
1039026,149.8780028,31.30675387,29.54596906,49.09068042,39.93459942
1039013,95.45801367,19.93942062,18.81796839,31.26608812,25.43453654
1039020,52.45730097,10.95736385,10.34108917,17.18173815,13.9771098
1039011,33.18727204,6.932209785,6.542321721,10.87007924,8.8426613
1039023,57.63166059,12.03819226,11.36112858,18.87653545,15.3558043
1039019,69.22936318,14.46073869,13.6474238,22.67521905,18.44598164
1039017,130.4295476,27.24432985,25.71202784,42.72058022,34.75260973
1039010,13.02511215,2.720705991,2.567685406,4.266213893,3.470506854
1039015,162.7246887,33.99018991,32.07848069,53.29845302,43.35756509
1039016,356.4955352,74.46535027,70.27719784,116.7656899,94.9872972
1039022,124.5414833,26.01442167,24.55129334,40.79201778,33.18375047
1039018,60.66490588,12.67178133,11.95908271,19.87003731,16.16400453
1039025,234.9872972,49.08451767,46.32385863,76.96717394,62.61174695
1039027,1058.95946,221.1971241,208.7563409,346.8490337,282.1569614
1039029,117.2260093,24.48635392,23.10916866,38.39592504,31.23456169
1039031,45.32025322,9.46656605,8.934138264,14.8440867,12.07546221
1039033,21.05429086,4.397853519,4.150505178,6.896071773,5.609860395
1039032,119.5455498,24.9708632,23.5664277,39.15566176,31.85259716
1039034,13.73881692,2.869785771,2.708380497,4.499979038,3.660671614
1044002,212.054486,26.78459862,22.57391936,49.24155467,113.4544134
1044004,69.93846713,8.833926625,7.445187069,16.2405376,37.41881584
1044001,55.18685071,6.9706502,5.874827461,12.81503814,29.52633491
1044003,274.6171449,34.68688703,29.23392663,63.76934254,146.9269887
1044008,317.0280421,40.04380676,33.7487105,73.61765347,169.6178714
1044005,214.0301489,27.03414457,22.78423538,49.70032692,114.5114421
1044010,32.6642935,4.125826371,3.477224846,7.585034508,17.47620777
1044012,7.50751907,0.94827461,0.799200872,1.743334544,4.016709045
1044007,340.867708,43.05499455,36.28652379,79.15350527,182.3726843
1044009,113.0079186,14.27402833,12.03007628,26.24177261,60.46204141
1044011,26.21046131,3.310642935,2.790192517,6.086378496,14.02324737
1044006,149.8869597,18.9322194,15.9559753,34.80552125,80.19324373
913001108,0,0,0,0,0
913001107,0,0,0,0,0
1050003,0,0,0,0,0
1050005,0.795074758,0,0.099384345,0.099384345,0.596306069
1050002,7.204925242,0,0.900615655,0.900615655,5.403693931
1050004,0,0,0,0,0
1050001,0,0,0,0,0
1037007,249.0585353,45.03571839,35.87787604,87.63707362,80.50786723
1037005,34.71027143,6.27644424,5.000153133,12.21362122,11.22005283
1037002,0,0,0,0,0
1037010,181.6120363,32.83978408,26.16193867,63.9044447,58.70586884
1037004,210.0711688,37.98587344,30.26159029,73.91845641,67.90524865
1037006,188.5211898,34.08912369,27.15722982,66.33559205,60.93924429
1037019,270.1150033,48.84322959,38.91114429,95.0462846,87.31434478
1037021,105.9403545,19.15654071,15.26113089,37.27759274,34.24509016
1037015,260.4092875,47.08820489,37.51299721,91.63110141,84.17698404
1037020,73.3686306,13.26679683,10.56904406,25.81646951,23.7163202
1037016,106.2693618,19.21603308,15.30852571,37.39336166,34.35144137
1037012,296.6000919,53.63236476,42.72642701,104.3656828,95.87561732
1037011,366.0206347,66.18525324,52.72673328,128.7929252,118.315723
1037014,149.8628307,27.0987711,21.58833888,52.73274377,48.44297692
1037009,190.4952337,34.44607787,27.44159871,67.03020558,61.57735156
1037013,224.5474905,40.60353738,32.34696221,79.01228896,72.58470196
1037003,0,0,0,0,0
1037001,46.39003101,8.388423108,6.682669117,16.32341794,14.99552085
1037018,258.1062364,46.67175836,37.18123349,90.82071896,83.43252555
1037017,953.2986869,172.3791202,137.3264806,335.4404502,308.1526358
1037008,131.6029248,23.79694499,18.95792657,46.30756862,42.54048467
911301001,0,0,0,0,0
911002202,0,0,0,0,0
2081011,0,0,0,0,0
2081008,339.6803653,44.48690219,33.26123528,42.82384042,219.1083874
2081007,193.7945205,25.38067772,18.97620764,24.43186734,125.0057678
2081004,3.730593607,0.488584475,0.365296804,0.470319635,2.406392694
2081012,0,0,0,0,0
2081001,60.99847793,7.988784747,5.972923176,7.690138588,39.34663142
2081006,63.74733638,8.34879436,6.242089241,8.036689898,41.11976288
2081010,3.076103501,0.4028679,0.301209645,0.387807418,1.984218537
2081009,79.91324201,10.46599375,7.825042057,10.07474165,51.54746455
2081005,72.05936073,9.437394857,7.055996155,9.084595049,46.48137467
2081002,0,0,0,0,0
2081003,0,0,0,0,0
6074023,0,0,0,0,0
6074026,758.7779014,134.0491739,92.94076054,257.7318783,274.0560888
6074027,346.313677,61.18135782,42.41907475,117.6313573,125.0818871
6074031,2.516237041,0.444529942,0.308207427,0.854682902,0.90881677
6074009,915.1156818,161.668521,112.0901746,310.8346765,330.5223097
6074012,1.854069399,0.327548378,0.227100209,0.629766349,0.669654462
6074014,276.918508,48.92168994,33.91903836,94.06010253,100.0176772
6074018,192.4259169,33.99484241,23.56975741,65.36075035,69.50056671
6074019,226.3951169,39.99599663,27.73055766,76.89896952,81.76959311
6074001,58.66805311,10.36456654,7.186099471,19.92760661,21.18978049
6074003,13.7068702,2.421518369,1.678919402,4.65577265,4.950659776
6074021,192.4921336,34.00654057,23.57786813,65.383242,69.52448294
6074010,446.8307251,78.93915919,54.73115037,151.7736901,161.3867255
6074015,266.5224761,47.08507939,32.64565504,90.52891264,96.26282898
6074020,37.67733885,6.656250975,4.615000676,12.79775187,13.60833533
6074017,106.741424,18.85742807,13.07448346,36.25654837,38.55296405
6074022,59.66130458,10.54003889,7.307760297,20.26498144,21.54852395
6074005,264.7346234,46.76922917,32.42666556,89.92163795,95.61709075
6074002,207.3246888,36.6269276,25.3946698,70.42137279,74.88171864
6074007,0,0,0,0,0
6074006,0,0,0,0,0
6074011,2.251369984,0.397737317,0.27576454,0.764716281,0.813151847
6074024,103.2981522,18.24912394,12.65272593,35.08698229,37.30932005
6074016,1173.758363,207.3615198,143.7706537,398.6870821,423.9391072
6074025,123.7591324,21.86385426,15.15893895,42.03690378,44.69943537
6074030,186.5988416,32.96540465,22.85601389,63.38148468,67.3959384
6074029,194.6772869,34.39257973,23.84552195,66.12546663,70.31371856
6074013,130.5794591,23.06876436,15.99434329,44.35354428,47.16280714
6074004,77.27496387,13.65174848,9.465212283,26.24776175,27.91024135
6074008,1.125684992,0.198868658,0.13788227,0.38235814,0.406575924
6074028,0,0,0,0,0
1025019,238.2537619,55.7220754,40.89137587,83.56528774,58.07502292
1025021,316.6504234,74.0572515,54.34655628,111.0621865,77.1844291
1025023,215.185319,50.32689715,36.93215037,75.47424627,52.45202524
1025024,1.802222102,0.421498301,0.309314492,0.632112615,0.439296694
1025022,196.4422092,45.94331482,33.71527965,68.90027507,47.88333963
1025017,171.0308775,40.00018877,29.35394531,59.98748719,41.68925624
1025020,236.0910954,55.21627744,40.52019848,82.8067526,57.54786689
1025014,600.8608489,140.5275336,103.1254517,210.7463459,146.4615177
1025018,454.5204142,106.3018715,78.00911493,159.4188016,110.7906262
1025012,484.9779677,113.4251928,83.23652985,170.1015048,118.2147403
1025013,0,0,0,0,0
1025009,246.7242058,57.70311742,42.34515398,86.53621703,60.13971738
1025005,73.35043957,17.15498085,12.58909983,25.72698344,17.87937544
1025001,56.22932959,13.15074699,9.650612157,19.7219136,13.70605685
1025002,372.5193086,87.12369883,63.93530554,130.6576776,90.80262661
1025007,432.893749,101.2438919,74.29734103,151.8334502,105.5190659
1025003,115.702659,27.06019093,19.8579904,40.5816299,28.20284774
1025004,244.3813171,57.15516962,41.94304514,85.71447063,59.56863168
1025006,276.2806483,64.61568955,47.41791166,96.90286392,67.34418316
1025010,380.629308,89.02044118,65.32722075,133.5021843,92.77946173
1025008,438.3004153,102.5083868,75.2252845,153.729788,106.8369559
1025011,332.5099779,77.76643655,57.06852381,116.6247775,81.05024001
1025016,445.8697481,104.2786797,76.52440537,156.384661,108.682002
1025015,351.7937544,82.27646837,60.37818888,123.3883825,85.75071463
913001007,0,0,0,0,0
1022014,53.11111111,12.58678054,9.07864069,18.36989592,13.07579397
1022013,269.7777778,63.9345254,46.11493639,93.30984788,66.41846811
1022010,253.3333333,60.03736322,43.30397651,87.62209768,62.36989592
1022007,27.77777778,6.583044213,4.748243039,9.607686149,6.838804377
1022009,43.11111111,10.21688462,7.369273196,14.9111289,10.61382439
1022006,48.44444444,11.48082911,8.28093586,16.75580464,11.92687483
1022004,324.6666667,76.94262076,55.49746464,112.2946357,79.93194556
1022003,330.4444444,78.31189396,56.48509919,114.2930344,81.35441687
1022002,356.6666667,84.5262877,60.96744062,123.3626902,87.8102482
1022001,101.1111111,23.96228094,17.28360466,34.97197758,24.89324793
1022005,10.22222222,2.42256027,1.747353438,3.535628503,2.516680011
1022011,2.444444444,0.579307891,0.417845387,0.845476381,0.601814785
1022008,358.8888889,85.05293123,61.34730006,124.131305,88.35735255
1022012,318,75.36269015,54.35788631,109.988791,78.29063251
1043017,139.3614417,21.65752135,18.08923408,41.43177997,58.18290633
1043016,116.6702979,18.13119494,15.14390424,34.68576424,48.70943447
1043014,223.8859525,34.79308722,29.06058772,66.56068859,93.471589
1043008,336.0180217,52.21901688,43.615426,99.89724968,140.2863291
1043005,175.6672719,27.2996436,22.80176182,52.22540515,73.3404613
1043009,251.1153251,39.02467891,32.59498352,74.65590747,104.8397552
1043013,199.1147872,30.94351422,25.84526932,59.19628808,83.12971555
1043015,243.7407034,37.87862282,31.63775133,72.46345236,101.7608769
1043007,174.9109004,27.18209939,22.70358416,52.00053796,73.02467891
1043011,69.2079887,10.75529554,8.983256002,20.57534799,28.89408917
1043004,76.39351758,11.87196557,9.915943783,22.71158631,31.89402192
1043010,114.5902764,17.80794836,14.87391567,34.06737946,47.84103288
1043006,329.3997714,51.19050501,42.75637146,97.92966176,137.5232331
1043012,30.25485845,4.701768543,3.927106449,8.994687647,12.63129581
1043003,154.2997781,23.97901957,20.02824289,45.872907,64.41960863
1043001,10.77829332,1.675005043,1.399031672,3.204357474,4.499899133
1043002,166.5908143,25.88911304,21.62362988,49.52699886,69.55107256
1030003,283.0613887,19.40609994,36.47008436,62.23335496,164.9518494
1030001,264.1759896,18.11135626,34.03685918,58.08124594,153.9465282
1030005,0,0,0,0,0
1030006,0,0,0,0,0
1030007,0,0,0,0,0
1030002,153.0595717,10.49344581,19.72044127,33.6513952,89.19428942
1030004,145.70305,9.989097988,18.77261518,32.03400389,84.9073329
1003014,0,0,0,0,0
1003015,0,0,0,0,0
1003012,0,0,0,0,0
1003016,0,0,0,0,0
1003013,0,0,0,0,0
1003010,0,0,0,0,0
1003011,0,0,0,0,0
1003006,0,0,0,0,0
1003002,0,0,0,0,0
1003004,0,0,0,0,0
1003003,0,0,0,0,0
1003001,0,0,0,0,0
1003005,0,0,0,0,0
1003007,0,0,0,0,0
1003008,0,0,0,0,0
1003017,0,0,0,0,0
1003009,0,0,0,0,0
912341001,0,0,0,0,0
1024019,474.1978022,108.8695055,84.13186813,173.4024725,107.793956
1024022,148.472967,34.08741758,26.34197802,54.29291209,33.75065934
1024021,335.7538462,77.08461538,59.56923077,122.7769231,76.32307692
1024018,362.1345055,83.14126374,64.24967033,132.4236813,82.31989011
1024015,409.8813187,94.1032967,72.72087912,149.8835165,93.17362637
1024002,92.44131868,21.2232967,16.40087912,33.80351648,21.01362637
1024001,184.0105495,42.24637363,32.64703297,67.28813187,41.82901099
1024007,397.6720879,91.30021978,70.55472527,145.4189011,90.39824176
1024012,138.443956,31.78489011,24.56263736,50.62554945,31.47087912
1024016,106.1767033,24.37675824,18.8378022,38.82620879,24.13593407
1024008,0,0,0,0,0
1024003,59.95604396,13.76510989,10.63736264,21.92445055,13.62912088
1024006,277.541978,63.71994505,49.24131868,101.4902747,63.09043956
1024020,0,0,0,0,0
1024005,0.436043956,0.10010989,0.077362637,0.159450549,0.099120879
1024004,0,0,0,0,0
1024010,113.8074725,26.12868132,20.19164835,41.61659341,25.87054945
1024014,0,0,0,0,0
1024013,32.48527473,7.458186813,5.763516484,11.87906593,7.384505495
1024011,129.7230769,29.78269231,23.01538462,47.43653846,29.48846154
1024017,381.1024176,87.49604396,67.61494505,139.3597802,86.63164835
1024009,323.7626374,74.33159341,57.44175824,118.392033,73.59725275
911202201,0,0,0,0,0
911002201,0,0,0,0,0
1019002,0,0,0,0,0
1019001,0,0,0,0,0
1066021,86.00967127,18.74718489,15.05807301,18.53836724,33.66604613
1066020,21.37618053,4.659280785,3.742417363,4.607382855,8.367099528
1066001,0,0,0,0,0
1066003,98.80171631,21.53541591,17.29762986,21.29554123,38.67312931
1066002,147.6134671,32.17471849,25.8433073,31.81633672,57.77910461
1066004,147.7817835,32.21140574,25.87277515,31.85261533,57.84498729
1066016,0,0,0,0,0
1066007,157.8807664,34.41264076,27.64084635,34.02933164,61.79794769
1066008,208.5439975,45.45550309,36.51067018,44.94919179,81.6286324
1066005,3.366327643,0.733745005,0.589357065,0.725572103,1.317653469
1066011,405.1375318,88.30621141,70.92912278,87.32260262,158.579595
1066010,282.2665728,61.52451871,49.4175899,60.83922085,110.4852434
1066013,403.6226843,87.97602615,70.6639121,86.99609517,157.9866509
1066015,104.3561569,22.74609517,18.27006902,22.4927352,40.84725754
1066014,349.4248093,76.16273157,61.17526335,75.31438431,136.7724301
1066018,227.9003814,49.67453687,39.8994733,49.12123138,89.20513985
1066022,27.77220305,6.053396295,4.862195786,5.985969851,10.87064112
1066017,364.7416001,79.50127134,63.85683799,78.61573738,142.7677534
1066023,5.217807846,1.137304758,0.913503451,1.12463676,2.042362877
1066019,103.8512078,22.63603342,18.18166546,22.38389938,40.64960952
1066012,0.168316382,0.03668725,0.029467853,0.036278605,0.065882673
1066009,426.3453959,92.92880494,74.64207228,91.89370687,166.8808118
1066006,134.8214221,29.38648747,23.60375045,29.05916273,52.77202143
930000007,0,0,0,0,0
930000008,0,0,0,0,0
914001012,0,0,0,0,0
914001014,0,0,0,0,0
940000003,0,0,0,0,0
1031012,142.6700849,19.45196268,18.78120535,35.08060856,69.35630831
1031011,304.4701185,41.51214592,40.08069261,74.86500799,148.012272
1031008,360.4296882,49.14180045,47.44725561,88.6246953,175.2159368
1031006,174.1361688,23.74211986,22.92342607,42.81768513,84.65293772
1031003,350.9541061,47.84987812,46.19988232,86.2947802,170.6095654
1031004,162.3363873,22.13331092,21.3700933,39.91628142,78.91670169
1031009,81.5257628,11.11540725,10.73211734,20.04606203,39.63217618
1031010,329.3211734,44.90039506,43.35210557,80.97554005,160.0931327
1031001,0,0,0,0,0
1031002,43.98100361,5.996469698,5.789694881,10.81432294,21.3805161
1031007,58.64133815,7.995292931,7.719593175,14.41909725,28.5073548
1031005,118.5341683,16.16121711,15.60393376,29.14591914,57.62309826
913002108,0,0,0,0,0
1016014,114.8183544,28.92683972,25.84951635,38.15880984,21.88318844
1016016,98.26888698,24.75743847,22.12366842,32.65874862,18.72903147
1016015,107.6229338,27.11405657,24.22958247,35.76747888,20.51181584
1016009,140.6190768,35.42696216,31.6581364,46.73343945,26.80053875
1016005,113.1736868,28.51248929,25.47924575,37.61221991,21.56973185
1016013,179.2687645,45.16419738,40.35949553,59.57830293,34.1667687
1016011,157.9908779,39.80353863,35.56911963,52.50679564,30.11142402
1016006,32.99614301,8.312905596,7.428553937,10.96596057,6.288722909
1016008,125.8170687,31.69780825,28.32570099,41.81413004,23.97942941
1016003,18.91367699,4.765029999,4.258111914,6.285784254,3.604750826
1016012,104.7447655,26.38894331,23.58160891,34.81094649,19.96326681
1016010,151.0010408,38.04254928,33.99546957,50.18378842,28.7792335
1016007,62.90853435,15.84890413,14.1628505,20.90706502,11.98971471
1016004,37.72456226,9.504163095,8.493081915,12.53740664,7.189910616
1016017,156.860169,39.51867271,35.31455859,52.13101506,29.89592262
1016002,75.96308314,19.1378107,17.10187339,25.24562263,14.47777642
1016001,0.308375168,0.077690707,0.069425738,0.102485613,0.058773111
1027003,28.98875594,6.909506344,5.59918225,10.86356804,5.616499309
1027001,261.3517528,62.29351813,50.48012747,97.94185557,50.63625158
1027004,127.1277734,30.30106428,24.55474716,47.64127232,24.63068968
1027006,82.13480849,19.57693464,15.86434971,30.78010943,15.91341471
1027007,353.4514461,84.24559557,68.26919608,132.4563165,68.48033792
1027011,232.3629968,55.38401179,44.88094522,87.07828754,45.01975227
1027012,251.0849017,59.8464013,48.49708376,94.09434189,48.64707474
1027017,38.80265769,9.248662137,7.494738741,14.54133846,7.517918345
1027013,187.2190488,44.62389514,36.16138536,70.16054356,36.2732247
1027016,397.5385124,94.75380314,76.78461908,148.9779929,77.02209729
1027021,314.9507546,75.06890746,60.83278215,118.0281402,61.02092478
1027026,76.85039986,18.31738921,14.84366544,28.79977151,14.88957369
1027024,323.4058084,77.08418015,62.46587698,121.1966809,62.65907041
1027028,452.7983284,107.9250496,87.45806025,169.6866695,87.7285491
1027027,104.3293248,24.86702543,20.15122362,39.09752871,20.21354699
1027025,148.8693404,35.48319404,28.75413385,55.78894835,28.84306416
1027023,63.56388672,15.15053214,12.27737358,23.82063616,12.31534484
1027018,23.85533041,5.685947929,4.607660393,8.939811196,4.621910889
1027022,314.3468222,74.92495941,60.71613252,117.8018159,60.90391438
1027019,172.8756539,41.20512898,33.39095665,64.78534063,33.49422765
1027014,190.3896939,45.37962239,36.77379592,71.34874632,36.88752931
1027002,0,0,0,0,0
1027015,161.8538873,38.57807708,31.2621009,60.65492153,31.35878781
1027009,438.6059167,104.5422705,84.71679394,164.3680476,84.97880464
1027008,89.83494679,21.41227226,17.35163249,33.66574469,17.40529734
1027010,0,0,0,0,0
1027005,0,0,0,0,0
1027020,185.4072515,44.19205099,35.81143647,69.48157056,35.92219349
914001006,0,0,0,0,0
1040009,201.3614323,30.10182768,32.14957106,63.27527042,75.83476315
1040019,183.2058933,27.38772846,29.25083924,57.57012309,68.99720254
1040013,98.84682332,14.7767624,15.78198433,31.0613577,37.22671889
1040021,85.82618426,12.83028721,13.70309586,26.96978739,32.3230138
1040022,74.45604874,11.1305483,11.88772846,23.39686684,28.04090513
1040016,133.5073977,19.95822454,21.31592689,41.95300261,50.28024369
1040018,67.85403456,10.14360313,10.83364416,21.32226781,25.55451946
1040017,154.0469974,23.02872063,24.59530026,48.4073107,58.0156658
1040011,149.6456546,22.37075718,23.8925774,47.02424468,56.35807535
1040008,182.6557255,27.30548303,29.16299888,57.39723984,68.79000373
1040003,168.3513614,25.16710183,26.87914957,52.90227527,63.40283476
1040004,527.9777446,78.92819843,84.29746363,165.9102947,198.8417879
1040010,159.7320651,23.87859008,25.50298396,50.19377098,60.15672013
1040006,68.77098098,10.28067885,10.98004476,21.61040656,25.8998508
1040002,159.9154544,23.90600522,25.53226408,50.25139873,60.2257864
1040001,71.15504165,10.63707572,11.36068631,22.35956733,26.7977123
1040005,153.130051,22.89164491,24.44889966,48.11917195,57.67033445
1040012,67.85403456,10.14360313,10.83364416,21.32226781,25.55451946
1040014,42.179535,6.305483029,6.734427452,13.25438269,15.88524183
1040015,0,0,0,0,0
1040020,4.584732065,0.68537859,0.732002984,1.440693771,1.72665672
1040023,159.7320651,23.87859008,25.50298396,50.19377098,60.15672013
1040007,35.21074226,5.263707572,5.621782917,11.06452816,13.26072361
912002308,0,0,0,0,0
1068001,137.7956892,20.23329107,12.9074443,28.43126245,76.22369136
1068002,88.42963231,12.98460424,8.283282014,18.24560768,48.91613838
1068005,0,0,0,0,0
1068004,367.0259011,53.8924108,34.37964137,75.72812896,203.02572
1068003,196.7487774,28.8896939,18.42963231,40.59500091,108.8344503
914001013,0,0,0,0,0
1006001,0,0,0,0,0
1006002,0,0,0,0,0
1006003,0,0,0,0,0
1006005,0,0,0,0,0
1006010,31.56227758,13.52669039,6.119217082,9.017793594,2.898576512
1006007,8.457295374,3.62455516,1.639679715,2.416370107,0.776690391
1006009,34.613879,14.83451957,6.710854093,9.889679715,3.178825623
1006006,21.01245552,9.005338078,4.073843416,6.003558719,1.929715302
1006004,0,0,0,0,0
1006008,2.354092527,1.008896797,0.456405694,0.672597865,0.216192171
920000008,0,0,0,0,0
1007001,0,0,0,0,0
1007003,1.252525253,0.626262626,0.208754209,0,0.417508418
1007004,0.04040404,0.02020202,0.006734007,0,0.013468013
1007002,0.545454545,0.272727273,0.090909091,0,0.181818182
1007005,4.161616162,2.080808081,0.693602694,0,1.387205387
1007006,0,0,0,0,0
912001007,0,0,0,0,0
1033008,73.70682474,6.155559116,14.30967639,20.94488946,32.29669978
1033004,171.3425184,14.30951618,33.26497917,48.68952259,75.07850048
1033005,199.7026594,16.67798782,38.77090676,56.74847805,87.50528677
1033009,22.00865107,1.838032682,4.272829221,6.254085229,9.643703941
1033007,218.6094201,18.25696892,42.44152515,62.12111503,95.78981096
1033006,81.97853252,6.846363345,15.91557193,23.29541814,35.92117911
1033011,2.658763217,0.222044217,0.516180711,0.755527075,1.165011214
1033003,67.20762576,5.612784364,13.04790131,19.0980455,29.44889459
1033002,2.363345082,0.197372637,0.458827299,0.671579622,1.035565524
1033001,34.56392182,2.886574816,6.710349247,9.821851971,15.14514579
1033010,0,0,0,0,0
1033012,47.8577379,3.996795899,9.291252804,13.59948734,20.97020186
6076004,76.2795961,6.006267409,22.22318942,18.61942897,29.43071031
6076002,25.82451253,2.033426184,7.52367688,6.30362117,9.963788301
6076003,13.48711699,1.061977716,3.929317549,3.292130919,5.203690808
6076001,11.40877437,0.898328691,3.323816156,2.784818942,4.401810585
1015018,51.87713568,12.30942211,9.789949749,19.74786432,10.0298995
1015016,66.67977387,15.82179648,12.58341709,25.38272613,12.89183417
1015009,179.8045226,42.66407035,33.93165829,68.44547739,34.76331658
