varialbe_names,ltotals
variable_categories,1
geo,
911002203,0
2056065,323.3781104
2056071,587.4702338
2056069,552.0230179
2056067,458.9481643
2056061,685.9347226
2056057,682.8253177
2056058,458.7408707
2056047,20.72936605
2056009,1.036468302
2056014,838.2955631
2056024,489.8349198
2056018,418.9404879
2056053,223.462566
2056050,251.2399165
2056042,428.6832899
2056039,233.6199554
2056037,2.487523926
2056031,123.961609
2056029,423.5009484
2056020,279.8464417
2056017,265.7504728
2056010,108.2072908
2056006,214.9635259
2056003,260.9827186
2056032,249.3742736
2056030,250.2034482
2056019,60.52974887
2056011,359.03262
2056066,9.742802043
2056060,1.243761963
2056046,10.36468302
2056055,797.8732993
2056040,0
2056049,0
2056025,0
2056027,0
2056022,2877.650595
2056015,3924.690874
2056012,0
2056036,0
2056028,0
2056013,0
2056007,0
2056004,0
2056002,1036.468302
2056001,0
2056008,558.656415
2056041,0
2056068,0
2056063,0
2056044,977.8041966
2056043,526.7331913
2056045,354.4721595
2056033,455.4241721
2056054,0
2056051,279.4318544
2056072,27.77735051
2056048,0
2056062,67.57773332
2056059,259.3243693
2056016,446.0959574
2056034,172.4683255
2056035,199.0019141
2056005,291.4548867
2056021,431.1708138
2056038,882.0345254
2056026,719.3090019
2056023,428.2687026
2056056,247.0940433
2056052,210.8176527
2056064,132.8752364
2056073,353.6429848
2056074,403.3934633
2056070,389.0902008
912002305,0
912002304,0
912002303,0
913001102,0
913001103,0
913001104,0
913001106,0
912002306,0
912002302,0
913001105,0
913002103,0
920000002,0
1039021,125.4756509
1039014,43.74691611
1039008,83.76347503
1039002,67.82467614
1039001,99.36315055
1039003,157.692372
1039005,146.8404238
1039004,194.6568205
1039007,241.4558471
1039006,326.914939
1039009,210.256496
1039012,442.2168884
1039028,0
1039024,330.3061728
1039030,75.28539052
1039026,284.8636398
1039013,181.4310087
1039020,99.70227393
1039011,63.07694881
1039023,109.536852
1039019,131.5798717
1039017,247.8991913
1039010,24.75600679
1039015,309.2805232
1039016,677.5685147
1039022,236.7081197
1039018,115.3019494
1039025,446.6254924
1039027,2012.697264
1039029,222.8040611
1039031,86.1373387
1039033,40.01655892
1039032,227.2126651
1039034,26.11250031
1044002,533.5339993
1044004,175.9668035
1044001,138.8513948
1044003,690.9430984
1044008,797.6498983
1044005,538.5048129
1044010,82.18411914
1044012,18.8890919
1044007,857.6310498
1044009,284.3305412
1044011,65.94612786
1044006,377.1190628
913001108,0
913001107,0
1050003,0
1050005,108.0794811
1050002,979.4105189
1050004,0
1050001,0
1037007,499.9535657
1037005,69.67648769
1037002,0
1037010,364.5632342
1037004,421.6913497
1037006,378.4324877
1037019,542.2217668
1037021,212.6618866
1037015,522.7387678
1037020,147.2782631
1037016,213.3223272
1037012,595.3872384
1037011,734.7402138
1037014,300.8307123
1037009,382.3951315
1037013,450.7507379
1037003,0
1037001,93.12213047
1037018,518.1156834
1037017,1913.626759
1037008,264.1762567
911301001,0
911002202,0
2081011,0
2081008,2949.840203
2081007,1682.943515
2081004,32.39708894
2081012,0
2081001,529.7208226
2081006,553.5923618
2081010,26.71338912
2081009,693.9797472
2081005,625.7753494
2081002,0
2081003,0
6074023,0
6074026,8102.484073
6074027,3698.053207
6074031,26.86922024
6074009,9771.911152
6074012,19.79837281
6074014,2957.028396
6074018,2054.788264
6074019,2417.522737
6074001,626.4770825
6074003,146.3665419
6074021,2055.495349
6074010,4771.407848
6074015,2846.016092
6074020,402.3312189
6074017,1139.820606
6074022,637.0833537
6074005,2826.924804
6074002,2213.882331
6074007,0
6074006,0
6074011,24.04088127
6074024,1103.052199
6074016,12533.78416
6074025,1321.541385
6074030,1992.564807
6074029,2078.829145
6074013,1394.371114
6074004,825.1678954
6074008,12.02044064
6074028,0
1025019,466.0363726
1025021,619.3841957
1025023,420.913335
1025024,3.525237312
1025022,384.250867
1025017,334.5450209
1025020,461.8060879
1025014,1175.31412
1025018,889.0648501
1025012,948.6413606
1025013,0
1025009,482.604988
1025005,143.4771586
1025001,109.9874041
1025002,728.6665524
1025007,846.7620023
1025003,226.3202354
1025004,478.0221795
1025006,540.4188799
1025010,744.5301203
1025008,857.3377143
1025011,650.406284
1025016,872.143711
1025015,688.1263233
913001007,0
1022014,48.05035362
1022013,244.0716707
1022010,229.1941553
1022007,25.13093808
1022009,39.00321591
1022006,43.82835602
1022004,293.7304043
1022003,298.9576394
1022002,322.681245
1022001,91.47661463
1022005,9.248185215
1022011,2.211522551
1022008,324.69172
1022012,287.6989792
1043017,107.3811627
1043016,89.8971199
1043014,172.509222
1043008,258.9095333
1043005,135.3556311
1043009,193.4900733
1043013,153.4224753
1043015,187.8077594
1043007,134.7728297
1043011,53.32633044
1043004,58.86294398
1043010,88.29441598
1043006,253.8100208
1043012,23.31205702
1043003,118.8914908
1043001,8.304920315
1043002,128.362014
1030003,1057.915173
1030001,987.33278
1030005,0
1030006,0
1030007,0
1030002,572.0456755
1030004,544.5513712
1003014,0
1003015,0
1003012,0
1003016,0
1003013,0
1003010,0
1003011,0
1003006,0
1003002,0
1003004,0
1003003,0
1003001,0
1003005,0
1003007,0
1003008,0
1003017,0
1003009,0
912341001,0
1024019,500.2894368
1024022,156.6423478
1024021,354.2279231
1024018,382.060117
1024015,432.4340879
1024002,97.52768791
1024001,194.1353033
1024007,419.5530725
1024012,146.0615137
1024016,112.0188302
1024008,0
1024003,63.25498626
1024006,292.8130819
1024020,0
1024005,0.460036264
1024004,0
1024010,120.0694648
1024014,0
1024013,34.27270165
1024011,136.8607885
1024017,402.0716945
1024009,341.5769258
911202201,0
911002201,0
1019002,0
1019001,0
1066021,150.3119354
1066020,37.35736946
1066001,0
1066003,172.6675266
1066002,257.971756
1066004,258.2659086
1066016,0
1066007,275.9150595
1066008,364.4549666
1066005,5.883050309
1066011,708.0251047
1066010,493.2937684
1066013,705.377732
1066015,182.3745596
1066014,610.660622
1066018,398.2825059
1066022,48.53516505
1066017,637.428501
1066023,9.118727979
1066019,181.492102
1066012,0.294152515
1066009,745.0883216
1066006,235.6161649
930000007,0
930000008,0
914001012,0
914001014,0
940000003,0
1031012,109.4749752
1031011,233.6289258
1031008,276.5683584
1031006,133.6198319
1031003,269.2974641
1031004,124.5655106
1031009,62.55712869
1031010,252.6978751
1031001,0
1031002,33.74792469
1031007,44.99723292
1031005,90.95477263
913002108,0
1016014,742.3051059
1016016,635.3121587
1016015,695.7864332
1016009,909.1077752
1016005,731.6722664
1016013,1158.979503
1016011,1021.417142
1016006,213.321342
1016008,813.4122199
1016003,122.277654
1016012,677.1789641
1016010,976.2275744
1016007,406.70611
1016004,243.8907555
1016017,1014.107065
1016002,491.1042733
1016001,1.993657402
1027003,94.6726186
1027001,853.5328271
1027004,415.1788795
1027006,268.239086
1027007,1154.315626
1027011,758.8602085
1027012,820.0029413
1027017,126.7232447
1027013,611.4273285
1027016,1298.2969
1027021,1028.578554
1027026,250.9810566
1027024,1056.191401
1027028,1478.766579
1027027,340.7228097
1027025,486.1833435
1027023,207.5894398
1027018,77.90767573
1027022,1026.606208
1027019,564.5841057
1027014,621.7821461
1027002,0
1027015,528.5887872
1027009,1432.416443
1027008,293.3865004
1027010,0
1027005,0
1027020,605.5102898
914001006,0
1040009,225.887596
1040019,205.5206816
1040013,110.8865339
1040021,96.27995897
1040022,83.52492167
1040016,149.7688251
1040018,76.11877098
1040017,172.8101828
1040011,167.872749
1040008,204.9035024
1040003,188.8568426
1040004,592.2863288
1040010,179.1877014
1040006,77.14740302
1040002,179.3934278
1040001,79.82184633
1040005,171.7815507
1040012,76.11877098
1040014,47.31707385
1040015,0
1040020,5.143160201
1040023,179.1877014
1040007,39.49947035
912002308,0
1068001,258.3416256
1068002,165.7893298
1068005,0
1068004,688.1061991
1068003,368.8678455
914001013,0
1006001,0
1006002,0
1006003,0
1006005,0
1006010,283.4115391
1006007,75.94176601
1006009,310.8132073
1006006,188.6800578
1006004,0
1006008,21.13842972
920000008,0
1007001,0
1007003,57.89380471
1007004,1.867542088
1007002,25.21181818
1007005,192.356835
1007006,0
912001007,0
1033008,154.0216822
1033004,358.0463954
1033005,417.309247
1033009,45.99044217
1033007,456.8178148
1033006,171.3066806
1033011,5.555892342
1033003,140.440612
1033002,4.938570971
1033001,72.22660045
1033010,0
1033012,100.0060622
6076004,3105.154205
6076002,1051.252206
6076003,549.0272652
6076001,464.4230637
1015018,207.4238405
1015016,266.6102242
1015009,718.9245151
1015012,2476.597215
1015011,710.2366055
1015004,572.3160415
1015007,320.3666646
1015002,365.4351954
1015001,383.8970031
1015006,0
1015014,793.8577349
1015017,54.84242902
1015015,402.3588109
1015013,326.8825967
1015008,179.7311288
1015010,100.9969485
1015003,273.6691508
1015005,202.5368913
1015019,287.7870038
1036003,205.831295
1036004,140.7490666
1036001,1.74952227
1036002,246.7701161
913002104,0
2096006,3.960173055
2096003,384.1367863
2096002,21.7809518
2096004,75.90331688
2096005,35.64155749
2096001,128.0455954
7079011,0
7079001,996.8487653
7079009,102.240899
7079004,37.03624403
7079002,410.0068705
7079007,98.06780109
7079003,0
7079005,378.7086361
7079006,0
7079010,786.1073204
7079008,11.47601928
1047005,337.423133
1047001,467.4259852
1047003,607.945922
1047006,428.8633414
1047004,263.8035404
1047007,346.7716528
1047008,293.0176645
1047009,732.1059493
1047002,266.4328115
1067001,1076.910664
1067006,628.3469611
1067007,680.6719393
1067005,554.5553251
1067004,201.6971384
1067002,339.8887476
1067003,528.1692249
1064003,324.5112611
1064001,0
1064002,956.3100253
1064004,344.0837136
911002204,0
3091047,3.965531683
3091054,0
3091056,30.13804079
3091053,0
3091049,461.5878879
3091022,140.3798216
3091018,380.6910416
3091011,0
3091017,72.96578297
3091015,234.7594757
3091044,0
3091042,563.105499
3091038,6029.194371
3091041,752.6579135
3091043,7.13795703
3091032,345.0012565
3091035,2611.699167
3091034,188.7593081
3091031,56399.37781
3091026,1844.765339
3091025,0
3091027,0
3091028,0
3091033,4.75863802
3091029,7.931063367
3091023,15.0690204
3091030,0
3091037,0
3091019,7.13795703
3091016,1328.453114
3091021,0
3091013,287.1044939
3091006,0
3091010,1399.832684
3091012,317.2425347
3091003,684.4507685
3091002,0
3091004,310.1045776
3091005,373.5530846
3091055,7.13795703
3091014,903.3481175
3091040,4.75863802
3091007,373.5530846
3091009,0
3091001,785.9683796
3091052,663.8300038
3091051,30.93114713
3091046,14109.36173
3091048,2099.352473
3091050,2847.251749
3091045,46.79327386
3091036,30966.04381
3091039,1464.074297
3091020,1210.28027
3091024,0.793106337
3091008,716.9681283
1021002,889.2091698
1021001,328.5708302
1057021,13749.76584
1057015,6658.516046
1057013,6710.364329
1057008,14156.57544
1057010,49008.59249
1057011,20487.05139
1057014,23679.70913
1057018,20457.13892
1057006,0
1057012,15835.66215
1057003,22513.12276
1057009,31788.98002
1057007,11572.13795
1057016,6730.305976
1057022,560.3602901
1057027,506.5178423
1057026,2160.677489
1057028,1352.043689
1057025,10411.53407
1057024,1381.95616
1057017,2769.894815
1057020,3852.726265
1057019,1740.905812
1057023,4617.488441
1057005,10419.51073
1057004,13528.41355
1057002,40331.98174
1057001,26663.97665
913002102,0
913002101,0
913001101,0
913002202,0
913002201,0
920000001,0
1029004,0
1029005,0
1029003,0
1029007,0
1029010,0
1029009,0
1029008,0
1029006,0
1029001,0
1029002,0
1026019,450.9440803
1026014,845.789854
1026012,229.2478877
1026009,1461.253007
1026005,1155.948761
1026007,1157.027575
1026010,668.3250186
1026003,982.7991799
1026008,1256.817832
1026004,734.1326475
1026001,65.80762895
1026002,1092.298759
1026006,588.492813
1026011,831.7652774
1026013,542.6432354
1026017,1214.744102
1026016,85.22627356
1026015,1474.738177
1026018,305.8436526
1026021,82.52923958
1026020,0
911301101,0
914001007,0
1012010,0
1012008,0
1012016,0
1012003,0
1012011,0
1012001,0
1012002,0
1012006,0
1012017,0
1012021,0
913401001,0
3094001,4655.327226
3094003,3.953568769
1062001,0
1062003,0
1062002,0
1001004,0
1001009,0
1001007,0
1001006,0
1001008,0
1001001,0
1001003,0
1001005,0
1001010,0
1001002,0
1058003,20.90829923
1058002,4414.50227
1058001,23.75943095
2097001,56.21955011
2097002,1.147337757
1002001,0
1002003,0
1002002,0
1061004,0
1061013,0
1061026,0
1061024,0
1061025,0
1061011,0
1061021,0
1061019,0
1061010,0
1061007,0
1061003,0
1061005,0
1061006,0
1061009,0
1061014,0
1061017,0
1061020,0
1061018,0
1061012,0
1061016,0
1061002,0
1061001,0
1061023,0
1061008,0
1061015,0
1061022,0
914001011,0
911002206,0
920000012,0
920000011,0
930000011,0
940000002,0
940000001,0
7078003,87.02998072
7078002,1.408252115
7078001,37.74115669
7078005,268.1312027
7078007,4.224756345
7078006,40.27601049
7078004,0
7078008,28.72834315
1023022,3.550542257
1023018,40.69467664
1023014,42.87962572
1023001,320.0950404
1023008,142.8410462
1023012,184.0819601
1023005,111.7055218
1023009,159.5012829
1023020,268.748737
1023013,84.66677689
1023006,427.430664
1023011,210.8475863
1023010,17.20647401
1023015,133.2818939
1023017,160.0475202
1023019,267.9293811
1023021,453.3769343
1023003,312.4477186
1023004,353.4155139
1023002,173.7034519
1023007,219.0411454
1023016,579.0115065
912001006,0
1046002,0
1046001,361.62981
1046004,314.6801976
1046005,532.0956069
1046003,230.7093855
1063001,4.742975403
1063004,0.139090188
1063007,10.8907617
1063008,0
1063009,0
1063012,8.261957154
1063011,9.944948426
1063010,16.06491669
1063006,52.42309177
1063003,0
1063002,2.712258662
1063005,0
911401001,0
920000010,0
1014009,633.6511964
1014014,665.5366637
1014016,1465.572026
1014018,263.7797752
1014017,1070.771967
1014015,537.9947943
1014011,827.2829435
1014010,653.9419483
1014006,540.3137374
1014004,157.6881294
1014001,212.7630275
1014003,591.3304852
1014002,52.75595505
1014007,280.0123768
1014005,522.3419286
1014008,502.6309124
1014012,48.11806889
1014013,0.57973577
1014019,78.26432892
3095001,593.640606
3095003,2785.244942
3095002,5.839087928
7077001,766.0675047
7077002,512.6072062
7077003,124.293031
1018006,7.00875
1018003,0
1018001,125.15625
1018002,12.34875
1018008,0
1018009,0.33375
1018005,2.67
1018004,83.4375
1018007,0
2055071,4309.556565
2055061,1194.686156
2055056,1539.695369
2055047,1847.389755
2055039,1186.122098
2055051,635.575482
2055050,1106.598698
2055040,1769.701511
2055046,1248.517381
2055031,1076.012775
2055043,1980.74438
2055025,437.9904188
2055020,478.3638373
2055019,1588.632846
2055023,1672.438275
2055030,1383.707161
2055029,2033.352168
2055024,543.8177127
2055033,910.8487899
2055034,1351.897801
2055036,1104.763542
2055048,315.6467264
2055049,1140.854932
2055041,789.116816
2055045,1.223436924
2055054,1329.875936
2055063,2525.78553
2055059,1539.08365
2055069,564.0044219
2055064,1279.715022
2055058,920.6362853
2055062,1011.170618
2055065,867.4167791
2055070,318.7053187
2055066,347.4560864
2055067,1249.740818
2055078,219.6069279
2055073,315.6467264
2055074,682.0660851
2055080,2286.603611
2055079,992.2073453
2055076,1047.262007
2055086,529.7481881
2055081,160.270237
2055085,1852.283503
2055003,2167.930229
2055001,7470.305858
2055007,3425.623387
2055055,1214.261147
2055100,762.2012036
2055103,172.5046063
2055002,65.45387543
2055072,406.1810588
2055027,1518.285223
2055022,418.415428
2055017,669.2199974
2055015,112.556197
2055105,4296.098759
2055107,0
2055032,29.97420464
2055028,266.097531
2055042,1747.679646
2055087,1127.397125
2055090,1429.586046
2055096,175.5631986
2055099,157.8233632
2055094,203.7022478
2055097,552.9934896
2055104,97.87495392
2055101,0
2055093,200.0319371
2055095,721.2160667
2055089,414.1333988
2055091,56.88981696
2055092,1051.544036
2055026,1852.283503
2055012,282.6139294
2055010,181.0686647
2055011,976.3026653
2055102,0
2055004,55892.71587
2055008,1476.688367
2055021,493.6567988
2055014,622.1176758
2055018,1566.610981
2055006,3930.902837
2055013,1844.942881
2055005,2451.155877
2055052,1226.495516
2055037,563.3927035
2055035,559.1106743
2055057,1575.786758
2055044,105.2155755
2055053,1356.791549
2055075,705.9231051
2055082,2226.043483
2055077,1480.970396
2055084,1054.602628
2055083,693.0770174
2055088,691.8535805
2055098,918.8011299
2055038,1036.862793
2055060,1121.279941
2055068,990.3721899
930000003,0
912002101,0
912002307,0
912001002,0
912002102,0
912001004,0
912002301,0
913202101,0
912302201,0
920000005,0
2055009,1330.487655
2055106,1031.969045
2055016,671.0551528
2051058,76.46238477
2051051,133.3665851
2051043,74.43912431
2051054,0
2051037,187.8260124
2051032,53.70070463
2051038,129.6572743
2051042,23.26749526
2051063,232.0005324
2051067,78.73855278
2051057,0.252907557
2051053,122.4915602
2051048,73.09028401
2051052,202.0731381
2051047,353.8176724
2051041,35.65996555
2051033,109.4246697
2051036,128.2241315
2051040,157.8986182
2051035,70.89841851
2051014,52.35186432
2051013,22.34016755
2051011,42.74137715
2051010,46.0291754
2051009,90.03509034
2051025,133.9567028
2051030,97.03219942
2051046,43.07858723
2051062,82.11065355
2051068,123.756098
2051078,0
2051021,31.36053708
2051029,22.50877258
2051015,2.191865495
2051016,161.9451391
2051019,0
2051006,0
2051008,68.36934294
2051069,32.79367991
2051060,104.7037286
2051044,36.84020082
2051050,49.31697364
2051031,51.08732654
2051070,99.56127499
2051064,128.9828541
2051055,21.2442348
2051039,158.0672232
2051020,89.69788026
2051002,0
2051045,47.7995283
2051034,0
2051059,15.09015091
2051065,132.1863499
2051061,0
2051049,16.18608366
2051004,0
2051012,0
2051007,0
2051005,0
2051003,0
2051001,0
2051027,51.00302402
2051076,0
2051028,0
2051018,0
2051074,0
2051071,0
2051024,57.32571295
2051056,73.17458653
2051066,192.5469535
930000005,0
930000006,0
913001001,0
913001002,0
913002109,0
920000009,0
2051023,0
2051077,0
2051075,0
2051026,1.517445343
2051022,0
2051017,0
2051073,72.75307393
2051072,28.24134388
4071052,974.9876589
4071063,801.231882
4071062,445.7213409
4071059,2565.008554
4071054,614.5888479
4071056,3179.153014
4071005,554.5964441
4071008,610.5893543
4071011,339.9569549
4071018,988.3193042
4071022,898.1085044
4071010,1062.976518
4071017,1218.956768
4071020,1222.956261
4071026,691.9123906
4071025,822.5625144
4071023,3.555105411
4071044,62.21434469
4071051,419.9468267
4071035,101.3205042
4071002,13.33164529
4071013,942.5473221
4071007,0
4071053,2506.793703
4071064,29.77400782
4071032,1266.061914
4071038,4.443881764
4071049,44.43881764
4071040,253.3012605
4071046,2.221940882
4071050,163.0904607
4071045,76.87915451
4071047,0
4071043,6.221434469
4071042,95.98784609
4071048,538.5984698
4071030,615.9220124
4071028,1101.638289
4071033,191.9756922
4071031,17.77552705
4071034,394.1723124
4071039,209.3068311
4071037,116.8740904
4071041,419.9468267
4071003,0
4071009,430.1677547
4071015,389.2840425
4071001,0
4071004,0
4071065,55.99291022
4071019,367.0646337
4071014,1280.282336
