hid,sample_geo,hhldsize,hhldrtype,hhldrage,tazinc
2009000399464,700,1,1,1,1
2009000399467,905,4,4,3,2
2009000399506,810,4,3,3,2
2009000399564,501,1,1,1,1
2009000399632,905,1,1,4,2
2009000399637,804,4,4,3,3
2009000399722,813,2,3,1,1
2009000399824,902,6,3,3,2
2009000399834,103,1,1,3,2
2009000399837,817,3,3,3,2
2009000399914,805,3,2,2,2
2009000400002,805,4,4,3,3
2009000400037,815,2,2,2,2
2009000400138,1000,2,3,4,2
2009000400222,502,4,3,3,2
2009000400267,822,1,1,3,2
2009000400687,818,4,4,2,2
2009000400710,600,1,1,4,2
2009000401105,801,2,3,4,3
2009000401142,819,2,3,4,2
2009000401303,822,2,2,3,1
2009000401358,200,2,3,3,2
2009000401509,102,3,3,2,2
2009000401577,803,2,3,2,3
2009000401753,903,1,1,4,2
2009000401808,101,1,1,2,2
2009000401817,904,2,3,3,2
2009000401836,804,1,1,3,3
2009000402141,817,1,1,4,2
2009000402188,200,1,1,3,1
2009000402237,802,2,3,2,2
2009000402272,819,3,2,2,2
2009000402294,820,4,4,2,3
2009000402350,813,2,3,4,1
2009000402404,808,3,4,2,3
2009000402612,1000,3,3,4,2
2009000402826,102,2,3,3,2
2009000402848,501,4,4,3,2
2009000402969,200,2,3,2,2
2009000403075,103,3,3,4,3
2009000403184,820,1,1,2,2
2009000403201,802,3,3,3,2
2009000403224,902,3,4,2,2
2009000403331,818,2,3,3,2
2009000403414,813,1,1,4,2
2009000403675,815,2,3,2,2
2009000403789,101,2,3,3,2
2009000403794,400,1,1,4,1
2009000403814,905,5,3,3,3
2009000404104,1000,2,3,3,2
2009000404109,819,4,4,3,3
2009000404115,812,1,1,2,2
2009000404260,103,5,4,2,2
2009000404269,801,1,1,3,3
2009000404313,814,1,1,2,2
2009000404371,1000,2,3,4,2
2009000404446,103,5,4,3,2
2009000404448,300,4,4,2,3
2009000404550,817,1,1,2,2
2009000404563,905,2,3,2,2
2009000404623,815,1,1,2,2
2009000404707,501,2,3,2,3
2009000404739,821,4,4,2,3
2009000404775,806,5,4,2,2
2009000404850,103,2,3,3,2
2009000404873,804,3,4,3,2
2009000404941,300,2,3,3,2
2009000404974,700,3,4,2,2
2009000404979,821,2,3,2,3
2009000405106,806,1,1,2,2
2009000405188,802,2,3,2,2
2009000405309,902,1,1,4,1
2009000405506,806,1,1,2,1
2009000405508,808,3,4,3,2
2009000405574,814,3,4,2,3
2009000405630,501,2,3,3,2
2009000406665,200,1,1,3,3
2009000406676,821,6,4,2,3
2009000406791,819,5,4,2,3
2009000406857,801,3,4,2,3
2009000406874,808,1,1,4,2
2009000406939,902,4,4,3,3
2009000406974,905,5,4,2,1
2009000407060,502,4,3,3,3
2009000407107,809,2,3,3,2
2009000407222,804,2,3,3,2
2009000407228,1000,2,3,4,2
2009000407255,809,1,1,3,2
2009000407297,600,2,3,4,2
2009000407420,808,4,4,2,2
2009000407431,103,3,4,3,3
2009000407528,502,1,1,2,1
2009000407538,820,5,4,2,3
2009000407780,808,3,3,2,2
2009000407867,400,2,3,4,3
2009000408029,814,1,1,2,2
2009000408109,803,2,3,1,2
2009000408151,904,2,3,3,2
2009000408210,904,4,4,2,2
2009000408292,600,3,2,2,2
2009000408539,600,5,4,2,1
2009000409050,819,2,3,3,2
2009000409072,300,1,1,4,2
2009000409135,904,2,3,2,2
2009000409156,810,1,1,2,2
2009000409203,803,3,3,1,2
2009000409252,818,2,3,4,1
2009000409321,815,2,3,1,2
2009000409353,400,2,3,2,3
2009000409355,400,3,3,4,2
2009000409419,400,5,4,2,2
2009000409448,102,1,1,3,2
2009000409483,904,2,3,4,2
2009000409592,809,1,1,2,2
2009000409603,902,2,2,3,2
2009000409838,805,2,3,4,2
2009000409842,815,2,3,1,2
2009000409886,818,1,1,3,1
2009000409905,400,1,1,3,2
2009000409910,803,2,3,4,3
2009000410042,804,1,1,3,2
2009000410082,903,1,1,3,2
2009000410213,600,2,3,3,2
2009000410223,819,3,2,2,3
2009000410240,814,1,1,4,2
2009000410278,819,4,3,3,3
2009000410449,820,2,3,3,2
2009000411060,802,4,4,3,3
2009000411074,200,2,3,1,1
2009000411158,400,2,3,3,2
2009000411498,816,1,1,3,2
2009000411511,821,4,4,2,3
2009000411593,811,4,4,3,3
2009000411633,103,4,2,2,2
2009000411659,810,4,4,2,2
2009000411731,102,3,2,2,1
2009000412014,102,2,3,3,2
2009000412057,803,2,3,1,1
2009000412085,801,1,1,3,1
2009000412114,821,2,3,2,3
2009000412195,807,2,3,4,2
2009000412205,501,5,3,3,1
2009000412254,811,1,1,2,3
2009000412295,807,1,1,2,2
2009000412369,102,2,3,4,3
2009000412396,819,2,2,2,2
2009000412431,801,1,1,2,2
2009000412466,817,4,3,3,3
2009000412638,700,4,4,3,2
2009000412700,901,4,4,2,2
2009000412701,803,2,3,3,3
2009000412737,904,4,4,3,2
2009000412750,600,7,3,3,2
2009000412923,501,1,1,4,1
2009000412929,805,3,3,3,3
2009000413395,200,2,3,1,1
2009000413432,801,4,4,2,3
2009000413540,821,3,4,2,3
2009000413835,400,1,1,2,1
2009000413875,804,4,4,3,2
2009000414028,501,3,4,2,3
2009000414047,817,3,3,3,2
2009000414260,817,2,3,2,3
2009000414309,820,2,3,4,2
2009000414545,501,1,1,2,2
2009000414586,902,5,4,2,3
2009000414714,400,2,3,3,2
2009000414771,600,1,1,3,1
2009000414928,809,1,1,3,2
2009000414968,813,1,1,4,2
2009000414997,805,2,3,4,3
2009000415019,822,1,1,3,2
2009000415088,803,3,4,2,2
2009000415424,808,2,3,2,3
2009000415618,806,7,4,2,2
2009000415620,400,4,4,2,2
2009000415643,809,1,1,2,2
2009000415649,904,2,3,1,2
2009000415660,904,2,3,4,2
2009000415661,812,1,1,2,2
2009000415763,814,2,3,4,2
2009000415801,400,2,3,4,2
2009000415900,103,1,1,2,1
2009000415943,808,7,4,2,2
2009000415998,801,4,4,3,3
2009000416018,805,2,3,4,2
2009000416031,700,1,1,3,2
2009000416118,812,1,1,2,2
2009000416130,803,2,3,4,2
2009000416304,817,6,4,2,2
2009000416405,815,4,4,3,3
2009000416438,807,5,4,2,2
2009000416485,808,1,1,2,2
2009000416486,808,2,3,3,2
2009000416490,300,1,1,4,2
2009000416527,801,2,3,4,2
2009000416562,502,2,3,4,2
2009000416611,200,2,3,3,2
2009000416683,816,2,3,3,2
2009000416805,815,5,3,4,2
2009000416900,803,4,4,2,2
2009000416964,904,2,3,2,3
2009000417101,810,2,3,3,2
2009000417130,822,1,1,3,2
2009000417157,501,2,3,3,2
2009000417173,817,1,1,4,2
2009000417186,400,1,1,3,2
2009000417279,300,6,4,2,2
2009000417387,600,1,1,3,2
2009000417701,807,4,4,2,2
2009000417755,902,2,3,4,2
2009000417861,400,3,4,2,2
2009000417905,809,1,1,3,2
2009000417998,821,2,3,3,3
2009000418012,814,5,4,2,3
2009000418046,901,3,2,2,2
2009000418164,902,4,4,2,2
2009000418275,1000,2,3,4,2
2009000418291,102,1,1,3,2
2009000418424,905,2,3,4,2
2009000418429,102,2,3,3,3
2009000418445,902,2,3,2,2
2009000418498,400,1,1,3,2
2009000418644,904,5,4,2,2
2009000418680,804,2,3,4,2
2009000418750,807,4,3,2,2
2009000418824,600,3,4,3,2
2009000418975,700,2,3,3,3
2009000418993,817,2,3,4,2
2009000419334,904,1,1,3,2
2009000419460,904,2,3,4,2
2009000419519,814,2,3,2,3
2009000419598,820,3,4,3,2
2009000419654,815,1,1,2,2
2009000419722,600,6,4,2,2
2009000419842,814,4,4,3,3
2009000419845,502,2,3,3,2
2009000419881,809,2,3,2,2
2009000419926,801,2,3,2,2
2009000419987,300,2,3,2,2
2009000419998,815,1,1,2,2
2009000420017,810,3,3,3,3
2009000420142,822,2,3,4,3
2009000420157,805,2,2,3,2
2009000420189,821,3,4,2,3
2009000420256,819,1,1,2,2
2009000420331,501,7,4,3,2
2009000420332,700,4,2,2,2
2009000420350,820,1,1,3,2
2009000420448,102,2,3,3,2
2009000420568,501,2,3,4,2
2009000420591,817,6,2,2,1
2009000420607,300,4,3,3,3
2009000420611,902,1,1,3,2
2009000420668,803,1,1,4,2
2009000420852,808,4,4,2,2
2009000421084,904,2,3,4,2
2009000421085,822,5,4,3,3
2009000421115,300,3,4,2,3
2009000421144,600,2,3,4,2
2009000421160,821,2,3,4,2
2009000421172,815,2,3,4,2
2009000421206,815,1,1,4,2
2009000421210,102,5,4,3,2
2009000421299,400,2,3,2,1
2009000421451,502,2,3,4,1
2009000421495,815,1,1,4,1
2009000421524,400,1,1,2,3
2009000421525,805,2,3,3,3
2009000421554,815,1,1,1,2
2009000421684,700,2,3,4,2
2009000421745,808,3,3,3,3
2009000421762,803,2,3,3,2
2009000421951,805,4,4,2,2
2009000422038,400,4,4,3,3
2009000422221,815,3,4,2,2
2009000422307,809,1,1,4,1
2009000422536,802,1,1,3,3
2009000422539,805,4,4,2,2
2009000422635,600,2,3,3,1
2009000422660,817,5,4,2,3
2009000422759,904,2,3,3,3
2009000422780,808,4,4,1,2
2009000422868,808,2,2,2,2
2009000423276,802,2,3,4,2
2009000423339,810,1,1,3,1
2009000423412,818,4,4,2,1
2009000423568,809,1,1,2,2
2009000423606,901,1,1,4,2
2009000423628,807,1,1,4,2
2009000423653,501,1,1,4,1
2009000423693,400,7,4,2,2
2009000423993,300,2,3,4,2
2009000423999,815,3,2,2,1
2009000424018,1000,3,4,2,2
2009000424072,802,3,4,3,3
2009000424129,811,1,1,3,2
2009000424171,1000,1,1,2,2
2009000424295,101,1,1,3,2
2009000424298,200,2,3,3,2
2009000424332,822,1,1,2,3
2009000424352,807,3,2,2,2
2009000424361,300,5,4,2,2
2009000424383,400,2,2,2,2
2009000424788,300,1,1,2,2
2009000424794,817,2,3,4,2
2009000424903,102,2,3,4,2
2009000424907,807,3,4,2,3
2009000425011,804,2,3,4,2
2009000425069,101,1,1,3,2
2009000425084,810,5,4,2,3
2009000425140,814,1,1,2,2
2009000425152,904,1,1,3,2
2009000425280,700,1,1,2,2
2009000425400,811,1,1,2,2
2009000425421,502,3,3,3,2
2009000425423,600,2,3,4,2
2009000425592,817,1,1,4,3
2009000425659,600,1,1,2,2
2009000425711,812,1,1,3,2
2009000425960,820,2,3,3,2
2009000425965,903,1,1,4,2
2009000425988,812,1,1,4,2
2009000425997,811,2,3,3,3
2009000426269,805,4,4,2,2
2009000426303,820,1,1,3,2
2009000426329,700,2,2,2,2
2009000426344,809,1,1,3,2
2009000426381,102,1,1,2,2
2009000426705,819,2,3,2,2
2009000426731,502,3,2,2,1
2009000426817,901,3,2,3,2
2009000426826,820,1,1,2,3
2009000426998,802,2,3,4,2
2009000427106,1000,4,4,3,1
2009000427149,820,1,1,2,2
2009000427157,300,2,3,3,3
2009000427234,904,1,1,3,3
2009000427493,400,2,3,2,2
2009000427547,814,1,1,4,2
2009000427580,808,5,4,1,2
2009000427613,812,1,1,4,2
2009000427627,400,2,3,3,3
2009000427680,815,1,1,4,2
2009000427710,801,1,1,4,2
2009000427857,804,3,4,2,3
2009000428009,805,2,3,3,2
2009000428042,501,6,4,2,2
2009000428115,820,2,3,4,2
2009000428146,901,5,4,2,3
2009000428149,501,5,4,2,2
2009000428333,802,2,3,3,2
2009000428380,400,2,3,4,3
2009000428471,700,2,3,4,3
2009000428629,813,4,2,2,1
2009000428668,200,1,1,2,1
2009000428709,809,2,3,3,2
2009000428807,811,3,3,3,3
2009000428828,103,2,3,3,2
2009000428867,300,2,3,2,2
2009000428904,903,2,3,3,3
2009000428910,804,1,1,3,2
2009000428923,822,2,3,4,2
2009000429020,822,5,4,3,3
2009000429036,101,2,3,4,2
2009000429075,501,2,3,3,3
2009000429133,103,2,3,4,1
2009000429174,803,1,1,4,2
2009000429181,815,2,3,2,2
2009000429418,811,2,2,2,2
2009000429656,817,4,4,2,2
2009000429824,818,1,1,4,2
2009000429880,818,3,2,3,2
2009000429981,400,2,3,3,2
2009000430081,902,2,3,4,3
2009000430093,103,4,4,2,3
2009000430130,200,6,4,3,3
2009000430186,820,3,4,2,2
2009000430337,807,2,3,4,2
2009000430453,812,3,4,2,2
2009000430475,819,3,3,3,2
2009000430650,809,1,1,4,2
2009000430654,801,1,1,2,3
2009000430660,200,3,3,3,1
2009000430685,102,1,1,2,2
2009000430716,814,1,1,2,2
2009000430796,809,3,3,4,2
2009000430812,803,2,3,3,2
2009000430880,809,1,1,3,1
2009000430885,502,2,3,4,2
2009000430896,801,1,1,3,2
2009000431020,501,1,1,3,1
2009000431055,819,4,4,3,2
2009000431101,600,2,3,3,2
2009000431203,819,1,1,3,3
2009000431229,903,3,4,2,2
2009000431232,501,2,3,3,2
2009000431311,818,2,3,3,3
2009000431381,502,2,3,3,3
2009000431393,502,2,3,3,3
2009000431561,600,3,4,3,2
2009000431718,200,2,3,2,2
2009000431742,904,4,4,3,2
2009000431791,803,2,3,4,3
2009000431858,101,6,4,3,2
2009000431903,813,1,1,3,1
2009000431949,801,1,1,3,2
2009000432046,801,2,3,3,3
2009000432057,817,2,2,2,2
2009000432073,813,2,3,3,2
2009000432094,802,2,3,4,2
2009000432131,813,1,1,3,2
2009000432199,802,4,4,2,3
2009000432307,812,2,3,3,3
2009000432329,813,3,4,2,3
2009000432397,811,2,2,2,1
2009000432589,102,2,3,2,3
2009000432665,903,2,3,4,2
2009000432697,801,2,3,3,3
2009000432877,101,2,3,2,2
2009000432949,300,2,3,4,2
2009000433008,807,1,1,3,2
2009000433041,814,1,1,2,2
2009000433161,103,1,1,3,2
2009000433226,502,6,4,2,2
2009000433255,501,2,3,3,2
2009000433326,813,5,3,3,2
2009000433454,801,1,1,3,2
2009000433545,822,2,3,2,3
2009000433575,813,1,1,3,2
2009000433595,300,4,4,2,2
2009000433686,819,1,1,2,2
2009000433714,815,5,4,2,2
2009000433811,600,2,3,2,2
2009000433906,815,1,1,2,2
2009000433959,815,1,1,2,2
2009000433986,200,5,4,2,3
2009000433995,813,2,3,4,2
2009000434076,805,4,3,3,3
2009000434113,819,2,3,3,2
2009000434330,700,1,1,2,2
2009000434639,817,1,1,3,2
2009000434648,804,5,4,2,3
2009000435000,103,2,3,3,2
2009000435072,101,3,4,2,3
2009000435132,102,4,4,2,2
2009000435146,300,3,4,3,3
2009000435190,812,1,1,4,1
2009000435230,816,3,3,4,2
2009000435342,801,2,3,3,2
2009000435406,200,2,3,2,1
2009000435913,400,4,4,3,2
2009000435918,818,2,3,3,2
2009000435939,803,2,3,3,2
2009000436143,905,1,1,3,2
2009000436203,400,1,1,3,1
2009000436231,1000,2,3,3,2
2009000436268,821,1,1,4,2
2009000436304,600,3,3,3,2
2009000436405,1000,2,3,3,3
2009000436455,600,2,2,2,2
2009000436523,200,1,1,2,2
2009000436555,815,1,1,3,2
2009000436564,103,7,4,2,2
2009000436638,817,3,4,3,3
2009000436713,803,3,2,2,2
2009000436741,700,2,2,4,2
2009000436804,816,2,3,4,2
2009000436819,807,3,3,4,2
2009000436851,811,1,1,4,2
2009000436871,700,2,3,3,2
2009000436884,803,2,3,3,2
2009000436888,700,1,1,1,2
2009000436977,103,3,3,3,2
2009000437045,600,1,1,3,2
2009000437052,807,2,3,3,2
2009000437215,300,3,3,3,3
2009000437250,200,4,4,3,2
2009000437320,814,1,1,2,2
2009000437336,813,2,3,3,2
2009000437345,806,1,1,3,1
2009000437357,801,2,3,2,3
2009000437543,102,2,3,3,3
2009000437638,803,2,3,3,3
2009000437640,901,4,2,2,1
2009000437708,600,1,1,3,2
2009000437743,600,2,3,3,2
2009000437750,820,5,4,2,2
2009000437801,501,1,1,1,2
2009000437886,812,2,3,1,2
2009000437901,814,1,1,2,2
2009000437927,804,2,3,3,3
2009000438025,816,4,4,2,2
2009000438076,904,7,4,2,2
2009000438099,805,2,3,4,2
2009000438230,904,2,3,2,2
2009000438342,808,6,4,2,2
2009000438532,905,2,3,2,3
2009000438591,501,1,1,3,2
2009000438601,600,3,3,3,2
2009000438686,805,3,3,4,3
2009000438741,400,1,1,2,2
2009000439051,804,4,4,3,3
2009000439073,1000,1,1,3,1
2009000439169,805,2,3,4,2
2009000439208,804,2,3,3,2
2009000439218,819,4,4,2,2
2009000439265,814,1,1,4,1
2009000439385,807,2,3,4,2
2009000439489,814,3,3,3,3
2009000439586,817,2,3,2,2
2009000439595,812,1,1,3,1
2009000439736,802,2,3,3,2
2009000439792,902,2,3,4,2
2009000439810,501,4,4,2,2
2009000439820,200,4,4,2,2
2009000439852,808,4,4,2,3
2009000439878,822,5,4,2,3
2009000439921,904,2,3,3,2
2009000439944,502,2,3,2,2
2009000440024,805,2,3,4,2
2009000440069,905,1,1,3,2
2009000440127,812,4,4,2,2
2009000440273,300,2,3,2,2
2009000440294,816,4,3,3,2
2009000440374,804,3,4,2,2
2009000440492,814,1,1,2,2
2009000440758,502,3,2,1,1
2009000440767,820,2,3,3,2
2009000440796,300,2,3,4,2
2009000440798,804,4,4,2,2
2009000440846,813,2,3,3,3
2009000440858,101,3,3,3,3
2009000440943,1000,2,3,4,2
2009000440946,808,3,3,1,2
2009000441172,902,1,1,4,2
2009000441192,806,1,1,2,2
2009000441222,802,1,1,4,2
2009000441287,813,2,2,2,2
2009000441315,808,1,1,4,2
2009000441497,600,1,1,4,1
2009000441521,200,4,2,2,2
2009000441619,813,1,1,3,1
2009000441835,819,3,3,4,2
2009000441914,400,4,4,3,2
2009000442206,814,2,3,4,2
2009000442273,807,3,2,2,2
2009000442274,501,2,3,3,2
2009000442410,810,1,1,4,2
2009000442640,300,2,3,2,3
2009000442672,809,1,1,2,2
2009000442681,822,3,2,2,2
2009000442742,814,2,3,2,3
2009000442801,813,1,1,3,2
2009000442853,812,6,4,3,3
2009000442854,300,2,3,4,2
2009000442874,200,1,1,3,2
2009000442955,102,2,3,3,2
2009000443003,821,1,1,2,2
2009000443075,1000,1,1,3,2
2009000443096,700,2,3,4,2
2009000443209,810,4,3,3,3
2009000443210,803,1,1,2,2
2009000443372,804,2,3,3,3
2009000443474,300,2,3,3,2
2009000443662,807,3,2,2,2
2009000443771,819,1,1,3,2
2009000443779,101,3,4,1,3
2009000443924,820,4,4,3,3
2009000443979,821,3,4,2,3
2009000444031,821,6,4,2,2
2009000444078,819,1,1,3,2
2009000444084,818,2,3,4,3
2009000444182,600,2,3,3,2
2009000444228,300,5,4,2,2
2009000444235,400,2,3,3,3
2009000444259,801,2,2,2,2
2009000444302,809,4,4,3,2
2009000444313,804,3,4,2,2
2009000444418,700,3,4,2,2
2009000444569,807,1,1,2,2
2009000444594,101,2,3,3,2
2009000444597,813,2,3,4,2
2009000444619,808,2,3,4,2
2009000444646,102,2,3,3,2
2009000444815,102,3,3,4,2
2009000444909,102,1,1,2,2
2009000445252,700,1,1,3,2
2009000445319,812,1,1,2,2
2009000445505,804,2,3,2,2
2009000445783,904,2,3,4,2
2009000445930,808,4,3,3,2
2009000445932,802,4,4,3,3
2009000445934,1000,2,3,3,2
2009000445950,400,1,1,3,2
2009000445994,808,1,1,3,2
2009000446076,808,3,3,3,3
2009000446155,700,5,4,3,3
2009000446367,814,1,1,3,3
2009000446369,818,2,3,3,2
2009000446382,903,1,1,4,2
2009000446469,811,1,1,3,2
2009000446493,102,4,4,2,2
2009000446524,806,2,3,3,1
2009000446621,819,5,4,2,2
2009000446641,200,4,4,3,3
2009000446733,700,2,3,2,2
2009000446762,904,1,1,2,1
2009000446902,904,2,3,3,3
2009000446953,807,2,3,3,3
2009000446958,802,1,1,2,2
2009000446997,400,3,3,3,2
2009000447007,300,2,3,3,3
2009000447316,400,3,4,3,2
2009000447319,802,2,3,3,2
2009000447381,102,2,2,3,2
2009000447451,904,1,1,3,2
2009000447500,101,3,4,2,2
2009000447535,816,1,1,3,2
2009000447576,807,4,3,3,2
2009000447678,822,2,3,2,2
2009000447774,822,4,4,2,3
2009000447780,815,1,1,2,2
2009000447897,400,3,3,3,3
2009000447952,802,2,3,3,2
2009000447979,200,2,3,2,3
2009000448002,804,1,1,3,2
2009000448039,811,4,4,2,3
2009000448251,817,1,1,2,2
2009000448285,809,1,1,3,1
2009000448371,802,2,3,3,3
2009000448379,822,4,4,2,3
2009000448386,817,2,3,3,3
2009000448419,600,1,1,3,2
2009000448440,805,4,4,3,2
2009000448446,102,2,3,3,2
2009000448447,808,4,4,3,3
2009000448456,803,1,1,2,1
2009000448531,822,4,4,2,3
2009000448617,400,1,1,3,2
2009000448695,813,1,1,2,2
2009000448708,200,2,3,3,2
2009000448851,808,2,3,4,2
2009000449014,103,2,2,2,2
2009000449107,820,1,1,4,2
2009000449204,822,2,3,3,3
2009000449237,300,2,3,2,2
2009000449357,502,2,3,1,2
2009000449359,815,2,3,4,2
2009000449494,804,1,1,3,2
2009000449537,700,3,4,3,3
2009000449573,902,1,1,3,2
2009000449597,700,4,4,2,2
2009000449624,809,4,4,2,2
2009000449798,904,1,1,4,2
2009000449802,822,2,3,4,2
2009000449841,818,1,1,2,1
2009000449970,904,5,4,2,3
2009000450134,501,5,2,2,1
2009000450288,700,2,3,2,2
2009000450364,820,1,1,3,3
2009000450613,805,4,4,2,2
2009000450691,903,2,3,2,3
2009000450792,801,2,3,3,3
2009000450819,802,2,3,3,3
2009000450831,814,4,3,1,2
2009000450917,905,2,3,2,2
2009000450920,200,3,3,3,3
2009000450942,600,1,1,3,3
2009000451180,817,1,1,4,1
2009000451226,805,3,3,3,2
2009000451241,700,3,4,2,2
2009000451377,1000,2,3,4,2
2009000451414,102,3,3,4,2
2009000451696,501,5,3,3,3
2009000451721,807,2,3,3,2
2009000451852,700,2,3,2,2
2009000451888,810,2,2,3,2
2009000451895,600,2,3,3,3
2009000451921,200,2,3,3,2
2009000452003,815,1,1,3,2
2009000452041,502,2,3,3,2
2009000452082,903,1,1,1,2
2009000452094,600,2,3,4,2
2009000452109,818,1,1,3,2
2009000452173,102,1,1,4,2
2009000452185,200,4,4,2,3
2009000452279,803,3,2,2,3
2009000452344,801,1,1,4,2
2009000452471,821,6,4,3,3
2009000452534,822,4,4,2,2
2009000452542,819,2,3,3,3
2009000452623,901,2,3,2,3
2009000452900,818,3,3,1,1
2009000452949,816,1,1,4,2
2009000453207,813,1,1,3,2
2009000453216,101,2,3,4,2
2009000453442,1000,1,1,3,2
2009000453452,700,2,3,3,2
2009000453497,804,2,3,1,2
2009000453661,902,1,1,2,2
2009000453770,200,1,1,1,2
2009000453810,902,2,3,4,1
2009000453837,805,1,1,4,1
2009000453981,815,2,3,3,3
2009000454005,807,2,3,3,3
2009000454148,801,4,4,2,3
2009000454268,902,1,1,4,2
2009000454298,816,2,3,2,3
2009000454368,103,2,3,4,2
2009000454405,804,2,3,2,3
2009000454476,300,3,4,3,3
2009000454536,101,2,3,4,2
2009000454554,904,4,4,2,3
2009000454642,300,2,3,3,2
2009000454778,822,2,3,3,3
2009000454950,810,2,3,4,3
2009000454961,501,1,1,4,1
2009000455037,400,7,4,2,2
2009000455137,903,1,1,2,2
2009000455166,600,3,4,2,2
2009000455176,700,3,3,3,2
2009000455207,600,1,1,4,2
2009000455225,300,3,4,3,2
2009000455255,905,2,3,3,2
2009000455271,300,2,3,3,2
2009000455283,812,2,3,4,2
2009000455433,101,2,3,4,3
2009000455559,807,4,4,2,3
2009000455753,102,5,4,2,3
2009000455795,812,1,1,4,1
2009000455814,813,4,4,2,2
2009000455864,818,1,1,3,3
2009000455914,811,4,4,2,3
2009000455946,801,4,4,2,3
2009000455966,802,4,3,3,2
2009000456002,807,2,3,3,2
2009000456020,102,1,1,3,2
2009000456255,821,2,3,3,3
2009000456297,300,1,1,1,1
2009000456349,904,5,4,2,2
2009000456373,819,1,1,2,2
2009000456468,802,4,2,2,1
2009000456483,700,3,4,3,3
2009000456626,820,1,1,3,2
2009000456660,502,2,3,1,3
2009000456667,501,2,3,4,2
2009000456684,815,1,1,2,2
2009000456720,501,1,1,3,2
2009000456740,820,1,1,2,1
2009000456748,501,2,3,4,2
2009000456957,818,5,4,3,2
2009000456997,821,3,3,4,2
2009000457107,816,1,1,3,1
2009000457108,101,1,1,1,2
2009000457165,808,2,3,2,2
2009000457284,502,2,2,2,2
2009000457421,400,7,4,2,3
2009000457516,400,3,3,4,3
2009000457595,400,1,1,4,1
2009000457708,808,4,4,3,2
2009000457761,103,1,1,4,2
2009000457898,821,1,1,4,2
2009000458082,815,1,1,4,1
2009000458123,815,1,1,4,2
2009000458221,502,3,3,3,3
2009000458296,806,3,4,3,2
2009000458519,806,1,1,4,2
2009000458529,102,2,3,3,3
2009000458676,814,2,3,2,2
2009000458773,400,2,3,4,2
2009000458800,901,2,3,3,2
2009000458832,904,2,3,4,3
2009000458931,817,1,1,4,2
2009000458958,700,2,3,3,2
2009000459053,400,2,3,3,2
2009000459147,501,1,1,2,2
2009000459200,815,3,4,2,3
2009000459445,400,1,1,3,2
2009000459518,813,6,4,2,2
2009000459660,300,4,4,3,2
2009000459796,806,4,4,2,3
2009000459813,822,4,4,2,3
2009000459887,803,2,3,3,3
2009000459927,802,1,1,3,2
2009000459933,902,5,4,3,2
2009000460064,821,2,3,2,3
2009000460065,501,1,1,4,1
2009000460141,901,3,3,3,3
2009000460309,501,2,3,4,2
2009000460322,102,3,3,2,3
2009000460437,819,3,3,3,3
2009000460500,815,1,1,3,1
2009000460563,814,2,3,2,3
2009000460606,811,2,3,4,2
2009000460692,815,4,4,2,3
2009000460724,821,3,4,2,2
2009000460766,400,2,3,3,2
2009000460867,502,2,3,4,1
2009000460910,400,1,1,2,1
2009000461032,502,1,1,4,1
2009000461100,804,2,3,2,2
2009000461117,501,4,4,2,2
2009000461118,600,5,4,2,2
2009000461279,821,5,4,2,3
2009000461300,700,3,3,4,2
2009000461346,819,4,4,3,3
2009000461362,801,2,3,3,3
2009000461569,902,1,1,2,2
2009000461718,821,4,4,2,3
2009000461725,806,1,1,3,2
2009000461826,902,5,4,3,3
2009000461889,820,1,1,2,1
2009000462111,812,2,3,2,2
2009000462175,801,2,3,3,2
2009000462217,807,6,4,3,1
2009000462293,815,1,1,3,3
2009000462337,803,2,3,3,2
2009000462348,200,4,4,3,2
2009000462362,902,1,1,3,1
2009000462381,814,2,3,3,3
2009000462470,809,3,3,2,2
2009000462499,809,3,4,2,3
2009000462501,600,2,3,3,2
2009000462560,300,3,4,2,2
2009000462596,101,1,1,1,2
2009000462602,821,2,3,3,2
2009000462631,600,3,4,3,3
2009000462644,904,1,1,4,2
2009000462779,821,2,3,3,3
2009000462919,1000,2,3,3,2
2009000462926,811,1,1,3,3
2009000463053,902,2,3,4,1
2009000463150,502,1,1,3,2
2009000463375,819,2,3,4,2
2009000463588,101,3,3,3,2
2009000463764,805,1,1,3,2
2009000463823,600,2,3,3,2
2009000464059,816,1,1,3,2
2009000464153,814,4,4,3,3
2009000464202,103,2,3,4,3
2009000464204,816,1,1,2,2
2009000464290,905,2,3,3,2
2009000464356,101,2,3,4,3
2009000464529,818,1,1,4,2
2009000464604,200,4,4,2,3
2009000464646,200,2,3,3,2
2009000464689,820,3,4,2,2
2009000464717,809,1,1,4,2
2009000464899,804,5,3,3,3
2009000464906,103,4,4,2,2
2009000465041,820,3,4,3,3
2009000465048,1000,2,3,3,2
2009000465119,400,3,3,3,2
2009000465142,820,2,3,2,1
2009000465187,1000,2,3,4,2
2009000465195,820,3,3,4,3
2009000465268,807,1,1,2,2
2009000465424,814,1,1,2,2
2009000465540,815,1,1,4,3
2009000465558,400,4,4,2,2
2009000465662,103,2,3,3,3
2009000465758,802,4,4,3,3
2009000465868,808,2,3,3,3
2009000465874,809,2,3,3,2
2009000465886,807,3,3,4,2
2009000465929,803,4,4,3,3
2009000465999,400,3,4,3,3
2009000466126,300,2,3,1,2
2009000466222,1000,2,3,3,1
2009000466444,808,2,3,3,2
