hid,sample_geo,hhldsize,hhldrtype,hhldrage,tazinc
2012000297147,804,2,3,4,2
2012000297152,103,3,3,3,3
2012000297365,904,4,4,2,2
2012000297417,600,7,3,3,2
2012000297582,808,4,4,3,3
2012000297627,819,1,1,3,2
2012000297718,400,7,4,2,2
2012000297798,804,1,1,4,2
2012000297902,901,2,3,3,3
2012000297985,400,2,3,3,2
2012000298081,600,1,1,4,2
2012000298147,808,2,2,3,3
2012000298270,501,2,3,2,2
2012000298319,803,2,3,1,2
2012000298425,501,2,3,4,2
2012000298441,812,2,3,2,3
2012000298533,903,1,1,3,2
2012000298628,819,2,3,4,3
2012000298676,801,1,1,3,3
2012000298713,502,1,1,4,1
2012000298801,904,1,1,3,2
2012000298838,804,2,3,4,2
2012000298854,819,1,1,3,2
2012000298983,822,2,3,4,3
2012000299012,819,6,3,3,3
2012000299053,901,2,3,4,2
2012000299187,200,1,1,1,2
2012000299248,502,2,3,3,2
2012000299307,814,1,1,2,2
2012000299327,200,1,1,3,2
2012000299341,200,2,3,4,2
2012000299473,818,3,4,2,3
2012000299563,803,3,3,3,2
2012000299611,300,1,1,3,2
2012000299621,802,1,1,4,2
2012000299663,804,1,1,3,2
2012000299815,807,2,3,3,2
2012000299819,807,6,4,2,3
2012000300052,805,4,4,2,3
2012000300111,820,1,1,2,2
2012000300168,300,4,4,3,2
2012000300188,300,1,1,3,2
2012000300197,807,1,1,1,1
2012000300312,502,1,1,3,1
2012000300338,808,4,4,2,2
2012000300346,103,1,1,1,1
2012000300386,817,1,1,4,1
2012000300451,102,2,3,3,2
2012000300504,102,2,3,4,2
2012000300539,820,1,1,4,1
2012000300599,818,5,4,3,3
2012000300623,803,2,3,3,3
2012000300672,400,4,4,3,2
2012000300679,807,4,4,3,2
2012000300857,822,4,3,3,3
2012000300917,808,3,2,2,2
2012000300928,904,1,1,3,2
2012000300949,600,5,4,2,2
2012000301142,818,2,3,3,2
2012000301223,811,2,3,2,3
2012000301229,808,2,3,3,2
2012000301254,103,4,4,2,1
2012000301265,821,5,4,2,3
2012000301334,300,2,3,3,3
2012000301346,801,2,3,4,3
2012000301566,814,4,3,2,3
2012000301600,807,2,3,3,3
2012000301690,822,2,3,3,3
2012000301712,820,2,3,3,3
2012000301720,600,3,2,2,1
2012000301737,820,2,3,4,3
2012000301781,502,1,1,4,1
2012000301865,803,1,1,4,2
2012000301954,821,2,3,3,3
2012000302046,814,2,3,2,3
2012000302057,1000,1,1,3,2
2012000302090,810,2,2,2,2
2012000302101,200,3,3,1,2
2012000302103,811,3,3,3,3
2012000302215,822,5,4,3,3
2012000302357,812,1,1,4,2
2012000302361,817,1,1,2,2
2012000302488,903,2,3,4,2
2012000302544,300,2,3,3,2
2012000302571,806,4,4,3,2
2012000302758,600,1,1,4,2
2012000302767,808,2,3,3,2
2012000302832,802,3,4,2,3
2012000302880,903,4,4,2,2
2012000303012,102,2,3,3,2
2012000303026,822,4,4,3,3
2012000303154,905,2,3,3,2
2012000303205,822,3,4,2,3
2012000303222,813,4,4,3,2
2012000303297,904,2,2,2,2
2012000303304,806,3,4,2,2
2012000303305,807,1,1,3,2
2012000303392,813,1,1,3,2
2012000303572,905,2,3,2,2
2012000303574,812,1,1,4,1
2012000303624,200,1,1,2,2
2012000303687,902,2,3,1,2
2012000303705,808,3,3,3,3
2012000303723,1000,1,1,2,2
2012000303728,821,1,1,3,2
2012000303733,808,4,4,2,3
2012000303839,103,2,3,3,2
2012000303916,103,2,3,3,2
2012000304023,813,2,3,3,3
2012000304026,808,3,2,3,2
2012000304089,600,2,3,3,2
2012000304289,820,1,1,2,2
2012000304372,807,1,1,2,1
2012000304381,300,4,3,2,3
2012000304434,805,5,4,3,2
2012000304586,501,1,1,4,3
2012000304637,1000,1,1,4,1
2012000304659,808,2,3,3,2
2012000304819,1000,2,3,3,3
2012000304824,103,2,3,3,1
2012000304957,101,4,3,3,2
2012000304972,400,1,1,4,1
2012000305000,502,6,4,2,2
2012000305007,200,5,4,2,3
2012000305029,813,1,1,4,2
2012000305042,300,2,3,2,2
2012000305076,811,4,4,3,3
2012000305170,804,2,3,2,3
2012000305172,812,2,3,2,3
2012000305208,811,4,4,3,3
2012000305211,400,3,3,3,2
2012000305238,502,1,1,4,2
2012000305309,818,2,3,2,2
2012000305730,901,2,2,2,2
2012000306072,815,2,3,4,3
2012000306131,822,2,2,3,2
2012000306140,817,5,3,3,3
2012000306273,807,3,4,2,3
2012000306435,901,4,4,2,3
2012000306603,820,2,3,3,3
2012000306715,816,2,3,3,3
2012000306809,300,1,1,3,1
2012000306815,821,2,3,3,2
2012000306941,805,3,3,3,2
2012000306980,300,2,3,3,2
2012000307028,901,4,4,3,3
2012000307077,101,5,3,3,2
2012000307245,200,1,1,3,2
2012000307294,101,2,3,3,2
2012000307347,817,2,3,3,2
2012000307377,808,1,1,1,2
2012000307382,1000,1,1,4,1
2012000307460,820,2,3,4,3
2012000307538,814,1,1,1,1
2012000307610,817,2,3,3,3
2012000307611,808,2,3,3,3
2012000307617,300,3,4,3,2
2012000307653,502,2,3,3,1
2012000307713,821,1,1,4,1
2012000307759,804,2,2,3,3
2012000307793,803,3,3,4,3
2012000307891,821,2,3,3,2
2012000307902,819,1,1,2,2
2012000307903,501,4,3,3,3
2012000307909,802,1,1,4,1
2012000308077,103,2,3,4,2
2012000308130,200,1,1,3,2
2012000308162,102,4,3,3,3
2012000308218,902,1,1,4,1
2012000308304,820,3,3,3,2
2012000308311,200,1,1,4,2
2012000308441,1000,2,3,4,2
2012000308810,822,4,4,3,3
2012000309077,812,2,2,3,2
2012000309209,809,2,3,3,2
2012000309270,600,2,3,2,2
2012000309293,904,1,1,2,2
2012000309309,502,1,1,1,2
2012000309362,300,2,3,1,2
2012000309504,814,2,3,3,1
2012000309652,200,2,3,2,2
2012000309777,806,4,3,3,3
2012000309863,817,2,3,3,2
2012000309884,802,5,4,2,3
2012000309899,808,4,4,3,3
2012000309929,700,3,4,2,3
2012000309973,813,1,1,3,2
2012000310135,400,1,1,4,2
2012000310157,600,2,3,4,2
2012000310173,600,1,1,2,2
2012000310266,819,4,3,4,2
2012000310279,904,2,3,2,2
2012000310366,400,5,3,4,2
2012000310396,501,2,3,3,2
2012000310424,809,3,3,3,2
2012000310482,400,2,3,4,2
2012000310701,802,5,4,2,2
2012000310742,818,2,3,4,2
2012000310869,818,1,1,2,2
2012000311023,814,3,4,2,2
2012000311067,808,2,3,3,2
2012000311087,905,2,3,2,2
2012000311156,101,2,3,3,2
2012000311268,103,2,3,1,2
2012000311517,200,4,4,2,2
2012000311518,812,3,3,4,3
2012000311541,822,4,4,3,2
2012000311546,501,1,1,4,1
2012000311619,400,3,2,2,2
2012000311821,801,3,3,3,3
2012000311982,802,3,3,3,3
2012000311995,811,6,4,3,3
2012000312045,805,2,3,2,2
2012000312050,817,2,3,3,2
2012000312428,808,1,1,2,2
2012000312440,200,4,4,2,2
2012000312508,802,1,1,3,2
2012000312856,502,3,3,3,3
2012000312875,820,3,4,3,3
2012000313098,810,3,3,4,2
2012000313189,502,1,1,3,2
2012000313231,802,2,3,3,3
2012000313441,400,7,4,2,2
2012000313509,901,4,4,2,2
2012000313533,903,5,3,3,2
2012000313638,821,3,4,2,2
2012000313670,502,1,1,3,1
2012000313692,901,2,3,1,2
2012000313708,905,1,1,3,2
2012000313723,901,1,1,2,2
2012000313727,903,4,4,2,3
2012000313840,502,2,3,4,2
2012000313857,103,2,3,3,3
2012000314005,805,7,3,3,2
2012000314058,804,3,4,2,2
2012000314073,812,1,1,3,2
2012000314142,400,2,3,3,2
2012000314185,807,2,3,2,2
2012000314186,822,2,3,3,3
2012000314204,822,4,4,2,2
2012000314213,801,4,4,2,2
2012000314264,802,2,3,2,3
2012000314537,700,2,3,2,2
2012000314552,808,4,4,2,2
2012000314723,819,2,3,3,2
2012000314737,817,5,3,2,2
2012000314760,811,5,4,3,3
2012000314839,400,2,3,4,2
2012000315008,802,2,3,4,2
2012000315100,815,1,1,4,2
2012000315162,400,2,3,4,2
2012000315243,817,4,4,3,3
2012000315249,810,2,3,3,2
2012000315266,102,2,3,4,2
2012000315335,803,1,1,1,1
2012000315357,815,2,3,2,3
2012000315466,400,4,4,3,2
2012000315470,821,1,1,4,2
2012000315659,502,2,3,2,2
2012000315724,901,2,3,4,2
2012000315733,814,1,1,2,2
2012000315834,812,2,3,3,2
2012000315870,808,2,3,3,3
2012000315948,808,1,1,3,2
2012000316032,810,2,3,3,3
2012000316033,817,2,3,4,3
2012000316272,811,3,4,3,3
2012000316308,300,2,3,3,2
2012000316498,814,1,1,3,2
2012000316554,600,1,1,3,2
2012000316597,811,3,2,3,2
2012000316698,103,1,1,4,2
2012000316779,815,2,3,2,3
2012000316822,813,1,1,2,1
2012000316893,810,2,3,4,2
2012000317087,813,2,3,2,1
2012000317105,600,6,4,3,3
2012000317117,809,2,3,3,2
2012000317137,811,2,3,2,3
2012000317218,810,1,1,2,2
2012000317300,400,3,4,3,3
2012000317398,400,3,4,2,2
2012000317485,819,2,3,2,2
2012000317522,808,3,4,3,3
2012000317541,801,1,1,4,2
2012000317550,812,2,3,3,2
2012000317581,809,1,1,1,2
2012000317626,1000,3,4,3,2
2012000317833,806,2,3,3,3
2012000317834,806,5,4,2,2
2012000317903,501,1,1,3,2
2012000317934,819,2,3,3,2
2012000318043,807,3,2,2,2
2012000318139,807,1,1,3,1
2012000318141,814,2,3,2,2
2012000318246,502,2,3,4,2
2012000318279,200,2,3,4,3
2012000318312,102,2,3,4,2
2012000318320,1000,1,1,2,2
2012000318436,819,1,1,4,2
2012000318622,103,2,3,3,2
2012000318674,809,5,4,2,2
2012000318724,700,3,3,2,2
2012000318792,806,3,3,3,2
2012000318864,903,1,1,3,1
2012000318919,803,3,4,2,1
2012000318945,400,1,1,3,2
2012000319109,501,1,1,2,2
2012000319401,103,2,3,3,2
2012000319412,819,1,1,3,2
2012000319445,805,4,4,2,2
2012000319463,600,4,4,2,2
2012000319512,807,2,3,4,2
2012000319519,818,3,2,2,2
2012000319526,810,3,4,1,2
2012000319549,901,3,3,3,3
2012000319710,902,2,3,3,3
2012000319713,805,1,1,2,2
2012000319788,819,3,4,2,2
2012000319914,819,2,3,3,1
2012000319984,804,3,3,3,3
2012000320223,501,1,1,4,1
2012000320238,501,2,3,4,2
2012000320273,600,2,3,3,2
2012000320337,905,1,1,2,1
2012000320596,400,4,4,2,3
2012000320624,300,4,4,1,2
2012000320625,300,2,2,2,2
2012000320696,901,2,3,4,2
2012000320733,200,1,1,3,2
2012000320832,502,2,3,4,2
2012000320845,804,1,1,2,2
2012000320912,200,1,1,4,1
2012000320982,103,1,1,4,2
2012000321096,600,6,4,3,2
2012000321202,820,2,3,2,2
2012000321262,807,2,3,3,2
2012000321317,815,1,1,4,2
2012000321413,400,2,3,4,2
2012000321693,502,2,2,2,2
2012000321747,103,2,3,3,2
2012000321769,101,2,3,4,2
2012000321808,809,5,4,3,2
2012000321819,901,1,1,3,2
2012000321954,1000,1,1,4,2
2012000322079,502,1,1,4,2
2012000322139,809,3,2,3,2
2012000322166,400,1,1,3,1
2012000322254,815,2,3,2,1
2012000322276,808,3,4,3,3
2012000322465,904,4,4,2,2
2012000322474,501,1,1,4,1
2012000322518,807,3,3,3,3
2012000322599,801,1,1,3,2
2012000322609,700,4,3,3,3
2012000322702,820,2,3,1,2
2012000322836,103,2,3,4,2
2012000322983,816,6,4,2,2
2012000323051,300,3,3,3,3
2012000323088,808,2,3,4,2
2012000323265,904,2,3,3,2
2012000323268,501,2,3,4,3
2012000323316,818,1,1,3,1
2012000323363,821,2,3,2,2
2012000323444,818,2,3,3,2
2012000323535,802,4,4,2,2
2012000323613,814,2,3,2,3
2012000323656,902,1,1,3,2
2012000323753,810,3,3,3,3
2012000323860,805,3,3,3,3
2012000323878,902,3,4,2,2
2012000323980,817,2,3,2,2
2012000324288,300,1,1,4,1
2012000324329,904,2,3,3,3
2012000324387,812,3,3,1,2
2012000324397,815,5,4,2,2
2012000324452,803,1,1,2,2
2012000324485,818,1,1,4,2
2012000324517,818,2,3,4,1
2012000324567,101,2,3,4,2
2012000324581,803,1,1,3,2
2012000324620,806,1,1,3,1
2012000324689,300,4,3,1,2
2012000324749,102,6,4,3,3
2012000324753,300,4,4,2,2
2012000324857,300,1,1,1,2
2012000324896,600,2,2,2,2
2012000324953,809,1,1,2,2
2012000325072,700,2,3,4,3
2012000325082,814,1,1,3,2
2012000325168,815,3,4,2,2
2012000325245,600,2,3,4,2
2012000325267,801,3,4,3,3
2012000325419,817,1,1,3,1
2012000325459,400,1,1,3,1
2012000325483,820,4,4,2,2
2012000325605,819,3,4,2,2
2012000325625,807,6,4,2,2
2012000325698,819,2,3,4,2
2012000325854,802,2,3,3,2
2012000325957,812,1,1,4,1
2012000325974,812,3,4,1,2
2012000326067,815,1,1,3,1
2012000326111,819,2,2,2,2
2012000326116,809,2,2,1,1
2012000326121,802,2,3,3,2
2012000326479,804,2,3,4,2
2012000326606,600,3,4,2,3
2012000326625,807,4,4,3,2
2012000326655,814,1,1,4,1
2012000326850,803,4,4,3,3
2012000326931,600,4,4,3,2
2012000326962,807,5,4,2,3
2012000326964,808,2,3,3,2
2012000326965,802,5,4,2,3
2012000326985,810,2,3,2,2
2012000326994,600,2,3,3,2
2012000327034,600,2,3,3,3
2012000327055,804,2,3,4,2
2012000327097,400,5,4,2,2
2012000327099,818,3,4,2,3
2012000327241,400,2,2,3,2
2012000327249,903,2,3,4,2
2012000327385,200,1,1,4,1
2012000327400,819,3,4,2,2
2012000327432,807,4,3,3,2
2012000327502,904,2,3,4,2
2012000327591,808,4,4,2,3
2012000327777,813,1,1,4,1
2012000327798,502,3,4,2,2
2012000327913,810,2,3,3,2
2012000327958,804,2,2,3,2
2012000328076,807,3,3,3,2
2012000328110,600,1,1,3,2
2012000328164,400,1,1,4,2
2012000328166,820,3,3,3,3
2012000328270,818,1,1,3,3
2012000328284,802,3,3,4,2
2012000328421,901,3,4,2,2
2012000328453,808,1,1,4,3
2012000328461,400,3,3,3,3
2012000328487,300,1,1,4,2
2012000328534,819,1,1,4,2
2012000328611,802,1,1,2,1
2012000328660,817,1,1,3,1
2012000328756,803,2,3,3,3
2012000328809,803,4,4,3,3
2012000328839,200,2,3,2,2
2012000328891,102,4,4,3,2
2012000329034,803,1,1,4,2
2012000329051,200,4,4,2,2
2012000329060,806,2,3,4,2
2012000329090,817,1,1,2,2
2012000329120,101,2,3,4,2
2012000329175,814,1,1,1,2
2012000329436,804,1,1,2,2
2012000329455,600,6,4,2,2
2012000329469,102,3,4,2,1
2012000329473,300,2,3,3,2
2012000329643,811,1,1,2,2
2012000329697,103,2,3,3,2
2012000329702,300,1,1,4,2
2012000329711,400,2,2,2,2
2012000329800,501,2,3,4,2
2012000329825,300,3,4,2,3
2012000329891,808,7,4,2,3
2012000329993,809,3,4,2,2
2012000330056,820,1,1,4,2
2012000330130,101,4,4,2,3
2012000330135,101,1,1,3,2
2012000330187,818,3,3,2,3
2012000330191,810,3,3,4,2
2012000330258,821,6,4,2,3
2012000330346,200,1,1,2,2
2012000330450,808,2,3,1,2
2012000330718,600,2,2,2,2
2012000330794,804,5,4,2,3
2012000330822,822,1,1,4,2
2012000330865,813,4,4,2,3
2012000330926,901,1,1,3,2
2012000330951,815,2,3,2,2
2012000330970,805,4,3,1,2
2012000331031,811,2,3,4,3
2012000331143,814,1,1,4,3
2012000331594,903,2,3,3,1
2012000331631,600,1,1,4,2
2012000331693,809,1,1,3,2
2012000331725,103,2,3,2,3
2012000331741,804,4,4,2,3
2012000331749,815,1,1,2,2
2012000331880,300,4,4,2,2
2012000331912,400,2,3,3,2
2012000331970,501,2,3,3,2
2012000332060,810,1,1,4,1
2012000332241,801,2,3,4,3
2012000332270,102,2,3,4,2
2012000332428,501,4,2,2,1
2012000332474,812,1,1,3,1
2012000332490,810,2,3,4,3
2012000332705,600,2,2,2,2
2012000332720,902,5,4,3,2
2012000332765,816,2,3,4,2
2012000332827,812,4,3,3,2
2012000332881,501,1,1,4,2
2012000333004,805,2,3,2,2
2012000333089,813,2,3,4,2
2012000333243,502,2,2,3,2
2012000333278,300,2,3,4,1
2012000333284,802,1,1,3,2
2012000333341,816,1,1,3,1
2012000333445,815,1,1,4,2
2012000333476,820,2,3,4,2
2012000333513,600,3,2,2,2
2012000333547,819,2,3,2,2
2012000333619,502,6,2,2,1
2012000333655,1000,2,2,3,2
2012000333720,820,3,4,3,3
2012000333749,103,3,3,3,2
2012000333774,808,4,4,2,3
2012000333877,804,2,3,4,3
2012000333914,808,2,3,4,2
2012000333993,817,1,1,3,3
2012000334206,819,3,4,2,3
2012000334246,811,2,3,4,2
2012000334353,811,2,3,2,2
2012000334374,200,5,2,2,1
2012000334406,103,2,3,3,3
2012000334479,802,5,4,3,3
2012000334575,801,1,1,3,3
2012000334586,300,4,4,2,3
2012000334945,901,5,4,2,3
2012000334980,502,1,1,4,2
2012000335093,902,1,1,4,2
2012000335100,902,4,4,2,2
2012000335115,807,3,3,3,2
2012000335146,802,2,3,4,2
2012000335188,501,1,1,3,2
2012000335213,807,2,3,4,3
2012000335238,901,2,3,4,2
2012000335276,801,4,3,4,3
2012000335350,807,2,3,2,2
2012000335428,903,2,3,2,2
2012000335473,400,2,3,1,2
2012000335555,600,4,4,3,2
2012000335601,804,3,2,2,2
2012000335629,815,3,4,1,2
2012000335774,801,4,4,3,2
2012000335900,103,2,3,3,2
2012000335950,818,1,1,4,2
2012000335951,400,1,1,4,1
2012000335978,820,1,1,1,2
2012000336091,901,1,1,4,2
2012000336111,808,4,4,2,2
2012000336126,103,3,3,2,2
2012000336175,801,3,4,3,2
2012000336191,816,2,3,4,2
2012000336363,815,1,1,1,1
2012000336533,1000,2,3,3,3
2012000336639,904,2,3,4,2
2012000336661,817,2,3,2,2
2012000336765,813,1,1,3,2
2012000336780,803,4,4,3,3
2012000336815,200,2,3,3,2
2012000336841,818,3,2,2,2
2012000336848,802,2,3,3,1
2012000336869,502,2,3,4,2
2012000336924,300,3,3,4,2
2012000336979,300,2,3,3,3
2012000337182,809,1,1,4,1
2012000337197,809,2,3,3,3
2012000337256,103,4,4,2,3
2012000337414,802,4,4,2,3
2012000337454,817,2,3,3,2
2012000337481,700,2,3,4,1
2012000337604,812,2,3,2,2
2012000337609,804,2,2,2,2
2012000337670,901,2,3,2,2
2012000337689,802,2,3,2,3
2012000337822,902,2,3,2,2
2012000337872,809,1,1,3,2
2012000338001,400,5,4,2,2
2012000338016,1000,6,4,2,2
2012000338157,805,1,1,3,2
2012000338199,817,1,1,3,2
2012000338217,501,3,4,2,1
2012000338340,813,2,3,3,3
2012000338347,300,1,1,4,1
2012000338423,901,2,3,3,3
2012000338439,902,5,4,2,2
2012000338597,812,4,4,2,2
2012000338658,810,2,3,3,2
2012000338759,103,2,3,1,2
2012000338823,502,5,4,3,2
2012000339007,818,1,1,4,2
2012000339045,103,4,4,3,3
2012000339080,300,5,4,2,2
2012000339160,803,1,1,2,1
2012000339436,806,3,4,2,3
2012000339483,822,2,3,3,3
2012000339500,103,1,1,2,1
2012000339664,812,3,3,3,2
2012000339751,810,5,4,3,2
2012000339803,600,2,3,4,3
2012000339850,811,2,3,3,3
2012000339930,905,2,2,2,2
2012000340108,802,2,3,3,2
2012000340120,822,3,4,3,2
2012000340236,400,5,4,2,3
2012000340373,802,7,3,3,3
2012000340411,806,1,1,4,2
2012000340468,819,2,3,4,3
2012000340505,813,1,1,4,2
2012000340568,102,2,3,1,2
2012000340582,901,2,3,3,2
2012000340751,809,2,3,3,2
2012000340911,804,1,1,3,2
2012000340937,802,2,3,2,2
2012000340958,905,3,4,2,2
2012000340982,502,2,3,3,2
2012000340998,901,2,3,3,3
2012000341087,806,2,3,3,2
2012000341220,501,3,3,3,2
2012000341282,101,4,4,2,2
2012000341616,821,3,4,3,3
2012000341618,820,2,3,4,2
2012000341623,103,1,1,4,3
2012000341740,103,6,4,2,2
2012000341849,600,3,4,3,2
2012000341877,102,5,4,2,2
2012000341949,400,4,4,2,3
2012000341980,501,1,1,4,2
2012000342030,501,7,4,2,2
2012000342099,103,2,3,3,2
2012000342433,811,3,3,3,3
2012000342474,600,4,4,2,2
2012000342479,700,3,4,2,2
2012000342500,804,1,1,4,1
2012000342664,400,2,3,3,2
2012000342684,801,1,1,4,2
2012000342687,804,1,1,4,1
2012000342812,103,2,3,4,2
2012000342870,200,1,1,3,2
2012000342880,817,2,3,3,2
2012000342899,200,3,3,3,2
2012000342944,806,1,1,3,2
2012000342958,821,2,3,4,2
2012000342967,811,2,3,3,3
2012000343074,400,2,3,3,2
2012000343113,1000,2,3,2,3
2012000343174,820,2,3,3,3
2012000343398,808,2,2,2,1
2012000343468,821,2,3,3,3
2012000343496,811,2,3,4,2
2012000343695,102,2,3,4,2
2012000343918,904,6,4,2,2
2012000344053,812,1,1,3,2
2012000344096,801,1,1,2,2
2012000344098,822,2,3,3,3
2012000344111,812,1,1,2,2
2012000344224,806,5,4,3,2
2012000344285,802,2,3,3,2
2012000344297,700,3,4,3,2
2012000344341,817,2,3,4,3
2012000344390,904,1,1,2,1
2012000344485,400,2,3,3,2
2012000344502,805,3,3,4,3
2012000344584,808,2,3,3,2
2012000344652,902,1,1,3,3
2012000344710,822,2,3,4,2
2012000344730,300,4,4,2,2
2012000344810,902,5,3,3,3
2012000344952,819,2,3,2,2
2012000344982,400,1,1,4,1
2012000344997,300,5,4,2,2
2012000345156,817,1,1,3,2
2012000345190,300,4,4,2,2
2012000345334,821,1,1,3,3
2012000345371,904,2,3,3,2
2012000345400,813,2,3,1,2
2012000345406,822,4,3,3,3
2012000345478,400,3,3,3,3
2012000345562,901,1,1,3,1
2012000345621,817,3,3,3,3
2012000345663,904,4,4,3,2
2012000345738,400,1,1,2,2
2012000345912,811,5,3,4,3
2012000345922,809,2,3,3,2
2012000345928,810,1,1,4,2
2012000345933,813,1,1,2,2
2012000345947,102,1,1,3,2
2012000345959,103,1,1,3,1
2012000345991,819,6,4,2,2
2012000346085,600,2,2,2,1
2012000346112,811,3,2,3,2
2012000346223,901,2,3,3,2
2012000346346,700,1,1,3,3
2012000346579,502,2,3,4,2
2012000346724,806,7,3,3,2
2012000346768,815,2,3,2,3
2012000346821,101,2,3,4,3
2012000346872,815,1,1,1,1
2012000346873,808,1,1,3,2
2012000346969,818,1,1,4,1
2012000346978,200,2,3,3,2
2012000347025,901,4,4,2,3
2012000347067,200,2,3,4,2
2012000347134,806,4,3,3,3
2012000347139,802,4,4,2,3
2012000347141,400,2,3,3,2
2012000347158,815,3,4,2,3
2012000347161,814,2,3,4,2
2012000347171,902,2,3,3,2
2012000347290,400,1,1,4,1
2012000347326,808,2,3,4,2
2012000347334,200,1,1,4,2
2012000347338,801,1,1,3,3
2012000347426,810,1,1,3,2
2012000347575,815,1,1,2,2
2012000347639,904,4,3,2,3
2012000347742,814,2,3,2,2
2012000347785,818,2,3,4,3
2012000347872,819,1,1,2,2
2012000347918,804,1,1,4,2
2012000348055,300,2,3,3,3
2012000348140,300,4,4,2,3
2012000348184,817,1,1,3,1
2012000348244,200,1,1,1,1
2012000348301,300,1,1,4,2
2012000348446,804,4,4,2,2
2012000348771,802,4,4,2,2
2012000348774,300,2,3,4,2
2012000348829,803,2,3,2,2
2012000348935,600,2,3,3,2
2012000349043,808,4,4,3,3
2012000349110,815,2,3,2,3
2012000349276,820,1,1,4,2
2012000349383,818,3,4,2,2
2012000349439,904,6,4,2,3
2012000349774,600,2,3,2,2
2012000349801,600,2,3,3,2
2012000349842,817,2,3,3,2
2012000349896,816,2,3,3,3
2012000350009,1000,3,4,2,2
2012000350019,821,3,4,2,3
2012000350022,400,2,3,3,3
2012000350188,819,2,3,3,3
2012000350301,102,3,4,2,3
2012000350447,501,2,3,3,2
2012000350462,400,1,1,2,1
2012000350542,904,2,3,2,2
2012000350623,812,1,1,3,1
2012000350761,803,3,2,2,2
2012000350802,600,2,3,3,2
2012000350825,808,1,1,3,2
2012000350841,821,3,4,2,3
2012000351039,802,6,4,2,2
2012000351146,814,1,1,4,2
2012000351186,815,3,3,3,3
2012000351195,200,2,3,3,2
2012000351208,802,1,1,3,2
2012000351238,814,1,1,4,2
2012000351264,905,2,3,2,3
2012000351332,905,2,2,1,1
2012000351338,802,4,4,2,3
2012000351341,600,2,3,4,3
2012000351372,812,4,4,2,2
2012000351421,803,3,3,4,3
2012000351433,400,2,3,4,2
2012000351462,813,7,4,2,2
2012000351479,501,4,4,2,2
2012000351541,809,1,1,3,2
2012000351596,815,2,3,3,3
2012000351630,810,2,3,2,2
2012000351837,809,2,3,4,2
2012000351963,400,2,3,3,3
2012000352281,300,2,3,3,2
2012000352392,817,1,1,3,2
2012000352415,806,1,1,2,3
2012000352477,821,2,3,3,2
2012000352620,818,2,3,3,3
2012000352773,502,2,2,2,2
2012000352775,300,2,3,3,2
2012000352792,807,4,4,3,2
2012000352826,600,2,3,3,3
2012000352909,600,2,3,4,2
2012000352973,816,3,3,3,2
2012000352994,808,2,3,3,2
2012000353043,802,1,1,1,1
2012000353071,807,4,4,2,3
2012000353119,502,2,2,1,1
2012000353137,805,2,3,3,2
2012000353508,810,2,3,4,3
2012000353529,808,3,3,3,1
2012000353549,809,1,1,3,1
2012000353605,805,7,4,3,3
2012000353721,803,1,1,1,1
2012000353796,814,3,4,3,3
2012000353845,802,3,4,2,2
2012000353956,901,1,1,2,2
2012000354123,808,2,3,2,2
2012000354245,902,1,1,4,2
2012000354361,816,3,3,2,3
2012000354456,816,3,2,3,2
2012000354583,102,1,1,3,2
2012000354748,802,2,3,4,2
2012000354756,801,4,3,3,3
2012000354774,814,2,3,3,2
2012000354901,802,3,4,2,2
2012000354954,810,2,3,4,2
2012000355047,400,2,3,4,3
2012000355088,807,2,3,3,2
2012000355195,819,2,3,3,3
2012000355250,901,2,3,4,2
2012000355310,820,3,3,4,2
2012000355313,801,1,1,2,2
2012000355365,812,4,3,3,2
2012000355423,810,2,2,3,2
2012000355479,804,2,3,3,2
2012000355543,902,2,3,4,2
2012000355547,810,1,1,3,1
2012000355565,501,2,3,3,2
2012000355578,804,4,4,2,3
2012000355617,805,2,2,2,1
2012000355623,400,2,3,4,2
2012000355728,818,2,3,2,3
2012000355776,400,1,1,3,1
2012000355844,600,5,3,4,2
2012000355899,813,2,3,2,2
2012000355970,103,2,3,1,2
2012000356082,813,3,3,1,3
2012000356091,905,1,1,3,2
2012000356393,400,1,1,4,2
2012000356546,101,5,3,3,3
2012000356617,400,2,3,4,2
2012000356691,101,2,3,4,3
2012000356829,804,2,3,3,2
2012000356849,901,6,3,3,2
2012000357008,400,1,1,4,2
2012000357107,820,3,4,3,2
2012000357246,804,2,3,3,3
2012000357267,901,4,4,2,3
2012000357304,821,4,3,4,2
2012000357318,200,1,1,3,1
2012000357348,818,2,3,3,1
2012000357463,901,3,4,3,3
2012000357480,811,2,3,4,3
2012000357486,806,1,1,2,2
2012000357496,810,1,1,4,2
2012000357562,801,1,1,2,1
2012000357685,400,2,3,3,3
2012000357825,814,1,1,2,2
2012000358009,809,7,4,2,3
2012000358113,811,2,3,4,2
2012000358129,819,2,3,2,2
2012000358193,1000,2,3,3,2
2012000358198,804,3,4,3,3
2012000358566,103,3,4,2,2
2012000358687,819,1,1,2,2
2012000358803,802,4,3,3,2
2012000358944,101,1,1,4,1
2012000358991,905,1,1,4,2
2012000359019,811,1,1,3,3
2012000359145,101,3,3,3,3
2012000359175,1000,4,4,2,2
2012000359310,600,2,3,2,2
2012000359486,818,1,1,4,1
2012000359534,802,2,3,2,2
2012000359767,815,1,1,4,1
2012000359910,811,5,4,3,3
2012000359993,813,1,1,4,1
2012000360036,802,5,4,2,2
