hid,sample_geo,groupquarter,groupquarter_dummy,groupquarter_old
2009001002658,811,1,1,1
2009001003198,801,1,1,1
2009001003652,502,1,1,1
2009001004180,400,1,1,1
2009001005493,801,1,1,1
2009001006020,813,1,1,2
2009001006706,820,1,1,2
2009001007227,812,1,1,1
2009001007678,103,1,1,2
2009001008458,809,1,1,1
2009001009678,400,1,1,1
2009001010892,807,1,1,2
2009001011446,200,1,1,2
2009001012506,815,1,1,1
2009001012943,501,1,1,1
2009001013328,814,1,1,2
2009001014500,400,1,1,1
2009001015730,812,1,1,1
2009001018884,200,1,1,2
2009001018902,818,1,1,1
2009001020714,1000,1,1,1
2009001020928,400,1,1,1
2009001022093,805,1,1,1
2009001022186,300,1,1,1
2009001023642,818,1,1,1
2009001024266,901,1,1,2
2009001025358,502,1,1,1
2009001028584,200,1,1,2
2009001029104,805,1,1,2
2009001030933,905,1,1,1
2009001033243,901,1,1,2
2009001033733,1000,1,1,1
2009001033944,901,1,1,2
2009001036225,818,1,1,2
2009001038346,400,1,1,1
2009001038374,903,1,1,1
2009001041538,400,1,1,1
2009001041866,400,1,1,1
2009001042242,400,1,1,1
2009001045743,812,1,1,1
2009001046177,1000,1,1,1
2009001046724,818,1,1,1
2009001047372,501,1,1,2
2009001047501,901,1,1,2
2009001048973,400,1,1,1
2009001049594,400,1,1,1
2009001052264,807,1,1,1
2009001052853,400,1,1,2
2009001054595,400,1,1,1
2009001054635,812,1,1,1
2009001055194,400,1,1,1
2009001055606,400,1,1,1
2009001057138,103,1,1,1
2009001057494,103,1,1,2
2009001057544,901,1,1,2
2009001057767,901,1,1,2
2009001057825,502,1,1,1
2009001059258,902,1,1,1
2009001059411,903,1,1,2
2009001062304,803,1,1,2
2009001062559,901,1,1,2
2009001064888,905,1,1,2
2009001065498,807,1,1,1
2009001066475,803,1,1,2
2009001066786,815,1,1,1
2009001068523,814,1,1,2
2009001068744,501,1,1,2
2009001071769,600,1,1,1
2009001073380,810,1,1,1
2009001074678,300,1,1,2
2009001076556,700,1,1,2
2009001077967,902,1,1,1
2009001078040,300,1,1,1
2009001081000,812,1,1,1
2009001081536,812,1,1,1
2009001081749,1000,1,1,1
2009001083328,400,1,1,2
2009001085807,901,1,1,2
2009001087200,200,1,1,2
2009001087308,803,1,1,2
2009001088648,200,1,1,2
2009001091134,902,1,1,1
2009001091462,817,1,1,1
2009001091734,1000,1,1,1
2009001095988,903,1,1,2
2009001097679,902,1,1,1
2009001098191,400,1,1,1
2009001100217,1000,1,1,1
2009001101441,809,1,1,1
2009001101494,300,1,1,2
2009001103257,815,1,1,1
2009001103765,501,1,1,2
2009001106777,812,1,1,1
2009001107025,400,1,1,1
2009001107777,905,1,1,1
2009001109050,812,1,1,1
2009001110232,807,1,1,1
2009001111051,200,1,1,2
2009001113924,813,1,1,2
2009001114221,802,1,1,1
2009001115428,905,1,1,1
2009001119216,400,1,1,1
2009001119986,905,1,1,1
2009001127819,803,1,1,2
2009001128793,903,1,1,2
2009001129677,805,1,1,2
2009001129831,905,1,1,1
2009001130054,902,1,1,1
2009001130818,300,1,1,1
2009001130957,901,1,1,2
2009001131333,103,1,1,1
2009001133704,810,1,1,2
2009001139507,901,1,1,2
2009001140961,501,1,1,1
2009001141163,400,1,1,1
2009001141322,400,1,1,2
2009001143755,1000,1,1,1
2009001146921,814,1,1,2
2009001148081,1000,1,1,1
2009001148122,400,1,1,1
2009001148988,905,1,1,1
2009001149044,903,1,1,2
2009001150056,1000,1,1,1
2009001151261,811,1,1,1
2009001154908,200,1,1,1
2009001156011,819,1,1,1
2009001156772,1000,1,1,1
2009001158410,1000,1,1,1
2009001158872,502,1,1,1
2009001159108,400,1,1,1
2009001161877,903,1,1,2
2009001162268,400,1,1,1
2009001162803,600,1,1,2
2009001167083,801,1,1,1
2009001167545,1000,1,1,1
2009001169831,400,1,1,1
2009001174436,400,1,1,1
2009001174677,901,1,1,2
2009001174860,818,1,1,1
2009001176047,812,1,1,1
2009001177169,803,1,1,2
2009001177787,905,1,1,1
2009001178950,200,1,1,2
2009001179587,812,1,1,1
2009001180750,400,1,1,1
2009001180923,803,1,1,2
2009001181418,812,1,1,2
2009001182785,200,1,1,2
2009001182954,820,1,1,2
2009001183239,300,1,1,2
2009001183670,808,1,1,2
2009001186676,200,1,1,2
2009001186831,400,1,1,1
2009001186864,901,1,1,2
2009001187527,1000,1,1,1
2009001190936,812,1,1,2
2009001192079,200,1,1,1
2009001192367,400,1,1,1
2009001193403,807,1,1,1
2009001194526,812,1,1,1
2009001194587,803,1,1,2
2009001194985,502,1,1,2
2009001195573,901,1,1,2
2009001195827,812,1,1,1
2009001196574,807,1,1,1
2009001197152,400,1,1,1
2009001197748,903,1,1,1
2009001198034,502,1,1,1
2009001198511,600,1,1,2
2009001198698,905,1,1,1
2009001200260,102,1,1,1
2009001201366,901,1,1,2
2009001202451,812,1,1,1
2009001203567,812,1,1,1
2009001205976,400,1,1,1
2009001206250,901,1,1,2
2009001208931,902,1,1,1
2009001209963,901,1,1,2
2009001210468,300,1,1,1
2009001210998,815,1,1,2
2009001212738,200,1,1,2
2009001213032,812,1,1,1
2009001215218,809,1,1,1
2009001216494,905,1,1,1
2009001217353,905,1,1,1
2009001217771,502,1,1,1
2009001219529,822,1,1,1
2009001219727,814,1,1,2
2009001219789,1000,1,1,1
2009001220916,903,1,1,1
2009001223623,901,1,1,2
2009001223825,803,1,1,2
2009001227761,501,1,1,1
2009001227808,901,1,1,2
2009001227978,700,1,1,2
2009001228286,1000,1,1,1
2009001228939,1000,1,1,1
2009001230757,400,1,1,1
2009001231398,819,1,1,1
2009001235279,814,1,1,2
2009001237200,400,1,1,1
2009001237721,200,1,1,2
2009001239065,905,1,1,1
2009001240446,1000,1,1,1
2009001240954,400,1,1,1
2009001242428,901,1,1,2
2009001243283,803,1,1,1
2009001249125,200,1,1,2
2009001249907,400,1,1,1
2009001251869,700,1,1,1
2009001253478,905,1,1,2
2009001254322,200,1,1,1
2009001254471,502,1,1,2
2009001254988,818,1,1,1
2009001256303,400,1,1,2
2009001256697,901,1,1,2
2009001256804,820,1,1,2
2009001260273,901,1,1,2
2009001264626,803,1,1,2
2009001265709,822,1,1,1
2009001265875,400,1,1,2
2009001266302,807,1,1,2
2009001266455,1000,1,1,1
2009001267441,901,1,1,2
2009001268681,905,1,1,1
2009001269302,903,1,1,2
2009001269435,818,1,1,1
2009001274325,400,1,1,2
2009001275052,300,1,1,2
2009001275261,814,1,1,2
2009001275685,802,1,1,1
2009001276429,812,1,1,1
2009001276488,905,1,1,2
2009001276810,101,1,1,2
2009001281122,810,1,1,1
2009001281810,1000,1,1,1
2009001284539,903,1,1,1
2009001284735,502,1,1,2
2009001284801,400,1,1,1
2009001286820,502,1,1,1
2009001287617,101,1,1,2
2009001287957,801,1,1,1
2009001288801,807,1,1,1
2009001289686,811,1,1,1
2009001295454,1000,1,1,1
2009001299621,400,1,1,1
2009001300255,501,1,1,1
2009001301577,502,1,1,1
2009001302643,400,1,1,1
2009001304023,803,1,1,2
2009001305663,501,1,1,1
2009001313517,803,1,1,1
2009001314540,803,1,1,1
2009001315417,819,1,1,1
2009001315586,200,1,1,1
2009001316833,819,1,1,1
2009001317420,901,1,1,2
2009001318203,901,1,1,2
2009001319848,400,1,1,1
2009001321366,501,1,1,1
2009001323064,400,1,1,1
2009001323747,1000,1,1,1
2009001323765,905,1,1,1
2009001326046,901,1,1,2
2009001326475,300,1,1,1
2009001326839,813,1,1,2
2009001327377,400,1,1,1
2009001328138,803,1,1,2
2009001329122,814,1,1,2
2009001329556,814,1,1,2
2009001329711,801,1,1,1
2009001330356,501,1,1,1
2009001331970,902,1,1,1
2009001332764,903,1,1,2
2009001333791,905,1,1,1
2009001334072,501,1,1,1
2009001335522,1000,1,1,1
2009001336115,901,1,1,2
2009001338943,1000,1,1,1
2009001339637,815,1,1,1
2009001340229,903,1,1,2
2009001341228,818,1,1,1
2009001341382,815,1,1,1
2009001344694,700,1,1,2
2009001347639,805,1,1,2
2009001348553,501,1,1,1
2009001348728,200,1,1,2
2009001350732,1000,1,1,1
2009001353583,200,1,1,2
2009001355721,600,1,1,2
2009001356453,802,1,1,1
2009001356945,400,1,1,2
2009001357509,103,1,1,1
2009001360919,902,1,1,1
2009001361972,901,1,1,2
2009001363152,200,1,1,2
2009001363856,200,1,1,2
2009001364411,803,1,1,1
2009001364597,905,1,1,2
2009001365519,807,1,1,2
2009001365992,103,1,1,2
2009001367305,810,1,1,1
2009001368088,803,1,1,2
2009001368586,901,1,1,2
2009001371062,901,1,1,2
2009001371398,812,1,1,1
2009001372405,813,1,1,2
2009001373291,502,1,1,1
2009001373775,818,1,1,1
2009001374097,101,1,1,1
2009001376045,901,1,1,2
2009001377481,801,1,1,1
2009001377775,905,1,1,1
2009001378323,501,1,1,1
2009001379183,501,1,1,1
2009001379311,700,1,1,2
2009001379866,1000,1,1,1
2009001380951,819,1,1,1
2009001381872,103,1,1,2
2009001381965,700,1,1,2
2009001387501,502,1,1,1
2009001388065,200,1,1,2
2009001389075,901,1,1,2
2009001389938,1000,1,1,1
2009001390968,802,1,1,1
2009001391156,901,1,1,2
2009001392175,200,1,1,2
2009001395651,803,1,1,2
2009001396078,200,1,1,2
2009001396468,802,1,1,2
2009001396526,903,1,1,2
2009001396587,818,1,1,2
2010000001940,902,1,1,1
2010000002001,814,1,1,2
2010000002124,1000,1,1,1
2010000002702,803,1,1,1
2010000004735,803,1,1,1
2010000005495,1000,1,1,1
2010000006715,501,1,1,2
2010000007523,901,1,1,2
2010000009546,101,1,1,2
2010000011360,103,1,1,2
2010000015018,502,1,1,1
2010000015140,901,1,1,2
2010000017279,1000,1,1,1
2010000017618,700,1,1,2
2010000017966,101,1,1,2
2010000018856,901,1,1,2
2010000019074,802,1,1,1
2010000019542,812,1,1,1
2010000019830,803,1,1,2
2010000022054,903,1,1,2
2010000022791,200,1,1,1
2010000026995,600,1,1,2
2010000028157,400,1,1,1
2010000029007,400,1,1,1
2010000030345,803,1,1,2
2010000030729,803,1,1,1
2010000031195,501,1,1,1
2010000031469,806,1,1,1
2010000031879,811,1,1,1
2010000033653,300,1,1,1
2010000034412,816,1,1,1
2010000037448,901,1,1,2
2010000037966,812,1,1,1
2010000040218,812,1,1,2
2010000043652,814,1,1,2
2010000045510,809,1,1,1
2010000046052,803,1,1,2
2010000046310,902,1,1,1
2010000046868,600,1,1,2
2010000047027,803,1,1,2
2010000047757,501,1,1,1
2010000048485,814,1,1,2
2010000054414,1000,1,1,1
2010000054968,805,1,1,1
2010000056347,806,1,1,2
2010000057204,501,1,1,2
2010000058292,808,1,1,2
2010000061259,1000,1,1,1
2010000062378,300,1,1,2
2010000062965,502,1,1,2
2010000063790,501,1,1,2
2010000064260,1000,1,1,1
2010000064671,819,1,1,1
2010000065065,400,1,1,1
2010000068623,400,1,1,1
2010000069337,901,1,1,2
2010000071942,501,1,1,1
2010000072447,905,1,1,1
2010000073692,400,1,1,1
2010000074035,400,1,1,1
2010000076079,812,1,1,1
2010000076778,501,1,1,1
2010000077824,812,1,1,1
2010000077933,600,1,1,1
2010000078590,1000,1,1,1
2010000081110,905,1,1,1
2010000081993,1000,1,1,1
2010000082436,1000,1,1,1
2010000083157,805,1,1,1
2010000084356,812,1,1,1
2010000084762,1000,1,1,1
2010000085487,812,1,1,2
2010000086352,801,1,1,1
2010000087767,803,1,1,2
2010000088807,903,1,1,2
2010000090919,803,1,1,2
2010000092460,817,1,1,1
2010000093943,600,1,1,2
2010000094361,901,1,1,2
2010000095471,400,1,1,1
2010000095636,200,1,1,2
2010000095786,901,1,1,2
2010000096180,901,1,1,2
2010000096247,102,1,1,1
2010000101266,807,1,1,1
2010000104058,1000,1,1,1
2010000104435,901,1,1,2
2010000105454,502,1,1,1
2010000106931,905,1,1,1
2010000107305,200,1,1,2
2010000107588,200,1,1,2
2010000109675,901,1,1,2
2010000113280,101,1,1,2
2010000114050,818,1,1,1
2010000116216,901,1,1,2
2010000117827,400,1,1,1
2010000121943,102,1,1,2
2010000123460,502,1,1,2
2010000125189,400,1,1,1
2010000125855,905,1,1,2
2010000126331,300,1,1,2
2010000126516,1000,1,1,1
2010000127362,817,1,1,1
2010000127654,815,1,1,1
2010000128111,300,1,1,1
2010000129918,501,1,1,2
2010000130164,807,1,1,1
2010000132737,812,1,1,2
2010000132864,1000,1,1,1
2010000132957,807,1,1,1
2010000133149,600,1,1,1
2010000133573,806,1,1,1
2010000135911,901,1,1,1
2010000136002,700,1,1,2
2010000136463,901,1,1,1
2010000137079,901,1,1,2
2010000137378,815,1,1,1
2010000137422,901,1,1,2
2010000137792,803,1,1,1
2010000139554,700,1,1,2
2010000140670,807,1,1,1
2010000141384,818,1,1,1
2010000141793,814,1,1,2
2010000141917,1000,1,1,1
2010000142286,101,1,1,2
2010000143115,200,1,1,2
2010000143391,103,1,1,1
2010000149318,501,1,1,1
2010000151189,901,1,1,2
2010000153326,501,1,1,2
2010000153446,802,1,1,1
2010000154395,812,1,1,1
2010000154688,802,1,1,1
2010000155044,200,1,1,1
2010000155697,1000,1,1,1
2010000156449,819,1,1,1
2010000158003,501,1,1,1
2010000158898,812,1,1,1
2010000158958,812,1,1,1
2010000159731,812,1,1,2
2010000163356,818,1,1,1
2010000163829,200,1,1,2
2010000164319,901,1,1,2
2010000164411,502,1,1,2
2010000166536,819,1,1,1
2010000166986,103,1,1,1
2010000168438,803,1,1,2
2010000168638,1000,1,1,1
2010000168943,300,1,1,2
2010000169397,812,1,1,1
2010000171440,812,1,1,1
2010000173438,502,1,1,1
2010000177604,200,1,1,2
2010000179921,1000,1,1,1
2010000181672,400,1,1,1
2010000181696,200,1,1,1
2010000183852,803,1,1,2
2010000184315,1000,1,1,1
2010000184502,818,1,1,2
2010000184962,400,1,1,1
2010000185096,803,1,1,2
2010000185609,300,1,1,1
2010000186251,501,1,1,2
2010000186528,812,1,1,1
2010000188687,300,1,1,1
2010000189503,300,1,1,1
2010000193516,819,1,1,1
2010000194465,802,1,1,1
2010000200007,700,1,1,2
2010000200254,901,1,1,2
2010000201271,300,1,1,1
2010000202000,901,1,1,2
2010000204784,803,1,1,2
2010000205148,400,1,1,1
2010000206126,1000,1,1,1
2010000206526,901,1,1,2
2010000206936,812,1,1,1
2010000207532,1000,1,1,1
2010000207926,812,1,1,2
2010000207963,814,1,1,2
2010000209858,816,1,1,1
2010000210718,200,1,1,2
2010000214003,502,1,1,1
2010000215717,200,1,1,2
2010000215968,812,1,1,1
2010000216808,400,1,1,1
2010000218025,807,1,1,1
2010000219271,901,1,1,2
2010000220207,903,1,1,2
2010000222452,905,1,1,1
2010000223987,600,1,1,1
2010000224078,903,1,1,2
2010000226549,501,1,1,2
2010000227193,103,1,1,2
2010000229240,200,1,1,2
2010000231437,803,1,1,2
2010000232911,901,1,1,2
2010000233238,600,1,1,1
2010000234547,600,1,1,1
2010000236410,901,1,1,2
2010000238700,903,1,1,2
2010000239400,818,1,1,1
2010000244386,1000,1,1,1
2010000245565,905,1,1,1
2010000247252,101,1,1,2
2010000247661,812,1,1,2
2010000247773,502,1,1,1
2010000249636,1000,1,1,1
2010000255944,820,1,1,1
2010000256006,1000,1,1,1
2010000257112,819,1,1,1
2010000257213,901,1,1,2
2010000262125,300,1,1,1
2010000262814,300,1,1,1
2010000264004,400,1,1,1
2010000264268,806,1,1,1
2010000264558,200,1,1,2
2010000264745,811,1,1,1
2010000265061,901,1,1,2
2010000270383,807,1,1,1
2010000275720,901,1,1,2
2010000276285,700,1,1,2
2010000277628,700,1,1,2
2010000282327,600,1,1,1
2010000283107,1000,1,1,1
2010000283461,818,1,1,1
2010000284330,903,1,1,2
2010000288425,901,1,1,2
2010000290567,103,1,1,1
2010000291303,200,1,1,2
2010000291458,811,1,1,1
2010000292853,501,1,1,1
2010000293190,502,1,1,1
2010000294599,200,1,1,2
2010000294673,809,1,1,1
2010000294952,700,1,1,2
2010000295504,200,1,1,2
2010000295583,200,1,1,1
2010000296835,600,1,1,1
2010000297195,901,1,1,2
2010000297377,818,1,1,2
2010000300405,813,1,1,2
2010000300432,901,1,1,2
2010000302229,300,1,1,1
2010000304364,502,1,1,1
2010000307369,200,1,1,2
2010000307843,805,1,1,1
2010000308825,812,1,1,1
2010000310699,1000,1,1,1
2010000310711,901,1,1,2
2010000311271,102,1,1,2
2010000312159,818,1,1,2
2010000314337,1000,1,1,1
2010000315384,200,1,1,2
2010000316858,901,1,1,2
2010000321083,1000,1,1,1
2010000322300,905,1,1,1
2010000323767,300,1,1,2
2010000325517,812,1,1,2
2010000326288,903,1,1,2
2010000327390,200,1,1,2
2010000332253,1000,1,1,1
2010000332654,103,1,1,1
2010000333323,905,1,1,1
2010000336203,300,1,1,1
2010000337554,1000,1,1,1
2010000339148,819,1,1,1
2010000339215,903,1,1,2
2010000339524,102,1,1,2
2010000340018,1000,1,1,1
2010000341481,811,1,1,1
2010000341894,300,1,1,2
2010000343679,400,1,1,1
2010000344217,815,1,1,1
2010000346007,803,1,1,2
2010000347087,803,1,1,2
2010000348582,502,1,1,1
2010000348710,801,1,1,2
2010000350049,801,1,1,1
2010000350442,300,1,1,2
2010000351659,600,1,1,1
2010000351736,501,1,1,2
2010000354276,600,1,1,2
2010000354753,1000,1,1,1
2010000354799,803,1,1,2
2010000361165,102,1,1,1
2010000362676,901,1,1,2
2010000362692,819,1,1,1
2010000362914,102,1,1,2
2010000364360,901,1,1,2
2010000365505,1000,1,1,1
2010000365520,810,1,1,1
2010000366423,905,1,1,1
2010000367907,903,1,1,1
2010000368625,803,1,1,2
2010000369567,819,1,1,1
2010000369641,101,1,1,2
2010000369743,103,1,1,1
2010000370574,803,1,1,2
2010000371211,1000,1,1,1
2010000373100,200,1,1,2
2010000375529,101,1,1,2
2010000379442,903,1,1,1
2010000380055,815,1,1,1
2010000380320,810,1,1,1
2010000380694,819,1,1,1
2010000381562,1000,1,1,1
2010000381684,103,1,1,1
2010000382549,902,1,1,1
2010000382783,200,1,1,1
2010000384402,803,1,1,2
2010000384493,903,1,1,1
2010000385024,1000,1,1,1
2010000385340,600,1,1,1
2010000386196,501,1,1,2
2010000387204,200,1,1,2
2010000387677,812,1,1,1
2010000389972,200,1,1,2
2010000390279,700,1,1,1
2010000391617,812,1,1,1
2010000393007,901,1,1,2
2010000393080,901,1,1,2
2010000393936,1000,1,1,1
2010000394232,400,1,1,1
2010000397624,811,1,1,1
2010000397860,902,1,1,1
2010000400084,1000,1,1,1
2010000400258,902,1,1,1
2010000401364,1000,1,1,1
2010000403514,501,1,1,1
2010000404413,901,1,1,2
2010000404574,502,1,1,1
2010000405705,200,1,1,1
2010000405862,809,1,1,1
2010000407640,803,1,1,2
2010000409588,200,1,1,2
2010000410332,807,1,1,1
2010000410777,808,1,1,2
2010000411099,901,1,1,2
2010000411541,400,1,1,1
2010000414452,600,1,1,2
2010000415419,300,1,1,1
2010000415775,803,1,1,2
2010000417063,809,1,1,1
2010000419270,820,1,1,1
2010000419937,803,1,1,2
2010000420178,901,1,1,2
2010000420720,400,1,1,1
2010000421329,812,1,1,2
2010000421556,812,1,1,1
2010000425062,1000,1,1,1
2010000428616,600,1,1,1
2010000430094,803,1,1,2
2010000430433,901,1,1,2
2010000431398,600,1,1,2
2010000431560,803,1,1,2
2010000431799,501,1,1,1
2010000432371,901,1,1,2
2010000437042,803,1,1,2
2010000437276,812,1,1,1
2010000437761,1000,1,1,1
2010000439688,502,1,1,1
2010000441541,400,1,1,1
2010000442733,803,1,1,2
2010000444046,802,1,1,1
2010000444440,102,1,1,2
2010000450444,801,1,1,2
2010000451195,816,1,1,1
2010000452558,501,1,1,1
2010000453336,1000,1,1,1
2010000454929,400,1,1,2
2010000455512,103,1,1,1
2010000456575,101,1,1,2
2010000457027,400,1,1,1
2010000457469,501,1,1,2
2010000457997,817,1,1,1
2010000458493,300,1,1,1
2010000459097,901,1,1,1
2010000459755,815,1,1,1
2010000460188,803,1,1,2
2010000461166,813,1,1,2
2010000462014,101,1,1,2
2010000462595,901,1,1,2
2010000463430,1000,1,1,1
2010000463998,801,1,1,1
2010000464887,600,1,1,2
2010000470111,807,1,1,1
2010000471040,200,1,1,2
2010000472243,805,1,1,1
2010000472637,808,1,1,1
2010000473183,803,1,1,2
2010000474246,103,1,1,1
2010000474917,1000,1,1,1
2010000475083,200,1,1,2
2010000475847,1000,1,1,1
2010000477015,803,1,1,2
2010000480360,818,1,1,1
2010000480929,1000,1,1,1
2010000481066,902,1,1,1
2010000481233,400,1,1,2
2010000484868,200,1,1,1
2010000486438,1000,1,1,1
2010000486769,803,1,1,2
2010000487594,905,1,1,1
2010000488618,1000,1,1,1
2010000489506,901,1,1,2
2010000491766,200,1,1,2
2010000491811,803,1,1,2
2010000492785,600,1,1,1
2010000494199,820,1,1,1
2010000494410,1000,1,1,1
2010000494926,200,1,1,2
2010000495238,811,1,1,1
2010000495351,811,1,1,1
2010000495757,807,1,1,1
2010000496328,805,1,1,1
2010000497283,901,1,1,2
2010000498957,103,1,1,2
2010000499261,905,1,1,1
2010000507033,501,1,1,1
2010000507863,814,1,1,2
2010000510117,803,1,1,2
2010000511596,300,1,1,2
2010000512645,200,1,1,1
2010000513244,812,1,1,2
2010000513994,1000,1,1,1
2010000514848,818,1,1,2
2010000517274,905,1,1,1
2010000518050,905,1,1,1
2010000518355,1000,1,1,1
2010000519685,802,1,1,1
2010000520658,102,1,1,1
2010000522610,400,1,1,1
2010000525034,901,1,1,2
2010000525493,903,1,1,2
2010000526157,101,1,1,2
2010000526366,1000,1,1,1
2010000527240,807,1,1,1
2010000527605,901,1,1,2
2010000528263,803,1,1,1
2010000528432,600,1,1,2
2010000528713,400,1,1,1
2010000528775,812,1,1,2
2010000529665,812,1,1,1
2010000529808,400,1,1,1
2010000530751,818,1,1,1
2010000532964,905,1,1,1
2010000534075,1000,1,1,1
2010000534734,808,1,1,2
2010000535041,811,1,1,1
2010000536426,812,1,1,1
2010000536801,200,1,1,2
2010000538070,502,1,1,1
2010000538653,1000,1,1,1
2010000539224,502,1,1,1
2010000539812,806,1,1,2
2010000540365,819,1,1,1
2010000540875,809,1,1,1
2010000542210,901,1,1,2
2010000542274,300,1,1,2
2010000543727,819,1,1,1
2010000544393,806,1,1,1
2010000549464,400,1,1,1
2010000552047,812,1,1,1
2010000552067,400,1,1,2
2010000553327,101,1,1,2
2010000553763,901,1,1,2
2010000554096,103,1,1,1
2010000556230,803,1,1,2
2010000556979,802,1,1,1
2010000558448,101,1,1,2
2010000559857,803,1,1,2
2010000559964,300,1,1,2
2010000561027,400,1,1,1
2010000561623,820,1,1,1
2010000569768,400,1,1,1
2010000570551,200,1,1,2
2010000570922,811,1,1,1
2010000571330,400,1,1,1
2010000572456,400,1,1,2
2010000573571,812,1,1,2
2010000575402,905,1,1,1
2010000575700,1000,1,1,1
2010000578340,809,1,1,1
2010000580515,400,1,1,1
2010000581017,400,1,1,1
2010000581821,813,1,1,2
2010000583902,400,1,1,1
2010000586330,600,1,1,1
2010000587881,1000,1,1,1
2010000589187,103,1,1,1
2010000589964,803,1,1,2
2010000590323,501,1,1,1
2010000592433,1000,1,1,1
2010000593800,814,1,1,2
2010000594534,1000,1,1,1
2010000594740,901,1,1,2
2010000594922,501,1,1,2
2010000595153,903,1,1,2
2010000595766,400,1,1,1
2010000595890,809,1,1,1
2010000596558,700,1,1,2
2010000597296,812,1,1,1
2010000601608,901,1,1,2
2010000603028,200,1,1,1
2010000604686,1000,1,1,1
2010000606425,300,1,1,1
2010000606670,901,1,1,2
2010000607685,903,1,1,2
2010000613521,1000,1,1,1
2010000613734,807,1,1,1
2010000615627,903,1,1,1
2010000616207,812,1,1,2
2010000616329,901,1,1,2
2010000616423,102,1,1,2
2010000617050,814,1,1,2
2010000617934,200,1,1,2
2010000618397,807,1,1,1
2010000619062,102,1,1,2
2010000621285,901,1,1,2
2010000622016,700,1,1,1
2010000623154,807,1,1,1
2010000623159,901,1,1,2
2010000624269,501,1,1,1
2010000626291,807,1,1,1
2010000628175,400,1,1,2
2010000630665,400,1,1,1
2010000630683,502,1,1,1
2010000630739,103,1,1,2
2010000634910,801,1,1,2
2010000635300,1000,1,1,1
2010000637328,803,1,1,2
2010000638159,200,1,1,1
2010000638276,816,1,1,1
2010000638762,103,1,1,1
2010000639945,812,1,1,1
2010000640342,400,1,1,1
2010000641967,801,1,1,1
2010000642581,102,1,1,2
2010000643463,103,1,1,1
2010000644260,811,1,1,1
2010000644895,803,1,1,1
2010000646434,300,1,1,2
2010000647655,803,1,1,2
2010000647805,1000,1,1,1
2010000650418,802,1,1,1
2010000651743,1000,1,1,1
2010000657050,1000,1,1,1
2010000658056,200,1,1,2
2010000659620,1000,1,1,1
2010000660238,103,1,1,1
2010000664653,600,1,1,1
2010000666270,803,1,1,2
2010000666619,1000,1,1,1
2010000669387,903,1,1,2
2010000670245,502,1,1,1
2010000670551,300,1,1,2
2010000671532,813,1,1,2
2010000671725,808,1,1,2
2010000675603,808,1,1,1
2010000677989,300,1,1,2
2010000680528,814,1,1,2
2010000682638,905,1,1,1
2010000686601,813,1,1,2
2010000687013,600,1,1,2
2010000688207,502,1,1,1
2010000690336,1000,1,1,1
2010000690421,103,1,1,1
2010000691974,903,1,1,2
2010000692326,600,1,1,2
2010000692340,802,1,1,1
2010000693230,803,1,1,2
2010000694310,805,1,1,1
2010000695310,809,1,1,1
2010000698348,502,1,1,2
2010000700586,903,1,1,1
2010000701474,103,1,1,1
2010000701939,700,1,1,1
2010000702455,103,1,1,1
2010000703236,807,1,1,1
2010000703786,103,1,1,2
2010000703870,819,1,1,1
2010000704333,700,1,1,1
2010000705877,1000,1,1,1
2010000706449,903,1,1,1
2010000709553,810,1,1,2
2010000709963,400,1,1,1
2010000710285,501,1,1,2
2010000711144,502,1,1,1
2010000711992,200,1,1,2
2010000712170,812,1,1,2
2010000712377,816,1,1,1
2010000713167,803,1,1,2
2010000713313,807,1,1,1
2010000713574,700,1,1,2
2010000714877,400,1,1,1
2010000719560,502,1,1,2
2010000721175,814,1,1,2
2010000722742,901,1,1,2
2010000723748,1000,1,1,1
2010000723826,1000,1,1,1
2010000725372,812,1,1,2
2010000728877,102,1,1,2
2010000731582,812,1,1,2
2010000731670,812,1,1,2
2010000732411,808,1,1,1
2010000733240,902,1,1,1
2010000736979,818,1,1,1
2010000737535,815,1,1,1
2010000738096,400,1,1,1
2010000740480,901,1,1,2
2010000740745,600,1,1,2
2010000744952,1000,1,1,1
2010000745564,803,1,1,1
2010000746938,300,1,1,2
2010000748401,803,1,1,2
2010000748877,905,1,1,1
2010000750030,103,1,1,1
2010000750594,815,1,1,1
2010000750937,903,1,1,2
2010000753526,1000,1,1,1
2010000753924,803,1,1,2
2010000755104,812,1,1,1
2010000755521,300,1,1,2
2010000758369,502,1,1,2
2010000758397,903,1,1,1
2010000758490,816,1,1,1
2010000759854,200,1,1,2
2010000760766,818,1,1,1
2010000762090,813,1,1,2
2010000763695,501,1,1,2
2010000764859,501,1,1,2
2010000768406,903,1,1,2
2010000769005,803,1,1,2
2010000769925,1000,1,1,1
2010000770641,811,1,1,1
2010000770947,803,1,1,1
2010000771534,905,1,1,1
2010000772027,901,1,1,2
2010000772764,501,1,1,1
2010000773244,200,1,1,1
2010000775883,501,1,1,1
2010000777722,803,1,1,1
2010000778055,811,1,1,1
2010000778229,818,1,1,1
2010000778755,101,1,1,2
2010000780579,803,1,1,2
2010000780966,803,1,1,2
2010000781666,903,1,1,1
2010000781685,807,1,1,1
2010000781846,901,1,1,2
2010000786307,811,1,1,1
2010000786664,501,1,1,1
2010000786812,1000,1,1,1
2010000787808,819,1,1,1
2010000788018,901,1,1,2
2010000789145,600,1,1,1
2010000789765,501,1,1,1
