hid,sample_geo,groupquarter,groupquarter_dummy,groupquarter_old
2011000394679,200,1,1,2
2011000395285,804,1,1,1
2011000397041,400,1,1,1
2011000398429,813,1,1,1
2011000398678,700,1,1,2
2011000398910,805,1,1,2
2011000399194,812,1,1,2
2011000399294,400,1,1,1
2011000399812,901,1,1,2
2011000400230,300,1,1,2
2011000401126,803,1,1,2
2011000401613,400,1,1,1
2011000401805,901,1,1,2
2011000402076,901,1,1,2
2011000402551,905,1,1,1
2011000403168,812,1,1,1
2011000403412,501,1,1,2
2011000403782,103,1,1,2
2011000404378,819,1,1,1
2011000404433,820,1,1,1
2011000405118,905,1,1,2
2011000405765,812,1,1,1
2011000406900,101,1,1,2
2011000406947,901,1,1,2
2011000407547,901,1,1,2
2011000408873,1000,1,1,1
2011000409433,901,1,1,2
2011000409665,818,1,1,2
2011000409946,812,1,1,1
2011000410194,905,1,1,1
2011000410283,812,1,1,2
2011000411073,815,1,1,1
2011000412558,802,1,1,1
2011000412973,901,1,1,2
2011000413330,400,1,1,1
2011000413407,801,1,1,1
2011000414487,801,1,1,2
2011000414595,700,1,1,2
2011000415048,400,1,1,1
2011000416166,400,1,1,1
2011000416994,903,1,1,1
2011000417070,502,1,1,2
2011000417579,200,1,1,2
2011000417647,810,1,1,1
2011000417876,813,1,1,2
2011000418465,803,1,1,2
2011000418831,814,1,1,2
2011000419648,200,1,1,2
2011000419991,400,1,1,1
2011000420143,300,1,1,2
2011000421224,901,1,1,2
2011000423992,808,1,1,1
2011000425182,803,1,1,1
2011000425987,300,1,1,1
2011000426458,1000,1,1,1
2011000427645,903,1,1,2
2011000427987,807,1,1,1
2011000428594,818,1,1,1
2011000430952,400,1,1,1
2011000430998,903,1,1,1
2011000431434,502,1,1,1
2011000431659,803,1,1,2
2011000432210,903,1,1,2
2011000432324,400,1,1,1
2011000434005,801,1,1,1
2011000434028,802,1,1,1
2011000434276,400,1,1,1
2011000434837,501,1,1,1
2011000435475,1000,1,1,1
2011000435820,819,1,1,1
2011000436386,811,1,1,2
2011000436777,1000,1,1,1
2011000437873,400,1,1,1
2011000438061,901,1,1,2
2011000438252,901,1,1,2
2011000438257,807,1,1,1
2011000439798,400,1,1,2
2011000440286,700,1,1,2
2011000440862,901,1,1,2
2011000440996,811,1,1,1
2011000441196,502,1,1,1
2011000442017,801,1,1,2
2011000442954,501,1,1,2
2011000444718,813,1,1,1
2011000444791,901,1,1,2
2011000445364,400,1,1,1
2011000446421,700,1,1,1
2011000446918,901,1,1,2
2011000447591,600,1,1,1
2011000447852,300,1,1,1
2011000448318,200,1,1,2
2011000448502,102,1,1,2
2011000448578,807,1,1,1
2011000448583,200,1,1,2
2011000448660,807,1,1,2
2011000448863,803,1,1,1
2011000449451,808,1,1,1
2011000449482,102,1,1,2
2011000453187,101,1,1,2
2011000453787,803,1,1,2
2011000453984,101,1,1,2
2011000454454,400,1,1,1
2011000456171,903,1,1,1
2011000457026,812,1,1,1
2011000457357,901,1,1,2
2011000458419,820,1,1,2
2011000459588,812,1,1,1
2011000459873,801,1,1,2
2011000460932,502,1,1,1
2011000461855,1000,1,1,1
2011000461969,803,1,1,2
2011000462833,814,1,1,2
2011000464454,300,1,1,1
2011000465482,400,1,1,1
2011000465600,600,1,1,1
2011000465985,803,1,1,2
2011000467444,103,1,1,1
2011000467787,501,1,1,1
2011000468760,811,1,1,1
2011000469107,817,1,1,2
2011000469331,901,1,1,2
2011000469877,905,1,1,1
2011000469982,600,1,1,1
2011000470117,816,1,1,2
2011000472682,810,1,1,2
2011000472696,300,1,1,1
2011000473527,600,1,1,1
2011000474714,820,1,1,1
2011000474771,300,1,1,1
2011000474999,813,1,1,2
2011000477000,801,1,1,2
2011000480457,801,1,1,1
2011000480873,300,1,1,2
2011000483019,600,1,1,1
2011000483658,400,1,1,1
2011000484726,811,1,1,2
2011000485057,400,1,1,1
2011000485592,803,1,1,2
2011000487058,808,1,1,1
2011000487490,700,1,1,2
2011000488609,101,1,1,2
2011000489247,600,1,1,2
2011000491868,901,1,1,2
2011000494237,400,1,1,1
2011000494655,815,1,1,2
2011000495086,1000,1,1,1
2011000496248,400,1,1,2
2011000497054,400,1,1,1
2011000497873,200,1,1,1
2011000497969,813,1,1,2
2011000498406,1000,1,1,1
2011000498767,1000,1,1,1
2011000499088,803,1,1,2
2011000499691,813,1,1,2
2011000499719,814,1,1,2
2011000500229,905,1,1,1
2011000500275,1000,1,1,1
2011000500649,817,1,1,2
2011000501183,300,1,1,1
2011000501280,812,1,1,1
2011000501662,818,1,1,1
2011000502246,803,1,1,2
2011000502566,1000,1,1,1
2011000502895,1000,1,1,1
2011000503535,818,1,1,1
2011000504118,1000,1,1,1
2011000505915,812,1,1,1
2011000506891,808,1,1,2
2011000507431,501,1,1,1
2011000507957,400,1,1,2
2011000507958,901,1,1,2
2011000508860,300,1,1,1
2011000508882,103,1,1,2
2011000510528,501,1,1,1
2011000511161,501,1,1,1
2011000511830,502,1,1,2
2011000512152,300,1,1,2
2011000512245,817,1,1,1
2011000512258,814,1,1,2
2011000512534,901,1,1,2
2011000512543,801,1,1,1
2011000512751,1000,1,1,1
2011000514730,807,1,1,1
2011000515624,300,1,1,2
2011000516555,400,1,1,1
2011000517070,818,1,1,1
2011000517730,815,1,1,1
2011000518263,1000,1,1,1
2011000518988,102,1,1,2
2011000519274,812,1,1,1
2011000519878,814,1,1,2
2011000519954,501,1,1,2
2011000521527,200,1,1,1
2011000521659,400,1,1,1
2011000521705,1000,1,1,1
2011000522886,103,1,1,2
2011000523582,101,1,1,2
2011000524086,103,1,1,1
2011000524532,810,1,1,1
2011000525648,901,1,1,2
2011000526164,813,1,1,2
2011000526350,810,1,1,1
2011000526473,901,1,1,2
2011000527048,200,1,1,2
2011000527105,300,1,1,2
2011000528380,400,1,1,1
2011000530193,818,1,1,2
2011000531008,400,1,1,1
2011000531264,815,1,1,1
2011000531414,600,1,1,2
2011000533598,815,1,1,1
2011000534030,700,1,1,2
2011000534526,812,1,1,2
2011000534735,102,1,1,1
2011000534754,802,1,1,1
2011000535058,816,1,1,2
2011000535579,808,1,1,1
2011000536066,901,1,1,2
2011000536248,816,1,1,2
2011000536627,905,1,1,1
2011000536693,902,1,1,1
2011000537867,903,1,1,2
2011000537943,811,1,1,1
2011000538002,501,1,1,1
2011000538174,102,1,1,1
2011000539523,300,1,1,2
2011000539789,300,1,1,1
2011000541217,903,1,1,1
2011000541922,200,1,1,1
2011000542536,101,1,1,2
2011000542785,300,1,1,2
2011000544980,901,1,1,2
2011000545949,700,1,1,2
2011000546332,501,1,1,2
2011000546455,200,1,1,1
2011000547029,300,1,1,2
2011000547141,400,1,1,1
2011000547247,802,1,1,2
2011000547860,810,1,1,1
2011000547881,801,1,1,1
2011000549893,903,1,1,2
2011000549910,501,1,1,2
2011000549950,1000,1,1,1
2011000551160,813,1,1,1
2011000552009,501,1,1,2
2011000552402,102,1,1,1
2011000553396,905,1,1,1
2011000553907,901,1,1,2
2011000554583,817,1,1,1
2011000554825,808,1,1,1
2011000556808,816,1,1,1
2011000557193,813,1,1,2
2011000558086,101,1,1,1
2011000558735,814,1,1,2
2011000558859,300,1,1,2
2011000560410,820,1,1,1
2011000562142,1000,1,1,1
2011000562161,502,1,1,1
2011000563205,102,1,1,2
2011000563651,300,1,1,1
2011000563653,501,1,1,1
2011000564309,810,1,1,1
2011000565383,502,1,1,2
2011000566365,103,1,1,2
2011000567044,502,1,1,2
2011000568140,903,1,1,2
2011000569039,400,1,1,1
2011000569161,200,1,1,1
2011000569937,1000,1,1,1
2011000570818,820,1,1,2
2011000570857,400,1,1,1
2011000572246,816,1,1,1
2011000572878,502,1,1,1
2011000573151,816,1,1,1
2011000574465,200,1,1,1
2011000575813,822,1,1,2
2011000578205,901,1,1,2
2011000578991,905,1,1,1
2011000579157,502,1,1,2
2011000579376,400,1,1,1
2011000579642,801,1,1,2
2011000580444,400,1,1,1
2011000581306,901,1,1,2
2011000581507,101,1,1,2
2011000582233,812,1,1,1
2011000583101,200,1,1,2
2011000583394,814,1,1,2
2011000584811,816,1,1,2
2011000585423,1000,1,1,1
2011000585992,300,1,1,2
2011000586013,600,1,1,2
2011000586264,814,1,1,2
2011000586287,502,1,1,1
2011000586344,813,1,1,2
2011000586996,803,1,1,1
2011000587071,400,1,1,2
2011000588366,903,1,1,1
2011000588924,820,1,1,1
2011000590233,801,1,1,2
2011000590806,816,1,1,2
2011000591012,805,1,1,1
2011000591256,803,1,1,2
2011000591588,814,1,1,2
2011000591995,102,1,1,2
2011000592303,400,1,1,2
2011000592423,1000,1,1,1
2011000595725,813,1,1,2
2011000596374,810,1,1,1
2011000596565,400,1,1,1
2011000596673,807,1,1,1
2011000596787,501,1,1,1
2011000598051,903,1,1,1
2011000598967,1000,1,1,1
2011000599579,1000,1,1,1
2011000600867,803,1,1,2
2011000601334,820,1,1,2
2011000601785,801,1,1,2
2011000602023,807,1,1,1
2011000602322,822,1,1,1
2011000602410,101,1,1,1
2011000604074,814,1,1,2
2011000604186,1000,1,1,1
2011000604824,901,1,1,2
2011000605059,809,1,1,1
2011000605661,901,1,1,2
2011000606003,501,1,1,1
2011000606208,400,1,1,1
2011000606926,801,1,1,2
2011000607525,808,1,1,1
2011000607803,300,1,1,2
2011000608440,400,1,1,1
2011000609006,903,1,1,2
2011000610480,811,1,1,1
2011000610591,805,1,1,1
2011000610969,818,1,1,2
2011000611896,400,1,1,1
2011000611991,813,1,1,1
2011000612456,811,1,1,1
2011000612585,501,1,1,1
2011000613119,811,1,1,2
2011000613658,812,1,1,2
2011000614816,818,1,1,1
2011000615759,400,1,1,2
2011000616383,502,1,1,2
2011000616720,803,1,1,1
2011000616769,501,1,1,1
2011000617082,901,1,1,2
2011000617893,905,1,1,2
2011000618883,1000,1,1,1
2011000619910,901,1,1,2
2011000620059,300,1,1,1
2011000620861,502,1,1,1
2011000621350,807,1,1,1
2011000621997,807,1,1,1
2011000623093,300,1,1,1
2011000624315,905,1,1,1
2011000625301,1000,1,1,1
2011000626537,901,1,1,2
2011000626925,805,1,1,1
2011000628005,803,1,1,2
2011000628291,1000,1,1,1
2011000628509,903,1,1,2
2011000630164,803,1,1,2
2011000630360,903,1,1,1
2011000631134,812,1,1,1
2011000631234,811,1,1,1
2011000631341,901,1,1,2
2011000631681,901,1,1,2
2011000631744,502,1,1,1
2011000633673,300,1,1,2
2011000634913,400,1,1,1
2011000637152,200,1,1,1
2011000639799,903,1,1,2
2011000641385,103,1,1,2
2011000641496,810,1,1,2
2011000641581,820,1,1,2
2011000641750,902,1,1,2
2011000642463,1000,1,1,1
2011000643265,400,1,1,1
2011000643314,905,1,1,1
2011000643949,501,1,1,1
2011000644585,803,1,1,2
2011000644893,700,1,1,2
2011000644916,902,1,1,2
2011000646114,819,1,1,1
2011000647660,820,1,1,2
2011000647761,811,1,1,2
2011000647844,400,1,1,1
2011000647979,300,1,1,1
2011000650482,815,1,1,1
2011000650973,813,1,1,2
2011000651755,822,1,1,1
2011000652912,818,1,1,2
2011000653134,1000,1,1,2
2011000653229,502,1,1,2
2011000654172,815,1,1,2
2011000655078,1000,1,1,1
2011000656908,400,1,1,1
2011000657389,400,1,1,1
2011000657609,400,1,1,1
2011000658177,400,1,1,1
2011000658442,700,1,1,2
2011000658801,501,1,1,2
2011000658840,901,1,1,2
2011000658875,300,1,1,1
2011000661260,812,1,1,1
2011000661551,803,1,1,2
2011000662158,901,1,1,2
2011000662191,903,1,1,2
2011000662906,1000,1,1,1
2011000663179,400,1,1,1
2011000663881,600,1,1,1
2011000663980,903,1,1,2
2011000664653,902,1,1,2
2011000668478,600,1,1,1
2011000668902,809,1,1,1
2011000669435,803,1,1,2
2011000669633,400,1,1,1
2011000669801,810,1,1,1
2011000670653,1000,1,1,2
2011000671609,400,1,1,1
2011000674052,101,1,1,2
2011000674376,1000,1,1,1
2011000675161,103,1,1,2
2011000675314,809,1,1,1
2011000675742,811,1,1,1
2011000675893,600,1,1,1
2011000676459,300,1,1,1
2011000676599,903,1,1,2
2011000678074,400,1,1,1
2011000679329,502,1,1,1
2011000681022,901,1,1,2
2011000681634,101,1,1,2
2011000681942,103,1,1,2
2011000684090,901,1,1,2
2011000684921,1000,1,1,1
2011000685189,812,1,1,2
2011000685600,903,1,1,1
2011000686999,103,1,1,1
2011000687171,903,1,1,2
2011000688218,1000,1,1,1
2011000688247,700,1,1,2
2011000688529,903,1,1,2
2011000689128,801,1,1,2
2011000689590,400,1,1,2
2011000689766,1000,1,1,1
2011000690669,803,1,1,2
2011000692888,819,1,1,1
2011000693125,300,1,1,1
2011000693496,817,1,1,1
2011000693642,901,1,1,2
2011000694621,700,1,1,2
2011000695900,811,1,1,1
2011000695944,501,1,1,2
2011000697080,901,1,1,2
2011000697329,814,1,1,2
2011000697359,600,1,1,2
2011000697898,812,1,1,1
2011000698234,905,1,1,1
2011000698691,400,1,1,1
2011000699805,400,1,1,1
2011000700906,813,1,1,1
2011000702134,501,1,1,2
2011000702392,821,1,1,1
2011000703195,818,1,1,1
2011000703491,1000,1,1,1
2011000704187,101,1,1,1
2011000705494,803,1,1,1
2011000705941,803,1,1,2
2011000706005,822,1,1,2
2011000706374,400,1,1,1
2011000706375,806,1,1,2
2011000706695,813,1,1,2
2011000706906,200,1,1,2
2011000707096,901,1,1,2
2011000707539,501,1,1,1
2011000707785,803,1,1,2
2011000708674,901,1,1,2
2011000710924,400,1,1,1
2011000711891,901,1,1,2
2011000712374,807,1,1,1
2011000712438,600,1,1,2
2011000712700,600,1,1,2
2011000713022,820,1,1,1
2011000713763,1000,1,1,1
2011000714392,901,1,1,2
2011000715128,700,1,1,2
2011000715275,400,1,1,1
2011000715305,820,1,1,2
2011000716905,502,1,1,2
2011000717116,814,1,1,2
2011000718495,1000,1,1,1
2011000718570,1000,1,1,1
2011000719743,801,1,1,2
2011000721512,103,1,1,1
2011000721519,400,1,1,1
2011000721785,808,1,1,1
2011000721891,502,1,1,1
2011000722770,813,1,1,1
2011000723238,803,1,1,1
2011000723578,1000,1,1,1
2011000723965,400,1,1,1
2011000724322,901,1,1,2
2011000724458,803,1,1,2
2011000724671,901,1,1,2
2011000724853,300,1,1,2
2011000725052,812,1,1,1
2011000725430,700,1,1,2
2011000725878,400,1,1,1
2011000725958,600,1,1,1
2011000727978,400,1,1,1
2011000728793,901,1,1,2
2011000730645,809,1,1,2
2011000730742,600,1,1,2
2011000731058,814,1,1,2
2011000731501,807,1,1,1
2011000731905,905,1,1,1
2011000733707,400,1,1,1
2011000734030,812,1,1,2
2011000734755,300,1,1,1
2011000734911,1000,1,1,1
2011000735067,300,1,1,1
2011000735911,901,1,1,2
2011000736334,1000,1,1,1
2011000738820,803,1,1,2
2011000739102,400,1,1,1
2011000739553,901,1,1,2
2011000740339,807,1,1,1
2011000742016,901,1,1,2
2011000743779,600,1,1,1
2011000744659,901,1,1,2
2011000744991,905,1,1,2
2011000745912,814,1,1,2
2011000745969,1000,1,1,1
2011000746852,803,1,1,1
2011000747151,821,1,1,1
2011000747787,1000,1,1,1
2011000748142,400,1,1,1
2011000748770,300,1,1,2
2011000748822,810,1,1,1
2011000749154,400,1,1,1
2011000750184,801,1,1,1
2011000751555,815,1,1,1
2011000751600,1000,1,1,1
2011000751811,300,1,1,2
2011000752196,803,1,1,2
2011000753263,808,1,1,1
2011000753427,903,1,1,2
2011000753453,818,1,1,1
2011000754270,400,1,1,1
2011000754464,812,1,1,1
2011000755190,1000,1,1,1
2011000755360,1000,1,1,1
2011000755591,1000,1,1,2
2011000755683,814,1,1,2
2011000755928,901,1,1,2
2011000756000,400,1,1,1
2011000756282,1000,1,1,1
2011000756619,811,1,1,1
2011000756872,807,1,1,1
2011000757811,101,1,1,2
2011000757978,905,1,1,1
2011000759893,905,1,1,1
2011000760208,811,1,1,1
2011000760368,300,1,1,2
2011000760704,400,1,1,1
2011000761071,200,1,1,2
2011000761674,1000,1,1,1
2011000762921,901,1,1,2
2011000763470,813,1,1,2
2011000764826,1000,1,1,1
2011000764852,816,1,1,1
2011000765092,600,1,1,1
2011000765513,102,1,1,2
2011000766252,502,1,1,1
2011000766843,400,1,1,1
2011000767223,901,1,1,2
2011000767756,200,1,1,1
2011000769824,400,1,1,1
2011000770258,501,1,1,2
2011000770422,200,1,1,2
2011000771034,501,1,1,1
2011000771293,820,1,1,1
2011000771844,700,1,1,2
2011000772408,814,1,1,1
2011000773938,901,1,1,2
2011000774875,700,1,1,2
2011000775005,807,1,1,2
2011000775471,901,1,1,2
2011000776713,200,1,1,1
2011000776885,812,1,1,1
2011000777384,400,1,1,1
2011000777460,811,1,1,2
2011000777930,400,1,1,1
2011000778399,905,1,1,1
2011000778708,501,1,1,1
2011000779134,903,1,1,2
2011000780490,300,1,1,2
2011000780705,816,1,1,2
2011000781631,600,1,1,1
2011000782820,813,1,1,2
2011000783125,1000,1,1,1
2011000784073,803,1,1,2
2011000784802,700,1,1,2
2011000785183,400,1,1,1
2011000785249,812,1,1,1
2011000785504,200,1,1,1
2011000786216,600,1,1,2
2011000787185,822,1,1,2
2011000787271,812,1,1,1
2011000787992,300,1,1,2
2011000788019,400,1,1,1
2011000788235,200,1,1,2
2011000788993,103,1,1,2
2011000789957,400,1,1,1
2011000790255,810,1,1,2
2011000790478,901,1,1,2
2011000791563,819,1,1,1
2011000791744,816,1,1,1
2011000793714,200,1,1,2
2011000794928,101,1,1,1
2011000795265,801,1,1,2
2011000796040,905,1,1,1
2011000796243,101,1,1,1
2011000796749,812,1,1,1
2011000797182,200,1,1,2
2011000798251,817,1,1,1
2011000798345,812,1,1,1
2011000798542,1000,1,1,1
2011000798797,502,1,1,1
2011000799156,815,1,1,1
2011000799214,502,1,1,1
2011000799919,802,1,1,1
2011000799966,905,1,1,1
2011000800760,600,1,1,1
2011000801472,1000,1,1,1
2011000801866,300,1,1,2
2011000802184,300,1,1,1
2011000802509,803,1,1,2
2011000804085,813,1,1,2
2011000804250,700,1,1,2
2011000806352,1000,1,1,1
2011000806885,400,1,1,1
2011000806947,502,1,1,2
2011000807379,101,1,1,2
2011000807894,400,1,1,1
2011000808077,905,1,1,1
2011000809327,501,1,1,1
2011000809333,901,1,1,2
2011000809519,103,1,1,1
2011000810940,901,1,1,2
2011000811322,400,1,1,2
2011000812865,801,1,1,2
2011000813239,1000,1,1,1
2011000813259,805,1,1,1
2011000813504,101,1,1,2
2011000814917,400,1,1,2
2011000816239,819,1,1,2
2011000818199,200,1,1,1
2011000818359,814,1,1,2
2011000819778,400,1,1,1
2011000819982,1000,1,1,1
2011000822578,1000,1,1,1
2011000823045,400,1,1,1
2011000823241,804,1,1,1
2011000825855,815,1,1,2
2011000825882,502,1,1,2
2011000825885,400,1,1,1
2011000826279,600,1,1,2
2011000827032,812,1,1,1
2011000827310,1000,1,1,1
2011000827662,801,1,1,1
2011000827726,903,1,1,1
2011000829014,810,1,1,1
2011000829225,901,1,1,2
2011000830010,901,1,1,2
2011000830882,820,1,1,1
2011000830894,820,1,1,2
2011000833190,1000,1,1,1
2011000834621,400,1,1,1
2011000835401,1000,1,1,1
2011000835576,813,1,1,2
2011000836177,808,1,1,2
2011000836571,1000,1,1,1
2011000836879,600,1,1,1
2011000837164,901,1,1,2
2011000837836,200,1,1,2
2011000838236,819,1,1,1
2011000839114,200,1,1,2
2011000839225,803,1,1,1
2011000839236,816,1,1,1
2011000839462,809,1,1,1
2011000840214,820,1,1,2
2011000840218,700,1,1,1
2011000840472,812,1,1,1
2011000840633,400,1,1,2
2011000841084,200,1,1,2
2011000841490,820,1,1,1
2011000841984,803,1,1,2
2011000843366,903,1,1,1
2011000843570,803,1,1,2
2011000846902,901,1,1,2
2011000848165,400,1,1,1
2011000848413,200,1,1,2
2011000849530,300,1,1,2
2011000850076,803,1,1,2
2011000850480,803,1,1,2
2011000851250,901,1,1,2
2011000851305,903,1,1,1
2011000852253,901,1,1,2
2011000852729,1000,1,1,1
2011000853755,101,1,1,2
2011000854247,101,1,1,2
2011000856720,501,1,1,2
2011000857920,807,1,1,2
2011000858064,300,1,1,1
2011000858194,802,1,1,1
2011000858744,901,1,1,2
2011000859024,903,1,1,1
2011000860123,812,1,1,1
2011000860231,101,1,1,2
2011000861445,901,1,1,2
2011000862525,812,1,1,2
2011000862594,300,1,1,1
2011000862858,820,1,1,2
2011000863111,803,1,1,1
2011000863180,811,1,1,1
2011000863519,812,1,1,1
2011000864359,200,1,1,2
2011000864579,400,1,1,1
2011000864747,818,1,1,1
2011000865160,400,1,1,1
2011000865366,802,1,1,1
2011000867017,1000,1,1,1
2011000867155,1000,1,1,1
2011000867339,818,1,1,1
2011000867493,822,1,1,1
2011000869512,803,1,1,1
2011000870731,700,1,1,2
2011000872412,1000,1,1,1
2011000872777,903,1,1,2
2011000872869,816,1,1,2
2011000873109,812,1,1,2
2011000873150,807,1,1,1
2011000873515,815,1,1,1
2011000873695,1000,1,1,2
2011000873874,400,1,1,1
2011000874114,803,1,1,2
2011000874406,1000,1,1,1
2011000876327,400,1,1,1
2011000876457,400,1,1,1
2011000876799,817,1,1,1
2011000877543,901,1,1,2
2011000877620,804,1,1,1
2011000877624,400,1,1,1
2011000879237,1000,1,1,1
2011000879501,901,1,1,2
2011000879943,103,1,1,2
2011000881592,903,1,1,2
2011000882714,807,1,1,1
2011000882756,400,1,1,1
2011000883176,808,1,1,1
2011000883248,502,1,1,1
2011000886253,300,1,1,2
2011000886356,803,1,1,1
2011000886421,300,1,1,2
2011000886716,812,1,1,1
2011000887256,400,1,1,1
2011000887411,1000,1,1,1
2011000887743,812,1,1,1
2011000888330,903,1,1,1
2011000890323,400,1,1,1
2011000891709,805,1,1,1
2011000892393,821,1,1,1
2011000892935,502,1,1,2
2011000892956,600,1,1,2
2011000893689,300,1,1,1
2011000893919,901,1,1,2
2011000894581,200,1,1,2
2011000895863,807,1,1,1
2011000896059,803,1,1,2
2011000896088,903,1,1,1
2011000896574,700,1,1,2
2011000896891,400,1,1,1
2011000897285,600,1,1,1
2011000899367,103,1,1,1
2011000899450,901,1,1,2
2011000899988,501,1,1,1
2011000900001,812,1,1,2
2011000900620,1000,1,1,1
2011000900999,803,1,1,1
2011000901261,502,1,1,1
2011000902582,102,1,1,1
2011000902785,400,1,1,1
2011000904505,803,1,1,2
2011000904889,814,1,1,1
2011000904991,1000,1,1,1
2011000905091,1000,1,1,1
2011000905179,400,1,1,1
2011000907388,901,1,1,2
2011000909972,103,1,1,1
2011000910165,812,1,1,2
2011000911568,905,1,1,1
2011000913300,816,1,1,2
2011000914509,903,1,1,1
2011000915184,501,1,1,2
2011000915534,803,1,1,2
2011000916469,901,1,1,2
2011000917097,803,1,1,2
2011000917696,103,1,1,1
2011000917869,502,1,1,1
2011000917883,803,1,1,1
2011000918480,103,1,1,2
2011000918584,803,1,1,2
2011000918806,400,1,1,1
2011000920174,501,1,1,1
2011000921232,502,1,1,1
2011000921527,901,1,1,2
2011000922756,902,1,1,2
2011000923345,814,1,1,2
2011000923512,808,1,1,2
2011000923539,803,1,1,2
2011000923615,400,1,1,1
2011000924032,1000,1,1,1
2011000924167,502,1,1,1
2011000924489,808,1,1,2
2011000924971,820,1,1,2
2011000925647,1000,1,1,1
2011000925906,1000,1,1,2
2011000925934,901,1,1,2
2011000926222,1000,1,1,1
2011000927115,1000,1,1,1
2011000927817,200,1,1,2
2011000932440,814,1,1,2
2011000932773,1000,1,1,1
2011000932781,600,1,1,2
2011000933597,901,1,1,2
2011000933909,101,1,1,1
2011000934316,903,1,1,2
2011000935739,700,1,1,2
2011000936259,400,1,1,1
2011000936352,103,1,1,1
2011000936680,814,1,1,2
2011000936999,901,1,1,2
2011000937347,805,1,1,1
2011000937834,200,1,1,2
2011000938419,400,1,1,1
2011000939536,812,1,1,2
2011000939727,810,1,1,2
2011000941436,400,1,1,1
2011000942167,200,1,1,2
2011000943070,400,1,1,1
2011000943101,1000,1,1,1
2011000943167,300,1,1,2
2011000943284,803,1,1,1
2011000944740,814,1,1,1
2011000946486,803,1,1,2
2011000946862,400,1,1,1
2011000948047,812,1,1,2
2011000949482,700,1,1,1
2011000949846,1000,1,1,1
2011000950686,300,1,1,2
2011000950742,400,1,1,1
2011000952498,400,1,1,1
2011000952563,903,1,1,2
2011000953352,803,1,1,2
2011000953575,200,1,1,2
2011000954057,813,1,1,1
2011000954775,400,1,1,1
2011000955196,803,1,1,2
2011000955553,400,1,1,2
2011000955654,901,1,1,2
2011000956488,200,1,1,1
2011000957749,1000,1,1,1
2011000960151,600,1,1,2
2011000960375,803,1,1,2
2011000962135,903,1,1,1
2011000962430,803,1,1,2
2011000963042,814,1,1,2
2011000963117,502,1,1,1
2011000963473,102,1,1,1
2011000963491,502,1,1,1
2011000963970,812,1,1,1
2011000964060,901,1,1,2
2011000964622,300,1,1,2
2011000964861,818,1,1,1
2011000965189,901,1,1,2
2011000965995,810,1,1,1
2011000967101,200,1,1,2
2011000967625,803,1,1,2
2011000968033,400,1,1,1
2011000968629,200,1,1,1
2011000969185,818,1,1,1
2011000969288,803,1,1,2
2011000969298,400,1,1,1
2011000970401,400,1,1,1
2011000970783,400,1,1,1
2011000971012,400,1,1,1
2011000971086,501,1,1,1
2011000971321,400,1,1,1
2011000971401,805,1,1,1
2011000971660,903,1,1,1
2011000973547,600,1,1,1
2011000974059,903,1,1,1
2011000974060,803,1,1,2
2011000974178,400,1,1,1
2011000974318,803,1,1,2
2011000974376,901,1,1,2
2011000974844,803,1,1,2
2011000975490,600,1,1,2
2011000975538,806,1,1,1
2011000975600,815,1,1,1
2011000976173,813,1,1,2
2011000976304,901,1,1,2
2011000976683,812,1,1,2
2011000977295,807,1,1,1
2011000978662,818,1,1,1
2011000978970,803,1,1,2
2011000979971,300,1,1,1
2011000980799,400,1,1,1
2011000980844,802,1,1,1
2011000981448,807,1,1,1
2011000984682,502,1,1,2
2011000984878,801,1,1,1
2011000985236,905,1,1,1
2011000985622,700,1,1,2
2011000985844,300,1,1,2
2011000985977,101,1,1,2
2011000986544,1000,1,1,1
2011000986569,300,1,1,1
2011000987168,801,1,1,1
2011000988801,1000,1,1,1
2011000989635,818,1,1,1
2011000990642,400,1,1,1
2011000990787,501,1,1,1
2011000990884,901,1,1,2
2011000991420,817,1,1,1
2011000993178,901,1,1,2
2011000994113,811,1,1,1
2011000994239,502,1,1,1
2011000994272,600,1,1,2
2011000995073,400,1,1,1
2011000995633,300,1,1,2
2011000996115,812,1,1,2
2011000996627,1000,1,1,1
2011000997485,801,1,1,1
2011000997501,903,1,1,2
2011000997580,902,1,1,1
2011000997700,903,1,1,2
2011000997784,200,1,1,1
2011000997981,812,1,1,1
2011000998012,400,1,1,1
2011000998790,1000,1,1,1
2011000999266,901,1,1,2
2011000999363,1000,1,1,1
2011000999528,813,1,1,2
2011001000578,809,1,1,1
2011001000680,600,1,1,1
2011001001634,901,1,1,2
2011001002363,1000,1,1,1
2011001002377,818,1,1,1
2011001002382,1000,1,1,1
2011001002712,1000,1,1,1
2011001003055,102,1,1,2
2011001003582,502,1,1,1
2011001003998,901,1,1,2
2011001005070,902,1,1,2
2011001005692,803,1,1,2
2011001006015,817,1,1,2
2011001006497,807,1,1,2
2011001006877,902,1,1,2
2011001007473,200,1,1,2
2011001007702,501,1,1,2
2011001008181,501,1,1,2
2011001008491,502,1,1,1
2011001008576,803,1,1,2
2011001009323,600,1,1,1
2011001009781,1000,1,1,1
2011001009820,814,1,1,2
2011001009920,812,1,1,1
2011001010427,805,1,1,1
2011001010553,901,1,1,2
2011001010830,801,1,1,1
2011001010904,400,1,1,1
2011001012513,400,1,1,1
2011001014055,903,1,1,1
2011001014346,803,1,1,2
2011001015538,803,1,1,2
2011001016496,808,1,1,1
2011001016600,400,1,1,1
2011001016620,1000,1,1,1
