varialbe_names,ptotals,psex,psex,page,page,page,page,page,page,page,page,page,pqat,pqat
variable_categories,1,1,2,1,2,3,4,5,6,7,8,9,1,2
geo,,,,,,,,,,,,,,
1013002,734.2829161,371.8058432,362.4770729,86.84513648,128.2530347,20.61821848,34.93523506,178.3625927,161.4307917,82.08708606,33.9064674,7.844353394,104.4434847,629.839623
1013004,2592.520062,1312.728496,1279.791567,306.6226297,452.8207838,72.79638938,123.3452336,629.7417384,569.9609197,289.8234629,119.7129813,27.69592361,368.7568151,2223.763924
1013008,442.9813962,224.3046487,218.6767475,52.39231224,77.37304947,12.43864866,21.07588079,107.6033619,97.38867123,49.52185486,20.45524135,4.732375686,63.00912042,379.9723914
1013007,76.15726009,38.56240379,37.59485631,9.007274311,13.30195693,2.138449627,3.623360594,18.49914532,16.74303803,8.513785936,3.516660405,0.813588943,10.83251354,65.32476643
1013013,299.5518897,151.6787882,147.8731015,35.42861229,52.32103059,8.411235198,14.251885,72.76330491,65.8559496,33.48755801,13.83219759,3.20011651,42.60788659,256.9440813
1013010,120.5823285,61.05713933,59.52518915,14.26151766,21.0614318,3.385878576,5.736987607,29.29031342,26.50981022,13.48016107,5.568045641,1.288182493,17.15147977,103.4308802
1013017,20.94324653,10.60466104,10.33858548,2.477000436,3.658038156,0.588073647,0.996424163,5.087264962,4.604335459,2.341291132,0.967081611,0.223736959,2.978941223,17.96431077
1013016,123.7555477,62.66390616,61.0916415,14.63682076,21.61568001,3.474980643,5.887960965,30.06111114,27.2074368,13.83490215,5.714573158,1.322082033,17.6028345,106.1527454
1013015,563.5637247,285.361788,278.2019367,66.6538299,98.43448128,15.82452724,26.8128684,136.8936753,123.8984814,63.00201592,26.023287,6.02055818,80.16060019,483.4032716
1013011,1124.588874,569.4381626,555.1507114,133.0074173,196.425564,31.57777282,53.50495811,273.1707125,247.2388616,125.720239,51.92935198,12.01399673,159.9601166,964.629051
1013014,1893.142557,958.5970875,934.5454697,223.9058273,330.6644793,53.15829364,90.07070543,459.8579206,416.2040205,211.6385287,87.41831656,20.22446515,269.2782324,1623.864819
1013012,217.0481913,109.9028508,107.1453405,25.67073179,37.91057725,6.094581436,10.32657769,52.72256415,47.7176584,24.26428992,10.02248215,2.318728488,30.87266359,186.1755843
1013005,673.357108,340.9559202,332.4011878,79.63931703,117.6114692,18.90745878,32.03654659,163.5632765,148.0363613,75.27605732,31.09313908,7.19348224,95.77747388,577.5798099
1013009,312.8794102,158.4272089,154.4522013,37.0048853,54.64887305,8.785463883,14.88597311,76.00065534,68.78598125,34.97747055,14.44761316,3.342494575,44.50357646,268.3759154
1042013,215.3524976,109.0442324,106.3082652,25.47017865,37.61440006,6.046967389,10.24590108,52.31066799,47.34486317,24.07472463,9.944181298,2.300613372,161.4374229,53.91516986
1042012,1286.241736,651.291461,634.950275,152.1264306,224.6605531,36.11688704,61.19597284,312.4373534,282.7779555,143.7917644,59.39388284,13.74093623,964.2216986,322.0206054
1042010,1234.03507,624.8564955,609.1785743,145.9518419,215.5419106,34.65095555,58.71211803,299.7559793,271.3004129,137.9554675,56.98317223,13.18321178,925.0853536,308.9502612
1042005,106.3710822,53.86124208,52.50984009,12.5807246,18.57923397,2.986835407,5.060854172,25.83829964,23.38549302,11.8914549,4.911822884,1.136363575,79.74030282,26.63082632
1042006,387.6344958,196.2796184,191.3548774,45.84632156,67.7059201,10.8845413,18.44262195,94.15920238,85.22075371,43.33450434,17.89952634,4.14110407,290.5873612,97.04730575
1042007,409.8223288,207.5144787,202.3078502,48.47052179,71.58134314,11.50756218,19.49826025,99.54878636,90.09870931,45.81493052,18.92407835,4.378136963,307.2203078,102.602202
1042004,317.1554965,160.592415,156.5630815,37.51062673,55.39575281,8.90553379,15.08941796,77.03934741,69.72607122,35.45550355,14.645067,3.388176057,237.7532955,79.40234107
1042002,584.7146603,296.0716129,288.6430474,69.15539415,102.1287953,16.41843267,27.81917385,142.0313895,128.548477,65.36652507,26.99995892,6.246513884,438.3270634,146.3878551
1042001,680.6444092,344.6458619,335.9985473,80.501201,118.8843008,19.11208178,32.38325706,165.3334143,149.6384615,76.09072059,31.42963968,7.271332568,510.2400972,170.4046126
1042003,497.2684946,251.7930458,245.4754488,58.81295797,86.85506922,13.96299742,23.65871705,120.7900879,109.3235931,55.59072779,22.96201863,5.312325423,372.7736856,124.4950286
1042009,1590.345566,805.2751346,785.0704313,188.0934102,277.7766453,44.65593796,75.6644271,386.3063573,349.6346411,177.7881937,73.43627219,16.98968118,1192.190908,398.1553604
1042011,39.15499957,19.82622408,19.32877549,4.630941572,6.838981828,1.099448616,1.862891106,9.511030544,8.60815694,4.377222661,1.808032963,0.41829334,29.35225871,9.802758156
1042008,267.5591637,135.4791979,132.0799659,31.64476741,46.73304249,7.512898877,12.72975589,64.99204205,58.82240576,29.91102152,12.35489192,2.858337826,200.5737678,66.98551407
3090046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090037,830.5190112,405.2201032,425.298908,104.5288714,169.0740215,33.98616311,50.55084766,178.2131578,169.0740215,87.10739285,28.27420293,9.710332318,502.3602638,328.1587474
3090039,2002.173297,976.8841641,1025.289133,251.9929252,407.5951141,81.93212597,121.8654311,429.6272824,407.5951141,209.9941044,68.16202076,23.40917885,1211.064758,791.1085385
3090036,1355.121996,661.1801389,693.9418572,170.5552443,275.8707777,55.45375431,82.48163456,290.7827117,275.8707777,142.1293703,46.1337956,15.8439298,819.6795428,535.4424532
3090035,995.9675716,485.9444236,510.023148,125.3521772,202.7554341,40.75658219,60.62113486,213.7151873,202.7554341,104.4601476,33.90673645,11.64473777,602.4359771,393.5315945
3090028,1201.549694,586.2503861,615.2993077,151.2266808,244.6070903,49.16933066,73.13421451,257.8290952,244.6070903,126.022234,40.90557761,14.04838019,726.7874822,474.7622115
3090021,294.4492944,143.6653127,150.7839817,37.05929909,59.94291,12.04933495,17.92212005,63.1830673,59.94291,30.88274924,10.02423664,3.442667129,178.1050442,116.3442502
3090026,357.1067938,174.2366519,182.8701419,44.945353,72.69849447,14.6133798,21.73586743,76.62814282,72.69849447,37.45446083,12.15734958,4.175251371,216.0050049,141.1017888
3090027,494.2980506,241.1738977,253.1241528,62.21220306,100.6273886,20.22746493,30.08622935,106.0667069,100.6273886,51.84350255,16.82789099,5.779275694,298.9885791,195.3094715
3090029,380.4497837,185.6259743,194.8238094,47.88329465,77.45057495,15.5686122,23.15667528,81.63709252,77.45057495,39.90274554,12.95203872,4.448174913,230.1245982,150.3251856
3090034,522.9648803,255.1607849,267.8040954,65.82020158,106.4632769,21.40055734,31.83108109,112.2180486,106.4632769,54.85016798,17.80382502,6.114444956,316.3284304,206.6364499
3090055,929.2148109,453.3749577,475.8398531,116.9506949,189.1661513,38.02495271,56.55812294,199.3913487,189.1661513,97.45891242,31.63420436,10.8642722,562.0588947,367.1559161
3090056,471.7741129,230.1842007,241.5899122,59.37734708,96.04204774,19.30574946,28.71527441,101.2335098,96.04204774,49.48112257,16.06108569,5.515928417,285.3644102,186.4097027
3090054,429.5929205,209.6034952,219.9894253,54.06843497,87.45495493,17.57962776,26.1478497,92.18224979,87.45495493,45.05702914,14.62506848,5.02275079,259.8500576,169.7428629
3090053,428.3643421,209.0040572,219.3602849,53.91380646,87.20484543,17.52935237,26.07307034,91.91862086,87.20484543,44.92817205,14.58324273,5.008386393,259.1069211,169.257421
3090050,1456.684479,710.7336821,745.9507966,183.3378677,296.5464964,59.60985315,88.66339503,312.5760367,296.5464964,152.7815564,49.59139044,17.03138662,881.1121589,575.5723198
3090040,6.552418234,3.197002787,3.355415447,0.824685376,1.33391733,0.268135409,0.398823256,1.406020969,1.33391733,0.687237813,0.223070635,0.076610117,3.963394586,2.589023648
3090014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090031,4225.490709,2061.667172,2163.823537,531.8189819,860.209938,172.913822,257.191147,906.7077725,860.209938,443.1824849,143.8526754,49.40394914,2555.894084,1669.596625
3090006,109.7530054,53.54979668,56.20320874,13.81348005,22.34311527,4.491268104,6.680289532,23.55085123,22.34311527,11.51123338,3.736433128,1.283219458,66.38685932,43.36614611
3090017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090030,189.2010765,92.31345547,96.88762104,23.81279024,38.51686289,7.74240994,11.51602151,40.59885548,38.51686289,19.84399186,6.441164572,2.212117126,114.4430187,74.75805784
3090022,964.4340589,470.5588477,493.8752112,121.3833788,196.335957,39.46618054,58.70179794,206.9487114,196.335957,101.1528157,32.83320902,11.27605158,583.3621406,381.0719182
3090020,172.4105048,84.12113583,88.28936896,21.69953396,35.09869974,7.055312954,10.49403691,36.99592675,35.09869974,18.08294497,5.869546071,2.015803701,104.28682,68.12368474
3090018,123.6768942,60.3434276,63.33346657,15.56593647,25.1776896,5.061055848,7.527788951,26.53864579,25.1776896,12.97161373,4.210458227,1.446015957,74.80907281,48.86782136
3090016,115.0768452,56.14736145,58.92948379,14.48353692,23.4269231,4.709128124,7.004333428,24.69324327,23.4269231,12.0696141,3.917678019,1.345465178,69.60711742,45.46972782
3090051,571.6984909,278.9384932,292.7599978,71.95379907,116.384287,23.39481445,34.79732906,122.6753296,116.384287,59.96149922,19.46291286,6.6842327,345.8061776,225.8923133
3090041,5646.546413,2755.017152,2891.529262,710.6726229,1149.503259,231.0656889,343.6859406,1211.63857,1149.503259,592.2271857,192.2311193,66.01876825,3415.455285,2231.091129
3090047,685.5467578,334.4864166,351.0603412,86.28270748,139.5611006,28.05366719,41.72688312,147.1049439,139.5611006,71.90225623,23.33876514,8.015333481,414.6701586,270.8765992
3090052,332.5352254,162.2478914,170.287334,41.85278284,67.69630448,13.60787202,20.24028023,71.35556418,67.69630448,34.87731903,11.3208347,3.887963433,201.1422752,131.3929501
3090049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090042,21.29535926,10.39025906,10.9051002,2.680227472,4.335231321,0.87144008,1.296175581,4.56956815,4.335231321,2.233522894,0.724979562,0.24898288,12.8810324,8.414326857
3090033,774.0044039,377.6459542,396.3584497,97.41596005,157.5689846,31.67349521,47.11099708,166.086227,157.5689846,81.17996671,26.3502187,9.04957006,468.1759855,305.8284184
3090025,1043.472604,509.1226938,534.34991,131.3311461,212.4263348,42.70056391,63.51260346,223.9088393,212.4263348,109.4426218,35.52399855,12.20016112,631.1705878,412.302016
3090023,260.868151,127.2806735,133.5874775,32.83278654,53.10658369,10.67514098,15.87815087,55.97720983,53.10658369,27.36065545,8.880999637,3.050040279,157.792647,103.075504
3090024,282.1635102,137.6709325,144.4925777,35.51301401,57.44181501,11.54658106,17.17432645,60.54677798,57.44181501,29.59417834,9.605979199,3.299023159,170.6736794,111.4898308
3090019,2.047630698,0.999063371,1.048567327,0.25771418,0.416849166,0.083792315,0.124632267,0.439381553,0.416849166,0.214761817,0.069709573,0.023940662,1.238560808,0.80906989
3090015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090032,640.9084085,312.7068351,328.2015734,80.66453835,130.4737888,26.22699471,39.00989969,137.526426,130.4737888,67.22044863,21.81909644,7.49342706,387.669533,253.2388756
3090038,319.4303889,155.8538859,163.5765031,40.20341209,65.02846982,13.0716012,19.44263371,68.54352224,65.02846982,33.5028434,10.87469343,3.734743199,193.2154861,126.2149028
3090043,1453.40827,709.1351807,744.2730889,182.925525,295.8795377,59.47578545,88.4639834,311.8730262,295.8795377,152.4379375,49.47985512,16.99308156,879.1304616,574.277808
3090045,4280.776738,2088.641883,2192.134854,538.7772648,871.4648654,175.1762145,260.5562182,918.5710744,871.4648654,448.981054,145.7348339,50.050347,2589.335226,1691.441512
3090048,82.72428021,40.36216019,42.36212002,10.41165287,16.84070629,3.385209541,5.035143603,17.75101474,16.84070629,8.676377395,2.816266761,0.967202726,50.03785665,32.68642356
3090044,1571.761324,766.8810435,804.8802804,197.8214046,319.9734195,64.31898128,95.66772845,337.26928,319.9734195,164.8511705,53.50906846,18.37685179,950.7192764,621.0420476
914002104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914002101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914002102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914002207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914002208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914002103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914002105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914002206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093001,41.14150943,20.07343176,21.06807767,5.178057927,8.375437959,1.683576211,2.504142768,8.828164335,8.375437959,4.315048273,1.400622226,0.481021775,41.14150943,0
3093005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094002,3.358490566,1.638647491,1.719843075,0.422698606,0.683709221,0.137434793,0.204419818,0.720666476,0.683709221,0.352248839,0.114336508,0.039267084,3.358490566,0
1017010,845.920156,428.3336164,417.5865396,100.0487003,147.7520786,23.7529244,40.24663906,205.4800799,185.9740401,94.5672562,39.06146196,9.036975397,4.34641182,841.5739886
1017008,1037.223654,525.2005826,512.0230716,122.6745548,181.1659763,29.12461049,49.34835249,251.9490733,228.0317736,115.9534908,47.89514947,11.08067301,5.329345941,1031.894608
1017011,586.6142424,297.0334707,289.5807717,69.3800616,102.4605846,16.47177178,27.90955094,142.4928116,128.9660967,65.5788835,27.08767459,6.266807144,3.014075334,583.6003366
1017009,314.604581,159.3007531,155.3038279,37.20892476,54.95019885,8.833905631,14.96805216,76.4197117,69.16525697,35.17033115,14.52727516,3.360924595,1.61646588,312.988206
1017001,59.03506389,29.89254036,29.14252353,6.982197282,10.31131997,1.657668753,2.808731878,14.34004091,12.97875368,6.599658339,2.726020755,0.630672311,0.303327327,58.73175362
1017002,357.1995005,180.8687885,176.330712,42.24671267,62.390012,10.02994511,16.99460554,86.7663235,78.52967419,39.93210995,16.4941509,3.815966643,1.835322305,355.3642814
1017003,1.494558579,0.756773174,0.737785406,0.176764488,0.261046075,0.041966298,0.071107136,0.36303901,0.328576043,0.167079958,0.069013184,0.015966388,0.007679173,1.486879838
1017007,8.967351477,4.540639043,4.426712434,1.060586929,1.566276452,0.251797785,0.426642817,2.178234063,1.971456256,1.002479748,0.414079102,0.095798326,0.046075037,8.921279031
1017005,382.6069963,193.7339325,188.8730639,45.25170897,66.82779528,10.74337217,18.20342685,92.93798668,84.11546691,42.77246924,17.66737502,4.087395232,1.965868243,380.6412386
1017006,677.0350365,342.8182477,334.2167888,80.07431313,118.2538721,19.01073278,32.21153268,164.4566717,148.8449473,75.68722095,31.26297221,7.232773595,3.47866529,673.5565668
1017012,232.4038591,117.6782285,114.7256306,27.48687791,40.59266471,6.525759266,11.05715967,56.45256613,51.09357463,25.98093346,10.73155006,2.482773276,1.194111374,231.2098149
1017004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020002,215.705,109.2227228,106.4822772,25.51186982,37.67596964,6.056865441,10.26267221,52.39629335,47.42236019,24.11413164,9.960458552,2.304379159,134.4655255,81.2395883
1020003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911002203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056065,1236.62189,587.0054372,649.6164524,160.217223,232.9127989,44.7970544,80.98542219,311.3474991,232.9127989,115.898429,45.43473489,12.1159293,313.023828,923.5980616
2056071,2246.529766,1066.393211,1180.136555,291.0612885,423.1249179,81.38131549,147.123517,565.6146233,423.1249179,210.5488127,82.53976838,22.0106049,568.6599542,1677.869812
2056069,2110.976982,1002.048384,1108.928598,273.499016,397.5940919,76.47086915,138.2462688,531.4861475,397.5940919,197.8445618,77.55942244,20.68251265,534.3477269,1576.629255
2056067,1755.051836,833.0961782,921.9556574,227.3852127,330.5570107,63.57735798,114.937003,441.8739506,330.5570107,164.4866165,64.48237375,17.19529967,444.2530482,1310.798787
2056061,2623.065277,1245.128841,1377.936436,339.8453789,494.0438791,95.02144424,171.7825398,660.4159452,494.0438791,245.8383984,96.37406266,25.69975004,663.9716967,1959.093581
2056057,2611.174682,1239.484558,1371.690124,338.3048286,491.804333,94.59070333,171.0038338,657.4222192,491.804333,244.7239905,95.93719021,25.58325072,660.9618522,1950.21283
2056058,1754.259129,832.7198927,921.5392366,227.2825093,330.4077076,63.54864192,114.8850893,441.6743689,330.4077076,164.4123227,64.45324892,17.18753304,444.0523919,1310.206737
2056047,79.27063395,37.62855367,41.64208028,10.27033481,14.93030762,2.871606051,5.191373217,19.95817302,14.93030762,7.429386474,2.912483006,0.776662135,20.06563,59.20500395
2056009,3.963531698,1.881427683,2.082104014,0.51351674,0.746515381,0.143580303,0.259568661,0.997908651,0.746515381,0.371469324,0.14562415,0.038833107,1.0032815,2.960250198
2056014,3205.704437,1521.69871,1684.005727,415.3323397,603.7816401,116.1277487,209.9391329,807.1085169,603.7816401,300.444389,117.7808128,31.40821673,811.4540772,2394.25036
2056024,1873.16508,889.1627232,984.002357,242.6880116,352.803169,67.85605099,122.6721491,471.6116284,352.803169,175.5564024,68.82197343,18.35252625,474.1508369,1399.014243
2056018,1602.059512,760.4730697,841.5864425,207.5634665,301.741517,58.0351583,104.9176527,403.3546767,301.741517,150.1479006,58.86128155,15.69634175,405.5263823,1196.53313
2056053,854.537434,405.6358086,448.9016254,110.7142093,160.9487161,30.95591323,55.96300328,215.1491051,160.9487161,80.08878619,31.3965668,8.372417814,216.3074914,638.2299426
2056050,960.7600835,456.0580705,504.702013,124.4764579,180.9553283,34.80386534,62.91944339,241.893057,180.9553283,90.04416407,35.29929403,9.413145075,243.1954356,717.5646479
2056042,1639.31671,778.1584899,861.1582202,212.3905239,308.7587616,59.38481314,107.3575981,412.735018,308.7587616,153.6397123,60.23014856,16.06137295,414.9572284,1224.359482
2056039,893.3800446,424.0737999,469.3062448,115.7466733,168.2645669,32.3630002,58.50677616,224.9286099,168.2645669,83.72918557,32.82368348,8.75298226,226.1396501,667.2403945
2056037,9.512476074,4.51542644,4.997049634,1.232440177,1.791636914,0.344592726,0.622964786,2.394980762,1.791636914,0.891526377,0.349497961,0.093199456,2.4078756,7.104600474
2056031,474.038391,225.0187509,249.0196401,61.41660216,89.28323956,17.17220419,31.04441184,119.3498747,89.28323956,44.42773112,17.41664837,4.644439567,119.9924674,354.0459236
2056029,1619.499052,768.7513515,850.7477001,209.8229402,305.0261847,58.66691163,106.0597548,407.7454748,305.0261847,151.7823657,59.50202781,15.86720742,409.9408209,1209.558231
2056020,1070.153558,507.9854745,562.1680838,138.6495199,201.5591529,38.76668169,70.08353843,269.4353358,201.5591529,100.2967174,39.31852058,10.48493882,270.886005,799.2675533
2056017,1016.249527,482.398058,533.8514692,131.6656923,191.4065437,36.81398958,66.55340465,255.8637781,191.4065437,95.2447346,37.33803213,9.956808569,257.2413766,759.0081507
2056010,413.7927092,196.4210502,217.3716591,53.61114771,77.93620577,14.98978359,27.09896819,104.1816632,77.93620577,38.7813974,15.20316129,4.054176344,104.7425886,309.0501206
2056006,822.0364741,390.2081016,431.8283725,106.503372,154.82729,29.77855475,53.83454026,206.9662542,154.82729,77.04273774,30.20244877,8.053986339,208.0805831,613.955891
2056003,998.0172814,473.7434907,524.2737907,129.3035153,187.9725729,36.15352019,65.35938881,251.2733983,187.9725729,93.53597571,36.66816104,9.778176278,252.6262817,745.3909997
2056032,953.6257264,452.6715006,500.9542258,123.5521278,179.6116007,34.5454208,62.4522198,240.0968214,179.6116007,89.37551929,35.03717056,9.343245483,241.3895289,712.2361975
2056030,956.7965518,454.1766428,502.619909,123.9629412,180.208813,34.66028504,62.65987473,240.8951483,180.208813,89.67269475,35.15366988,9.374311968,242.1921541,714.6043977
2056019,231.4702511,109.8753767,121.5948744,29.98937764,43.59649825,8.38508967,15.15880979,58.27786521,43.59649825,21.69380851,8.504450377,2.267853434,58.5916396,172.8786115
2056011,1372.96738,651.7265496,721.2408305,177.8821989,258.592928,49.73621681,89.91458412,345.6755567,258.592928,128.6769737,50.44420566,13.45178818,347.5367116,1025.430668
2056066,37.25719796,17.68542022,19.57177773,4.827057361,7.017244581,1.349654844,2.439945412,9.380341319,7.017244581,3.491811643,1.368867013,0.365031203,9.430846099,27.82635186
2056060,4.756238037,2.25771322,2.498524817,0.616220089,0.895818457,0.172296363,0.311482393,1.197490381,0.895818457,0.445763188,0.17474898,0.046599728,1.2039378,3.552300237
2056046,39.63531698,18.81427683,20.82104014,5.135167405,7.46515381,1.435803026,2.595686609,9.979086509,7.46515381,3.714693237,1.456241503,0.388331067,10.032815,29.60250198
2056055,3051.126701,1448.323031,1602.80367,395.3051868,574.6675403,110.5281169,199.8159551,768.1900795,574.6675403,285.9570854,112.1014709,29.89372557,772.3260987,2278.800602
2056040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056022,11004.3494,5223.59582,5780.753585,1425.727878,2072.625304,398.636352,720.66643,2770.593578,2072.625304,1031.34743,404.3108909,107.8162376,2785.510756,8218.838649
2056015,15008.30913,7124.214066,7884.09506,1944.48249,2826.755142,543.6811737,982.8826912,3778.680898,2826.755142,1406.605741,551.4204075,147.045442,3799.025728,11209.2834
2056012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056002,3963.531698,1881.427683,2082.104014,513.5167405,746.515381,143.5803026,259.5686609,997.9086509,746.515381,371.4693237,145.6241503,38.83310674,1003.2815,2960.250198
2056001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056008,2136.343585,1014.089521,1122.254064,276.7855231,402.3717903,77.38978308,139.9075082,537.8727628,402.3717903,200.2219655,78.49141701,20.93104453,540.7687285,1595.574856
2056041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056044,3739.195803,1774.938877,1964.256927,484.451693,704.2626104,135.4536574,244.8770747,941.4270213,704.2626104,350.44416,137.3818234,36.6351529,946.495767,2792.700036
2056043,2014.266809,956.1415487,1058.12526,260.9692075,379.3791166,72.96750976,131.9127935,507.1371764,379.3791166,188.7807103,74.00619318,19.73498485,509.8676583,1504.39915
2056045,1355.527841,643.4482678,712.0795728,175.6227252,255.3082603,49.10446348,88.77248202,341.2847586,255.3082603,127.0425087,49.8034594,13.28092251,343.122273,1012.405568
2056033,1741.575828,826.6993241,914.8765038,225.6392558,328.0188584,63.08918495,114.0544696,438.4810612,328.0188584,163.2236208,63.98725164,17.0632671,440.8418911,1300.733937
2056054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056051,1068.568146,507.2329035,561.3352422,138.4441132,201.2605467,38.70924957,69.97971097,269.0361723,201.2605467,100.1481297,39.26027092,10.46940558,270.4846924,798.0834533
2056072,106.2226495,50.42226192,55.80038758,13.76224865,20.00661221,3.847952109,6.956440111,26.74395184,20.00661221,9.955377876,3.902727228,1.040727261,26.8879442,79.33470529
2056048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056062,258.4222667,122.669085,135.7531817,33.48129148,48.67280284,9.361435727,16.92387669,65.06364404,48.67280284,24.21979991,9.494694599,2.53191856,65.4139538,193.0083129
2056059,991.6756307,470.7332064,520.9424243,128.4818885,186.7781483,35.9237917,64.94407895,249.6767445,186.7781483,92.94162479,36.4351624,9.716043307,251.0210313,740.6545994
2056016,1705.904043,809.766475,896.1375676,221.0176051,321.30022,61.79696222,111.7183516,429.4998834,321.30022,159.8803969,62.67663428,16.71376914,431.8123576,1274.091685
2056034,659.5316745,313.0695665,346.4621079,85.44918562,124.2201594,23.89176235,43.19222517,166.0519995,124.2201594,61.81249547,24.23185861,6.461828962,166.9460416,492.5856329
2056035,760.9980859,361.2341152,399.7639707,98.59521417,143.3309531,27.56741809,49.83718289,191.598461,143.3309531,71.32211015,27.95983686,7.455956495,192.630048,568.3680379
2056005,1114.545113,529.0574646,585.4876487,144.4009074,209.9201251,40.37478108,72.99070744,280.6119126,209.9201251,104.4571738,40.94951106,10.91986962,282.1227578,832.4223556
2056021,1648.829186,782.6739163,866.1552698,213.622964,310.5503985,59.72940587,107.9805629,415.1299988,310.5503985,154.5312387,60.57964652,16.15457241,417.365104,1231.464082
2056038,3372.965475,1601.094959,1771.870516,437.0027462,635.2845892,122.1868375,220.8929304,849.2202619,635.2845892,316.1203945,123.9261519,33.04697384,853.7925565,2519.172918
2056026,2750.690998,1305.710812,1444.980186,356.3806179,518.0816744,99.64472998,180.1406506,692.5486037,518.0816744,257.7997107,101.0631603,26.95017608,696.277361,2054.413637
2056023,1637.731297,777.4059188,860.3253786,212.1851172,308.4601554,59.32738102,107.2537707,412.3358546,308.4601554,153.4911246,60.1718989,16.04583971,414.5559158,1223.175382
2056056,944.9059567,448.5323597,496.3735969,122.4223909,177.9692668,34.22954413,61.88116875,237.9014224,177.9692668,88.55828677,34.71679743,9.257812648,239.1823096,705.7236471
2056052,806.1823473,382.6823908,423.4999565,104.449305,151.8412285,29.20423354,52.79626562,202.9746196,151.8412285,75.55686044,29.61995217,7.898653912,204.0674571,602.1148902
2056064,508.1247636,241.199029,266.9257346,65.83284613,95.70327184,18.40699479,33.27670232,127.931889,95.70327184,47.6223673,18.66901607,4.978404285,128.6206883,379.5040753
