variable_names,hhtotals,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hsize,hsize,hsize,hsize,hsize,hsize,hsize
variable_categories,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7
geo
5006.0,2445.3542783789394,50.54374000586391,0.0,38.50951619494393,0.0,0.0,0.0,0.0,0.0,247.90501050495155,125.15592763356776,317.7035086082874,163.6654438285117,257.5323895536875,534.319537204847,259.93923431587154,450.07997052840716,1921.0269284862277,289.2840551132202,171.7624077234745,63.28088705601692,0.0,0.0,0.0
5007.0,1532.7874472196752,0.0,0.0,0.0,83.93836020488698,0.0,0.0,200.72216570733843,21.896963531709645,43.79392706341929,80.28886628293537,145.9797568780643,218.96963531709645,244.5160927707577,58.39190275122573,167.87672040977395,266.41305630246734,349.76357856019433,500.6419849979252,229.74666434836294,267.46626595779566,185.168953355397,0.0,0.0
5008.0,1445.489619099878,45.844007337148234,31.81012754006204,101.04393453902061,30.87453555358963,79.5253188501551,29.938943567117217,104.78630248491027,92.6236066607689,29.003351580644807,91.68801467429647,28.06775959417239,161.85741365972746,279.7420039552515,106.65748645785509,64.5558470665965,167.47096557856193,384.81714691920695,333.0770263250279,297.5056934165297,274.8693906565764,155.22036178253725,0.0,0.0
5009.0,1408.9463422125232,63.64850005888196,0.0,23.14490911232071,23.14490911232071,26.0380227513608,28.931136390400884,20.25179547328062,0.0,0.0,23.14490911232071,115.72454556160353,164.90747742528507,92.57963644928284,199.6248410937661,454.2188413292939,173.5868183424053,305.5335934165943,474.8864994817922,303.7876871684994,172.84471856138762,151.8938435842497,0.0,0.0
5010.0,1561.2099959098412,0.0,17.856977077400146,191.32475440071585,48.46893778151468,48.46893778151468,12.754983626714392,40.81594760548605,63.77491813357195,10.203986901371513,63.77491813357195,104.590865739058,201.52874130208738,89.28488538700073,150.50880679522982,153.05980352057267,364.79253172403156,417.88276121783764,528.2038101793468,217.29903583327555,227.32822210250364,130.37942149996536,40.11674507691241,0.0
5011.0,986.6684759586255,35.74885782458789,21.44931469475273,0.0,0.0,42.89862938950546,21.44931469475273,0.0,17.874428912293943,0.0,25.02420047721152,46.473515171964245,57.19817251934061,157.29497442818666,17.874428912293943,28.599086259670305,514.7835526740655,410.985950169596,255.35524109802103,92.16964323656379,140.52093149181036,49.86226601322304,24.17564412762329,13.5987998217881
5012.0,1387.629430694898,0.0,25.749824487121824,0.0,0.0,0.0,0.0,0.0,0.0,17.166549658081216,0.0,0.0,22.888732877441623,91.55493150976649,148.77676370337053,25.749824487121824,1055.7428039719946,332.79335382832676,383.3066307486978,145.59709229989298,344.678830750767,136.68298460806278,44.57053845915091,0.0
5013.0,1217.094138553901,74.71270949538798,110.86402054154347,156.65568120000708,33.74122364307845,36.15131104615548,0.0,0.0,31.331136240001413,0.0,38.56139844923251,91.58332131692721,274.74996395078165,28.92104883692438,139.78506937846785,74.71270949538798,125.32454496000565,209.1344857796844,267.4178670625473,260.5609986763281,322.27281415230055,157.7079728830407,0.0,0.0
