hid,pid,sample_geo,age,sex,rpage,rpsex,ptotals,prtotals
3956,2,90,5,2,5,2,1,1
3956,3,90,1,1,1,1,1,1
3957,1,90,6,1,6,1,1,1
3957,2,90,5,2,5,2,1,1
3957,3,90,1,1,1,1,1,1
3957,4,90,1,2,1,2,1,1
3958,1,90,6,1,6,1,1,1
3958,2,90,6,1,6,1,1,1
3958,3,90,6,1,6,1,1,1
3958,4,90,6,1,6,1,1,1
3958,5,90,6,1,6,1,1,1
3958,6,90,6,1,6,1,1,1
3959,1,90,6,1,6,1,1,1
3959,2,90,5,2,5,2,1,1
3959,3,90,1,1,1,1,1,1
3960,1,90,7,1,7,1,1,1
3960,2,90,7,2,7,2,1,1
3960,3,90,4,1,4,1,1,1
3960,4,90,4,2,4,2,1,1
3960,5,90,3,2,3,2,1,1
3960,6,90,2,1,2,1,1,1
3960,7,90,2,1,2,1,1,1
3960,8,90,2,2,2,2,1,1
3961,1,56,5,1,5,1,1,1
3962,1,56,5,1,5,1,1,1
3962,2,56,5,2,5,2,1,1
3963,1,56,5,1,5,1,1,1
3964,1,56,5,1,5,1,1,1
3964,2,56,5,2,5,2,1,1
3964,3,56,2,2,2,2,1,1
3964,4,56,1,1,1,1,1,1
3964,5,56,1,2,1,2,1,1
3965,1,55,6,1,6,1,1,1
3966,1,55,7,1,7,1,1,1
3967,1,55,7,1,7,1,1,1
3967,2,55,6,2,6,2,1,1
3967,3,55,2,1,2,1,1,1
3967,4,55,2,2,2,2,1,1
3968,1,55,6,1,6,1,1,1
3968,2,55,5,2,5,2,1,1
3969,1,55,5,1,5,1,1,1
3969,2,55,5,2,5,2,1,1
3969,3,55,1,1,1,1,1,1
3970,1,55,6,1,6,1,1,1
3970,2,55,5,2,5,2,1,1
3971,1,90,5,1,5,1,1,1
3971,2,90,4,2,4,2,1,1
3971,3,90,1,1,1,1,1,1
3972,1,90,6,1,6,1,1,1
3972,2,90,6,2,6,2,1,1
3972,3,90,3,2,3,2,1,1
3972,4,90,2,2,2,2,1,1
3973,1,56,8,1,8,1,1,1
3974,1,56,5,1,5,1,1,1
3975,1,55,5,1,5,1,1,1
3975,2,55,5,2,5,2,1,1
3976,1,55,5,1,5,1,1,1
3977,1,55,7,1,7,1,1,1
3977,2,55,6,2,6,2,1,1
3977,3,55,3,2,3,2,1,1
3977,4,55,3,1,3,1,1,1
3977,5,55,2,1,2,1,1,1
3978,1,55,7,1,7,1,1,1
3978,2,55,5,2,5,2,1,1
3978,3,55,2,2,2,2,1,1
3978,4,55,2,1,2,1,1,1
3978,5,55,2,2,2,2,1,1
3978,6,55,2,2,2,2,1,1
3978,7,55,1,1,1,1,1,1
3978,8,55,1,1,1,1,1,1
3978,9,55,6,2,6,2,1,1
3979,1,55,7,1,7,1,1,1
3979,2,55,6,2,6,2,1,1
3979,3,55,3,2,3,2,1,1
3979,4,55,2,1,2,1,1,1
3979,5,55,2,1,2,1,1,1
3980,1,90,5,1,5,1,1,1
3980,2,90,4,2,4,2,1,1
3980,3,90,1,2,1,2,1,1
3980,4,90,1,1,1,1,1,1
3981,1,90,6,1,6,1,1,1
3981,2,90,5,2,5,2,1,1
3981,3,90,2,1,2,1,1,1
3981,4,90,2,2,2,2,1,1
3982,1,90,6,1,6,1,1,1
3982,2,90,6,2,6,2,1,1
3982,3,90,3,1,3,1,1,1
3982,4,90,2,2,2,2,1,1
3982,5,90,2,1,2,1,1,1
3983,1,90,7,1,7,1,1,1
3984,1,90,6,1,6,1,1,1
3984,2,90,6,2,6,2,1,1
3984,3,90,2,2,2,2,1,1
3984,4,90,1,2,1,2,1,1
3984,5,90,1,1,1,1,1,1
3985,1,90,6,1,6,1,1,1
3985,2,90,5,2,5,2,1,1
3985,3,90,2,2,2,2,1,1
3985,4,90,1,2,1,2,1,1
3986,1,90,6,1,6,1,1,1
3986,2,90,6,2,6,2,1,1
3986,3,90,2,1,2,1,1,1
3986,4,90,2,2,2,2,1,1
3986,5,90,1,1,1,1,1,1
3986,6,90,1,2,1,2,1,1
3987,1,90,6,1,6,1,1,1
3987,2,90,5,2,5,2,1,1
3987,3,90,2,2,2,2,1,1
3987,4,90,2,1,2,1,1,1
3987,5,90,1,2,1,2,1,1
3988,1,90,6,1,6,1,1,1
3988,2,90,5,2,5,2,1,1
3988,3,90,2,1,2,1,1,1
3989,1,56,5,1,5,1,1,1
3989,2,56,5,2,5,2,1,1
3990,1,56,5,1,5,1,1,1
3991,1,56,5,1,5,1,1,1
3992,1,56,6,1,6,1,1,1
3992,2,56,6,2,6,2,1,1
3992,3,56,2,2,2,2,1,1
3992,4,56,2,1,2,1,1,1
3993,1,90,6,1,6,1,1,1
3993,2,90,6,2,6,2,1,1
3994,1,90,6,1,6,1,1,1
3994,2,90,5,2,5,2,1,1
3994,3,90,2,1,2,1,1,1
3995,1,56,5,1,5,1,1,1
3996,1,56,5,1,5,1,1,1
3997,1,56,5,1,5,1,1,1
3998,1,56,5,1,5,1,1,1
3999,1,56,6,1,6,1,1,1
3999,2,56,6,2,6,2,1,1
3999,3,56,2,1,2,1,1,1
3999,4,56,2,2,2,2,1,1
4000,1,55,8,1,8,1,1,1
4000,2,55,7,2,7,2,1,1
4000,3,55,3,2,3,2,1,1
4001,1,55,9,1,9,1,1,1
4001,2,55,8,2,8,2,1,1
4001,3,55,2,1,2,1,1,1
4001,4,55,3,1,3,1,1,1
4001,5,55,2,1,2,1,1,1
4001,6,55,4,2,4,2,1,1
4001,7,55,3,2,3,2,1,1
4001,8,55,3,2,3,2,1,1
4002,1,55,5,1,5,1,1,1
4003,1,55,5,1,5,1,1,1
4004,1,90,4,1,4,1,1,1
4005,1,90,7,1,7,1,1,1
4006,1,55,5,1,5,1,1,1
4007,1,55,5,1,5,1,1,1
4008,1,55,8,1,8,1,1,1
4008,2,55,8,2,8,2,1,1
4008,3,55,2,1,2,1,1,1
4009,1,90,5,1,5,1,1,1
4010,1,90,6,1,6,1,1,1
4010,2,90,5,2,5,2,1,1
4011,1,90,4,1,4,1,1,1
4012,1,90,8,1,8,1,1,1
4012,2,90,7,2,7,2,1,1
4012,3,90,3,1,3,1,1,1
4013,1,90,4,1,4,1,1,1
4014,1,90,6,1,6,1,1,1
4015,1,90,6,1,6,1,1,1
4015,2,90,5,2,5,2,1,1
4015,3,90,2,2,2,2,1,1
4015,4,90,1,1,1,1,1,1
4016,1,90,4,1,4,1,1,1
4017,1,90,4,1,4,1,1,1
4018,1,90,5,1,5,1,1,1
4019,1,90,5,1,5,1,1,1
4019,2,90,5,2,5,2,1,1
4020,1,90,8,2,8,2,1,1
4020,2,90,2,1,2,1,1,1
4021,1,90,5,1,5,1,1,1
4021,2,90,5,2,5,2,1,1
4022,1,90,7,1,7,1,1,1
4022,2,90,6,2,6,2,1,1
4022,3,90,2,1,2,1,1,1
4022,4,90,4,2,4,2,1,1
4023,1,90,5,1,5,1,1,1
4024,1,90,6,2,6,2,1,1
4025,1,55,5,1,5,1,1,1
4026,1,55,7,1,7,1,1,1
4026,2,55,5,2,5,2,1,1
4026,3,55,2,1,2,1,1,1
4026,4,55,1,1,1,1,1,1
4027,1,55,6,1,6,1,1,1
4027,2,55,5,2,5,2,1,1
4027,3,55,2,1,2,1,1,1
4027,4,55,2,2,2,2,1,1
4027,5,55,1,1,1,1,1,1
4028,1,55,4,1,4,1,1,1
4029,1,56,6,1,6,1,1,1
4029,2,56,4,1,4,1,1,1
4030,1,56,5,1,5,1,1,1
4031,1,56,5,1,5,1,1,1
4032,1,56,6,1,6,1,1,1
4033,1,56,6,2,6,2,1,1
4034,1,56,5,1,5,1,1,1
4034,2,56,5,2,5,2,1,1
4035,1,56,5,1,5,1,1,1
4035,2,56,5,2,5,2,1,1
4035,3,56,1,2,1,2,1,1
4036,1,92,7,2,7,2,1,1
4036,2,92,8,1,8,1,1,1
4037,1,92,7,1,7,1,1,1
4037,2,92,6,2,6,2,1,1
4037,3,92,2,1,2,1,1,1
4037,4,92,3,2,3,2,1,1
4037,5,92,3,1,3,1,1,1
4038,1,54,7,1,7,1,1,1
4038,2,54,6,2,6,2,1,1
4038,3,54,2,1,2,1,1,1
4038,4,54,2,2,2,2,1,1
4038,5,54,1,2,1,2,1,1
4038,6,54,1,2,1,2,1,1
4038,7,54,5,2,5,2,1,1
4039,1,54,6,1,6,1,1,1
4039,2,54,6,2,6,2,1,1
4039,3,54,2,1,2,1,1,1
4039,4,54,2,2,2,2,1,1
4040,1,54,6,1,6,1,1,1
4040,2,54,5,1,5,1,1,1
4040,3,54,2,2,2,2,1,1
4040,4,54,1,2,1,2,1,1
4041,1,56,7,1,7,1,1,1
4041,2,56,6,2,6,2,1,1
4041,3,56,2,2,2,2,1,1
4041,4,56,2,1,2,1,1,1
4042,1,54,5,1,5,1,1,1
4042,2,54,4,2,4,2,1,1
4043,1,54,5,1,5,1,1,1
4043,2,54,5,2,5,2,1,1
4043,3,54,1,1,1,1,1,1
4044,1,92,6,1,6,1,1,1
4044,2,92,6,2,6,2,1,1
4044,3,92,2,2,2,2,1,1
4044,4,92,2,1,2,1,1,1
4045,1,92,7,1,7,1,1,1
4046,1,92,7,1,7,1,1,1
4046,2,92,7,2,7,2,1,1
4046,3,92,2,2,2,2,1,1
4046,4,92,2,2,2,2,1,1
4046,5,92,1,1,1,1,1,1
4047,1,54,7,1,7,1,1,1
4047,2,54,6,2,6,2,1,1
4047,3,54,2,1,2,1,1,1
4047,4,54,2,1,2,1,1,1
4048,1,56,6,1,6,1,1,1
4048,2,56,6,2,6,2,1,1
4048,3,56,2,2,2,2,1,1
4048,4,56,1,2,1,2,1,1
4048,5,56,6,2,6,2,1,1
4049,1,92,6,1,6,1,1,1
4049,2,92,6,2,6,2,1,1
4049,3,92,2,1,2,1,1,1
4049,4,92,2,2,2,2,1,1
4050,1,54,8,1,8,1,1,1
4050,2,54,7,2,7,2,1,1
4050,3,54,3,2,3,2,1,1
4050,4,54,2,1,2,1,1,1
4050,5,54,5,2,5,2,1,1
4051,1,92,6,2,6,2,1,1
4051,2,92,6,1,6,1,1,1
4051,3,92,3,2,3,2,1,1
4051,4,92,2,1,2,1,1,1
4051,5,92,2,2,2,2,1,1
4052,1,92,6,1,6,1,1,1
4052,2,92,6,2,6,2,1,1
4052,3,92,2,2,2,2,1,1
4052,4,92,2,1,2,1,1,1
4052,5,92,1,1,1,1,1,1
4053,1,92,7,1,7,1,1,1
4053,2,92,6,2,6,2,1,1
4053,3,92,3,1,3,1,1,1
4053,4,92,3,2,3,2,1,1
4054,1,54,7,1,7,1,1,1
4054,2,54,7,2,7,2,1,1
4055,1,92,7,1,7,1,1,1
4055,2,92,6,2,6,2,1,1
4055,3,92,3,2,3,2,1,1
4055,4,92,2,1,2,1,1,1
4055,5,92,2,1,2,1,1,1
4056,1,92,6,1,6,1,1,1
4056,2,92,5,2,5,2,1,1
4056,3,92,2,1,2,1,1,1
4057,1,92,7,1,7,1,1,1
4057,2,92,7,2,7,2,1,1
4057,3,92,4,2,4,2,1,1
4057,4,92,3,1,3,1,1,1
4057,5,92,2,2,2,2,1,1
4058,1,92,6,1,6,1,1,1
4058,2,92,6,2,6,2,1,1
4058,3,92,2,1,2,1,1,1
4058,4,92,2,2,2,2,1,1
4058,5,92,2,2,2,2,1,1
4059,1,92,7,1,7,1,1,1
4059,2,92,7,2,7,2,1,1
4059,3,92,3,2,3,2,1,1
4060,1,56,5,1,5,1,1,1
4061,1,56,6,1,6,1,1,1
4062,1,56,7,1,7,1,1,1
4063,1,56,7,1,7,1,1,1
4063,2,56,6,2,6,2,1,1
4063,3,56,3,1,3,1,1,1
4063,4,56,1,2,1,2,1,1
4063,5,56,7,2,7,2,1,1
4064,1,56,7,1,7,1,1,1
4065,1,56,6,1,6,1,1,1
4066,1,56,6,1,6,1,1,1
4066,2,56,5,2,5,2,1,1
4066,3,56,2,2,2,2,1,1
4066,4,56,2,2,2,2,1,1
4066,5,56,1,1,1,1,1,1
4067,1,56,6,1,6,1,1,1
4067,2,56,5,2,5,2,1,1
4067,3,56,2,1,2,1,1,1
4067,4,56,2,2,2,2,1,1
4067,5,56,2,2,2,2,1,1
4068,1,56,5,1,5,1,1,1
4068,2,56,5,2,5,2,1,1
4068,3,56,1,2,1,2,1,1
4069,1,56,7,1,7,1,1,1
4069,2,56,6,2,6,2,1,1
4070,1,92,6,1,6,1,1,1
4070,2,92,6,2,6,2,1,1
4070,3,92,2,1,2,1,1,1
4070,4,92,2,1,2,1,1,1
4071,1,92,6,1,6,1,1,1
4072,1,92,7,1,7,1,1,1
4072,2,92,6,2,6,2,1,1
4072,3,92,2,1,2,1,1,1
4072,4,92,2,1,2,1,1,1
4073,1,56,6,1,6,1,1,1
4074,1,56,8,1,8,1,1,1
4075,1,92,4,1,4,1,1,1
4075,2,92,7,1,7,1,1,1
4076,1,92,7,1,7,1,1,1
4076,2,92,6,2,6,2,1,1
4076,3,92,3,2,3,2,1,1
4076,4,92,2,1,2,1,1,1
4077,1,92,7,1,7,1,1,1
4078,1,54,8,1,8,1,1,1
4078,2,54,5,1,5,1,1,1
4078,3,54,5,2,5,2,1,1
4078,4,54,4,2,4,2,1,1
4078,5,54,4,2,4,2,1,1
4078,6,54,7,2,7,2,1,1
4078,7,54,5,2,5,2,1,1
4079,1,92,6,1,6,1,1,1
4079,2,92,6,2,6,2,1,1
4079,3,92,2,2,2,2,1,1
4080,1,92,5,1,5,1,1,1
4080,2,92,5,2,5,2,1,1
4081,1,92,6,1,6,1,1,1
4081,2,92,5,2,5,2,1,1
4081,3,92,1,1,1,1,1,1
4082,1,92,7,1,7,1,1,1
4082,2,92,7,2,7,2,1,1
4083,1,54,5,1,5,1,1,1
4084,1,92,7,1,7,1,1,1
4084,2,92,6,2,6,2,1,1
4084,3,92,4,1,4,1,1,1
4084,4,92,4,1,4,1,1,1
4084,5,92,4,2,4,2,1,1
4084,6,92,2,1,2,1,1,1
4085,1,92,6,1,6,1,1,1
4085,2,92,6,2,6,2,1,1
4085,3,92,2,1,2,1,1,1
4085,4,92,2,2,2,2,1,1
4085,5,92,2,2,2,2,1,1
4086,1,54,6,1,6,1,1,1
4086,2,54,5,2,5,2,1,1
4086,3,54,1,2,1,2,1,1
4086,4,54,1,2,1,2,1,1
4087,1,54,6,1,6,1,1,1
4088,1,54,5,1,5,1,1,1
4089,1,92,8,1,8,1,1,1
4089,2,92,7,2,7,2,1,1
4089,3,92,3,2,3,2,1,1
4090,1,92,5,1,5,1,1,1
4090,2,92,5,2,5,2,1,1
4091,1,92,6,1,6,1,1,1
4091,2,92,6,2,6,2,1,1
4091,3,92,2,2,2,2,1,1
4091,4,92,2,2,2,2,1,1
4091,5,92,1,2,1,2,1,1
4092,1,54,5,1,5,1,1,1
4092,2,54,5,2,5,2,1,1
4092,3,54,1,1,1,1,1,1
4093,1,56,6,1,6,1,1,1
4093,2,56,5,2,5,2,1,1
4093,3,56,2,1,2,1,1,1
4093,4,56,1,1,1,1,1,1
4094,1,56,5,2,5,2,1,1
4095,1,56,7,1,7,1,1,1
4096,1,54,8,1,8,1,1,1
4096,2,54,7,2,7,2,1,1
4096,3,54,2,1,2,1,1,1
4096,4,54,2,2,2,2,1,1
4096,5,54,5,2,5,2,1,1
4096,6,54,4,2,4,2,1,1
4097,1,54,8,2,8,2,1,1
4097,2,54,7,2,7,2,1,1
4097,3,54,2,2,2,2,1,1
4098,1,56,6,1,6,1,1,1
4098,2,56,5,2,5,2,1,1
4099,1,56,6,1,6,1,1,1
4099,2,56,6,2,6,2,1,1
4099,3,56,2,1,2,1,1,1
4099,4,56,1,1,1,1,1,1
4099,5,56,1,1,1,1,1,1
4099,6,56,2,1,2,1,1,1
4100,1,92,5,1,5,1,1,1
4100,2,92,4,2,4,2,1,1
4100,3,92,1,2,1,2,1,1
4100,4,92,1,1,1,1,1,1
4101,1,92,7,1,7,1,1,1
4101,2,92,6,2,6,2,1,1
4101,3,92,4,1,4,1,1,1
4101,4,92,2,2,2,2,1,1
4102,1,53,6,1,6,1,1,1
4102,2,53,5,2,5,2,1,1
4102,3,53,2,1,2,1,1,1
4102,4,53,2,2,2,2,1,1
4102,5,53,1,2,1,2,1,1
4103,1,92,5,1,5,1,1,1
4103,2,92,5,2,5,2,1,1
4103,3,92,1,2,1,2,1,1
4104,1,92,6,1,6,1,1,1
4104,2,92,6,2,6,2,1,1
4104,3,92,2,2,2,2,1,1
4104,4,92,2,1,2,1,1,1
4105,1,92,7,1,7,1,1,1
4106,1,92,5,1,5,1,1,1
4106,2,92,5,2,5,2,1,1
4106,3,92,1,1,1,1,1,1
4106,4,92,1,1,1,1,1,1
4106,5,92,1,2,1,2,1,1
4107,1,92,7,1,7,1,1,1
4107,2,92,7,2,7,2,1,1
4107,3,92,4,2,4,2,1,1
4107,4,92,4,1,4,1,1,1
4107,5,92,3,1,3,1,1,1
4108,1,92,7,1,7,1,1,1
4108,2,92,7,2,7,2,1,1
4108,3,92,2,2,2,2,1,1
4108,4,92,2,1,2,1,1,1
4109,1,92,8,1,8,1,1,1
4109,2,92,7,2,7,2,1,1
4109,3,92,3,2,3,2,1,1
4110,1,92,7,1,7,1,1,1
4110,2,92,6,2,6,2,1,1
4110,3,92,4,2,4,2,1,1
4110,4,92,2,1,2,1,1,1
4110,5,92,7,2,7,2,1,1
4111,1,92,7,1,7,1,1,1
4111,2,92,6,2,6,2,1,1
4111,3,92,4,1,4,1,1,1
4111,4,92,4,1,4,1,1,1
4111,5,92,2,1,2,1,1,1
4111,6,92,2,1,2,1,1,1
4112,1,92,5,1,5,1,1,1
4112,2,92,5,2,5,2,1,1
4112,3,92,1,1,1,1,1,1
4112,4,92,1,1,1,1,1,1
4113,1,92,8,1,8,1,1,1
4113,2,92,7,2,7,2,1,1
4114,1,92,7,1,7,1,1,1
4114,2,92,6,2,6,2,1,1
4114,3,92,2,1,2,1,1,1
4115,1,92,7,2,7,2,1,1
4115,2,92,8,1,8,1,1,1
4116,1,92,6,1,6,1,1,1
4116,2,92,3,1,3,1,1,1
4116,3,92,2,1,2,1,1,1
4116,4,92,2,1,2,1,1,1
4116,5,92,6,2,6,2,1,1
4117,1,92,7,1,7,1,1,1
4117,2,92,7,2,7,2,1,1
4118,1,92,6,1,6,1,1,1
4118,2,92,5,1,5,1,1,1
4119,1,54,7,1,7,1,1,1
4119,2,54,7,2,7,2,1,1
4119,3,54,4,1,4,1,1,1
4119,4,54,4,1,4,1,1,1
4120,1,54,6,1,6,1,1,1
4120,2,54,5,2,5,2,1,1
4120,3,54,1,1,1,1,1,1
4121,1,56,6,1,6,1,1,1
4121,2,56,6,2,6,2,1,1
4121,3,56,2,2,2,2,1,1
4121,4,56,1,2,1,2,1,1
4122,1,56,6,1,6,1,1,1
4123,1,56,7,1,7,1,1,1
4123,2,56,6,2,6,2,1,1
4123,3,56,2,1,2,1,1,1
4124,1,56,5,1,5,1,1,1
4125,1,56,7,1,7,1,1,1
4126,1,56,7,1,7,1,1,1
4126,2,56,6,2,6,2,1,1
4126,3,56,2,1,2,1,1,1
4126,4,56,2,2,2,2,1,1
4127,1,54,6,1,6,1,1,1
4127,2,54,5,2,5,2,1,1
4127,3,54,2,2,2,2,1,1
4128,1,56,6,1,6,1,1,1
4128,2,56,6,2,6,2,1,1
4129,1,56,6,1,6,1,1,1
4129,2,56,5,2,5,2,1,1
4130,1,54,7,1,7,1,1,1
4130,2,54,6,2,6,2,1,1
4130,3,54,3,1,3,1,1,1
4130,4,54,2,2,2,2,1,1
4130,5,54,1,1,1,1,1,1
4131,1,54,5,1,5,1,1,1
4131,2,54,5,2,5,2,1,1
4132,1,56,6,1,6,1,1,1
4132,2,56,5,2,5,2,1,1
4132,3,56,5,2,5,2,1,1
4132,4,56,2,1,2,1,1,1
4132,5,56,2,2,2,2,1,1
4132,6,56,1,2,1,2,1,1
4133,1,56,8,1,8,1,1,1
4133,2,56,7,2,7,2,1,1
4134,1,56,6,1,6,1,1,1
4135,1,56,5,1,5,1,1,1
4136,1,71,5,1,5,1,1,1
4137,1,71,5,1,5,1,1,1
4137,2,71,5,2,5,2,1,1
4138,1,71,5,1,5,1,1,1
4138,2,71,5,2,5,2,1,1
4138,3,71,1,1,1,1,1,1
4139,1,74,7,1,7,1,1,1
4140,1,70,9,1,9,1,1,1
4140,2,70,9,2,9,2,1,1
4140,3,70,4,2,4,2,1,1
4141,1,71,6,1,6,1,1,1
4142,1,56,6,1,6,1,1,1
4142,2,56,5,2,5,2,1,1
4142,3,56,2,1,2,1,1,1
4143,1,56,7,1,7,1,1,1
4143,2,56,6,2,6,2,1,1
4143,3,56,3,1,3,1,1,1
4143,4,56,2,1,2,1,1,1
4143,5,56,2,1,2,1,1,1
4144,1,71,6,1,6,1,1,1
4144,2,71,6,2,6,2,1,1
4144,3,71,2,1,2,1,1,1
4144,4,71,2,1,2,1,1,1
4144,5,71,2,1,2,1,1,1
4144,6,71,1,2,1,2,1,1
4144,7,71,1,2,1,2,1,1
4145,1,56,8,1,8,1,1,1
4145,2,56,9,2,9,2,1,1
4145,3,56,4,1,4,1,1,1
4145,4,56,6,2,6,2,1,1
4146,1,56,5,1,5,1,1,1
4147,1,56,6,1,6,1,1,1
4147,2,56,6,2,6,2,1,1
4147,3,56,2,2,2,2,1,1
4147,4,56,1,2,1,2,1,1
4148,1,56,7,1,7,1,1,1
4148,2,56,6,2,6,2,1,1
4149,1,56,7,1,7,1,1,1
4150,1,56,5,1,5,1,1,1
4150,2,56,4,2,4,2,1,1
4151,1,56,6,1,6,1,1,1
4152,1,90,7,1,7,1,1,1
4152,2,90,6,2,6,2,1,1
4152,3,90,2,1,2,1,1,1
4152,4,90,1,1,1,1,1,1
4152,5,90,3,2,3,2,1,1
4152,6,90,2,2,2,2,1,1
4153,1,43,7,1,7,1,1,1
4153,2,43,6,2,6,2,1,1
4154,1,43,5,1,5,1,1,1
4154,2,43,4,2,4,2,1,1
4154,3,43,1,1,1,1,1,1
4155,1,43,6,1,6,1,1,1
4156,1,90,6,1,6,1,1,1
4156,2,90,6,2,6,2,1,1
4156,3,90,2,1,2,1,1,1
4156,4,90,2,1,2,1,1,1
4156,5,90,2,2,2,2,1,1
4157,1,90,7,1,7,1,1,1
4157,2,90,6,2,6,2,1,1
4157,3,90,2,1,2,1,1,1
4157,4,90,2,1,2,1,1,1
4157,5,90,2,1,2,1,1,1
4157,6,90,2,2,2,2,1,1
4158,1,90,6,1,6,1,1,1
4158,2,90,5,2,5,2,1,1
4158,3,90,1,2,1,2,1,1
4159,1,90,6,1,6,1,1,1
4159,2,90,5,2,5,2,1,1
4159,3,90,1,2,1,2,1,1
4159,4,90,1,1,1,1,1,1
4159,5,90,1,1,1,1,1,1
4160,1,90,6,1,6,1,1,1
4160,2,90,5,2,5,2,1,1
4160,3,90,1,1,1,1,1,1
4160,4,90,1,1,1,1,1,1
4161,1,90,5,1,5,1,1,1
4161,2,90,5,2,5,2,1,1
4162,1,90,6,1,6,1,1,1
4162,2,90,6,2,6,2,1,1
4162,3,90,2,1,2,1,1,1
4162,4,90,2,2,2,2,1,1
4162,5,90,1,1,1,1,1,1
4163,1,71,6,1,6,1,1,1
4164,1,70,6,1,6,1,1,1
4164,2,70,6,2,6,2,1,1
4164,3,70,2,1,2,1,1,1
4164,4,70,2,1,2,1,1,1
4164,5,70,2,1,2,1,1,1
4164,6,70,2,1,2,1,1,1
4165,1,43,6,1,6,1,1,1
4165,2,43,6,2,6,2,1,1
4165,3,43,2,1,2,1,1,1
4166,1,43,7,1,7,1,1,1
4167,1,90,8,1,8,1,1,1
4167,2,90,7,2,7,2,1,1
4167,3,90,5,1,5,1,1,1
4167,4,90,5,1,5,1,1,1
4167,5,90,3,1,3,1,1,1
4168,1,90,7,1,7,1,1,1
4169,1,56,6,1,6,1,1,1
4169,2,56,5,2,5,2,1,1
4169,3,56,2,1,2,1,1,1
4169,4,56,1,1,1,1,1,1
4169,5,56,1,2,1,2,1,1
4170,1,56,7,1,7,1,1,1
4170,2,56,7,2,7,2,1,1
4171,1,71,6,1,6,1,1,1
4171,2,71,5,2,5,2,1,1
4171,3,71,2,2,2,2,1,1
4171,4,71,2,2,2,2,1,1
4171,5,71,1,2,1,2,1,1
4172,1,74,6,1,6,1,1,1
4172,2,74,5,2,5,2,1,1
4172,3,74,2,1,2,1,1,1
4172,4,74,2,1,2,1,1,1
4173,1,56,5,1,5,1,1,1
4174,1,56,6,1,6,1,1,1
4174,2,56,5,2,5,2,1,1
4174,3,56,1,2,1,2,1,1
4175,1,74,6,1,6,1,1,1
4176,1,43,7,1,7,1,1,1
4176,2,43,6,2,6,2,1,1
4176,3,43,6,2,6,2,1,1
4176,4,43,2,1,2,1,1,1
4176,5,43,2,2,2,2,1,1
4177,1,43,7,1,7,1,1,1
4177,2,43,7,2,7,2,1,1
4177,3,43,5,2,5,2,1,1
4177,4,43,5,2,5,2,1,1
4177,5,43,2,2,2,2,1,1
4177,6,43,2,1,2,1,1,1
4177,7,43,2,1,2,1,1,1
4177,8,43,2,1,2,1,1,1
4177,9,43,2,1,2,1,1,1
4178,1,56,5,1,5,1,1,1
4178,2,56,5,1,5,1,1,1
4179,1,56,5,1,5,1,1,1
4179,2,56,5,1,5,1,1,1
4180,1,56,6,1,6,1,1,1
4180,2,56,5,1,5,1,1,1
4181,1,74,5,1,5,1,1,1
4181,2,74,5,2,5,2,1,1
4182,1,74,5,1,5,1,1,1
4182,2,74,4,2,4,2,1,1
4182,3,74,1,1,1,1,1,1
4182,4,74,1,2,1,2,1,1
4183,1,56,6,1,6,1,1,1
4183,2,56,6,2,6,2,1,1
4183,3,56,3,2,3,2,1,1
4183,4,56,2,2,2,2,1,1
4184,1,56,8,1,8,1,1,1
4184,2,56,7,2,7,2,1,1
4184,3,56,5,1,5,1,1,1
4184,4,56,5,2,5,2,1,1
4184,5,56,4,1,4,1,1,1
4184,6,56,3,2,3,2,1,1
4184,7,56,2,2,2,2,1,1
4184,8,56,2,2,2,2,1,1
4184,9,56,1,2,1,2,1,1
4184,10,56,1,1,1,1,1,1
4185,1,56,6,1,6,1,1,1
4185,2,56,4,2,4,2,1,1
4185,3,56,1,1,1,1,1,1
4186,1,90,8,1,8,1,1,1
4186,2,90,6,2,6,2,1,1
4186,3,90,2,1,2,1,1,1
4186,4,90,2,2,2,2,1,1
4186,5,90,1,2,1,2,1,1
4187,1,90,5,1,5,1,1,1
4187,2,90,5,2,5,2,1,1
4188,1,90,7,1,7,1,1,1
4189,1,90,7,1,7,1,1,1
4189,2,90,6,2,6,2,1,1
4189,3,90,2,1,2,1,1,1
4189,4,90,1,1,1,1,1,1
4190,1,90,6,2,6,2,1,1
4190,2,90,5,2,5,2,1,1
4190,3,90,3,2,3,2,1,1
4190,4,90,1,1,1,1,1,1
4190,5,90,1,2,1,2,1,1
4191,1,90,7,1,7,1,1,1
4192,1,70,8,1,8,1,1,1
4192,2,70,6,2,6,2,1,1
4192,3,70,3,1,3,1,1,1
4192,4,70,2,2,2,2,1,1
4192,5,70,2,2,2,2,1,1
4193,1,70,6,1,6,1,1,1
4193,2,70,6,2,6,2,1,1
4193,3,70,6,2,6,2,1,1
4194,1,56,6,1,6,1,1,1
4194,2,56,5,2,5,2,1,1
4194,3,56,2,1,2,1,1,1
4194,4,56,1,1,1,1,1,1
4194,5,56,1,2,1,2,1,1
4195,1,56,8,1,8,1,1,1
4195,2,56,8,2,8,2,1,1
4196,1,71,5,1,5,1,1,1
4196,2,71,4,2,4,2,1,1
4197,1,74,6,1,6,1,1,1
4198,1,56,6,1,6,1,1,1
4199,1,56,5,1,5,1,1,1
4200,1,56,6,1,6,1,1,1
4200,2,56,6,2,6,2,1,1
4200,3,56,2,2,2,2,1,1
4200,4,56,1,2,1,2,1,1
