hid,pid,sample_geo,age,sex,rpage,rpsex,ptotals,prtotals
1561,2,25,6,2,6,2,1,1
1562,1,25,6,1,6,1,1,1
1562,2,25,5,2,5,2,1,1
1563,1,25,6,2,6,2,1,1
1564,1,25,6,1,6,1,1,1
1564,2,25,6,2,6,2,1,1
1565,1,25,5,1,5,1,1,1
1565,2,25,5,2,5,2,1,1
1565,3,25,1,1,1,1,1,1
1565,4,25,1,2,1,2,1,1
1566,1,25,8,1,8,1,1,1
1567,1,25,5,1,5,1,1,1
1567,2,25,5,2,5,2,1,1
1567,3,25,1,1,1,1,1,1
1567,4,25,1,1,1,1,1,1
1567,5,25,1,2,1,2,1,1
1568,1,25,6,1,6,1,1,1
1569,1,25,6,1,6,1,1,1
1570,1,25,6,1,6,1,1,1
1571,1,25,4,2,4,2,1,1
1572,1,25,8,1,8,1,1,1
1572,2,25,2,1,2,1,1,1
1573,1,25,5,2,5,2,1,1
1574,1,25,7,1,7,1,1,1
1574,2,25,7,2,7,2,1,1
1574,3,25,2,2,2,2,1,1
1575,1,25,7,1,7,1,1,1
1576,1,25,8,1,8,1,1,1
1577,1,25,7,1,7,1,1,1
1577,2,25,2,1,2,1,1,1
1577,3,25,2,2,2,2,1,1
1577,4,25,7,2,7,2,1,1
1577,5,25,5,2,5,2,1,1
1578,1,25,7,1,7,1,1,1
1578,2,25,7,2,7,2,1,1
1578,3,25,4,2,4,2,1,1
1578,4,25,3,2,3,2,1,1
1579,1,25,7,1,7,1,1,1
1579,2,25,6,2,6,2,1,1
1579,3,25,2,1,2,1,1,1
1579,4,25,2,1,2,1,1,1
1579,5,25,3,2,3,2,1,1
1579,6,25,4,2,4,2,1,1
1580,1,25,6,1,6,1,1,1
1581,1,25,8,1,8,1,1,1
1581,2,25,7,2,7,2,1,1
1581,3,25,1,1,1,1,1,1
1581,4,25,1,2,1,2,1,1
1581,5,25,1,2,1,2,1,1
1581,6,25,1,2,1,2,1,1
1581,7,25,5,2,5,2,1,1
1582,1,25,6,1,6,1,1,1
1582,2,25,6,2,6,2,1,1
1582,3,25,2,1,2,1,1,1
1582,4,25,2,1,2,1,1,1
1582,5,25,1,2,1,2,1,1
1583,1,25,5,1,5,1,1,1
1583,2,25,5,2,5,2,1,1
1583,3,25,8,1,8,1,1,1
1583,4,25,7,2,7,2,1,1
1583,5,25,1,1,1,1,1,1
1584,1,25,6,1,6,1,1,1
1584,2,25,6,2,6,2,1,1
1584,3,25,2,1,2,1,1,1
1584,4,25,1,2,1,2,1,1
1585,1,25,6,2,6,2,1,1
1585,2,25,2,2,2,2,1,1
1585,3,25,2,1,2,1,1,1
1585,4,25,2,1,2,1,1,1
1585,5,25,5,2,5,2,1,1
1586,1,25,7,1,7,1,1,1
1586,2,25,6,2,6,2,1,1
1586,3,25,2,1,2,1,1,1
1586,4,25,2,1,2,1,1,1
1586,5,25,2,2,2,2,1,1
1587,1,25,5,1,5,1,1,1
1587,2,25,5,2,5,2,1,1
1587,3,25,1,2,1,2,1,1
1588,1,25,8,1,8,1,1,1
1588,2,25,8,2,8,2,1,1
1589,1,25,6,1,6,1,1,1
1589,2,25,6,2,6,2,1,1
1589,3,25,2,2,2,2,1,1
1589,4,25,1,1,1,1,1,1
1590,1,25,5,1,5,1,1,1
1591,1,25,6,2,6,2,1,1
1592,1,25,5,1,5,1,1,1
1593,1,25,5,1,5,1,1,1
1594,1,25,6,1,6,1,1,1
1595,1,25,5,1,5,1,1,1
1596,1,25,4,1,4,1,1,1
1597,1,25,7,1,7,1,1,1
1598,1,25,6,1,6,1,1,1
1598,2,25,6,2,6,2,1,1
1599,1,25,5,1,5,1,1,1
1599,2,25,5,2,5,2,1,1
1600,1,25,8,1,8,1,1,1
1600,2,25,8,2,8,2,1,1
1600,3,25,6,1,6,1,1,1
1600,4,25,2,2,2,2,1,1
1600,5,25,1,2,1,2,1,1
1601,1,25,8,1,8,1,1,1
1601,2,25,8,2,8,2,1,1
1601,3,25,2,1,2,1,1,1
1601,4,25,5,2,5,2,1,1
1602,1,25,6,1,6,1,1,1
1603,1,25,6,1,6,1,1,1
1603,2,25,6,2,6,2,1,1
1604,1,25,8,1,8,1,1,1
1604,2,25,6,2,6,2,1,1
1604,3,25,1,1,1,1,1,1
1604,4,25,1,1,1,1,1,1
1604,5,25,9,2,9,2,1,1
1605,1,25,6,1,6,1,1,1
1605,2,25,5,2,5,2,1,1
1605,3,25,2,1,2,1,1,1
1605,4,25,1,2,1,2,1,1
1606,1,25,6,1,6,1,1,1
1606,2,25,5,2,5,2,1,1
1606,3,25,2,2,2,2,1,1
1607,1,25,6,1,6,1,1,1
1607,2,25,6,2,6,2,1,1
1607,3,25,2,2,2,2,1,1
1607,4,25,2,1,2,1,1,1
1608,1,25,5,1,5,1,1,1
1609,1,25,5,1,5,1,1,1
1610,1,25,6,1,6,1,1,1
1610,2,25,1,1,1,1,1,1
1610,3,25,2,1,2,1,1,1
1610,4,25,5,1,5,1,1,1
1611,1,25,5,1,5,1,1,1
1612,1,25,5,2,5,2,1,1
1613,1,25,6,2,6,2,1,1
1614,1,25,6,1,6,1,1,1
1615,1,25,5,1,5,1,1,1
1615,2,25,5,2,5,2,1,1
1615,3,25,1,2,1,2,1,1
1615,4,25,1,1,1,1,1,1
1616,1,25,7,1,7,1,1,1
1616,2,25,2,1,2,1,1,1
1616,3,25,6,2,6,2,1,1
1616,4,25,2,1,2,1,1,1
1617,1,25,7,1,7,1,1,1
1617,2,25,2,1,2,1,1,1
1617,3,25,6,2,6,2,1,1
1618,1,25,5,1,5,1,1,1
1618,2,25,5,1,5,1,1,1
1619,1,25,5,1,5,1,1,1
1620,1,25,6,1,6,1,1,1
1620,2,25,5,1,5,1,1,1
1621,1,25,6,1,6,1,1,1
1622,1,25,6,1,6,1,1,1
1623,1,25,7,1,7,1,1,1
1624,1,25,5,1,5,1,1,1
1625,1,25,6,1,6,1,1,1
1626,1,25,7,1,7,1,1,1
1627,1,25,5,1,5,1,1,1
1627,2,25,5,1,5,1,1,1
1628,1,25,6,1,6,1,1,1
1629,1,25,6,1,6,1,1,1
1630,1,25,6,1,6,1,1,1
1630,2,25,6,2,6,2,1,1
1630,3,25,2,2,2,2,1,1
1630,4,25,2,1,2,1,1,1
1631,1,25,5,2,5,2,1,1
1632,1,25,7,1,7,1,1,1
1633,1,25,6,1,6,1,1,1
1633,2,25,6,2,6,2,1,1
1633,3,25,2,1,2,1,1,1
1634,1,25,5,1,5,1,1,1
1635,1,25,7,1,7,1,1,1
1635,2,25,5,2,5,2,1,1
1636,1,25,4,1,4,1,1,1
1637,1,25,6,1,6,1,1,1
1637,2,25,5,2,5,2,1,1
1637,3,25,2,2,2,2,1,1
1637,4,25,1,2,1,2,1,1
1638,1,25,6,1,6,1,1,1
1638,2,25,6,2,6,2,1,1
1638,3,25,2,1,2,1,1,1
1638,4,25,1,1,1,1,1,1
1639,1,25,6,1,6,1,1,1
1639,2,25,5,2,5,2,1,1
1639,3,25,1,2,1,2,1,1
1639,4,25,2,1,2,1,1,1
1640,1,25,7,1,7,1,1,1
1641,1,25,7,1,7,1,1,1
1641,2,25,6,2,6,2,1,1
1641,3,25,3,1,3,1,1,1
1642,1,25,5,1,5,1,1,1
1643,1,25,7,1,7,1,1,1
1643,2,25,7,2,7,2,1,1
1643,3,25,2,1,2,1,1,1
1643,4,25,2,2,2,2,1,1
1644,1,25,6,1,6,1,1,1
1644,2,25,6,2,6,2,1,1
1644,3,25,2,2,2,2,1,1
1644,4,25,2,2,2,2,1,1
1644,5,25,2,1,2,1,1,1
1645,1,25,7,1,7,1,1,1
1645,2,25,6,2,6,2,1,1
1645,3,25,2,2,2,2,1,1
1645,4,25,2,1,2,1,1,1
1645,5,25,2,2,2,2,1,1
1646,1,25,8,1,8,1,1,1
1646,2,25,7,2,7,2,1,1
1646,3,25,3,1,3,1,1,1
1646,4,25,2,1,2,1,1,1
1646,5,25,2,2,2,2,1,1
1647,1,25,8,1,8,1,1,1
1647,2,25,7,2,7,2,1,1
1647,3,25,4,2,4,2,1,1
1647,4,25,2,2,2,2,1,1
1648,1,25,7,1,7,1,1,1
1648,2,25,7,2,7,2,1,1
1648,3,25,2,2,2,2,1,1
1649,1,25,6,1,6,1,1,1
1649,2,25,6,2,6,2,1,1
1649,3,25,1,2,1,2,1,1
1649,4,25,1,1,1,1,1,1
1650,1,25,7,1,7,1,1,1
1650,2,25,6,2,6,2,1,1
1650,3,25,2,2,2,2,1,1
1650,4,25,2,1,2,1,1,1
1650,5,25,2,2,2,2,1,1
1650,6,25,1,1,1,1,1,1
1651,1,25,6,1,6,1,1,1
1651,2,25,5,2,5,2,1,1
1651,3,25,2,1,2,1,1,1
1651,4,25,2,2,2,2,1,1
1652,1,25,7,1,7,1,1,1
1653,1,25,6,1,6,1,1,1
1653,2,25,6,2,6,2,1,1
1653,3,25,2,2,2,2,1,1
1653,4,25,2,1,2,1,1,1
1653,5,25,1,1,1,1,1,1
1654,1,25,5,1,5,1,1,1
1655,1,25,7,1,7,1,1,1
1655,2,25,7,2,7,2,1,1
1655,3,25,3,2,3,2,1,1
1656,1,25,5,1,5,1,1,1
1657,1,25,6,1,6,1,1,1
1657,2,25,5,2,5,2,1,1
1657,3,25,2,1,2,1,1,1
1657,4,25,1,1,1,1,1,1
1658,1,25,6,1,6,1,1,1
1659,1,25,7,2,7,2,1,1
1659,2,25,2,1,2,1,1,1
1660,1,25,5,1,5,1,1,1
1660,2,25,5,2,5,2,1,1
1660,3,25,1,2,1,2,1,1
1661,1,25,7,1,7,1,1,1
1661,2,25,7,2,7,2,1,1
1661,3,25,2,2,2,2,1,1
1662,1,25,6,1,6,1,1,1
1662,2,25,6,2,6,2,1,1
1662,3,25,2,1,2,1,1,1
1662,4,25,1,1,1,1,1,1
1663,1,25,6,1,6,1,1,1
1664,1,25,5,1,5,1,1,1
1664,2,25,5,2,5,2,1,1
1664,3,25,1,2,1,2,1,1
1665,1,25,8,1,8,1,1,1
1665,2,25,8,2,8,2,1,1
1665,3,25,5,1,5,1,1,1
1665,4,25,3,1,3,1,1,1
1665,5,25,5,2,5,2,1,1
1666,1,25,8,1,8,1,1,1
1666,2,25,7,2,7,2,1,1
1667,1,25,6,1,6,1,1,1
1668,1,25,5,1,5,1,1,1
1669,1,25,6,1,6,1,1,1
1669,2,25,6,2,6,2,1,1
1669,3,25,5,1,5,1,1,1
1669,4,25,6,1,6,1,1,1
1669,5,25,6,2,6,2,1,1
1669,6,25,2,2,2,2,1,1
1669,7,25,2,1,2,1,1,1
1669,8,25,1,2,1,2,1,1
1669,9,25,1,1,1,1,1,1
1670,1,25,5,1,5,1,1,1
1671,1,25,6,1,6,1,1,1
1671,2,25,5,1,5,1,1,1
1671,3,25,6,2,6,2,1,1
1671,4,25,2,2,2,2,1,1
1672,1,25,5,2,5,2,1,1
1672,2,25,1,2,1,2,1,1
1672,3,25,1,2,1,2,1,1
1672,4,25,6,1,6,1,1,1
1673,1,25,5,1,5,1,1,1
1673,2,25,5,2,5,2,1,1
1674,1,25,7,1,7,1,1,1
1674,2,25,7,2,7,2,1,1
1674,3,25,6,1,6,1,1,1
1674,4,25,7,1,7,1,1,1
1675,1,25,5,1,5,1,1,1
1675,2,25,5,2,5,2,1,1
1675,3,25,1,1,1,1,1,1
1675,4,25,1,1,1,1,1,1
1675,5,25,1,2,1,2,1,1
1676,1,25,7,1,7,1,1,1
1676,2,25,6,2,6,2,1,1
1676,3,25,1,1,1,1,1,1
1676,4,25,1,1,1,1,1,1
1676,5,25,2,2,2,2,1,1
1677,1,25,5,1,5,1,1,1
1677,2,25,5,2,5,2,1,1
1677,3,25,1,2,1,2,1,1
1677,4,25,1,2,1,2,1,1
1678,1,25,5,1,5,1,1,1
1679,1,25,7,1,7,1,1,1
1679,2,25,6,2,6,2,1,1
1680,1,25,5,2,5,2,1,1
1681,1,25,6,1,6,1,1,1
1681,2,25,6,2,6,2,1,1
1681,3,25,1,2,1,2,1,1
1682,1,25,6,1,6,1,1,1
1682,2,25,6,2,6,2,1,1
1682,3,25,2,1,2,1,1,1
1682,4,25,2,2,2,2,1,1
1683,1,34,5,1,5,1,1,1
1683,2,34,5,2,5,2,1,1
1683,3,34,2,2,2,2,1,1
1683,4,34,1,1,1,1,1,1
1684,1,25,6,1,6,1,1,1
1684,2,25,6,2,6,2,1,1
1685,1,25,6,1,6,1,1,1
1685,2,25,6,2,6,2,1,1
1685,3,25,2,2,2,2,1,1
1685,4,25,2,2,2,2,1,1
1686,1,25,7,1,7,1,1,1
1686,2,25,7,2,7,2,1,1
1686,3,25,4,1,4,1,1,1
1687,1,25,5,1,5,1,1,1
1687,2,25,5,2,5,2,1,1
1687,3,25,7,2,7,2,1,1
1687,4,25,4,2,4,2,1,1
1688,1,25,6,1,6,1,1,1
1688,2,25,6,2,6,2,1,1
1688,3,25,2,2,2,2,1,1
1688,4,25,2,2,2,2,1,1
1688,5,25,2,2,2,2,1,1
1688,6,25,1,2,1,2,1,1
1688,7,25,5,2,5,2,1,1
1689,1,25,7,1,7,1,1,1
1690,1,25,5,1,5,1,1,1
1690,2,25,5,2,5,2,1,1
1690,3,25,1,2,1,2,1,1
1691,1,25,6,1,6,1,1,1
1692,1,25,6,2,6,2,1,1
1692,2,25,3,1,3,1,1,1
1692,3,25,2,2,2,2,1,1
1693,1,25,7,1,7,1,1,1
1693,2,25,6,2,6,2,1,1
1693,3,25,2,2,2,2,1,1
1693,4,25,2,1,2,1,1,1
1693,5,25,5,2,5,2,1,1
1694,1,25,6,1,6,1,1,1
1694,2,25,6,2,6,2,1,1
1695,1,25,6,1,6,1,1,1
1695,2,25,5,2,5,2,1,1
1695,3,25,2,2,2,2,1,1
1696,1,25,5,1,5,1,1,1
1697,1,25,5,1,5,1,1,1
1698,1,25,7,1,7,1,1,1
1698,2,25,7,2,7,2,1,1
1698,3,25,6,1,6,1,1,1
1698,4,25,5,2,5,2,1,1
1698,5,25,2,1,2,1,1,1
1699,1,25,7,1,7,1,1,1
1699,2,25,5,2,5,2,1,1
1699,3,25,2,2,2,2,1,1
1699,4,25,2,1,2,1,1,1
1700,1,25,7,1,7,1,1,1
1701,1,25,5,1,5,1,1,1
1701,2,25,6,2,6,2,1,1
1701,3,25,5,2,5,2,1,1
1701,4,25,1,2,1,2,1,1
1702,1,25,6,1,6,1,1,1
1703,1,25,9,1,9,1,1,1
1703,2,25,8,2,8,2,1,1
1704,1,25,6,1,6,1,1,1
1704,2,25,5,2,5,2,1,1
1704,3,25,1,1,1,1,1,1
1704,4,25,1,2,1,2,1,1
1704,5,25,1,1,1,1,1,1
1705,1,25,7,1,7,1,1,1
1706,1,25,6,1,6,1,1,1
1706,2,25,6,2,6,2,1,1
1706,3,25,6,2,6,2,1,1
1706,4,25,1,1,1,1,1,1
1707,1,25,5,1,5,1,1,1
1708,1,25,7,1,7,1,1,1
1708,2,25,6,2,6,2,1,1
1708,3,25,2,2,2,2,1,1
1708,4,25,2,1,2,1,1,1
1708,5,25,3,2,3,2,1,1
1708,6,25,3,1,3,1,1,1
1709,1,25,7,1,7,1,1,1
1710,1,25,5,2,5,2,1,1
1711,1,25,5,1,5,1,1,1
1711,2,25,5,2,5,2,1,1
1711,3,25,1,2,1,2,1,1
1712,1,25,6,1,6,1,1,1
1712,2,25,5,2,5,2,1,1
1712,3,25,1,1,1,1,1,1
1712,4,25,1,1,1,1,1,1
1713,1,25,5,1,5,1,1,1
1713,2,25,5,2,5,2,1,1
1713,3,25,1,1,1,1,1,1
1714,1,25,5,1,5,1,1,1
1714,2,25,5,2,5,2,1,1
1714,3,25,1,1,1,1,1,1
1715,1,25,6,1,6,1,1,1
1715,2,25,5,2,5,2,1,1
1715,3,25,2,1,2,1,1,1
1715,4,25,2,2,2,2,1,1
1716,1,25,5,1,5,1,1,1
1717,1,25,7,1,7,1,1,1
1717,2,25,7,2,7,2,1,1
1718,1,25,7,1,7,1,1,1
1719,1,25,7,1,7,1,1,1
1719,2,25,6,2,6,2,1,1
1719,3,25,2,2,2,2,1,1
1720,1,25,6,1,6,1,1,1
1720,2,25,5,2,5,2,1,1
1720,3,25,1,1,1,1,1,1
1721,1,25,6,1,6,1,1,1
1722,1,25,6,2,6,2,1,1
1723,1,25,7,1,7,1,1,1
1723,2,25,6,2,6,2,1,1
1723,3,25,2,2,2,2,1,1
1723,4,25,2,2,2,2,1,1
1724,1,25,6,1,6,1,1,1
1724,2,25,5,2,5,2,1,1
1724,3,25,2,1,2,1,1,1
1724,4,25,2,1,2,1,1,1
1724,5,25,2,1,2,1,1,1
1724,6,25,1,2,1,2,1,1
1725,1,25,6,1,6,1,1,1
1726,1,25,7,1,7,1,1,1
1726,2,25,7,2,7,2,1,1
1727,1,25,7,1,7,1,1,1
1727,2,25,7,2,7,2,1,1
1728,1,25,5,1,5,1,1,1
1728,2,25,5,2,5,2,1,1
1728,3,25,1,2,1,2,1,1
1729,1,25,6,1,6,1,1,1
1729,2,25,5,2,5,2,1,1
1729,3,25,2,1,2,1,1,1
1730,1,25,8,1,8,1,1,1
1730,2,25,7,2,7,2,1,1
1730,3,25,4,2,4,2,1,1
1730,4,25,3,2,3,2,1,1
1730,5,25,2,2,2,2,1,1
1731,1,25,7,1,7,1,1,1
1731,2,25,6,2,6,2,1,1
1731,3,25,2,1,2,1,1,1
1732,1,25,6,1,6,1,1,1
1733,1,25,7,1,7,1,1,1
1733,2,25,7,2,7,2,1,1
1733,3,25,3,2,3,2,1,1
1733,4,25,2,2,2,2,1,1
1734,1,25,6,1,6,1,1,1
1734,2,25,6,1,6,1,1,1
1734,3,25,5,1,5,1,1,1
1735,1,25,6,1,6,1,1,1
1735,2,25,6,1,6,1,1,1
1736,1,25,6,1,6,1,1,1
1736,2,25,5,1,5,1,1,1
1737,1,25,7,1,7,1,1,1
1738,1,25,7,1,7,1,1,1
1738,2,25,7,2,7,2,1,1
1738,3,25,5,1,5,1,1,1
1738,4,25,2,1,2,1,1,1
1738,5,25,7,1,7,1,1,1
1739,1,25,6,1,6,1,1,1
1739,2,25,5,2,5,2,1,1
1740,1,25,5,1,5,1,1,1
1740,2,25,4,1,4,1,1,1
1741,1,25,8,1,8,1,1,1
1741,2,25,4,1,4,1,1,1
1741,3,25,5,1,5,1,1,1
1741,4,25,3,2,3,2,1,1
1741,5,25,4,2,4,2,1,1
1741,6,25,7,2,7,2,1,1
1742,1,25,5,1,5,1,1,1
1742,2,25,5,2,5,2,1,1
1742,3,25,2,2,2,2,1,1
1742,4,25,1,1,1,1,1,1
1743,1,25,7,1,7,1,1,1
1743,2,25,6,2,6,2,1,1
1743,3,25,2,2,2,2,1,1
1743,4,25,3,1,3,1,1,1
1743,5,25,3,1,3,1,1,1
1743,6,25,2,2,2,2,1,1
1744,1,25,7,1,7,1,1,1
1744,2,25,6,2,6,2,1,1
1744,3,25,2,2,2,2,1,1
1744,4,25,2,2,2,2,1,1
1744,5,25,2,1,2,1,1,1
1745,1,25,6,1,6,1,1,1
1746,1,25,6,1,6,1,1,1
1746,2,25,5,2,5,2,1,1
1746,3,25,2,2,2,2,1,1
1746,4,25,2,1,2,1,1,1
1746,5,25,2,1,2,1,1,1
1747,1,25,7,1,7,1,1,1
1747,2,25,6,2,6,2,1,1
1747,3,25,4,2,4,2,1,1
1747,4,25,3,2,3,2,1,1
1747,5,25,2,2,2,2,1,1
1747,6,25,2,2,2,2,1,1
1747,7,25,2,1,2,1,1,1
1747,8,25,1,2,1,2,1,1
1748,1,25,6,1,6,1,1,1
1748,2,25,6,2,6,2,1,1
1748,3,25,1,2,1,2,1,1
1749,1,25,6,1,6,1,1,1
1750,1,25,8,1,8,1,1,1
1750,2,25,6,2,6,2,1,1
1750,3,25,1,2,1,2,1,1
1751,1,25,7,2,7,2,1,1
1751,2,25,6,1,6,1,1,1
1751,3,25,3,2,3,2,1,1
1752,1,25,4,1,4,1,1,1
1753,1,25,5,1,5,1,1,1
1754,1,25,8,1,8,1,1,1
1755,1,25,5,1,5,1,1,1
1756,1,25,6,1,6,1,1,1
1756,2,25,6,2,6,2,1,1
1756,3,25,2,2,2,2,1,1
1756,4,25,2,1,2,1,1,1
1756,5,25,2,2,2,2,1,1
1756,6,25,2,2,2,2,1,1
1756,7,25,8,2,8,2,1,1
1756,8,25,9,1,9,1,1,1
1757,1,25,5,2,5,2,1,1
1757,2,25,1,2,1,2,1,1
1758,1,25,7,1,7,1,1,1
1758,2,25,7,2,7,2,1,1
1758,3,25,2,2,2,2,1,1
1759,1,25,8,1,8,1,1,1
1759,2,25,7,2,7,2,1,1
1759,3,25,2,1,2,1,1,1
1760,1,25,5,1,5,1,1,1
1761,1,25,7,1,7,1,1,1
1761,2,25,7,2,7,2,1,1
1762,1,25,6,1,6,1,1,1
1763,1,25,5,1,5,1,1,1
1763,2,25,5,2,5,2,1,1
1763,3,25,1,1,1,1,1,1
1764,1,25,5,1,5,1,1,1
1765,1,25,5,2,5,2,1,1
1765,2,25,5,2,5,2,1,1
1765,3,25,6,2,6,2,1,1
1766,1,25,5,1,5,1,1,1
1767,1,25,5,1,5,1,1,1
1768,1,25,6,1,6,1,1,1
1769,1,25,6,1,6,1,1,1
1769,2,25,5,2,5,2,1,1
1769,3,25,2,1,2,1,1,1
1769,4,25,2,2,2,2,1,1
1770,1,25,8,1,8,1,1,1
1770,2,25,8,2,8,2,1,1
1770,3,25,4,1,4,1,1,1
1771,1,25,6,1,6,1,1,1
1771,2,25,6,2,6,2,1,1
1771,3,25,2,1,2,1,1,1
1772,1,25,7,1,7,1,1,1
1772,2,25,7,2,7,2,1,1
1772,3,25,1,1,1,1,1,1
1773,1,25,8,1,8,1,1,1
1773,2,25,7,2,7,2,1,1
1773,3,25,5,1,5,1,1,1
1773,4,25,5,1,5,1,1,1
1774,1,25,7,1,7,1,1,1
1774,2,25,6,2,6,2,1,1
1775,1,25,8,1,8,1,1,1
1775,2,25,7,2,7,2,1,1
1776,1,25,5,1,5,1,1,1
1777,1,25,5,1,5,1,1,1
1778,1,25,5,2,5,2,1,1
1779,1,25,5,2,5,2,1,1
1780,1,25,5,1,5,1,1,1
1781,1,25,5,1,5,1,1,1
1782,1,25,6,1,6,1,1,1
1782,2,25,5,2,5,2,1,1
1782,3,25,2,1,2,1,1,1
1782,4,25,1,2,1,2,1,1
1783,1,25,6,1,6,1,1,1
1783,2,25,6,2,6,2,1,1
1783,3,25,2,1,2,1,1,1
1783,4,25,1,2,1,2,1,1
1784,1,25,7,1,7,1,1,1
1785,1,25,4,1,4,1,1,1
1785,2,25,5,1,5,1,1,1
1785,3,25,5,1,5,1,1,1
1786,1,25,4,1,4,1,1,1
1787,1,25,6,1,6,1,1,1
1787,2,25,6,2,6,2,1,1
1787,3,25,2,1,2,1,1,1
1787,4,25,2,1,2,1,1,1
1788,1,25,6,2,6,2,1,1
1788,2,25,7,1,7,1,1,1
1788,3,25,2,1,2,1,1,1
1788,4,25,2,1,2,1,1,1
1788,5,25,2,2,2,2,1,1
1789,1,25,7,1,7,1,1,1
1789,2,25,2,2,2,2,1,1
1789,3,25,2,1,2,1,1,1
1789,4,25,2,2,2,2,1,1
1789,5,25,1,1,1,1,1,1
1790,1,25,7,1,7,1,1,1
1790,2,25,6,2,6,2,1,1
1790,3,25,2,1,2,1,1,1
1790,4,25,2,1,2,1,1,1
1790,5,25,2,1,2,1,1,1
1790,6,25,2,1,2,1,1,1
1790,7,25,2,2,2,2,1,1
1790,8,25,1,2,1,2,1,1
1790,9,25,1,2,1,2,1,1
1791,1,25,5,1,5,1,1,1
1792,1,25,7,1,7,1,1,1
1792,2,25,6,2,6,2,1,1
1792,3,25,2,1,2,1,1,1
1792,4,25,2,2,2,2,1,1
1792,5,25,1,2,1,2,1,1
1792,6,25,1,2,1,2,1,1
1793,1,25,5,1,5,1,1,1
1794,1,25,6,2,6,2,1,1
1795,1,25,7,1,7,1,1,1
1795,2,25,6,2,6,2,1,1
1795,3,25,3,2,3,2,1,1
1796,1,25,7,1,7,1,1,1
1797,1,25,5,1,5,1,1,1
1798,1,25,6,1,6,1,1,1
1798,2,25,6,2,6,2,1,1
1798,3,25,2,1,2,1,1,1
1798,4,25,1,1,1,1,1,1
1799,1,25,6,1,6,1,1,1
1799,2,25,6,2,6,2,1,1
1799,3,25,1,2,1,2,1,1
1800,1,25,6,1,6,1,1,1
1800,2,25,5,2,5,2,1,1
1800,3,25,2,2,2,2,1,1
1800,4,25,1,2,1,2,1,1
1801,1,25,8,1,8,1,1,1
1801,2,25,6,2,6,2,1,1
1802,1,25,8,1,8,1,1,1
1802,2,25,8,2,8,2,1,1
1802,3,25,5,2,5,2,1,1
1803,1,25,6,1,6,1,1,1
1804,1,25,7,1,7,1,1,1
1804,2,25,6,2,6,2,1,1
1804,3,25,2,1,2,1,1,1
1804,4,25,2,2,2,2,1,1
1805,1,25,8,1,8,1,1,1
1805,2,25,8,2,8,2,1,1
1805,3,25,5,2,5,2,1,1
1806,1,25,7,1,7,1,1,1
1806,2,25,6,2,6,2,1,1
1806,3,25,2,1,2,1,1,1
1807,1,25,7,1,7,1,1,1
1807,2,25,7,2,7,2,1,1
1807,3,25,2,1,2,1,1,1
1808,1,25,5,1,5,1,1,1
1808,2,25,6,2,6,2,1,1
1808,3,25,1,2,1,2,1,1
1808,4,25,1,2,1,2,1,1
1808,5,25,1,1,1,1,1,1
1809,1,25,5,1,5,1,1,1
1809,2,25,6,1,6,1,1,1
1810,1,25,6,1,6,1,1,1
1811,1,25,6,1,6,1,1,1
1812,1,25,5,1,5,1,1,1
1812,2,25,5,2,5,2,1,1
1812,3,25,5,1,5,1,1,1
1812,4,25,6,1,6,1,1,1
1812,5,25,6,1,6,1,1,1
1812,6,25,5,1,5,1,1,1
1812,7,25,5,1,5,1,1,1
1812,8,25,6,2,6,2,1,1
1813,1,25,5,1,5,1,1,1
1813,2,25,5,2,5,2,1,1
1813,3,25,6,1,6,1,1,1
1813,4,25,5,2,5,2,1,1
1814,1,25,6,2,6,2,1,1
1814,2,25,6,1,6,1,1,1
1814,3,25,4,1,4,1,1,1
1815,1,25,6,1,6,1,1,1
1815,2,25,5,1,5,1,1,1
1815,3,25,6,1,6,1,1,1
1815,4,25,5,1,5,1,1,1
1816,1,25,4,1,4,1,1,1
1816,2,25,5,2,5,2,1,1
1816,3,25,4,2,4,2,1,1
1816,4,25,7,2,7,2,1,1
1816,5,25,5,2,5,2,1,1
1817,1,25,8,1,8,1,1,1
1817,2,25,8,2,8,2,1,1
1818,1,25,6,1,6,1,1,1
1819,1,25,7,1,7,1,1,1
1820,1,25,7,1,7,1,1,1
1820,2,25,7,2,7,2,1,1
1821,1,25,6,1,6,1,1,1
1822,1,25,6,1,6,1,1,1
1822,2,25,6,2,6,2,1,1
1822,3,25,2,2,2,2,1,1
#N/A,1,25,6,1,6,1,1,1
#N/A,2,25,6,2,6,2,1,1
#N/A,3,25,2,1,2,1,1,1
#N/A,4,25,2,1,2,1,1,1
1823,1,25,5,1,5,1,1,1
1823,2,25,5,2,5,2,1,1
1824,1,25,7,1,7,1,1,1
1824,2,25,6,2,6,2,1,1
1824,3,25,2,2,2,2,1,1
1824,4,25,1,2,1,2,1,1
1825,1,25,8,1,8,1,1,1
1826,1,25,5,2,5,2,1,1
1827,1,25,6,1,6,1,1,1
1827,2,25,6,2,6,2,1,1
1827,3,25,1,2,1,2,1,1
1827,4,25,2,1,2,1,1,1
1828,1,25,6,1,6,1,1,1
1828,2,25,6,2,6,2,1,1
1828,3,25,2,2,2,2,1,1
1828,4,25,2,1,2,1,1,1
1828,5,25,1,1,1,1,1,1
1829,1,25,6,1,6,1,1,1
1829,2,25,6,2,6,2,1,1
1829,3,25,2,2,2,2,1,1
1829,4,25,2,2,2,2,1,1
