region,geo
1,1
1,4
1,6
1,8
1,13
1,14
1,15
1,16
1,17
1,18
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
2,51
2,52
2,53
2,54
2,55
2,56
1,58
1,62
1,63
1,64
1,65
1,66
1,67
1,68
2,70
2,71
2,73
2,74
2,75
2,77
2,80
2,81
2,86
2,90
2,91
2,92
