hid,sample_geo,hsize,rhsize,hhrtotals,hhtotals
1236,34,1,1,1,1
1237,34,1,1,1,1
1238,34,1,1,1,1
1239,34,1,1,1,1
1240,34,1,1,1,1
1241,34,1,1,1,1
1242,34,1,1,1,1
1243,34,1,1,1,1
1244,34,1,1,1,1
1245,34,1,1,1,1
1246,34,1,1,1,1
1247,34,1,1,1,1
1248,34,1,1,1,1
1249,34,1,1,1,1
1250,34,1,1,1,1
1251,34,1,1,1,1
1252,34,1,1,1,1
1253,34,2,2,1,1
1254,34,1,1,1,1
1255,34,1,1,1,1
1256,34,1,1,1,1
1257,34,1,1,1,1
1258,34,1,1,1,1
1259,34,1,1,1,1
1260,34,1,1,1,1
1261,34,1,1,1,1
1262,34,1,1,1,1
1263,34,1,1,1,1
1264,34,1,1,1,1
1265,34,1,1,1,1
1266,34,1,1,1,1
1267,34,1,1,1,1
1268,34,1,1,1,1
1269,34,1,1,1,1
1270,34,1,1,1,1
1271,34,1,1,1,1
1272,34,1,1,1,1
1273,34,1,1,1,1
1274,34,1,1,1,1
1275,34,1,1,1,1
1276,34,1,1,1,1
1277,42,1,1,1,1
1278,34,1,1,1,1
1279,34,1,1,1,1
1280,34,1,1,1,1
1281,34,1,1,1,1
1282,34,1,1,1,1
1283,34,1,1,1,1
1284,34,1,1,1,1
1285,34,1,1,1,1
1286,34,1,1,1,1
1287,34,1,1,1,1
1288,34,1,1,1,1
1289,34,3,3,1,1
1290,34,3,3,1,1
1291,34,1,1,1,1
1292,34,1,1,1,1
1293,46,1,1,1,1
1294,34,1,1,1,1
1295,34,1,1,1,1
1296,34,1,1,1,1
1297,34,1,1,1,1
1298,34,1,1,1,1
1299,34,1,1,1,1
1300,34,1,1,1,1
1301,34,1,1,1,1
1302,34,1,1,1,1
1303,34,1,1,1,1
1304,34,1,1,1,1
1305,34,1,1,1,1
1306,34,1,1,1,1
1307,34,1,1,1,1
1308,37,1,1,1,1
1309,34,1,1,1,1
1310,34,1,1,1,1
1311,34,1,1,1,1
1312,34,1,1,1,1
1313,34,1,1,1,1
1314,34,1,1,1,1
1315,34,1,1,1,1
1316,34,1,1,1,1
1317,34,1,1,1,1
1318,34,1,1,1,1
1319,34,1,1,1,1
1320,34,1,1,1,1
1321,34,1,1,1,1
1322,34,1,1,1,1
1323,34,1,1,1,1
1324,34,1,1,1,1
1325,34,1,1,1,1
1326,34,1,1,1,1
1327,34,1,1,1,1
1328,34,1,1,1,1
1329,34,1,1,1,1
1330,34,1,1,1,1
1331,34,1,1,1,1
1332,34,1,1,1,1
1333,34,1,1,1,1
1334,34,1,1,1,1
1335,34,1,1,1,1
1336,34,1,1,1,1
1337,34,1,1,1,1
1338,34,1,1,1,1
1339,34,1,1,1,1
1340,34,1,1,1,1
1341,34,4,4,1,1
1342,34,1,1,1,1
1343,34,1,1,1,1
1344,34,1,1,1,1
1345,34,1,1,1,1
1346,34,1,1,1,1
1347,34,1,1,1,1
1348,34,1,1,1,1
1349,34,1,1,1,1
1350,34,1,1,1,1
1351,34,1,1,1,1
1352,34,1,1,1,1
1353,34,1,1,1,1
1354,34,1,1,1,1
1355,34,1,1,1,1
1356,34,1,1,1,1
1357,34,1,1,1,1
1358,34,1,1,1,1
1359,34,1,1,1,1
1360,34,1,1,1,1
1361,43,1,1,1,1
1362,43,3,3,1,1
1363,34,1,1,1,1
1364,34,1,1,1,1
1365,34,1,1,1,1
1366,34,1,1,1,1
1367,34,1,1,1,1
1368,34,1,1,1,1
1369,34,1,1,1,1
1370,34,1,1,1,1
1371,34,1,1,1,1
1372,34,1,1,1,1
1373,34,1,1,1,1
1374,34,1,1,1,1
1375,34,1,1,1,1
1376,34,1,1,1,1
1377,34,1,1,1,1
1378,34,1,1,1,1
1379,34,1,1,1,1
1380,34,1,1,1,1
1381,34,1,1,1,1
1382,34,1,1,1,1
1383,34,1,1,1,1
1384,34,1,1,1,1
1385,34,1,1,1,1
1386,34,1,1,1,1
1387,34,1,1,1,1
1388,34,1,1,1,1
1389,34,1,1,1,1
1390,34,1,1,1,1
1391,34,1,1,1,1
1392,34,1,1,1,1
1393,34,1,1,1,1
1394,34,1,1,1,1
1395,34,1,1,1,1
1396,34,4,4,1,1
1397,34,1,1,1,1
1398,34,1,1,1,1
1399,34,1,1,1,1
1400,34,1,1,1,1
1401,34,1,1,1,1
1402,34,1,1,1,1
1403,34,1,1,1,1
1404,34,1,1,1,1
1405,34,1,1,1,1
1406,34,1,1,1,1
1407,34,1,1,1,1
1408,34,1,1,1,1
1409,34,1,1,1,1
1410,34,1,1,1,1
1411,34,1,1,1,1
1412,34,1,1,1,1
1413,34,1,1,1,1
1414,34,1,1,1,1
1415,34,1,1,1,1
1416,34,1,1,1,1
1417,34,1,1,1,1
1418,34,1,1,1,1
1419,34,1,1,1,1
1420,34,1,1,1,1
1421,34,1,1,1,1
1422,34,1,1,1,1
1423,34,1,1,1,1
1424,34,1,1,1,1
1425,34,1,1,1,1
1426,34,1,1,1,1
1427,34,1,1,1,1
1428,34,1,1,1,1
1429,34,1,1,1,1
1430,34,1,1,1,1
1431,34,1,1,1,1
1432,34,1,1,1,1
1433,34,1,1,1,1
1434,34,1,1,1,1
1435,34,1,1,1,1
1436,34,1,1,1,1
1437,34,1,1,1,1
1438,34,1,1,1,1
1439,34,1,1,1,1
1440,34,4,4,1,1
1441,34,4,4,1,1
1442,34,1,1,1,1
1443,34,1,1,1,1
1444,34,1,1,1,1
1445,34,1,1,1,1
1446,34,1,1,1,1
1447,34,1,1,1,1
1448,34,1,1,1,1
1449,34,1,1,1,1
1450,34,1,1,1,1
1451,34,1,1,1,1
1452,34,3,3,1,1
1453,34,3,3,1,1
1454,34,2,2,1,1
1455,34,1,1,1,1
1456,34,1,1,1,1
1457,34,1,1,1,1
1458,34,1,1,1,1
1459,34,1,1,1,1
1460,34,1,1,1,1
1461,34,1,1,1,1
1462,34,1,1,1,1
1463,34,1,1,1,1
1464,34,1,1,1,1
1465,34,1,1,1,1
1466,34,1,1,1,1
1467,34,1,1,1,1
1468,34,1,1,1,1
1469,34,1,1,1,1
1470,34,1,1,1,1
1471,34,1,1,1,1
1472,34,1,1,1,1
1473,34,1,1,1,1
1474,34,1,1,1,1
1475,34,4,4,1,1
1476,34,1,1,1,1
1477,34,1,1,1,1
1478,34,1,1,1,1
1479,34,1,1,1,1
1480,34,1,1,1,1
1481,34,1,1,1,1
1482,34,1,1,1,1
1483,34,1,1,1,1
1484,34,1,1,1,1
1485,34,1,1,1,1
1486,34,1,1,1,1
1487,34,1,1,1,1
1488,34,1,1,1,1
1489,34,1,1,1,1
1490,34,1,1,1,1
1491,34,1,1,1,1
1492,34,1,1,1,1
1493,34,1,1,1,1
1494,34,1,1,1,1
1495,34,1,1,1,1
1496,34,1,1,1,1
1497,34,1,1,1,1
1498,34,1,1,1,1
1499,34,1,1,1,1
1500,34,1,1,1,1
1501,34,3,3,1,1
1502,34,3,3,1,1
1503,34,1,1,1,1
1504,34,1,1,1,1
1505,34,1,1,1,1
1506,34,1,1,1,1
1507,34,1,1,1,1
1508,34,1,1,1,1
1509,34,1,1,1,1
1510,34,1,1,1,1
1511,34,1,1,1,1
1512,34,1,1,1,1
1513,34,1,1,1,1
1514,34,1,1,1,1
1515,34,1,1,1,1
1516,34,1,1,1,1
1517,34,1,1,1,1
1518,34,1,1,1,1
1519,34,1,1,1,1
1520,34,1,1,1,1
1521,34,1,1,1,1
1522,34,1,1,1,1
1523,34,1,1,1,1
1524,34,1,1,1,1
1525,34,1,1,1,1
1526,34,1,1,1,1
1527,34,1,1,1,1
1528,34,1,1,1,1
1529,34,1,1,1,1
1530,34,1,1,1,1
1531,34,1,1,1,1
1532,34,1,1,1,1
1533,34,1,1,1,1
1534,34,1,1,1,1
1535,34,4,4,1,1
1536,34,4,4,1,1
1537,34,4,4,1,1
1538,34,1,1,1,1
1539,34,1,1,1,1
1540,34,1,1,1,1
1541,34,1,1,1,1
1542,34,1,1,1,1
1543,34,1,1,1,1
1544,34,1,1,1,1
1545,34,1,1,1,1
1546,34,1,1,1,1
1547,34,1,1,1,1
1548,34,1,1,1,1
1549,34,1,1,1,1
1550,34,1,1,1,1
1551,34,1,1,1,1
1552,34,1,1,1,1
1553,25,1,1,1,1
1554,25,1,1,1,1
1555,25,1,1,1,1
1556,25,1,1,1,1
1557,25,1,1,1,1
1558,25,1,1,1,1
1559,25,1,1,1,1
1560,25,1,1,1,1
1561,25,1,1,1,1
1562,25,1,1,1,1
1563,25,1,1,1,1
1564,25,2,2,1,1
1565,25,1,1,1,1
1566,25,1,1,1,1
1567,25,1,1,1,1
1568,25,1,1,1,1
1569,25,1,1,1,1
1570,25,1,1,1,1
1571,25,1,1,1,1
1572,25,1,1,1,1
1573,25,1,1,1,1
1574,25,1,1,1,1
1575,25,1,1,1,1
1576,25,1,1,1,1
1577,25,1,1,1,1
1578,25,2,2,1,1
1579,25,1,1,1,1
1580,25,1,1,1,1
1581,25,1,1,1,1
1582,25,1,1,1,1
1583,25,1,1,1,1
1584,25,1,1,1,1
1585,25,1,1,1,1
1586,25,1,1,1,1
1587,25,1,1,1,1
1588,25,1,1,1,1
1589,25,2,2,1,1
1590,25,1,1,1,1
1591,25,1,1,1,1
1592,25,1,1,1,1
1593,25,1,1,1,1
1594,25,1,1,1,1
1595,25,1,1,1,1
1596,25,1,1,1,1
1597,25,1,1,1,1
1598,25,2,2,1,1
1599,25,2,2,1,1
1600,25,1,1,1,1
1601,25,1,1,1,1
1602,25,1,1,1,1
1603,25,1,1,1,1
1604,25,1,1,1,1
1605,25,1,1,1,1
1606,25,1,1,1,1
1607,25,1,1,1,1
1608,25,1,1,1,1
1609,25,1,1,1,1
1610,25,1,1,1,1
1611,25,1,1,1,1
1612,25,1,1,1,1
1613,25,1,1,1,1
1614,25,1,1,1,1
1615,25,1,1,1,1
1616,25,1,1,1,1
1617,25,1,1,1,1
1618,25,3,3,1,1
1619,25,1,1,1,1
1620,25,1,1,1,1
1621,25,1,1,1,1
1622,25,1,1,1,1
1623,25,1,1,1,1
1624,25,1,1,1,1
1625,25,1,1,1,1
1626,25,1,1,1,1
1627,25,2,2,1,1
1628,25,1,1,1,1
1629,25,1,1,1,1
1630,25,1,1,1,1
1631,25,1,1,1,1
1632,25,1,1,1,1
1633,25,1,1,1,1
1634,25,1,1,1,1
1635,25,1,1,1,1
1636,25,1,1,1,1
1637,25,1,1,1,1
1638,25,1,1,1,1
1639,25,1,1,1,1
1640,25,1,1,1,1
1641,25,1,1,1,1
1642,25,2,2,1,1
1643,25,1,1,1,1
1644,25,1,1,1,1
1645,25,1,1,1,1
1646,25,1,1,1,1
1647,25,1,1,1,1
1648,25,1,1,1,1
1649,25,1,1,1,1
1650,25,1,1,1,1
1651,25,1,1,1,1
1652,25,1,1,1,1
1653,25,1,1,1,1
1654,25,1,1,1,1
1655,25,1,1,1,1
1656,25,1,1,1,1
1657,25,1,1,1,1
1658,25,1,1,1,1
1659,25,1,1,1,1
1660,25,2,2,1,1
1661,25,1,1,1,1
1662,25,1,1,1,1
1663,25,1,1,1,1
1664,25,1,1,1,1
1665,25,1,1,1,1
1666,25,1,1,1,1
1667,25,1,1,1,1
1668,25,1,1,1,1
1669,25,1,1,1,1
1670,25,1,1,1,1
1671,25,1,1,1,1
1672,25,1,1,1,1
1673,25,1,1,1,1
1674,25,1,1,1,1
1675,25,1,1,1,1
1676,25,1,1,1,1
1677,25,1,1,1,1
1678,25,1,1,1,1
1679,25,1,1,1,1
1680,25,1,1,1,1
1681,25,1,1,1,1
1682,25,1,1,1,1
1683,34,1,1,1,1
1684,25,1,1,1,1
1685,25,1,1,1,1
1686,25,1,1,1,1
1687,25,1,1,1,1
1688,25,1,1,1,1
1689,25,1,1,1,1
1690,25,1,1,1,1
1691,25,1,1,1,1
1692,25,1,1,1,1
1693,25,1,1,1,1
1694,25,1,1,1,1
1695,25,1,1,1,1
1696,25,1,1,1,1
1697,25,1,1,1,1
1698,25,1,1,1,1
1699,25,1,1,1,1
1700,25,1,1,1,1
1701,25,1,1,1,1
1702,25,1,1,1,1
1703,25,1,1,1,1
1704,25,1,1,1,1
1705,25,1,1,1,1
1706,25,1,1,1,1
1707,25,1,1,1,1
1708,25,1,1,1,1
1709,25,1,1,1,1
1710,25,1,1,1,1
1711,25,1,1,1,1
1712,25,1,1,1,1
1713,25,1,1,1,1
1714,25,1,1,1,1
1715,25,1,1,1,1
1716,25,1,1,1,1
1717,25,1,1,1,1
1718,25,1,1,1,1
1719,25,1,1,1,1
1720,25,1,1,1,1
1721,25,1,1,1,1
1722,25,1,1,1,1
1723,25,1,1,1,1
1724,25,1,1,1,1
1725,25,1,1,1,1
1726,25,1,1,1,1
1727,25,1,1,1,1
1728,25,1,1,1,1
1729,25,1,1,1,1
1730,25,1,1,1,1
1731,25,1,1,1,1
1732,25,1,1,1,1
1733,25,1,1,1,1
1734,25,1,1,1,1
1735,25,1,1,1,1
1736,25,1,1,1,1
1737,25,1,1,1,1
1738,25,1,1,1,1
1739,25,2,2,1,1
1740,25,1,1,1,1
1741,25,1,1,1,1
1742,25,1,1,1,1
1743,25,1,1,1,1
1744,25,1,1,1,1
1745,25,1,1,1,1
1746,25,1,1,1,1
1747,25,1,1,1,1
1748,25,2,2,1,1
1749,25,1,1,1,1
1750,25,1,1,1,1
1751,25,1,1,1,1
1752,25,1,1,1,1
1753,25,1,1,1,1
1754,25,1,1,1,1
1755,25,1,1,1,1
1756,25,1,1,1,1
1757,25,2,2,1,1
1758,25,1,1,1,1
1759,25,1,1,1,1
1760,25,3,3,1,1
1761,25,1,1,1,1
1762,25,1,1,1,1
1763,25,1,1,1,1
1764,25,1,1,1,1
1765,25,1,1,1,1
1766,25,3,3,1,1
1767,25,1,1,1,1
1768,25,1,1,1,1
1769,25,1,1,1,1
1770,25,1,1,1,1
1771,25,1,1,1,1
1772,25,1,1,1,1
1773,25,1,1,1,1
1774,25,1,1,1,1
1775,25,1,1,1,1
1776,25,1,1,1,1
1777,25,1,1,1,1
1778,25,1,1,1,1
1779,25,1,1,1,1
1780,25,1,1,1,1
1781,25,1,1,1,1
1782,25,1,1,1,1
1783,25,1,1,1,1
1784,25,1,1,1,1
1785,25,1,1,1,1
1786,25,1,1,1,1
1787,25,1,1,1,1
1788,25,1,1,1,1
1789,25,1,1,1,1
1790,25,1,1,1,1
1791,25,3,3,1,1
1792,25,1,1,1,1
1793,25,1,1,1,1
1794,25,1,1,1,1
1795,25,1,1,1,1
1796,25,1,1,1,1
1797,25,1,1,1,1
1798,25,1,1,1,1
1799,25,1,1,1,1
1800,25,1,1,1,1
1801,25,1,1,1,1
1802,25,1,1,1,1
1803,25,1,1,1,1
1804,25,1,1,1,1
1805,25,1,1,1,1
1806,25,1,1,1,1
1807,25,1,1,1,1
1808,25,1,1,1,1
1809,25,1,1,1,1
1810,25,1,1,1,1
1811,25,1,1,1,1
1812,25,1,1,1,1
1813,25,1,1,1,1
1814,25,1,1,1,1
1815,25,1,1,1,1
1816,25,1,1,1,1
1817,25,1,1,1,1
1818,25,1,1,1,1
1819,25,1,1,1,1
1820,25,1,1,1,1
1821,25,1,1,1,1
1822,25,1,1,1,1
1823,25,1,1,1,1
1824,25,1,1,1,1
1825,25,1,1,1,1
1826,25,1,1,1,1
1827,25,1,1,1,1
1828,25,1,1,1,1
1829,25,1,1,1,1
1830,25,1,1,1,1
1831,25,1,1,1,1
1832,25,1,1,1,1
1833,25,1,1,1,1
1834,25,1,1,1,1
1835,25,1,1,1,1
1836,25,1,1,1,1
1837,25,1,1,1,1
1838,25,1,1,1,1
1839,25,1,1,1,1
1840,25,3,3,1,1
1841,25,3,3,1,1
1842,25,1,1,1,1
1843,25,1,1,1,1
1844,25,1,1,1,1
1845,25,1,1,1,1
1846,25,1,1,1,1
1847,25,1,1,1,1
1848,25,1,1,1,1
1849,25,1,1,1,1
1850,25,1,1,1,1
1851,25,1,1,1,1
1852,25,1,1,1,1
1853,25,3,3,1,1
1854,25,1,1,1,1
1855,25,1,1,1,1
1856,25,1,1,1,1
1857,25,1,1,1,1
1858,25,4,4,1,1
1859,25,4,4,1,1
1860,25,4,4,1,1
1861,25,4,4,1,1
1862,25,4,4,1,1
1863,25,1,1,1,1
1864,25,1,1,1,1
1865,25,1,1,1,1
1866,25,1,1,1,1
1867,25,1,1,1,1
1868,25,1,1,1,1
1869,25,1,1,1,1
1870,25,1,1,1,1
1871,25,1,1,1,1
1872,25,1,1,1,1
1873,25,1,1,1,1
1874,25,1,1,1,1
1875,25,1,1,1,1
1876,25,1,1,1,1
1877,25,1,1,1,1
1878,25,1,1,1,1
1879,25,1,1,1,1
1880,25,3,3,1,1
1881,25,1,1,1,1
1882,25,1,1,1,1
1883,25,1,1,1,1
1884,25,2,2,1,1
1885,25,1,1,1,1
1886,25,1,1,1,1
1887,25,1,1,1,1
1888,25,1,1,1,1
1889,25,1,1,1,1
1890,25,1,1,1,1
1891,25,1,1,1,1
1892,25,1,1,1,1
1893,25,2,2,1,1
1894,25,1,1,1,1
1895,25,1,1,1,1
1896,25,1,1,1,1
1897,25,1,1,1,1
1898,25,1,1,1,1
1899,26,1,1,1,1
1900,25,1,1,1,1
1901,25,1,1,1,1
1902,25,1,1,1,1
1903,25,1,1,1,1
1904,25,1,1,1,1
1905,25,1,1,1,1
1906,25,1,1,1,1
1907,25,1,1,1,1
1908,25,1,1,1,1
1909,25,1,1,1,1
1910,25,1,1,1,1
1911,25,1,1,1,1
1912,25,1,1,1,1
1913,25,1,1,1,1
1914,25,1,1,1,1
1915,25,1,1,1,1
1916,25,1,1,1,1
1917,25,1,1,1,1
1918,25,1,1,1,1
1919,25,1,1,1,1
1920,25,1,1,1,1
1921,25,1,1,1,1
1922,25,1,1,1,1
1923,25,1,1,1,1
1924,25,1,1,1,1
1925,25,1,1,1,1
1926,25,1,1,1,1
1927,25,1,1,1,1
1928,25,1,1,1,1
1929,25,1,1,1,1
1930,25,1,1,1,1
1931,25,1,1,1,1
1932,25,1,1,1,1
1933,25,1,1,1,1
1934,25,1,1,1,1
1935,25,1,1,1,1
1936,25,1,1,1,1
1937,25,1,1,1,1
1938,25,1,1,1,1
1939,25,1,1,1,1
1940,26,1,1,1,1
1941,25,1,1,1,1
1942,25,1,1,1,1
1943,25,1,1,1,1
1944,25,1,1,1,1
1945,25,1,1,1,1
1946,25,1,1,1,1
1947,25,1,1,1,1
1948,25,1,1,1,1
1949,25,1,1,1,1
1950,25,1,1,1,1
1951,25,1,1,1,1
1952,25,1,1,1,1
1953,25,1,1,1,1
1954,25,1,1,1,1
1955,25,1,1,1,1
1956,25,1,1,1,1
1957,25,1,1,1,1
1958,25,1,1,1,1
1959,25,1,1,1,1
1960,25,1,1,1,1
1961,25,1,1,1,1
1962,25,1,1,1,1
1963,25,1,1,1,1
1964,25,1,1,1,1
1965,26,1,1,1,1
1966,26,1,1,1,1
1967,26,1,1,1,1
1968,25,1,1,1,1
1969,25,1,1,1,1
1970,25,1,1,1,1
1971,25,1,1,1,1
1972,25,1,1,1,1
1973,25,2,2,1,1
1974,25,1,1,1,1
1975,25,1,1,1,1
1976,25,1,1,1,1
1977,25,1,1,1,1
1978,25,2,2,1,1
1979,25,2,2,1,1
1980,25,2,2,1,1
1981,25,2,2,1,1
1982,25,1,1,1,1
1983,25,1,1,1,1
1984,25,1,1,1,1
1985,25,1,1,1,1
1986,25,1,1,1,1
1987,25,1,1,1,1
1988,25,1,1,1,1
1989,25,1,1,1,1
1990,25,1,1,1,1
1991,25,1,1,1,1
1992,25,1,1,1,1
1993,25,1,1,1,1
1994,25,1,1,1,1
1995,25,1,1,1,1
1996,25,1,1,1,1
1997,25,1,1,1,1
1998,25,1,1,1,1
1999,25,1,1,1,1
2000,25,1,1,1,1
2001,25,1,1,1,1
2002,25,1,1,1,1
2003,25,1,1,1,1
2004,25,1,1,1,1
2005,25,1,1,1,1
2006,25,1,1,1,1
2007,25,1,1,1,1
2008,25,1,1,1,1
2009,26,4,4,1,1
2010,26,4,4,1,1
2011,26,4,4,1,1
2012,25,1,1,1,1
2013,25,1,1,1,1
2014,25,1,1,1,1
2015,24,1,1,1,1
2016,24,1,1,1,1
2017,24,1,1,1,1
2018,25,1,1,1,1
2019,24,1,1,1,1
2020,25,1,1,1,1
2021,24,1,1,1,1
2022,24,1,1,1,1
2023,24,1,1,1,1
2024,24,1,1,1,1
2025,24,1,1,1,1
2026,24,1,1,1,1
2027,25,1,1,1,1
2028,25,1,1,1,1
2029,25,1,1,1,1
2030,25,1,1,1,1
2031,25,1,1,1,1
2032,25,1,1,1,1
2033,25,1,1,1,1
2034,25,1,1,1,1
2035,25,1,1,1,1
2036,25,1,1,1,1
2037,25,1,1,1,1
2038,25,2,2,1,1
2039,25,1,1,1,1
2040,25,1,1,1,1
2041,25,1,1,1,1
2042,25,1,1,1,1
2043,25,1,1,1,1
2044,25,1,1,1,1
2045,25,1,1,1,1
2046,25,1,1,1,1
2047,25,1,1,1,1
2048,25,1,1,1,1
2049,26,1,1,1,1
2050,26,1,1,1,1
2051,25,1,1,1,1
2052,25,1,1,1,1
2053,25,1,1,1,1
2054,25,1,1,1,1
2055,25,1,1,1,1
2056,25,1,1,1,1
2057,25,1,1,1,1
2058,25,1,1,1,1
2059,25,1,1,1,1
2060,25,1,1,1,1
2061,25,1,1,1,1
2062,25,1,1,1,1
2063,25,1,1,1,1
2064,25,1,1,1,1
2065,25,2,2,1,1
2066,25,1,1,1,1
2067,25,1,1,1,1
2068,25,1,1,1,1
2069,25,1,1,1,1
2070,25,1,1,1,1
2071,25,1,1,1,1
2072,25,1,1,1,1
2073,25,1,1,1,1
2074,25,1,1,1,1
2075,25,1,1,1,1
2076,25,1,1,1,1
2077,25,2,2,1,1
2078,14,1,1,1,1
2079,14,1,1,1,1
2080,14,1,1,1,1
2081,14,1,1,1,1
2082,14,1,1,1,1
2083,14,1,1,1,1
2084,14,1,1,1,1
2085,14,1,1,1,1
2086,14,1,1,1,1
2087,14,1,1,1,1
2088,14,1,1,1,1
2089,14,1,1,1,1
2090,14,1,1,1,1
2091,14,1,1,1,1
2092,14,1,1,1,1
2093,24,1,1,1,1
2094,24,1,1,1,1
2095,24,1,1,1,1
2096,14,1,1,1,1
2097,14,1,1,1,1
2098,14,1,1,1,1
2099,14,1,1,1,1
2100,25,1,1,1,1
2101,25,1,1,1,1
2102,25,1,1,1,1
2103,25,1,1,1,1
2104,25,1,1,1,1
2105,14,1,1,1,1
2106,14,1,1,1,1
2107,14,3,3,1,1
2108,14,1,1,1,1
2109,14,2,2,1,1
2110,14,1,1,1,1
2111,14,1,1,1,1
2112,14,1,1,1,1
2113,14,1,1,1,1
2114,14,1,1,1,1
2115,14,1,1,1,1
2116,14,1,1,1,1
2117,14,1,1,1,1
2118,14,1,1,1,1
2119,14,1,1,1,1
2120,14,1,1,1,1
2121,14,1,1,1,1
2122,14,1,1,1,1
2123,14,1,1,1,1
2124,14,1,1,1,1
2125,14,1,1,1,1
2126,24,1,1,1,1
2127,24,1,1,1,1
2128,14,1,1,1,1
2129,24,1,1,1,1
2130,14,1,1,1,1
2131,14,1,1,1,1
2132,14,1,1,1,1
2133,14,1,1,1,1
2134,14,1,1,1,1
2135,14,1,1,1,1
2136,14,1,1,1,1
2137,14,1,1,1,1
2138,14,1,1,1,1
2139,14,1,1,1,1
2140,14,1,1,1,1
2141,14,1,1,1,1
2142,14,1,1,1,1
2143,14,1,1,1,1
2144,14,1,1,1,1
2145,14,1,1,1,1
2146,14,1,1,1,1
2147,13,1,1,1,1
2148,13,1,1,1,1
2149,14,1,1,1,1
2150,14,1,1,1,1
2151,14,1,1,1,1
2152,14,1,1,1,1
2153,14,1,1,1,1
2154,14,1,1,1,1
2155,14,3,3,1,1
2156,14,1,1,1,1
2157,14,1,1,1,1
2158,14,1,1,1,1
2159,14,1,1,1,1
2160,14,1,1,1,1
2161,14,1,1,1,1
2162,14,1,1,1,1
2163,14,1,1,1,1
2164,14,1,1,1,1
2165,14,1,1,1,1
2166,14,1,1,1,1
2167,14,1,1,1,1
2168,14,1,1,1,1
2169,14,1,1,1,1
2170,14,1,1,1,1
2171,14,1,1,1,1
2172,14,1,1,1,1
2173,14,1,1,1,1
2174,14,1,1,1,1
2175,14,1,1,1,1
2176,14,1,1,1,1
2177,14,1,1,1,1
2178,14,1,1,1,1
2179,14,1,1,1,1
2180,14,1,1,1,1
2181,14,1,1,1,1
2182,14,1,1,1,1
2183,14,1,1,1,1
2184,14,1,1,1,1
2185,14,1,1,1,1
2186,36,1,1,1,1
2187,14,1,1,1,1
2188,14,1,1,1,1
2189,14,1,1,1,1
2190,14,1,1,1,1
2191,14,1,1,1,1
2192,14,1,1,1,1
2193,14,1,1,1,1
2194,14,1,1,1,1
2195,14,1,1,1,1
2196,14,1,1,1,1
2197,14,1,1,1,1
2198,14,1,1,1,1
2199,14,1,1,1,1
2200,14,2,2,1,1
2201,14,2,2,1,1
2202,14,1,1,1,1
2203,14,1,1,1,1
2204,14,1,1,1,1
2205,14,1,1,1,1
2206,14,1,1,1,1
2207,14,1,1,1,1
2208,14,1,1,1,1
2209,14,1,1,1,1
2210,14,1,1,1,1
2211,14,1,1,1,1
2212,14,1,1,1,1
2213,14,1,1,1,1
2214,14,1,1,1,1
2215,14,1,1,1,1
2216,14,1,1,1,1
2217,14,1,1,1,1
2218,14,1,1,1,1
2219,24,1,1,1,1
2220,24,1,1,1,1
2221,24,1,1,1,1
2222,14,1,1,1,1
2223,14,1,1,1,1
2224,14,1,1,1,1
2225,14,1,1,1,1
2226,14,1,1,1,1
2227,14,1,1,1,1
2228,24,1,1,1,1
2229,24,1,1,1,1
2230,14,1,1,1,1
2231,14,1,1,1,1
2232,14,1,1,1,1
2233,14,1,1,1,1
2234,14,1,1,1,1
2235,14,1,1,1,1
2236,14,1,1,1,1
2237,14,1,1,1,1
2238,14,1,1,1,1
2239,14,1,1,1,1
2240,14,1,1,1,1
2241,14,1,1,1,1
2242,14,1,1,1,1
2243,25,1,1,1,1
2244,14,1,1,1,1
2245,14,1,1,1,1
2246,14,1,1,1,1
2247,14,1,1,1,1
2248,14,1,1,1,1
2249,14,1,1,1,1
2250,14,1,1,1,1
2251,44,1,1,1,1
2252,44,1,1,1,1
2253,44,1,1,1,1
2254,44,1,1,1,1
2255,44,1,1,1,1
2256,45,1,1,1,1
2257,45,1,1,1,1
2258,45,1,1,1,1
2259,45,1,1,1,1
2260,45,1,1,1,1
2261,45,1,1,1,1
2262,45,1,1,1,1
2263,45,2,2,1,1
2264,45,1,1,1,1
2265,45,1,1,1,1
2266,25,1,1,1,1
2267,25,1,1,1,1
2268,34,1,1,1,1
2269,34,1,1,1,1
2270,34,1,1,1,1
2271,34,1,1,1,1
2272,34,1,1,1,1
2273,45,1,1,1,1
2274,44,1,1,1,1
2275,44,1,1,1,1
2276,44,1,1,1,1
2277,44,1,1,1,1
2278,25,1,1,1,1
2279,25,1,1,1,1
2280,25,1,1,1,1
2281,25,1,1,1,1
2282,45,1,1,1,1
2283,45,1,1,1,1
2284,45,1,1,1,1
2285,40,1,1,1,1
2286,40,1,1,1,1
2287,40,1,1,1,1
2288,40,1,1,1,1
2289,40,1,1,1,1
2290,40,1,1,1,1
2291,45,1,1,1,1
2292,45,1,1,1,1
2293,45,1,1,1,1
2294,45,1,1,1,1
2295,45,1,1,1,1
2296,45,1,1,1,1
2297,45,1,1,1,1
2298,45,1,1,1,1
2299,25,3,3,1,1
2300,25,1,1,1,1
2301,25,1,1,1,1
2302,25,1,1,1,1
2303,25,1,1,1,1
2304,40,1,1,1,1
2305,40,1,1,1,1
2306,4,1,1,1,1
2307,40,1,1,1,1
2308,40,1,1,1,1
2309,25,1,1,1,1
