variable_names,pworker,pworker,ptotals
variable_categories,1,2,1
geo,,,
334,1875.594043,1630.333014,3505.927057
335,4333.483731,4888.717523,9222.201254
336,2260.219041,2159.053976,4419.273016
337,2232.075817,2009.416159,4241.491976
338,2547.954224,1900.612259,4448.566483
339,1767.663977,1464.718572,3232.382549
340,1264.258982,1015.580835,2279.839817
341,0,3.03035864,3.03035864
342,2114.676947,1741.959482,3856.636429
343,1530.900446,1246.928307,2777.828753
344,1368.725617,1129.300022,2498.025639
345,1371.570537,1174.94084,2546.511377
346,1004.214521,821.0714997,1825.286021
347,2615.57151,1632.991303,4248.562813
348,1842.293239,1265.844606,3108.137845
349,1566.745283,3087.885587,4654.630871
350,1423.603082,1601.70496,3025.308042
351,2919.125354,1431.459533,4350.584887
352,2155.590536,2002.061517,4157.652054
353,759.2876351,553.8677754,1313.155411
354,1866.517197,1774.963768,3641.480965
355,895.2878997,651.205126,1546.493026
356,1438.640236,1647.274979,3085.915215
357,2360.533572,1492.062379,3852.595951
358,2180.969025,1841.32701,4022.296034
359,3554.73708,2548.40522,6103.1423
360,3928.773518,2316.795638,6245.569156
361,2848.965002,3462.261925,6311.226927
362,680.7029066,994.0753016,1674.778208
363,923.353731,886.7804965,1810.134227
364,1050.875362,796.6332882,1847.508651
365,1973.578599,1373.957579,3347.536177
366,2433.869357,1889.442302,4323.311659
367,1227.754786,546.0151379,1773.769924
368,1578.658457,978.9642348,2557.622692
369,0,3.03035864,3.03035864
370,1183.082762,1036.149882,2219.232644
371,1988.217524,1719.931331,3708.148855
372,1510.632773,2943.994427,4454.6272
373,1471.628926,909.2228448,2380.851771
374,1707.041238,1172.809589,2879.850827
375,1335.883704,1024.765677,2360.64938
376,1877.300293,1226.797074,3104.097367
377,2667.343136,1792.334662,4459.677798
378,2774.054763,1712.896263,4486.951026
379,948.7034055,629.1033262,1577.806732
380,2303.414569,2096.666176,4400.080745
381,1293.104585,1281.690139,2574.794724
382,554.3534461,553.7476965,1108.101143
383,819.0872868,714.2741849,1533.361472
384,1145.601006,1220.098972,2365.699978
385,1294.054686,1258.517408,2552.572094
386,2746.026478,4903.608848,7649.635326
388,2437.119748,1634.672144,4071.791892
389,2484.019633,2320.108931,4804.128563
390,3305.815131,1693.266505,4999.081636
391,4.471106364,3.609850009,8.080956372
393,1795.347533,1434.004657,3229.35219
394,3408.641322,2360.151409,5768.79273
395,1587.073514,2471.586824,4058.660338
396,3096.951404,1937.484416,5034.43582
397,1571.034998,1268.411047,2839.446045
398,605.0809366,467.6660218,1072.746958
399,1499.238489,2143.252596,3642.491085
400,1684.154379,1616.916299,3301.070678
401,4641.239528,3771.036056,8412.275584
402,2157.146224,2146.973164,4304.119388
403,3497.160667,2631.234622,6128.395289
404,2260.726568,1707.023011,3967.749579
405,2083.925021,1566.647021,3650.572041
406,2308.550298,1495.559914,3804.110212
407,3088.083699,2682.729271,5770.812969
408,1606.397411,1301.736763,2908.134175
409,2735.257472,1945.636507,4680.893979
410,3159.116785,2809.679615,5968.796401
411,794.8860816,765.7486178,1560.634699
412,842.0693902,793.3141557,1635.383546
413,2118.425061,1494.772557,3613.197618
414,645.601599,739.2722993,1384.873898
415,1993.72247,3037.682991,5031.405461
416,2782.827618,2878.89244,5661.720058
417,838.5429784,724.1119601,1562.654939
418,3861.295964,3767.126852,7628.422816
419,2789.261804,2893.670765,5682.932569
420,886.7763467,614.2612995,1501.037646
421,330.0884359,767.9115112,1097.999947
422,0,27.27322776,27.27322776
423,3195.487467,4982.440382,8177.927849
424,3097.357158,4097.724372,7195.08153
425,3147.085655,3205.556174,6352.641828
426,1646.69122,1840.241455,3486.932675
427,2204.222071,2115.049111,4319.271181
428,1805.62424,1994.445495,3800.069734
429,3089.990895,3944.481627,7034.472522
430,2876.671089,2397.163063,5273.834153
431,3151.494122,3208.218543,6359.712665
432,2725.380995,2076.72733,4802.108324
433,4140.486626,3389.954594,7530.44122
434,3449.42274,2370.886087,5820.308827
435,3569.826017,2880.797407,6450.623424
436,3577.967214,3596.911925,7174.879139
437,4310.478185,4673.525062,8984.003247
438,2409.886439,2094.236619,4504.123058
439,1641.51,1992.900129,3634.410129
440,1975.5835,1900.2452,3875.8287
441,2265.396216,2747.827093,5013.22331
442,649.3539378,963.8069781,1613.160916
443,1376.499794,1479.108165,2855.607958
444,1394.553985,1432.770626,2827.324611
445,2065.303276,2704.481222,4769.784499
446,1040.688806,1483.599941,2524.288747
447,1347.430842,1170.797187,2518.22803
448,4206.429367,4649.288698,8855.718065
449,2694.487216,1907.617438,4602.104654
450,2176.517613,1836.687346,4013.204958
451,1342.96896,1285.3621,2628.33106
452,3430.239525,3086.04167,6516.281195
453,3699.225276,3396.864539,7096.089815
454,2150.083485,1788.372627,3938.456112
455,2669.558948,2602.254966,5271.813913
456,1692.252514,2649.241297,4341.493811
457,2363.715337,2255.56135,4619.276686
458,3203.924941,2918.40963,6122.334572
459,2026.948451,2127.673244,4154.621695
460,3065.194007,3958.1672,7023.361207
461,2250.895223,2393.634452,4644.529675
462,3944.333938,3251.757711,7196.09165
463,4055.472595,3922.451583,7977.924179
464,2381.192204,1909.79563,4290.987834
465,4605.345456,4041.277863,8646.623319
466,1943.599203,1548.384069,3491.983272
467,2172.767309,2336.406347,4509.173656
468,2098.71787,2222.57355,4321.29142
469,1879.622813,2770.96758,4650.590392
470,1853.566949,2616.212044,4469.778994
471,1469.306399,1650.952881,3120.259279
472,1965.780632,2459.553101,4425.333733
473,1616.403723,2370.538128,3986.94185
474,2381.212821,2457.259807,4838.472628
475,1392.844399,2022.369788,3415.214187
476,3118.603436,3422.930747,6541.534184
477,1640.686947,1748.264131,3388.951079
478,2037.359393,1977.865804,4015.225198
479,1548.647581,2525.16455,4073.812131
480,2508.301059,2767.553332,5275.854392
481,6114.003795,6340.770214,12454.77401
482,2052.033626,2831.894382,4883.928008
483,1897.000811,2140.447017,4037.447828
484,2063.96538,2188.637911,4252.603291
485,2728.234373,2782.977873,5511.212246
486,2358.42207,2763.89415,5122.316221
487,2822.291536,2773.770752,5596.062288
488,2052.474319,2436.496946,4488.971265
489,4185.963911,4714.199414,8900.163325
490,3944.677967,5059.527671,9004.205638
491,3867.968518,3392.770782,7260.739301
492,25.84468598,30.72200863,56.56669461
494,1246.151087,1144.80188,2390.952967
495,1421.948477,1458.91247,2880.860947
496,1052.470412,1103.1247,2155.595112
497,1398.228286,1653.342864,3051.57115
498,983.1684147,1135.052274,2118.220689
499,1074.043235,1765.40281,2839.446045
500,888.1051563,835.1587902,1723.263946
501,1047.353342,1036.523282,2083.876625
502,945.3661705,1186.996192,2132.362363
503,750.8508979,789.5814106,1540.432309
504,1125.219825,877.8472358,2003.067061
505,1000.023025,976.7809273,1976.803953
506,1342.244875,1803.267393,3145.512268
507,0,25.25298866,25.25298866
508,590.004265,544.3599857,1134.364251
509,2018.930237,2170.035522,4188.96576
510,2305.820238,2441.741631,4747.561869
511,2517.563419,3367.39306,5884.956478
512,1772.720941,1986.944011,3759.664952
513,1686.030172,2234.243788,3920.27396
514,2091.502059,2146.959558,4238.461617
515,1584.143411,1745.210614,3329.354025
516,2177.917251,2512.067804,4689.985055
517,2374.806134,2986.908419,5361.714553
518,1937.815823,2681.460863,4619.276686
519,1329.657091,1359.281142,2688.938233
520,2276.575478,3072.007521,5348.582999
521,18.79014159,0.402129792,19.19227138
522,1729.7418,2373.363798,4103.105598
523,1362.417107,1924.511897,3286.929005
524,1804.425074,2150.192951,3954.618025
525,622.1694352,607.1460529,1229.315488
526,1091.246945,1077.479722,2168.726666
527,444.5744129,1138.282917,1582.857329
528,1044.287633,1434.545735,2478.833367
529,784.2343233,1022.869545,1807.103869
530,575.8853145,1032.225004,1608.110318
531,1207.499962,1700.634212,2908.134175
532,1233.924456,1178.241021,2412.165477
533,1382.580313,1391.207962,2773.788275
534,1282.803795,1528.358903,2811.162698
535,694.0488395,736.2804384,1430.329278
536,779.5684248,711.3680259,1490.936451
537,1424.191453,1883.950062,3308.141515
538,839.8001773,843.0589873,1682.859165
539,700.953806,990.9964345,1691.95024
540,1286.096186,1337.184276,2623.280462
541,925.6363209,584.4924012,1510.128722
542,916.744697,1204.506351,2121.251048
543,919.6870533,884.3864568,1804.07351
544,1142.779902,1484.541038,2627.320941
545,1856.580475,2278.848949,4135.429424
546,1123.102392,1477.955441,2601.057832
547,648.2577066,723.4846376,1371.742344
548,1529.538478,1947.293002,3476.831479
549,787.7567004,935.5072461,1723.263946
550,787.7003924,886.0676962,1673.768089
552,951.895264,1047.131319,1999.026583
553,1062.135301,1476.29512,2538.430421
554,1189.954849,1989.901484,3179.856333
555,15.13306908,99.01043968,114.1435088
556,1394.060924,1380.737471,2774.798394
557,2251.268658,2369.018148,4620.286806
558,1591.839714,2069.843643,3661.683356
559,1268.745508,1541.40707,2810.152579
560,978.2146688,1001.619642,1979.834311
561,2716.100716,2362.780364,5078.88108
562,2419.596318,2305.742921,4725.339239
563,2056.48137,2469.864318,4526.345688
564,728.267428,656.6064703,1384.873898
565,1086.164039,976.5000747,2062.664114
566,2404.282649,1692.762232,4097.044881
567,836.4555604,693.8755526,1530.331113
568,669.7654618,797.9382393,1467.703701
569,1021.372223,1304.933093,2326.305316
570,955.7029082,1192.821367,2148.524276
571,636.8520102,739.9409317,1376.792942
572,1444.926667,1063.200168,2508.126834
573,2905.660072,2419.690177,5325.350249
574,2584.790436,2335.501875,4920.292311
575,1896.59107,1756.001211,3652.59228
576,2839.161897,3030.642788,5869.804685
577,1048.701595,1100.8328,2149.534395
578,1994.940372,1955.637174,3950.577547
579,1014.492934,1015.847354,2030.340289
580,2323.077597,2353.775904,4676.853501
581,1426.152972,1486.02168,2912.174653
582,2085.704934,1874.973808,3960.678742
583,2435.253227,2777.973753,5213.22698
584,2880.841635,2142.48287,5023.324505
585,1465.895408,2141.241493,3607.136901
586,1049.506616,1607.107792,2656.614407
587,2340.55691,2672.666399,5013.22331
588,2873.902709,3324.190829,6198.093538
589,1458.495444,1587.014989,3045.510433
590,1844.751958,2418.962648,4263.714606
591,1731.716818,1688.547967,3420.264785
592,2056.310966,2388.215039,4444.526005
593,3316.302293,3245.434282,6561.736574
594,2607.277196,3217.07211,5824.349305
595,1097.900936,1505.177136,2603.078071
596,1867.701044,1850.549007,3718.250051
597,1825.385505,2185.799215,4011.184719
598,884.6850099,1387.07385,2271.75886
599,992.8414264,1043.559579,2036.401006
600,1205.141305,947.4234491,2152.564754
601,4726.197515,5643.68975,10369.88726
602,3995.259441,3724.074134,7719.333575
603,607.6948879,1162.034558,1769.729446
604,2969.440765,2852.888301,5822.329066
605,2200.821011,2358.858622,4559.679633
606,3651.114581,3065.170284,6716.284865
607,1250.401855,1143.581471,2393.983325
608,2614.029058,3318.403039,5932.432097
609,2455.793443,3557.448218,6013.241661
610,2097.706303,2449.851895,4547.558199
611,3634.720512,3491.672889,7126.393401
612,2449.991999,2992.532118,5442.524117
613,2574.996355,2796.819394,5371.815749
614,1455.835982,2003.823465,3459.659447
615,1973.989468,2452.354385,4426.343853
616,781.6809169,903.1984867,1684.879404
617,985.7463224,2068.855186,3054.601509
618,776.5820071,1498.207212,2274.789219
619,722.4776398,936.1386557,1658.616295
620,1626.196111,1679.925165,3306.121276
621,660.0760318,862.1741249,1522.250157
622,627.3671638,735.2841045,1362.651268
623,1039.978069,1047.939034,2087.917103
624,1121.383948,1425.127429,2546.511377
625,1094.035228,1398.939813,2492.975041
626,3359.009494,3991.630446,7350.63994
627,4242.036797,4954.091554,9196.128352
628,2032.055198,2603.383402,4635.438599
629,1984.894165,2046.492946,4031.38711
630,1578.963952,1843.321071,3422.285024
631,1133.681736,1001.710986,2135.392721
632,2616.364829,2424.131708,5040.496537
633,1205.945126,1564.81279,2770.757916
634,992.986958,1142.405763,2135.392721
635,1634.3616,1957.623508,3591.985108
636,1148.388078,1281.959551,2430.347629
637,788.5957232,901.3342782,1689.930001
638,464.5830148,662.7103992,1127.293414
639,2730.720706,3482.524625,6213.245331
640,3613.947335,3774.067029,7388.014364
641,1845.919088,2311.732965,4157.652054
642,1269.643092,2082.943683,3352.586775
643,1169.309357,1527.709832,2697.019189
644,2544.476779,3202.093322,5746.5701
645,3111.748214,3461.099675,6572.847889
646,1205.230249,1263.501922,2468.732172
648,1817.332233,2114.053042,3931.385275
649,1232.503063,1426.131583,2658.634647
650,3134.905748,3802.595297,6937.501046
651,1545.010505,1277.263508,2822.274013
653,1932.314021,2210.186239,4142.50026
654,482.8320154,885.8799701,1368.711986
655,0,1.010119547,1.010119547
656,1952.671922,4539.366404,6492.038326
657,4775.948209,6244.456044,11020.40425
658,1691.300619,1877.451739,3568.752358
659,2078.793222,3237.465951,5316.259174
660,1509.078293,2160.68602,3669.764313
661,1240.664011,1984.647701,3225.311712
662,1408.95815,2384.040747,3792.998897
663,1453.666797,1548.408496,3002.075292
664,2744.661339,3472.62447,6217.285809
665,1277.833729,1202.009758,2479.843487
666,3023.263043,3112.203083,6135.466126
667,3009.700238,2615.655517,5625.355755
668,2967.029494,3289.650977,6256.680471
669,2508.756442,2632.75205,5141.508492
670,821.4196602,991.7449259,1813.164586
671,776.537085,1186.125194,1962.662279
672,942.9726582,1654.044696,2597.017354
673,395.4932846,769.1745526,1164.667837
674,703.7358056,647.8041477,1351.539953
675,2532.379743,2288.920853,4821.300596
676,854.1795678,805.4468472,1659.626415
677,957.9707491,1078.430257,2036.401006
678,1712.132111,1376.813462,3088.945573
679,1718.094502,2079.954993,3798.049495
680,681.4375231,657.9809957,1339.418519
681,2752.361998,2595.210881,5347.572879
682,1357.841929,1877.570979,3235.412908
683,1515.408524,2070.515866,3585.92439
684,1714.385563,2222.05031,3936.435873
685,1532.570016,2565.484985,4098.055
686,911.1136991,765.6847482,1676.798447
687,582.1093964,733.0662532,1315.17565
688,1607.984437,2108.245375,3716.229812
689,1564.125354,2105.638958,3669.764313
690,1635.383674,1656.595929,3291.979602
691,4164.386109,5504.478191,9668.8643
692,44.11837339,29.62035351,73.7387269
693,1133.664276,1162.337453,2296.001729
694,1185.089719,1071.517348,2256.607067
695,2233.361329,1823.27877,4056.640099
696,1659.275771,1981.195075,3640.470846
697,934.3696659,1057.58608,1991.955746
698,914.6137432,848.0448656,1762.658609
699,843.3022868,946.6295497,1789.931837
700,3103.646831,2425.747567,5529.394398
701,1929.584965,1812.907955,3742.49292
702,1749.508427,2160.664337,3910.172765
703,1229.791199,1627.836999,2857.628197
704,1713.981121,2006.289169,3720.27029
705,1573.784935,1963.653717,3537.438652
706,2091.849012,2365.808547,4457.657559
707,985.9495874,1237.323535,2223.273122
