hid,sample_geo,hinc,hsize,hhrtotals,hhtotals
349371,3107,2,1,1,1
349375,4113,15,5,1,1
349381,4114,15,2,1,1
349395,3805,11,2,1,1
349400,3710,5,2,1,1
349403,3903,7,4,1,1
349418,3312,2,1,1,1
349458,3309,11,2,1,1
349469,4109,9,3,1,1
349477,3809,11,4,1,1
349491,4013,15,6,1,1
349492,3002,13,1,1,1
349520,4108,16,1,1,1
349536,3304,16,3,1,1
349560,4104,15,5,1,1
349563,3707,12,3,1,1
349570,3103,16,6,1,1
349597,4101,13,2,1,1
349617,3903,2,2,1,1
349623,3311,11,3,1,1
349643,3702,11,3,1,1
349671,2901,5,6,1,1
349678,4015,8,2,1,1
349683,3801,12,4,1,1
349702,4017,4,1,1,1
349715,4007,2,1,1,1
349723,4108,13,2,1,1
349743,3201,16,4,1,1
349774,3002,12,7,1,1
349800,3805,13,2,1,1
349814,3202,13,2,1,1
349853,3201,11,2,1,1
349879,4006,5,2,1,1
349883,3805,13,1,1,1
349902,4003,1,1,1,1
349905,3810,16,2,1,1
349908,4013,2,1,1,1
349910,3106,13,1,1,1
349914,3201,13,1,1,1
349915,3312,5,1,1,1
349948,4002,8,2,1,1
349954,3708,12,6,1,1
349956,3208,15,3,1,1
349967,3313,14,3,1,1
349982,3203,14,2,1,1
349994,4012,3,1,1,1
350011,3710,5,3,1,1
350013,3105,6,1,1,1
350033,3305,2,1,1,1
350048,3801,1,1,1,1
350049,3302,12,1,1,1
350053,4105,2,1,1,1
350056,3808,13,1,1,1
350077,3102,7,1,1,1
350081,3107,5,2,1,1
350096,3802,15,2,1,1
350102,3102,16,4,1,1
350106,4109,12,3,1,1
350113,2802,4,1,1,1
350176,3105,16,2,1,1
350186,4114,7,1,1,1
350192,4104,1,3,1,1
350195,3105,11,5,1,1
350198,3708,12,2,1,1
350202,3210,14,4,1,1
350203,4105,12,3,1,1
350212,3105,2,2,1,1
350241,3810,16,7,1,1
350242,3102,15,4,1,1
350244,3101,16,3,1,1
350260,4113,4,4,1,1
350306,3101,12,2,1,1
350322,4112,13,3,1,1
350360,3310,12,3,1,1
350366,4002,3,2,1,1
350379,4102,13,2,1,1
350380,4018,2,1,1,1
350397,4102,4,1,1,1
350398,2801,15,3,1,1
350400,4014,15,6,1,1
350407,2902,1,1,1,1
350415,4008,1,1,1,1
350418,4016,8,2,1,1
350424,3207,11,2,1,1
350444,3203,16,2,1,1
350446,3307,9,4,1,1
350449,3902,1,2,1,1
350452,3807,14,2,1,1
350459,3206,12,1,1,1
350461,3209,12,2,1,1
350467,4009,15,3,1,1
350472,3003,6,2,1,1
350497,3205,7,2,1,1
350514,4001,6,1,1,1
350526,4105,11,2,1,1
350532,3808,16,2,1,1
350571,4004,16,5,1,1
350576,3809,5,2,1,1
350577,3305,13,3,1,1
350583,3701,14,4,1,1
350590,4017,12,2,1,1
350596,4009,6,4,1,1
350600,4111,11,2,1,1
350604,3808,16,2,1,1
350646,3709,5,1,1,1
350652,4101,14,2,1,1
350655,4004,15,2,1,1
350664,3306,2,1,1,1
350677,3212,13,2,1,1
350685,3311,10,1,1,1
350697,3702,11,5,1,1
350698,3303,14,6,1,1
350709,4003,13,2,1,1
350715,4104,6,1,1,1
350719,4009,14,5,1,1
350725,3002,15,5,1,1
350744,3704,12,1,1,1
350793,4109,4,4,1,1
350797,4014,1,1,1,1
350819,3804,1,4,1,1
350827,4015,1,1,1,1
350830,3107,16,4,1,1
350868,3704,3,2,1,1
350872,3703,13,2,1,1
350882,3709,3,2,1,1
350888,3210,2,1,1,1
350942,3801,2,1,1,1
350958,3709,10,4,1,1
350959,4106,4,1,1,1
350986,3206,13,5,1,1
351028,4009,3,2,1,1
351040,4002,13,4,1,1
351045,4114,3,3,1,1
351052,3810,15,2,1,1
351060,4018,13,4,1,1
351074,4111,12,6,1,1
351096,4106,15,5,1,1
351107,4017,12,2,1,1
351108,4112,1,1,1,1
351110,3311,12,4,1,1
351116,4011,6,5,1,1
351120,3707,3,1,1,1
351137,3802,8,1,1,1
351140,4015,2,4,1,1
351141,4107,11,2,1,1
351167,4009,7,2,1,1
351175,3204,13,4,1,1
351183,3710,3,3,1,1
351187,4103,2,4,1,1
351196,3309,13,3,1,1
351206,3701,9,3,1,1
351210,4017,11,2,1,1
351217,3305,5,1,1,1
351219,4001,15,4,1,1
351222,4105,12,1,1,1
351272,3704,1,1,1,1
351280,3304,15,2,1,1
351288,4005,16,2,1,1
351291,3308,6,3,1,1
351326,3202,6,1,1,1
351350,3806,1,3,1,1
351376,2902,14,5,1,1
351383,3807,16,2,1,1
351390,4001,1,7,1,1
351420,4110,11,2,1,1
351432,2901,2,1,1,1
351456,3308,10,2,1,1
351463,3001,2,1,1,1
351466,4005,16,3,1,1
351470,4007,12,3,1,1
351573,3211,12,2,1,1
351576,3211,13,2,1,1
351580,4104,16,6,1,1
351583,3807,16,2,1,1
351598,3001,16,5,1,1
351645,3302,13,2,1,1
351647,3808,16,4,1,1
351661,4109,1,4,1,1
351671,4101,9,5,1,1
351674,3106,3,4,1,1
351685,3104,13,2,1,1
351688,3809,3,1,1,1
351717,3312,10,2,1,1
351720,4105,12,3,1,1
351723,3710,3,2,1,1
351726,3802,2,1,1,1
351734,3207,12,2,1,1
351738,4112,10,2,1,1
351750,3313,6,1,1,1
351751,3808,16,2,1,1
351756,4004,13,1,1,1
351764,3003,11,7,1,1
351775,4017,12,1,1,1
351778,3803,4,1,1,1
351789,3803,10,2,1,1
351811,3101,13,2,1,1
351820,3207,13,6,1,1
351826,3211,12,3,1,1
351840,3306,1,3,1,1
351857,3312,12,1,1,1
351870,3310,4,1,1,1
351873,3803,10,2,1,1
351875,3107,9,1,1,1
351881,4010,1,1,1,1
351882,4005,13,1,1,1
351885,3201,10,1,1,1
351889,3802,1,1,1,1
351891,4003,7,2,1,1
351907,3003,16,3,1,1
351922,4106,10,2,1,1
352002,4110,11,1,1,1
352017,4002,9,1,1,1
352030,2802,15,2,1,1
352062,3802,10,2,1,1
352067,4011,11,5,1,1
352127,3708,4,3,1,1
352156,4106,10,3,1,1
352167,4016,11,1,1,1
352179,3801,5,1,1,1
352180,3105,14,3,1,1
352188,3304,7,1,1,1
352192,4009,10,2,1,1
352205,3304,3,1,1,1
352213,3101,12,2,1,1
352221,4113,1,1,1,1
352238,3308,15,1,1,1
352242,3205,15,5,1,1
352252,3809,15,2,1,1
352269,4111,5,6,1,1
352275,3211,15,2,1,1
352278,3307,4,2,1,1
352279,2902,11,4,1,1
352282,3709,1,1,1,1
352289,3106,6,2,1,1
352310,3308,14,4,1,1
352313,3313,5,1,1,1
352318,4105,11,2,1,1
352327,4018,11,3,1,1
352365,3309,11,1,1,1
352373,3001,14,4,1,1
352386,3311,14,2,1,1
352394,4008,5,1,1,1
352428,4003,2,4,1,1
352436,2801,8,1,1,1
352452,3708,9,3,1,1
352453,4103,8,1,1,1
352458,3303,5,2,1,1
352467,4004,15,3,1,1
352469,4002,15,3,1,1
352488,3810,11,2,1,1
352555,3001,13,3,1,1
352565,3305,6,5,1,1
352581,4110,5,3,1,1
352590,3705,1,4,1,1
352599,3810,16,1,1,1
352606,3310,4,2,1,1
352618,3307,14,2,1,1
352626,3807,5,2,1,1
352633,3708,5,3,1,1
352639,3204,13,4,1,1
352640,3212,10,2,1,1
352655,4005,3,2,1,1
352667,3206,6,4,1,1
352680,3309,1,3,1,1
352709,3107,16,4,1,1
352711,4013,12,1,1,1
352712,3201,16,4,1,1
352745,4001,13,1,1,1
352755,3803,2,1,1,1
352756,4013,2,1,1,1
352763,3301,1,1,1,1
352789,3306,8,2,1,1
352803,3901,15,4,1,1
352804,3809,1,1,1,1
352830,3107,15,3,1,1
352839,3308,11,4,1,1
352864,4112,10,1,1,1
352873,3104,13,1,1,1
352879,2902,10,1,1,1
352882,4015,12,1,1,1
352889,3206,11,2,1,1
352908,3104,16,4,1,1
352914,2801,13,4,1,1
352916,4110,1,1,1,1
352928,3807,16,2,1,1
352929,3802,1,1,1,1
352940,3903,13,1,1,1
352953,3303,16,4,1,1
352968,4112,13,5,1,1
352969,4016,3,3,1,1
352980,3709,1,1,1,1
352989,3306,5,3,1,1
353027,4016,4,3,1,1
353034,3709,5,1,1,1
353038,2903,14,4,1,1
353039,3304,5,2,1,1
353043,4110,11,2,1,1
353054,3106,14,2,1,1
353056,3705,7,3,1,1
353064,3704,7,2,1,1
353078,2901,12,5,1,1
353092,3810,16,2,1,1
353097,3312,12,2,1,1
353113,4014,2,2,1,1
353115,3809,6,2,1,1
353135,4001,14,1,1,1
353155,4009,1,1,1,1
353156,3209,13,5,1,1
353158,4015,12,4,1,1
353168,3704,4,5,1,1
353172,3801,4,4,1,1
353179,3201,7,6,1,1
353205,3806,4,1,1,1
353207,4004,14,2,1,1
353208,4102,5,1,1,1
353219,4009,13,3,1,1
353220,3801,1,1,1,1
353232,3701,13,1,1,1
353233,3805,8,1,1,1
353256,3104,12,3,1,1
353264,3302,13,7,1,1
353265,3001,14,3,1,1
353271,4104,15,4,1,1
353282,3206,16,4,1,1
353289,4104,2,2,1,1
353297,4005,14,4,1,1
353305,3903,3,1,1,1
353322,4101,13,1,1,1
353347,2801,12,4,1,1
353349,3207,2,2,1,1
353365,3806,15,4,1,1
353378,3207,15,3,1,1
353379,3307,1,1,1,1
353395,4112,11,4,1,1
353400,3702,10,2,1,1
353401,3309,7,2,1,1
353408,2903,13,4,1,1
353439,3801,2,2,1,1
353444,3107,13,4,1,1
353463,4001,7,1,1,1
353471,3106,13,2,1,1
353495,4103,11,3,1,1
353499,4008,4,4,1,1
353526,3306,11,1,1,1
353533,3306,14,2,1,1
353542,3311,15,7,1,1
353564,3806,16,4,1,1
353570,3207,14,3,1,1
353582,3103,7,3,1,1
353620,2902,12,2,1,1
353625,2902,15,4,1,1
353629,3707,2,1,1,1
353652,3001,12,1,1,1
353656,3306,15,5,1,1
353674,3207,8,1,1,1
353680,4108,12,1,1,1
353681,4006,3,2,1,1
353687,4107,5,1,1,1
353690,3810,16,2,1,1
353725,4110,10,4,1,1
353737,3101,11,2,1,1
353766,4012,5,5,1,1
353767,3212,1,4,1,1
353772,3208,16,3,1,1
353785,3306,12,5,1,1
353788,4113,11,4,1,1
353792,3903,13,4,1,1
353806,4013,11,2,1,1
353840,4001,3,2,1,1
353845,2902,11,3,1,1
353853,4111,4,5,1,1
353886,4101,1,1,1,1
353912,2801,9,2,1,1
353913,4101,1,2,1,1
353950,3810,13,2,1,1
353966,3105,16,4,1,1
353968,3305,12,3,1,1
353979,4018,7,1,1,1
354051,4014,1,2,1,1
354084,4015,10,2,1,1
354088,3903,12,1,1,1
354092,3807,11,1,1,1
354099,3701,10,2,1,1
354126,4106,16,1,1,1
354157,4105,15,5,1,1
354161,4006,3,1,1,1
354169,4012,12,4,1,1
354186,4015,7,2,1,1
354196,3310,13,2,1,1
354208,3206,11,6,1,1
354226,3201,16,3,1,1
354241,4101,1,3,1,1
354244,4017,3,1,1,1
354248,4009,3,1,1,1
354254,3707,1,4,1,1
354258,3709,11,5,1,1
354259,4017,10,1,1,1
354260,4104,10,2,1,1
354271,4003,10,3,1,1
354273,2901,2,1,1,1
354298,3705,1,1,1,1
354330,3203,13,2,1,1
354331,3102,16,3,1,1
354335,4111,11,4,1,1
354349,3902,15,4,1,1
354360,3107,14,2,1,1
354364,4104,15,3,1,1
354379,4002,8,2,1,1
354403,4004,2,1,1,1
354404,3105,16,4,1,1
354405,4105,13,3,1,1
354449,3203,13,5,1,1
354459,4112,15,4,1,1
354499,4005,14,2,1,1
354514,4109,13,2,1,1
354519,3807,16,2,1,1
354528,4007,11,3,1,1
354536,3310,14,4,1,1
354564,4006,3,1,1,1
354582,4004,7,1,1,1
354589,3105,16,4,1,1
354602,4005,14,2,1,1
354616,4108,6,2,1,1
354619,4007,1,2,1,1
354625,4016,13,2,1,1
354642,3309,16,2,1,1
354648,3103,14,2,1,1
354653,2802,12,2,1,1
354671,4101,15,2,1,1
354685,4001,14,2,1,1
354715,3203,11,1,1,1
354733,4103,16,4,1,1
354748,3710,2,2,1,1
354764,4107,2,2,1,1
354784,3803,15,1,1,1
354818,3204,12,2,1,1
354821,4001,14,3,1,1
354822,4108,12,1,1,1
354830,3207,13,6,1,1
354845,3102,10,4,1,1
354856,3313,13,3,1,1
354874,3309,13,5,1,1
354875,3212,16,2,1,1
354876,4010,9,2,1,1
354930,2801,15,4,1,1
354946,4001,9,1,1,1
354965,3208,14,3,1,1
354975,4014,10,2,1,1
354981,4114,16,4,1,1
354992,3805,7,1,1,1
354993,4111,12,5,1,1
355005,3803,2,1,1,1
355043,4104,11,1,1,1
355097,3704,10,1,1,1
355109,3311,8,3,1,1
355131,3103,13,2,1,1
355145,3805,13,1,1,1
355177,4108,12,2,1,1
355180,3202,16,3,1,1
355198,4009,16,5,1,1
355201,4101,12,2,1,1
355218,4018,8,1,1,1
355224,4009,12,4,1,1
355249,3101,3,1,1,1
355255,3310,2,1,1,1
355265,3706,7,3,1,1
355290,2903,11,1,1,1
355291,3707,1,2,1,1
355315,3201,10,2,1,1
355324,3802,2,1,1,1
355330,3206,12,2,1,1
355353,4017,10,1,1,1
355354,3308,14,5,1,1
355361,3311,6,1,1,1
355404,4103,12,4,1,1
355428,4009,11,3,1,1
355440,3304,13,1,1,1
355461,4001,16,5,1,1
355492,3106,13,1,1,1
355527,2903,14,4,1,1
355532,3101,14,2,1,1
355545,3202,12,4,1,1
355560,3901,10,2,1,1
355596,4009,10,1,1,1
355606,4006,7,2,1,1
355619,4109,14,3,1,1
355633,3901,12,1,1,1
355656,4005,15,4,1,1
355687,4105,2,2,1,1
355723,2802,8,2,1,1
355724,3807,10,1,1,1
355740,4016,15,4,1,1
355752,3802,16,4,1,1
355766,4109,13,2,1,1
355796,3710,14,4,1,1
355802,4014,13,4,1,1
355823,3105,3,1,1,1
355848,4011,10,6,1,1
355871,3807,16,2,1,1
355890,4009,14,3,1,1
355897,2902,12,3,1,1
355899,4017,1,1,1,1
355913,3805,2,1,1,1
355942,3802,11,1,1,1
355943,4003,2,1,1,1
355956,4103,12,4,1,1
355963,3106,6,1,1,1
355978,3001,12,3,1,1
355994,3708,1,5,1,1
355995,4016,13,1,1,1
356000,3202,16,2,1,1
356029,3309,15,5,1,1
356044,4014,1,2,1,1
356053,3105,11,3,1,1
356062,3203,16,4,1,1
356077,3806,11,1,1,1
356096,3710,10,3,1,1
356099,3903,13,2,1,1
356113,3208,13,4,1,1
356122,3710,5,3,1,1
356135,3710,12,6,1,1
356152,2801,5,4,1,1
356153,3901,10,1,1,1
356178,4009,16,4,1,1
356184,4110,15,2,1,1
356196,3303,12,6,1,1
356216,3001,16,4,1,1
356220,4003,3,1,1,1
356232,4004,1,1,1,1
356261,3703,11,1,1,1
356280,3310,14,7,1,1
356291,3207,9,4,1,1
356335,3809,3,1,1,1
356337,3206,14,2,1,1
356350,3801,6,4,1,1
356353,4009,6,1,1,1
356367,3307,11,1,1,1
356384,3203,7,1,1,1
356392,4014,12,6,1,1
356407,3803,12,1,1,1
356413,3805,12,2,1,1
356450,2802,12,6,1,1
356455,2901,11,4,1,1
356465,3105,16,3,1,1
356467,3311,12,1,1,1
356498,3304,14,4,1,1
356503,3305,8,1,1,1
356525,4111,12,2,1,1
356537,3204,13,3,1,1
356544,4105,12,6,1,1
356546,3701,14,5,1,1
356563,4001,1,2,1,1
356569,3806,8,1,1,1
356582,4010,2,1,1,1
356593,3301,16,2,1,1
356601,3810,1,1,1,1
356604,3303,13,5,1,1
356614,3902,6,2,1,1
356631,4009,2,1,1,1
356640,4018,15,3,1,1
356649,4104,10,2,1,1
356667,2902,11,1,1,1
356673,3201,16,6,1,1
356708,4108,16,4,1,1
356713,4103,2,1,1,1
356731,4105,12,3,1,1
356745,3205,12,2,1,1
356749,3705,3,1,1,1
356760,3101,8,2,1,1
356790,3210,10,1,1,1
356831,4002,3,3,1,1
356838,3302,9,3,1,1
356841,4017,12,1,1,1
356877,4113,4,2,1,1
356883,3705,1,3,1,1
356886,4112,1,2,1,1
356900,3106,7,1,1,1
356924,4013,4,1,1,1
356934,3702,3,2,1,1
356940,3102,9,3,1,1
356945,3201,7,4,1,1
356952,4111,11,4,1,1
356959,3204,7,2,1,1
356965,3801,11,4,1,1
356969,3807,16,2,1,1
356985,3801,5,1,1,1
356989,4015,14,2,1,1
356997,4002,14,2,1,1
357008,3704,10,5,1,1
357011,3901,10,3,1,1
357018,4009,12,3,1,1
357033,3309,9,1,1,1
357060,3207,1,1,1,1
357075,4110,15,4,1,1
357093,3211,9,2,1,1
357094,3205,11,1,1,1
357096,3208,15,3,1,1
357118,4106,13,3,1,1
357143,3307,14,4,1,1
357164,3701,16,2,1,1
357182,3706,6,2,1,1
357186,3807,8,1,1,1
357189,4101,1,7,1,1
357197,3702,10,5,1,1
357202,3710,2,2,1,1
357209,3704,7,1,1,1
357213,4009,14,1,1,1
357231,4011,10,3,1,1
357239,2802,5,1,1,1
357255,3307,7,2,1,1
357260,2801,12,5,1,1
357270,3903,1,1,1,1
357272,3810,9,1,1,1
357292,4102,6,5,1,1
357295,3902,16,3,1,1
357315,3806,12,1,1,1
357324,4005,15,3,1,1
357327,4103,11,1,1,1
357338,4015,10,4,1,1
357341,3902,10,3,1,1
357356,4016,5,1,1,1
357360,3901,13,4,1,1
357372,4111,16,3,1,1
357429,4101,14,2,1,1
357432,3310,13,7,1,1
357512,3309,15,3,1,1
357536,3103,12,2,1,1
357556,3203,8,1,1,1
357585,2801,16,3,1,1
357639,3901,5,2,1,1
357642,4012,2,2,1,1
357688,3709,14,3,1,1
357708,2903,3,1,1,1
357722,4114,12,2,1,1
357735,3308,13,4,1,1
357742,3801,1,1,1,1
357746,4113,9,3,1,1
357768,4004,1,1,1,1
357773,3210,15,5,1,1
357774,4004,13,1,1,1
357799,3210,11,2,1,1
357803,3703,10,2,1,1
357809,3303,11,1,1,1
357817,3001,16,1,1,1
357818,3810,2,1,1,1
357829,3804,10,1,1,1
357844,2903,15,5,1,1
357858,3903,3,2,1,1
357872,4005,12,2,1,1
357874,3804,4,4,1,1
357889,4104,7,4,1,1
357901,3202,11,2,1,1
357912,3202,16,4,1,1
357917,4002,2,2,1,1
357931,3304,14,6,1,1
357933,3210,8,5,1,1
357935,4101,3,2,1,1
357936,4110,13,2,1,1
357938,3003,14,3,1,1
357944,3205,14,4,1,1
357947,3210,5,1,1,1
357960,3307,14,2,1,1
357984,3303,16,3,1,1
357988,3702,15,3,1,1
357994,2902,5,2,1,1
358031,3313,11,3,1,1
358047,3702,14,3,1,1
358050,3305,13,4,1,1
358063,3810,14,2,1,1
358081,4013,13,2,1,1
358098,4110,9,1,1,1
358121,3305,6,2,1,1
358127,3308,2,1,1,1
358135,4004,12,1,1,1
358140,3105,10,2,1,1
358143,4111,12,6,1,1
358151,3807,14,1,1,1
358153,3211,10,2,1,1
358180,3303,16,3,1,1
358206,4012,12,4,1,1
358233,2802,5,1,1,1
358248,4010,11,3,1,1
358264,3705,11,2,1,1
358273,3301,12,4,1,1
358277,3312,12,2,1,1
358292,3901,11,1,1,1
358307,2902,4,2,1,1
358343,4110,5,2,1,1
358345,4110,7,1,1,1
358365,4005,12,2,1,1
358367,3312,13,5,1,1
358381,3203,10,1,1,1
358382,2801,12,1,1,1
358388,3903,10,2,1,1
358443,3210,16,4,1,1
358449,3202,16,4,1,1
358455,4005,16,3,1,1
358462,4012,16,2,1,1
358526,3002,3,1,1,1
358528,3903,15,1,1,1
358542,3703,15,6,1,1
358561,3809,1,1,1,1
358563,3809,5,1,1,1
358576,3703,5,3,1,1
358591,3304,13,4,1,1
358600,3708,1,4,1,1
358605,4009,9,4,1,1
358606,3803,10,1,1,1
358627,3810,10,3,1,1
358632,3308,14,3,1,1
358637,3310,11,2,1,1
358681,4103,7,2,1,1
358684,4105,12,3,1,1
358690,2801,12,3,1,1
358713,3709,1,1,1,1
358718,3309,8,2,1,1
358734,3105,2,2,1,1
358738,4104,15,2,1,1
358746,3306,2,1,1,1
358771,3810,12,1,1,1
358792,3311,11,2,1,1
358797,3309,10,2,1,1
358798,3207,15,4,1,1
358836,4006,16,3,1,1
358845,3105,16,2,1,1
358846,3202,6,1,1,1
358870,3105,8,2,1,1
358888,3804,12,3,1,1
358893,3707,4,7,1,1
358898,4006,14,3,1,1
358901,4107,15,5,1,1
358921,3710,2,3,1,1
358925,3313,14,7,1,1
358945,4103,12,3,1,1
358947,3709,7,7,1,1
358949,3807,16,1,1,1
358959,4002,13,2,1,1
358965,3309,5,3,1,1
358971,2903,12,5,1,1
358982,4110,11,3,1,1
358997,3810,16,2,1,1
358999,3001,14,5,1,1
359011,3003,12,3,1,1
359017,4103,13,3,1,1
359020,4014,1,1,1,1
359021,3803,9,4,1,1
359053,3102,15,4,1,1
359055,3302,15,4,1,1
359064,3101,16,2,1,1
359065,3207,8,2,1,1
359080,3105,16,2,1,1
359088,3807,12,1,1,1
359104,3101,9,1,1,1
359144,3707,10,5,1,1
359170,4114,2,3,1,1
359171,4011,3,1,1,1
359174,3202,16,4,1,1
359189,3107,14,3,1,1
359192,3206,1,1,1,1
359196,3302,5,4,1,1
359198,3810,16,1,1,1
359222,4014,3,5,1,1
359227,3807,9,1,1,1
359232,4101,6,1,1,1
359233,3901,12,2,1,1
359246,4010,11,2,1,1
359278,3106,13,2,1,1
359282,3709,1,2,1,1
359296,3702,7,3,1,1
359327,4113,15,4,1,1
359334,4007,13,6,1,1
359346,3307,14,2,1,1
359349,4001,12,3,1,1
359351,3208,5,1,1,1
359356,4017,2,2,1,1
359363,3209,13,3,1,1
359384,3302,13,3,1,1
359387,4103,3,4,1,1
359410,3208,14,4,1,1
359415,4107,12,4,1,1
359416,2801,2,2,1,1
359426,3102,14,2,1,1
359433,4009,15,3,1,1
359462,3303,1,1,1,1
359471,3204,11,2,1,1
359472,3305,2,2,1,1
359493,4013,10,3,1,1
359516,3902,14,4,1,1
359517,4008,1,5,1,1
359531,3308,12,3,1,1
359545,3903,8,1,1,1
359547,3808,16,2,1,1
359572,4009,2,2,1,1
359577,4109,3,3,1,1
359590,4003,12,1,1,1
359616,4107,11,2,1,1
359624,3102,15,4,1,1
359628,3309,11,2,1,1
359645,3201,15,4,1,1
359656,3301,14,4,1,1
359660,3104,9,4,1,1
359668,4008,11,3,1,1
359685,2903,7,3,1,1
359717,4108,10,2,1,1
359721,3901,13,6,1,1
359723,3709,9,1,1,1
359734,3304,4,2,1,1
359743,3903,9,3,1,1
359760,4103,13,2,1,1
359769,3311,12,2,1,1
359778,3806,16,2,1,1
359789,4003,10,1,1,1
359839,3303,16,2,1,1
359847,4001,13,2,1,1
359855,3204,6,2,1,1
359861,4009,3,4,1,1
359873,4007,1,5,1,1
359879,4014,14,7,1,1
359900,4012,4,1,1,1
359913,3313,12,3,1,1
359915,3701,4,1,1,1
359940,4012,11,2,1,1
359943,3003,11,6,1,1
359951,3707,7,4,1,1
359962,3902,11,2,1,1
360002,4102,4,3,1,1
360003,4101,2,2,1,1
360005,3103,15,4,1,1
360010,3105,11,2,1,1
360014,3202,14,4,1,1
360021,3309,12,2,1,1
360026,4012,2,3,1,1
360054,3002,7,2,1,1
360060,3103,16,5,1,1
360062,3107,11,1,1,1
360073,3701,11,2,1,1
360088,3706,1,2,1,1
360094,3210,15,2,1,1
360111,3709,4,4,1,1
360116,2802,5,1,1,1
360132,3104,14,6,1,1
360176,3105,1,1,1,1
360191,3211,15,2,1,1
360196,3209,15,3,1,1
360216,3205,15,5,1,1
360243,3304,13,3,1,1
360263,3107,3,1,1,1
360288,3302,15,2,1,1
360290,4111,2,1,1,1
360334,4006,6,3,1,1
360345,3201,16,4,1,1
360348,3202,15,2,1,1
360352,3208,15,4,1,1
360361,3706,3,3,1,1
360374,3801,1,1,1,1
360385,4112,14,3,1,1
360394,4007,5,1,1,1
360398,4113,10,2,1,1
360445,2901,4,1,1,1
360463,3305,16,2,1,1
360493,4109,11,4,1,1
360513,4104,13,1,1,1
360540,2902,14,2,1,1
360541,2801,3,1,1,1
360563,4010,7,2,1,1
360564,3312,11,4,1,1
360604,4114,9,6,1,1
360606,3706,4,6,1,1
360607,3211,11,5,1,1
360630,3801,4,2,1,1
360648,3805,10,1,1,1
360660,4103,11,2,1,1
360672,4002,16,7,1,1
360677,4102,13,7,1,1
360700,3206,10,3,1,1
360733,2901,14,4,1,1
360741,4014,6,1,1,1
360744,3103,13,2,1,1
360746,4110,16,4,1,1
360748,3305,7,4,1,1
360749,4104,5,3,1,1
360753,4003,16,2,1,1
360773,4012,3,2,1,1
360781,4015,10,5,1,1
360798,4001,16,2,1,1
360806,4113,11,2,1,1
360816,2902,1,1,1,1
360817,3205,16,2,1,1
360820,4101,10,1,1,1
360821,4009,9,1,1,1
360828,4010,11,1,1,1
360857,3701,13,1,1,1
360885,4103,2,2,1,1
360894,4017,16,4,1,1
360900,3701,4,1,1,1
360908,4107,4,1,1,1
360934,4105,2,1,1,1
360949,4108,4,3,1,1
360951,3708,3,3,1,1
360983,4015,15,3,1,1
360990,3003,15,3,1,1
360991,3307,12,5,1,1
361006,4005,13,2,1,1
361039,4101,15,2,1,1
361052,3903,10,2,1,1
361061,3201,12,2,1,1
361074,4013,14,4,1,1
361086,4008,1,1,1,1
361109,4108,13,4,1,1
361130,4011,8,3,1,1
361134,4003,5,2,1,1
361150,3003,2,7,1,1
361168,3703,14,2,1,1
361174,3212,12,4,1,1
361177,3804,2,1,1,1
361182,3107,15,3,1,1
361194,4101,7,2,1,1
361197,3303,13,2,1,1
361213,3105,16,4,1,1
361222,4106,2,2,1,1
361230,3201,11,1,1,1
361235,3312,14,6,1,1
361254,3310,5,1,1,1
361256,3309,13,3,1,1
361284,2901,14,6,1,1
361302,4002,11,4,1,1
361305,3710,1,4,1,1
361313,3313,15,2,1,1
361314,4110,12,3,1,1
361328,3106,12,1,1,1
361333,4004,13,3,1,1
361335,3207,11,3,1,1
361339,3202,15,2,1,1
361346,4104,5,4,1,1
361362,4009,5,1,1,1
361385,3301,15,2,1,1
361399,4011,12,1,1,1
361433,3105,12,3,1,1
361442,3702,12,3,1,1
361449,4008,12,4,1,1
361466,4003,6,3,1,1
361490,3204,11,2,1,1
361493,4011,12,2,1,1
361506,3902,9,2,1,1
361510,3702,2,1,1,1
361531,4009,11,2,1,1
361535,4004,14,4,1,1
361552,3801,13,2,1,1
361554,3304,14,4,1,1
361559,4012,9,5,1,1
361560,3002,12,2,1,1
361564,4113,10,3,1,1
361585,2801,14,4,1,1
361590,4005,15,1,1,1
361596,3902,10,4,1,1
361598,3302,7,4,1,1
361602,3901,12,2,1,1
361624,3301,1,1,1,1
361640,4010,3,3,1,1
361647,3703,1,2,1,1
361666,3810,9,1,1,1
361674,3701,1,1,1,1
361679,4005,15,1,1,1
361689,4010,4,5,1,1
361705,3705,1,1,1,1
361712,3702,11,6,1,1
361725,2802,14,4,1,1
361730,2802,12,5,1,1
361763,4016,2,1,1,1
361765,3310,1,1,1,1
361775,4016,13,2,1,1
361796,3810,16,4,1,1
361807,3802,1,4,1,1
361814,4015,11,2,1,1
361853,3805,16,1,1,1
361866,4103,13,4,1,1
361870,3305,12,3,1,1
361883,3002,1,1,1,1
361885,3702,14,1,1,1
361893,4014,1,7,1,1
361894,2902,11,2,1,1
361901,2801,12,4,1,1
361916,4102,11,2,1,1
361933,3202,15,5,1,1
361939,3107,13,2,1,1
361945,4105,9,1,1,1
361950,3211,7,4,1,1
361953,3701,1,1,1,1
361961,3307,16,3,1,1
361963,3204,6,2,1,1
361977,4002,10,4,1,1
361989,3703,2,1,1,1
361996,4111,11,1,1,1
362013,2903,15,3,1,1
362039,4108,12,1,1,1
362047,3807,12,3,1,1
362065,3704,3,2,1,1
