variable_names,hhtotals,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hinc,hsize,hsize,hsize,hsize,hsize,hsize,hsize
variable_categories,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7
geo,,,,,,,,,,,,,,,,,,,,,,,,
48,2437.149735,0,0,136.202185,602.7671165,0,43.46878244,0,0,0,115.9167532,0,536.1149834,573.7879282,34.77502595,52.16253892,341.9544218,931.8513694,1205.134704,197.1224051,103.0412572,0,0,0
49,526.8461001,15.05274572,0,0,0,0,0,0,0,0,13.79835024,0,25.08790953,131.711525,0,126.6939431,214.5016265,213.2851281,89.1340834,158.372166,54.11712206,0,11.93760045,0
50,754.4911958,13.68409424,0,34.83223987,0,8.086055685,21.14814564,41.67428699,8.708059968,4.976034267,39.80827414,31.10021417,0,97.6546725,32.96622702,93.9226468,325.9302445,387.8458874,183.3226542,88.54359488,79.81394468,14.96511463,0,0
52,1793.801351,0,0,0,0,0,0,0,38.08495437,49.51044069,41.89344981,49.51044069,34.27645894,76.16990875,0,34.27645894,1470.079239,737.956252,672.6755066,227.0634622,119.2083176,36.8978126,0,0
53,1922.999116,576.5382687,278.3288194,90.3664998,106.6324698,319.8974093,142.7790697,36.14659992,0,112.0544597,153.6230497,0,30.72460993,75.90785983,0,0,0,747.8329894,397.6572245,71.22218947,546.0367859,0,160.2499263,0
54,453.3578127,22.20749142,83.95515051,0,0,0,0,29.79053728,36.29029086,4.874815191,29.24889114,29.24889114,0,42.24839832,0,17.33267623,158.1606706,253.8200615,148.773739,35.18297882,15.58103348,0,0,0
55,359.3728375,25.42958664,31.66703241,0,9.116266907,0,0,14.39410564,0,0,12.95469508,30.22762185,29.74781833,0,31.18722889,43.18231693,131.4661649,92.74137743,266.6314601,0,0,0,0,0
56,2232.807942,176.0018625,0,0,0,0,37.96118604,151.8447441,31.05915221,0,37.96118604,345.1016912,169.0998287,0,44.86321986,200.1589809,1038.756091,1144.414107,850.9745921,210.7429241,26.6763195,0,0,0
57,2648.913219,121.4085225,0,0,0,71.74139968,187.631353,0,0,49.66712285,0,0,0,535.301213,0,0,1683.163608,1549.942611,525.4042748,472.8638473,100.702486,0,0,0
58,1036.894813,0,0,0,0,0,0,0,22.01475186,28.61917742,24.21622704,28.61917742,19.81327667,44.02950372,0,19.81327667,849.7694217,639.2807659,169.3732562,119.8005959,98.11255696,10.32763758,0,0
59,3339.314712,136.7996573,175.384176,80.67672098,42.09220225,280.6146817,0,66.64598689,238.5224794,0,231.5071124,0,357.7837191,49.10756929,519.1371611,291.1377322,869.9055131,1983.993826,1094.054209,114.3041711,146.9625057,0,0,0
60,2455.319282,0,0,95.76543243,0,0,101.0857342,0,0,74.48422523,0,188.870714,239.4135811,343.1594662,255.3744865,540.0106329,617.155009,1327.444784,777.1146002,350.7598974,0,0,0,0
