variable_names,gqtotals,gqtype,gqtype
variable_categories,1,1,2
geo,,,
5301,0,0,0
5302,0,0,0
5303,4.02662738,0,4.02662738
5304,1.006656845,0,1.006656845
5305,0,0,0
5306,238.5776723,237.5710154,1.006656845
5307,592.9208817,142.945272,449.9756097
5308,3309.887706,135.8986741,3173.989032
5309,432.8624433,426.8225023,6.03994107
5310,23.15310743,0,23.15310743
5311,4.02662738,0,4.02662738
5312,0,0,0
5313,1.006656845,1.006656845,0
5314,128.8520762,128.8520762,0
5315,95.63240027,85.56583182,10.06656845
5316,5.033284225,0,5.033284225
5317,2355.577017,124.8254488,2230.751568
5318,89.5924592,0,89.5924592
5319,14.09319583,0,14.09319583
5320,37.24630326,16.10650952,21.13979374
5321,10.06656845,0,10.06656845
5322,18.11982321,0,18.11982321
5323,933.1708953,798.2788781,134.8920172
5324,182.2048889,0,182.2048889
5325,246.630927,229.5177607,17.11316636
5326,17.11316636,0,17.11316636
5327,267.7707208,4.02662738,263.7440934
5328,3039.097015,6.03994107,3033.057074
5329,2558.9217,0,2558.9217
5330,390.5828558,60.3994107,330.1834451
5331,338.2366999,240.5909859,97.64571396
5332,81.53920444,0,81.53920444
5333,155.0251541,148.9852131,6.03994107
5334,18.11982321,0,18.11982321
5335,21.13979374,0,21.13979374
5336,65.43269492,0,65.43269492
5337,0,0,0
5338,68.45266546,0,68.45266546
5339,0,0,0
5340,63.41938123,0,63.41938123
5341,30.19970535,29.1930485,1.006656845
5342,15.09985267,0,15.09985267
5343,116.772194,116.772194,0
5344,0,0,0
5345,74.49260653,68.45266546,6.03994107
5346,4.02662738,0,4.02662738
5347,0,0,0
5348,98.65237081,0,98.65237081
5349,2524.695367,315.0835925,2209.611775
5350,67.44600861,60.3994107,7.046597915
5351,7.046597915,0,7.046597915
5352,0,0,0
5353,0,0,0
5354,122.8121351,109.7255961,13.08653898
5355,0,0,0
5356,111.7389098,111.7389098,0
5357,8.05325476,0,8.05325476
5358,20.1331369,0,20.1331369
5359,10.06656845,0,10.06656845
5360,4.02662738,0,4.02662738
5361,3.019970535,0,3.019970535
5362,91.60577289,88.58580236,3.019970535
5363,0,0,0
5364,4.02662738,0,4.02662738
5365,75.49926337,0,75.49926337
5366,77.51257706,77.51257706,0
5367,9.059911605,0,9.059911605
5368,62.41272439,0,62.41272439
5369,8.05325476,0,8.05325476
5370,40.2662738,0,40.2662738
5371,66.43935177,0,66.43935177
5372,582.8543132,0,582.8543132
5373,2.01331369,2.01331369,0
5374,5.033284225,0,5.033284225
5375,32.21301904,0,32.21301904
5376,0,0,0
5377,2.01331369,0,2.01331369
5378,78.51923391,78.51923391,0
5379,2.01331369,0,2.01331369
5380,3.019970535,0,3.019970535
5381,1.006656845,0,1.006656845
5382,0,0,0
5383,0,0,0
5384,14.09319583,0,14.09319583
5385,21.13979374,0,21.13979374
5386,35.23298957,35.23298957,0
5387,8.05325476,0,8.05325476
5388,6.03994107,0,6.03994107
5389,7.046597915,0,7.046597915
5390,9.059911605,0,9.059911605
5391,0,0,0
5392,210.3912806,210.3912806,0
5393,0,0,0
5394,10.06656845,0,10.06656845
5395,32.21301904,0,32.21301904
5396,120.7988214,86.57248867,34.22633273
5397,14.09319583,9.059911605,5.033284225
5398,15.09985267,11.07322529,4.02662738
5399,0,0,0
5400,99.65902765,5.033284225,94.62574343
5401,0,0,0
5402,0,0,0
5403,64.42603808,0,64.42603808
5404,6.03994107,0,6.03994107
